K,skew,B,load,capfam,lam,cap_blocks,policy,W,p99_mean,p99_std,recomp_mean,recomp_std,hit_mean,p99_seeds,recomp_seeds
8,1.5,4,1.4,5,5.6,640,greedy,0,17.57615881614213,5.649591412225815,39850.666666666664,9120.29317267573,0.9513541666666666,18.1402;14.1902;13.2534;25.2800;10.7445;17.1928;9.7289;30.7359;20.7003;16.5983;19.7287;14.4821;15.3805;26.9303;22.4088;9.7026;13.2199;28.0177;18.7072;16.9680;19.0455;12.7960;11.6024;16.2735,32768;43008;45056;32768;45056;38912;53248;24576;30720;38912;34816;55296;43008;28672;32768;49152;47104;24576;28672;49152;34816;45056;55296;43008
8,1.5,4,1.4,5,5.6,640,vtc,0,63.36053314110467,10.022384533916028,125866.66666666667,24347.23153780642,0.8463541666666666,61.0930;64.2929;60.5934;61.8140;60.8665;59.0529;49.9527;50.1567;60.4815;74.7480;64.5797;71.6175;43.9359;57.8195;88.9537;62.2101;62.1794;60.8768;69.0855;53.2540;72.3132;67.3577;58.1846;85.2335,120832;135168;122880;118784;116736;118784;104448;88064;106496;155648;116736;141312;88064;106496;182272;126976;116736;129024;143360;104448;135168;131072;118784;192512
8,1.5,4,1.4,5,5.6,640,bounded,1,32.26086106978782,5.747851502618025,116053.33333333333,12880.528905634617,0.8583333333333334,28.3087;36.5921;38.8956;42.9423;29.1561;32.0166;23.9692;33.6762;32.4194;32.9880;35.5199;27.6447;25.3464;27.6059;43.4497;22.5512;29.0520;35.8207;38.2369;25.1812;39.1045;33.9574;26.1059;33.7201,102400;124928;137216;135168;110592;112640;106496;100352;106496;114688;118784;129024;98304;92160;143360;104448;114688;108544;122880;108544;129024;124928;114688;124928
8,1.5,4,1.4,5,5.6,640,bounded,2,29.45148216621171,5.633114892792407,108544,12457.497662050753,0.8675,29.5767;31.0982;31.0064;37.3808;28.4479;26.6254;25.0011;32.5294;34.7299;25.3203;32.7353;22.9787;21.6232;25.1293;45.0144;22.2013;23.7034;33.7963;34.5063;24.4946;32.2888;30.6243;22.2099;33.8138,102400;110592;116736;120832;108544;100352;112640;96256;112640;94208;110592;114688;88064;86016;147456;104448;100352;102400;112640;104448;112640;116736;104448;124928
8,1.5,4,1.4,5,5.6,640,bounded,4,25.31543480731133,4.131512887389052,97109.33333333333,8807.127618519497,0.8814583333333333,23.5326;27.4575;28.3808;25.2519;20.7023;26.3410;22.4627;30.8959;29.3371;22.8998;23.4281;20.2887;21.0146;27.9325;32.7762;17.4192;20.4035;28.1364;29.9949;21.8722;31.8180;25.5387;21.0966;28.5892,86016;102400;112640;88064;88064;100352;102400;92160;96256;86016;88064;106496;88064;92160;110592;90112;92160;88064;98304;96256;112640;100352;100352;112640
8,1.5,4,1.4,5,5.6,640,bounded,8,21.237769216844722,4.5733119408831735,84480,8970.964719582838,0.896875,22.4542;24.4451;24.3678;25.6033;15.8111;19.8912;14.1893;25.1662;29.3967;24.0402;21.6182;14.7589;17.6568;18.6894;23.7251;13.7024;15.6759;22.4403;31.4758;20.2860;24.2625;18.8578;18.1062;23.0859,79872;96256;98304;92160;73728;79872;79872;75776;94208;90112;81920;83968;77824;67584;88064;75776;79872;73728;104448;86016;83968;77824;92160;94208
8,1.5,4,1.4,5,5.6,640,bounded,16,17.590411892113814,3.0577450567728603,71850.66666666667,5574.82085412218,0.9122916666666667,18.2835;21.9396;16.4523;20.1378;12.7951;17.1419;13.7569;22.5267;18.9147;18.0688;20.7293;14.5997;14.5703;18.4057;20.8638;12.6392;14.5716;22.9117;19.0018;16.3370;18.8185;18.7402;12.5601;17.4038,67584;88064;75776;73728;65536;69632;77824;67584;67584;71680;75776;75776;67584;61440;77824;73728;71680;67584;63488;75776;69632;69632;73728;75776
8,1.5,4,1.4,5,5.6,640,bounded,32,14.583046314990344,2.853796446342658,58282.666666666664,4343.6259302824665,0.9288541666666666,16.5214;14.2543;14.2442;16.5118;10.2156;13.0241;9.5226;19.6419;15.2411;16.7197;15.3786;11.6554;13.6922;17.1259;17.3453;8.8206;11.1465;18.9733;17.3515;14.8188;17.2099;14.1429;11.9668;14.4686,57344;63488;63488;55296;55296;59392;57344;53248;51200;65536;53248;59392;59392;53248;59392;53248;55296;53248;59392;67584;61440;57344;63488;61440
8,1.5,4,1.4,6,5.6,768,greedy,0,16.435946358453567,7.783608530947882,33962.666666666664,7569.215782071189,0.9585416666666666,15.8841;10.4073;9.7306;23.4063;7.8337;10.4039;6.8208;31.7114;17.5461;16.1382;22.0644;11.2173;10.3368;29.8399;24.2698;8.3170;10.3802;27.1659;31.3211;14.2480;18.9612;9.9413;8.9946;17.5228,24576;36864;40960;28672;40960;32768;40960;20480;26624;34816;28672;45056;36864;22528;30720;40960;40960;22528;26624;40960;28672;36864;47104;38912
8,1.5,4,1.4,6,5.6,768,vtc,0,39.86413598475321,11.342938179925824,80384,13009.905559482999,0.901875,31.8108;44.6014;39.0784;53.2678;32.0021;25.5863;21.3680;41.6620;42.1236;58.4319;36.4058;41.6997;27.4010;43.2892;58.1952;24.1853;27.5463;47.7216;61.3346;32.0281;49.2103;30.2671;35.1152;52.4075,69632;83968;86016;96256;73728;67584;67584;71680;75776;104448;67584;86016;63488;71680;104448;69632;71680;83968;108544;75776;79872;67584;86016;96256
8,1.5,4,1.4,6,5.6,768,bounded,1,17.21055870263074,4.35539123848024,73984,8450.585462952651,0.9096875,17.9571;20.6530;20.0512;23.5551;14.6733;12.5830;10.0407;25.0254;20.1315;16.8844;18.1114;18.0056;10.7219;16.9129;22.6961;9.9498;12.8253;19.9318;22.1291;14.3291;20.0205;18.1213;10.0657;17.6781,71680;83968;88064;83968;71680;61440;69632;73728;71680;71680;69632;92160;59392;61440;83968;63488;71680;65536;79872;73728;75776;79872;71680;79872
8,1.5,4,1.4,6,5.6,768,bounded,2,16.79671802565073,4.911509605362816,72533.33333333333,10722.159649788635,0.9114583333333334,18.0730;19.6219;21.6327;21.3996;13.9191;11.0539;9.7261;20.8632;17.7346;14.5709;19.0070;17.2004;8.6145;17.7599;25.8840;8.3089;12.1586;21.4605;23.8353;11.5703;19.3803;19.7978;10.3238;19.2250,71680;81920;94208;77824;69632;57344;69632;59392;65536;65536;73728;88064;53248;63488;92160;61440;69632;69632;81920;65536;73728;86016;67584;81920
8,1.5,4,1.4,6,5.6,768,bounded,4,15.421089550317145,4.107294533919091,67754.66666666667,7382.196481325113,0.9172916666666666,15.7187;18.8670;15.3614;20.3388;13.3331;11.8823;9.1685;24.8342;18.0147;15.1400;18.8395;14.0791;10.8720;16.4140;20.8615;7.9494;10.8419;16.9364;20.0894;11.0483;18.2382;16.3031;10.6654;14.3094,61440;79872;77824;75776;67584;57344;67584;67584;67584;63488;73728;73728;59392;59392;79872;55296;65536;55296;71680;61440;67584;75776;73728;67584
8,1.5,4,1.4,6,5.6,768,bounded,8,14.481102533237532,3.5379727568381534,64170.666666666664,7563.441427169396,0.9216666666666667,17.4407;17.2821;12.1549;19.1249;14.0431;12.2172;8.7314;18.6635;14.8408;14.1168;13.7384;14.7812;9.1462;16.2322;16.3176;8.8649;9.6368;16.9010;18.7399;10.9912;21.0094;12.7947;11.1348;18.6426,69632;77824;65536;65536;69632;61440;65536;51200;57344;61440;57344;73728;53248;57344;61440;61440;59392;55296;67584;61440;77824;61440;67584;79872
8,1.5,4,1.4,6,5.6,768,bounded,16,13.64512421813539,3.4718848093349037,58965.333333333336,6171.78900769911,0.9280208333333333,15.7534;16.8443;11.3286;17.2326;10.1991;15.1449;6.6588;19.3200;13.7619;13.9702;12.9097;12.4731;8.5215;16.3319;17.0196;7.1190;8.4973;18.1054;16.9482;14.6613;16.0653;13.9601;10.9140;13.7429,57344;73728;63488;57344;57344;61440;51200;51200;51200;57344;55296;63488;51200;55296;63488;49152;55296;57344;57344;67584;63488;63488;69632;61440
8,1.5,4,1.4,6,5.6,768,bounded,32,11.55530535214926,3.368028775090234,47957.333333333336,4943.444772850428,0.9414583333333333,17.8908;10.6896;7.2385;15.6671;7.8220;10.6004;6.4034;16.1014;11.6449;14.7458;12.8870;9.6276;9.5994;14.0080;14.0659;6.7782;8.2584;17.2523;13.9461;11.0053;13.3968;9.1563;7.0137;11.5287,57344;55296;45056;51200;43008;49152;45056;43008;43008;57344;40960;49152;47104;43008;49152;40960;43008;51200;47104;53248;49152;43008;51200;53248
8,1.5,4,1.4,7,5.6,896,greedy,0,14.89957588354684,9.846567020351136,25600,4463.51251818565,0.96875,15.8699;5.2835;4.6585;21.0770;5.3520;7.9133;3.4402;38.0095;16.2490;18.2148;22.0644;11.0284;5.0370;29.8399;24.2698;5.6283;9.2997;27.4746;31.3211;7.2403;18.9612;8.0604;3.7743;17.5228,20480;26624;34816;22528;24576;24576;30720;16384;24576;26624;24576;26624;28672;18432;24576;30720;30720;18432;20480;28672;24576;28672;30720;26624
8,1.5,4,1.4,7,5.6,896,vtc,0,15.578992023725151,6.081288052472732,41301.333333333336,5243.6621638783035,0.9495833333333333,17.0676;18.4458;8.9790;25.3320;18.3113;14.2468;5.5001;22.7152;21.8058;22.8755;19.2581;15.1746;5.8160;20.6865;20.9825;6.8240;9.2819;17.7517;17.2853;13.1311;16.5078;9.6003;4.7282;21.5888,43008;45056;45056;47104;45056;40960;34816;43008;45056;51200;47104;40960;36864;40960;45056;32768;28672;40960;40960;43008;43008;32768;34816;43008
8,1.5,4,1.4,7,5.6,896,bounded,1,7.374957762962285,2.9519234085120534,39936,5254.759873993609,0.9512499999999999,6.7579;8.2353;4.5521;12.7648;5.9215;7.2124;2.7995;13.6501;8.6176;10.2835;8.1972;7.2021;2.9660;9.5114;11.2846;3.5093;5.3457;10.0576;9.6154;5.6860;7.8734;4.7803;3.2212;6.9539,36864;43008;43008;49152;38912;40960;34816;40960;40960;49152;43008;38912;36864;40960;51200;32768;28672;38912;43008;43008;38912;32768;36864;34816
8,1.5,4,1.4,7,5.6,896,bounded,2,7.316772107362245,2.8327254635574928,39680,5044.780801316677,0.9515625,6.8039;7.2193;4.3065;10.6855;6.0475;6.5978;2.8582;13.8430;10.3016;9.2265;9.9245;9.3218;2.9829;9.6418;11.0394;3.8315;5.2447;9.2910;8.1038;5.8391;7.2514;4.9347;3.1912;7.1148,36864;40960;40960;43008;38912;38912;34816;40960;45056;47104;47104;47104;36864;40960;49152;32768;28672;36864;36864;43008;38912;32768;38912;34816
8,1.5,4,1.4,7,5.6,896,bounded,4,7.742729012460747,2.764739742052232,39765.333333333336,4907.965045605855,0.9514583333333333,7.4601;8.7668;5.0136;11.9198;8.3603;6.3435;2.9304;12.3990;8.9804;8.5269;9.0942;7.2510;3.2797;10.5417;11.4022;3.7672;5.6845;10.4728;7.0350;6.1080;11.5995;7.8123;3.3449;7.7319,38912;45056;43008;45056;43008;36864;34816;38912;40960;43008;40960;36864;36864;43008;49152;32768;28672;36864;34816;43008;49152;40960;36864;34816
8,1.5,4,1.4,7,5.6,896,bounded,8,7.979009866654748,2.9319548182955466,39936,4729.653405201414,0.9512499999999999,8.6684;6.4024;3.5419;11.3894;8.3344;6.1695;2.9146;14.9907;9.8400;9.1975;9.6844;7.4075;4.1462;11.3011;10.2576;4.1083;5.9380;10.9173;10.6987;6.6149;8.7324;8.2502;3.8543;8.1366,40960;38912;38912;47104;45056;34816;32768;38912;40960;49152;40960;38912;36864;43008;47104;32768;28672;38912;45056;40960;40960;40960;38912;36864
8,1.5,4,1.4,7,5.6,896,bounded,16,8.338550336048812,2.7667845123824453,38570.666666666664,5309.900522190181,0.9529166666666666,9.6344;8.7643;4.2713;11.5349;7.4610;6.5497;3.4014;13.9713;9.4036;9.5872;8.4545;9.2372;4.3506;12.2124;11.9679;4.8860;6.9935;11.4878;8.7577;7.2615;9.0060;7.6977;3.8181;9.4152,40960;43008;43008;45056;34816;32768;32768;34816;40960;47104;38912;38912;34816;43008;51200;32768;28672;38912;36864;43008;38912;38912;32768;32768
8,1.5,4,1.4,7,5.6,896,bounded,32,8.47241198546822,3.0563330711184307,32768,4802.985738059192,0.96,9.4016;5.6345;4.2183;10.7315;5.9763;7.0393;3.4402;15.5454;8.7703;11.7201;9.5110;8.4926;4.3512;11.8057;11.0703;5.6283;7.2046;12.5759;10.7397;8.5803;11.0101;7.2415;3.7743;8.8751,28672;30720;36864;30720;26624;28672;30720;40960;28672;47104;30720;30720;30720;32768;36864;30720;28672;36864;34816;40960;32768;28672;30720;30720
8,2.0,4,0.7,5,2.8,640,greedy,0,1.761937199543739,0.8186629046963,61184,8429.879556276788,0.9253125,1.8788;1.2668;1.1425;1.1409;1.3496;1.1642;1.5754;3.2057;1.4944;2.0986;2.8382;0.7308;0.6295;1.4198;2.0856;2.8252;0.9026;2.0332;2.0667;0.6142;2.2341;2.3386;1.3807;3.8705,61440;67584;57344;83968;61440;61440;57344;61440;65536;61440;59392;63488;47104;65536;73728;51200;45056;55296;47104;61440;67584;59392;63488;69632
8,2.0,4,0.7,5,2.8,640,vtc,0,2.853651965000029,1.5850356937007646,62720,8725.307253424757,0.9234375,3.3259;1.2668;1.7777;1.4239;1.6333;2.0536;2.6982;5.5405;1.8397;2.5282;3.7732;0.7966;0.6678;2.7063;3.7509;3.1044;3.6209;3.4845;3.5843;0.6647;3.4473;6.0598;1.9650;6.7739,59392;67584;57344;86016;61440;63488;63488;63488;65536;63488;59392;63488;47104;69632;73728;51200;49152;57344;49152;63488;67584;61440;63488;77824
8,2.0,4,0.7,5,2.8,640,bounded,1,1.7518202597165435,0.9261992809717229,62208,8785.189961899894,0.9240625,1.7016;1.2087;0.8924;0.9591;1.1229;1.4079;1.2417;2.9075;1.0799;2.3486;3.8258;0.7308;0.6295;1.2097;2.6009;2.8252;1.4894;1.4525;1.9877;0.5916;2.0447;2.4141;1.3807;3.9909,59392;67584;55296;83968;61440;63488;59392;63488;65536;61440;65536;63488;47104;67584;75776;51200;49152;55296;47104;61440;69632;59392;63488;75776
8,2.0,4,0.7,5,2.8,640,bounded,2,1.6652458878662575,0.8329972810437358,62208,8785.189961899894,0.9240625,1.5247;1.2087;0.9100;0.9591;1.2656;1.2394;1.3499;2.6784;1.1492;2.3486;3.6082;0.7308;0.6295;1.1749;2.0229;2.8252;1.2916;1.4100;1.9099;0.6142;1.7801;2.3386;1.3807;3.6156,59392;67584;55296;83968;61440;63488;59392;63488;65536;61440;65536;63488;47104;67584;75776;51200;49152;55296;47104;61440;69632;59392;63488;75776
8,2.0,4,0.7,5,2.8,640,bounded,4,1.6907092804215544,0.7520657706021493,61781.333333333336,8395.689899519211,0.9245833333333333,1.8914;1.2355;1.1425;1.1409;1.3496;1.2394;1.5754;2.6039;1.3081;2.0986;2.7746;0.7308;0.6295;1.3773;1.6631;2.8252;1.2457;1.4819;2.1062;0.6142;2.0275;2.3386;1.3807;3.7963,61440;67584;57344;83968;61440;63488;59392;59392;65536;61440;61440;63488;47104;65536;73728;51200;49152;55296;47104;61440;69632;59392;63488;73728
8,2.0,4,0.7,5,2.8,640,bounded,8,1.7574835272396991,0.7915428624553212,61696,8367.454411786975,0.9246875,1.8788;1.2668;1.1425;1.1409;1.3496;1.1642;1.5754;2.9811;1.4944;2.0986;2.8382;0.7308;0.6295;1.4198;2.0856;2.8252;1.1240;1.8229;2.2325;0.6142;2.1269;2.4372;1.3807;3.8200,61440;67584;57344;83968;61440;61440;57344;61440;65536;61440;59392;63488;47104;65536;73728;51200;51200;55296;47104;61440;67584;59392;63488;75776
8,2.0,4,0.7,5,2.8,640,bounded,16,1.757903745178662,0.8084391163490413,61354.666666666664,8638.077152288517,0.9251041666666667,1.8788;1.2668;1.1425;1.1409;1.3496;1.1642;1.5754;3.2057;1.4944;2.0986;2.8382;0.7308;0.6295;1.4198;2.0856;2.8252;0.9026;2.0332;2.0667;0.6142;2.2341;2.3386;1.3807;3.7737,61440;67584;57344;83968;61440;61440;57344;61440;65536;61440;59392;63488;47104;65536;73728;51200;45056;55296;47104;61440;67584;59392;63488;73728
8,2.0,4,0.7,5,2.8,640,bounded,32,1.761937199543739,0.8186629046963,61184,8429.879556276788,0.9253125,1.8788;1.2668;1.1425;1.1409;1.3496;1.1642;1.5754;3.2057;1.4944;2.0986;2.8382;0.7308;0.6295;1.4198;2.0856;2.8252;0.9026;2.0332;2.0667;0.6142;2.2341;2.3386;1.3807;3.8705,61440;67584;57344;83968;61440;61440;57344;61440;65536;61440;59392;63488;47104;65536;73728;51200;45056;55296;47104;61440;67584;59392;63488;69632
8,2.0,4,0.7,6,2.8,768,greedy,0,1.3675861007856753,0.8006711234946225,39680,7114.466763808327,0.9515625,1.0611;0.9853;0.5569;0.9424;0.5060;1.1389;0.6394;1.6899;1.0083;2.0986;2.4464;0.7308;0.6295;1.4198;1.1839;2.8252;0.9026;1.4471;2.0667;0.5315;1.3576;1.7554;1.0282;3.8705,38912;43008;38912;61440;47104;47104;30720;36864;40960;47104;40960;40960;34816;43008;47104;26624;30720;38912;34816;34816;38912;38912;38912;30720
8,2.0,4,0.7,6,2.8,768,vtc,0,1.9559470665608711,1.365342915410854,39594.666666666664,7256.846208160187,0.9516666666666667,1.8129;0.9853;0.5859;0.6928;0.5330;1.2594;0.7134;4.9971;0.9355;2.5282;2.6295;0.7841;0.5810;1.4413;2.5572;3.1044;1.6677;1.8520;3.5843;0.5313;2.9794;3.7419;1.2540;5.1911,36864;43008;38912;61440;47104;47104;30720;36864;40960;47104;36864;40960;34816;43008;49152;26624;30720;38912;34816;34816;38912;40960;38912;30720
8,2.0,4,0.7,6,2.8,768,bounded,1,1.4105899123267638,0.8604034811265941,39765.333333333336,7286.887096391404,0.9514583333333333,1.3853;0.9853;0.5162;0.6792;0.5019;1.0609;0.4820;1.8762;0.8162;2.3486;1.4928;0.7308;0.6295;1.1143;1.9167;2.8252;1.4894;1.2154;1.9877;0.5315;2.0447;2.4141;0.8196;3.9909,38912;43008;38912;61440;47104;47104;30720;38912;40960;47104;34816;40960;34816;43008;49152;26624;30720;38912;34816;34816;38912;43008;38912;30720
8,2.0,4,0.7,6,2.8,768,bounded,2,1.3883309974066038,0.7734523816890161,39850.666666666664,7191.833393200621,0.9513541666666667,1.3441;0.9853;0.5469;0.8050;0.5060;1.0753;0.6394;1.8187;0.8548;2.3486;2.2098;0.7308;0.6295;1.1345;1.7126;2.8252;1.2901;1.2591;1.9099;0.5315;1.7591;1.7598;1.0282;3.6156,38912;43008;38912;61440;47104;47104;30720;38912;40960;47104;38912;40960;34816;43008;49152;26624;30720;38912;34816;34816;38912;40960;38912;30720
8,2.0,4,0.7,6,2.8,768,bounded,4,1.3794557713770625,0.7837026471108415,39850.666666666664,7216.0926330590355,0.9513541666666667,1.0611;0.9853;0.5569;0.9424;0.5060;1.1389;0.6394;1.4593;0.8872;2.0986;2.3912;0.7308;0.6295;1.3764;1.5409;2.8252;1.2093;1.4253;2.1062;0.5315;1.6217;1.6191;1.0282;3.7963,38912;43008;38912;61440;47104;47104;30720;36864;40960;47104;40960;40960;34816;43008;49152;26624;30720;38912;34816;34816;38912;40960;38912;30720
8,2.0,4,0.7,6,2.8,768,bounded,8,1.3723930241055924,0.8008990676684324,39765.333333333336,7117.025096360292,0.9514583333333333,1.0611;0.9853;0.5569;0.9424;0.5060;1.1389;0.6394;1.6899;1.0083;2.0986;2.4464;0.7308;0.6295;1.4198;1.1839;2.8252;0.9026;1.4471;2.2325;0.5315;1.3576;1.7554;1.0282;3.8200,38912;43008;38912;61440;47104;47104;30720;36864;40960;47104;40960;40960;34816;43008;47104;26624;30720;38912;34816;34816;38912;40960;38912;30720
8,2.0,4,0.7,6,2.8,768,bounded,16,1.3635526464205985,0.7881991543983409,39680,7114.466763808327,0.9515625,1.0611;0.9853;0.5569;0.9424;0.5060;1.1389;0.6394;1.6899;1.0083;2.0986;2.4464;0.7308;0.6295;1.4198;1.1839;2.8252;0.9026;1.4471;2.0667;0.5315;1.3576;1.7554;1.0282;3.7737,38912;43008;38912;61440;47104;47104;30720;36864;40960;47104;40960;40960;34816;43008;47104;26624;30720;38912;34816;34816;38912;38912;38912;30720
8,2.0,4,0.7,6,2.8,768,bounded,32,1.3675861007856753,0.8006711234946225,39680,7114.466763808327,0.9515625,1.0611;0.9853;0.5569;0.9424;0.5060;1.1389;0.6394;1.6899;1.0083;2.0986;2.4464;0.7308;0.6295;1.4198;1.1839;2.8252;0.9026;1.4471;2.0667;0.5315;1.3576;1.7554;1.0282;3.8705,38912;43008;38912;61440;47104;47104;30720;36864;40960;47104;40960;40960;34816;43008;47104;26624;30720;38912;34816;34816;38912;38912;38912;30720
8,2.0,4,0.7,7,2.8,896,greedy,0,1.177211465886432,0.824198691089107,23637.333333333332,3691.0982406625567,0.9711458333333334,1.0528;0.5188;0.5569;0.5349;0.5019;0.4915;0.4684;1.6899;1.0083;2.0986;1.7135;0.6727;0.6295;1.1143;0.7102;2.8252;0.8475;1.3860;1.7913;0.3838;1.3576;1.3385;0.6904;3.8705,18432;26624;24576;30720;26624;28672;22528;26624;28672;24576;24576;24576;18432;24576;24576;18432;22528;22528;20480;22528;28672;20480;16384;20480
8,2.0,4,0.7,7,2.8,896,vtc,0,1.7097893680569776,1.3832831390338902,23637.333333333332,3691.0982406625567,0.9711458333333334,1.8129;0.4389;0.5859;0.5349;0.4630;0.4915;0.6335;4.9971;0.8353;2.5282;2.6295;0.7135;0.5768;1.1749;0.8583;3.1044;1.6677;1.8520;3.5843;0.4841;2.9794;1.7895;1.1082;5.1911,18432;26624;24576;30720;26624;28672;22528;26624;28672;24576;24576;24576;18432;24576;24576;18432;22528;22528;20480;22528;28672;20480;16384;20480
8,2.0,4,0.7,7,2.8,896,bounded,1,1.2233985809588306,0.880715911831459,23637.333333333332,3691.0982406625567,0.9711458333333334,1.3853;0.4739;0.4727;0.5264;0.4997;0.4915;0.4820;1.8762;0.8162;2.3486;1.3149;0.6727;0.6295;0.8441;0.7066;2.8252;1.4894;1.1319;1.9877;0.3838;2.0447;1.1482;0.8196;3.9909,18432;26624;24576;30720;26624;28672;22528;26624;28672;24576;24576;24576;18432;24576;24576;18432;22528;22528;20480;22528;28672;20480;16384;20480
8,2.0,4,0.7,7,2.8,896,bounded,2,1.1919703468112535,0.8124136390957603,23637.333333333332,3691.0982406625567,0.9711458333333334,1.3441;0.4739;0.5287;0.5046;0.5019;0.4915;0.4684;1.7874;0.8548;2.3486;1.2827;0.6727;0.6295;0.9496;0.7095;2.8252;1.2901;1.1178;1.9099;0.3838;1.7591;1.3385;0.8193;3.6156,18432;26624;24576;30720;26624;28672;22528;26624;28672;24576;24576;24576;18432;24576;24576;18432;22528;22528;20480;22528;28672;20480;16384;20480
8,2.0,4,0.7,7,2.8,896,bounded,4,1.1878200062471038,0.8126147977511257,23637.333333333332,3691.0982406625567,0.9711458333333334,1.0528;0.5188;0.5569;0.5349;0.5019;0.4915;0.4684;1.4593;0.8872;2.0986;1.2932;0.6727;0.6295;1.1143;0.9593;2.8252;1.2093;1.2968;2.1062;0.3838;1.6217;1.3385;0.6904;3.7963,18432;26624;24576;30720;26624;28672;22528;26624;28672;24576;24576;24576;18432;24576;24576;18432;22528;22528;20480;22528;28672;20480;16384;20480
8,2.0,4,0.7,7,2.8,896,bounded,8,1.1934936249640096,0.8357690597363922,23637.333333333332,3691.0982406625567,0.9711458333333334,1.0528;0.5188;0.5569;0.5349;0.5019;0.4915;0.4684;1.6899;1.0083;2.0986;1.7135;0.6727;0.6295;1.1143;0.7102;2.8252;0.8475;1.3860;2.2325;0.3838;1.3576;1.3385;0.6904;3.8200,18432;26624;24576;30720;26624;28672;22528;26624;28672;24576;24576;24576;18432;24576;24576;18432;22528;22528;20480;22528;28672;20480;16384;20480
8,2.0,4,0.7,7,2.8,896,bounded,16,1.1731780115213553,0.8111420384771382,23637.333333333332,3691.0982406625567,0.9711458333333334,1.0528;0.5188;0.5569;0.5349;0.5019;0.4915;0.4684;1.6899;1.0083;2.0986;1.7135;0.6727;0.6295;1.1143;0.7102;2.8252;0.8475;1.3860;1.7913;0.3838;1.3576;1.3385;0.6904;3.7737,18432;26624;24576;30720;26624;28672;22528;26624;28672;24576;24576;24576;18432;24576;24576;18432;22528;22528;20480;22528;28672;20480;16384;20480
8,2.0,4,0.7,7,2.8,896,bounded,32,1.177211465886432,0.824198691089107,23637.333333333332,3691.0982406625567,0.9711458333333334,1.0528;0.5188;0.5569;0.5349;0.5019;0.4915;0.4684;1.6899;1.0083;2.0986;1.7135;0.6727;0.6295;1.1143;0.7102;2.8252;0.8475;1.3860;1.7913;0.3838;1.3576;1.3385;0.6904;3.8705,18432;26624;24576;30720;26624;28672;22528;26624;28672;24576;24576;24576;18432;24576;24576;18432;22528;22528;20480;22528;28672;20480;16384;20480
8,2.0,4,1.0,5,4.0,640,greedy,0,3.578858540771114,1.2127930182669155,55978.666666666664,7768.6146913218845,0.9316666666666666,3.8044;2.8284;2.5888;4.7278;2.4495;3.1852;1.8531;6.5262;4.4156;3.3797;4.0719;2.2554;1.8158;4.4005;4.0301;3.4514;3.0406;4.6518;3.9003;1.6263;5.5924;3.6612;2.5892;5.0471,55296;63488;53248;75776;57344;59392;47104;51200;63488;59392;49152;65536;45056;57344;67584;49152;40960;51200;49152;53248;59392;51200;61440;57344
8,2.0,4,1.0,5,4.0,640,vtc,0,6.703193440828029,3.3164538748356076,64853.333333333336,9922.178972159067,0.9208333333333333,6.3761;2.9946;5.3368;7.7791;3.8226;9.3059;5.2210;13.6427;5.4162;5.5385;11.5526;1.9292;3.5884;5.5959;9.1317;3.5381;4.7436;9.7692;5.5591;5.6078;6.7582;8.0636;3.9429;15.6629,59392;67584;61440;83968;61440;67584;63488;69632;65536;63488;63488;65536;49152;71680;83968;51200;47104;61440;49152;67584;67584;61440;67584;86016
8,2.0,4,1.0,5,4.0,640,bounded,1,3.4445077145878895,1.2172814834268628,62037.333333333336,8433.334071146213,0.9242708333333334,3.3750;2.1729;1.7365;3.0510;2.6321;4.4465;3.1285;6.8997;3.3153;2.9827;5.5199;2.1891;1.9729;3.2314;3.9581;3.2688;3.2033;3.6938;3.9886;2.1905;3.6851;4.5452;2.1418;5.3396,59392;65536;57344;83968;61440;65536;57344;63488;65536;61440;59392;67584;49152;67584;75776;49152;49152;55296;51200;63488;67584;55296;63488;73728
8,2.0,4,1.0,5,4.0,640,bounded,2,3.4474801986587096,1.198850118087213,61696,7894.6016998959485,0.9246875,3.2899;2.0866;1.7709;2.8876;2.4813;4.3288;2.9428;6.7354;3.4270;3.0175;5.3170;2.1029;2.0818;3.4278;3.8768;3.2688;4.0217;3.7394;4.1436;2.2390;3.7664;4.4171;2.0065;5.3629,61440;65536;55296;81920;63488;65536;57344;63488;65536;61440;57344;67584;49152;67584;75776;49152;51200;55296;51200;61440;67584;55296;63488;67584
8,2.0,4,1.0,5,4.0,640,bounded,4,3.2659587774001033,1.0715729234793576,60501.333333333336,7887.219253675883,0.9261458333333333,3.5421;2.0554;2.0919;2.9821;2.2763;3.7590;2.4054;5.8947;3.5615;3.1784;3.6356;1.9733;1.9382;3.5790;4.2287;3.3951;2.9857;3.6460;4.2030;1.7368;3.6937;4.4382;1.8931;5.2898,61440;65536;57344;81920;59392;63488;51200;65536;63488;61440;53248;67584;49152;63488;73728;49152;49152;53248;53248;59392;65536;55296;63488;65536
8,2.0,4,1.0,5,4.0,640,bounded,8,3.4276638967546864,1.0255444089013475,59306.666666666664,7764.395547769461,0.9276041666666667,3.6108;2.5889;2.4813;2.8983;2.4495;3.7210;1.8916;5.0403;3.6355;3.0838;3.9176;2.0516;1.8158;3.8642;4.6009;3.4514;3.0658;4.0188;4.0625;2.5062;4.3366;5.0841;2.4938;5.5935,57344;65536;55296;75776;61440;63488;49152;57344;65536;61440;51200;65536;45056;63488;73728;49152;49152;55296;51200;57344;67584;55296;63488;63488
