seed,frac,L,rank,answer_score,top_distractor_score,bp_idf_mean,lennorm_answer,answer_len,n_docs_with_bp
14,1.0,8,1,28.606751,24.596858,4.151415,1.117848,58,31
14,1.0,16,1,27.378203,23.602855,4.151415,1.235114,66,31
14,1.0,32,1,25.231863,21.849880,4.151415,1.467918,82,31
14,1.0,64,1,21.864638,19.060027,4.151415,1.926734,114,31
14,1.0,128,1,17.376167,15.271773,4.151415,2.818098,178,31
14,1.0,256,1,12.530347,11.101999,4.151415,4.502520,306,31
14,1.0,512,1,8.356383,7.451129,4.151415,7.525269,562,31
14,1.0,1024,1,5.407524,5.322708,4.151415,12.478261,1074,31
15,0.0,0,1,29.812296,25.261898,0.000000,1.000000,50,1
15,0.0,8,1,28.446820,25.262467,7.195937,1.119930,58,1
15,0.0,16,1,27.203361,25.263035,7.195937,1.239842,66,1
15,0.0,32,3,25.021336,25.264172,7.195937,1.479607,82,1
15,0.0,64,9,21.573171,25.266444,7.195937,1.958906,114,1
15,0.0,128,16,16.928583,25.270984,7.195937,2.916587,178,1
15,0.0,256,22,11.850845,25.280054,7.195937,4.828280,306,1
15,0.0,512,24,7.422902,25.298142,7.195937,8.637058,562,1
15,0.0,1024,49,4.263594,25.334121,7.195937,16.196706,1074,1
15,0.25,0,1,29.812296,25.261898,0.000000,1.000000,50,9
15,0.25,8,1,28.452860,25.060332,5.350111,1.119374,58,9
15,0.25,16,1,27.215903,25.065397,5.350111,1.238576,66,9
15,0.25,32,2,25.047604,25.075513,5.350111,1.476468,82,9
15,0.25,64,6,21.627181,25.095683,5.350111,1.950207,114,9
15,0.25,128,12,17.031792,25.135773,5.350111,2.889592,178,9
15,0.25,256,18,12.023580,25.214974,5.350111,4.736628,306,9
15,0.25,512,20,7.669881,25.369567,5.350111,8.308657,562,9
15,0.25,1024,36,4.571394,25.664347,5.350111,15.000586,1074,9
15,1.0,0,1,29.812296,25.261898,0.000000,1.000000,50,31
15,1.0,8,1,28.469443,24.192751,4.151415,1.117848,58,31
15,1.0,16,1,27.250288,23.215079,4.151415,1.235114,66,31
15,1.0,32,1,25.119439,21.490904,4.151415,1.467918,82,31
15,1.0,64,1,21.774287,18.746885,4.151415,1.926734,114,31
15,1.0,128,1,17.311345,15.020869,4.151415,2.818098,178,31
15,1.0,256,1,12.488605,10.919602,4.151415,4.502520,306,31
15,1.0,512,2,8.331198,9.885333,4.151415,7.525269,562,31
15,1.0,1024,2,5.392366,10.351780,4.151415,12.478261,1074,31
16,0.0,0,1,31.580053,25.346698,0.000000,1.000000,50,1
16,0.0,8,1,30.220901,25.347268,7.195937,1.119930,58,1
16,0.0,16,1,28.974105,25.347838,7.195937,1.239842,66,1
16,0.0,32,1,26.766104,25.348978,7.195937,1.479607,82,1
16,0.0,64,10,23.227632,25.351258,7.195937,1.958906,114,1
16,0.0,128,13,18.374169,25.355814,7.195937,2.916587,178,1
16,0.0,256,18,12.966000,25.364914,7.195937,4.828280,306,1
16,0.0,512,22,8.173110,25.383063,7.195937,8.637058,562,1
16,0.0,1024,31,4.714310,25.419163,7.195937,16.196706,1074,1
16,0.25,0,1,31.580053,25.346698,0.000000,1.000000,50,9
16,0.25,8,1,30.226936,25.351828,5.350111,1.119374,58,9
16,0.25,16,1,28.986722,25.356953,5.350111,1.238576,66,9
16,0.25,32,1,26.792833,25.367186,5.350111,1.476468,82,9
16,0.25,64,7,23.283500,25.387590,5.350111,1.950207,114,9
16,0.25,128,9,18.483032,25.428147,5.350111,2.889592,178,9
16,0.25,256,13,13.151585,25.508269,5.350111,4.736628,306,9
16,0.25,512,15,8.442180,25.664660,5.350111,8.308657,562,9
16,0.25,1024,23,5.052631,25.962869,5.350111,15.000586,1074,9
16,1.0,0,1,31.580053,25.346698,0.000000,1.000000,50,31
16,1.0,8,1,30.243505,24.273961,4.151415,1.117848,58,31
16,1.0,16,1,29.021311,23.293007,4.151415,1.235114,66,31
16,1.0,32,1,26.865910,21.563044,4.151415,1.467918,82,31
16,1.0,64,1,23.435595,18.809815,4.151415,1.926734,114,31
16,1.0,128,1,18.777680,15.071292,4.151415,2.818098,178,31
16,1.0,256,1,13.650661,10.956257,4.151415,4.502520,306,31
16,1.0,512,1,9.161669,7.353314,4.151415,7.525269,562,31
16,1.0,1024,1,5.953617,5.195787,4.151415,12.478261,1074,31
17,0.0,0,1,32.398264,26.227419,0.000000,1.000000,50,1
17,0.0,8,1,31.003898,26.228009,7.195937,1.119930,58,1
17,0.0,16,1,29.724798,26.228599,7.195937,1.239842,66,1
17,0.0,32,1,27.459590,26.229779,7.195937,1.479607,82,1
17,0.0,64,7,23.829439,26.232138,7.195937,1.958906,114,1
17,0.0,128,12,18.850228,26.236853,7.195937,2.916587,178,1
17,0.0,256,15,13.301938,26.246268,7.195937,4.828280,306,1
17,0.0,512,23,8.384868,26.265048,7.195937,8.637058,562,1
17,0.0,1024,31,4.836454,26.302402,7.195937,16.196706,1074,1
17,0.25,0,1,32.398264,26.227419,0.000000,1.000000,50,9
17,0.25,8,1,31.010089,26.232728,5.350111,1.119374,58,9
17,0.25,16,1,29.737742,26.238030,5.350111,1.238576,66,9
17,0.25,32,1,27.487011,26.248620,5.350111,1.476468,82,9
17,0.25,64,6,23.886755,26.269733,5.350111,1.950207,114,9
17,0.25,128,11,18.961911,26.311698,5.350111,2.889592,178,9
17,0.25,256,14,13.492331,26.394604,5.350111,4.736628,306,9
17,0.25,512,18,8.660909,26.556430,5.350111,8.308657,562,9
17,0.25,1024,23,5.183540,26.865001,5.350111,15.000586,1074,9
17,1.0,0,1,32.398264,26.227419,0.000000,1.000000,50,31
17,1.0,8,1,31.027087,25.117408,4.151415,1.117848,58,31
17,1.0,16,1,29.773227,24.102369,4.151415,1.235114,66,31
17,1.0,32,1,27.561981,22.312296,4.151415,1.467918,82,31
17,1.0,64,1,24.042791,19.463399,4.151415,1.926734,114,31
17,1.0,128,1,19.264193,15.594974,4.151415,2.818098,178,31
17,1.0,256,1,14.004337,11.336954,4.151415,4.502520,306,31
17,1.0,512,1,9.399040,7.608820,4.151415,7.525269,562,31
17,1.0,1024,1,6.107869,5.322708,4.151415,12.478261,1074,31
18,0.0,0,1,30.709489,25.848926,0.000000,1.000000,50,1
18,0.0,8,1,29.298556,25.849508,7.195937,1.119930,58,1
18,0.0,16,1,28.014157,25.850089,7.195937,1.239842,66,1
18,0.0,32,2,25.761295,25.851252,7.195937,1.479607,82,1
18,0.0,64,8,22.203653,25.853577,7.195937,1.958906,114,1
18,0.0,128,12,17.415963,25.858223,7.195937,2.916587,178,1
18,0.0,256,21,12.186878,25.867503,7.195937,4.828280,306,1
18,0.0,512,22,7.630795,25.886012,7.195937,8.637058,562,1
18,0.0,1024,43,4.382014,25.922827,7.195937,16.196706,1074,1
18,0.25,0,1,30.709489,25.848926,0.000000,1.000000,50,9
18,0.25,8,1,29.304796,24.741372,5.350111,1.119374,58,9
18,0.25,16,1,28.027109,24.376066,5.350111,1.238576,66,9
18,0.25,32,1,25.788409,24.386786,5.350111,1.476468,82,9
18,0.25,64,5,22.259357,24.408161,5.350111,1.950207,114,9
18,0.25,128,9,17.522300,24.450662,5.350111,2.889592,178,9
18,0.25,256,14,12.364681,24.534672,5.350111,4.736628,306,9
18,0.25,512,15,7.884835,24.698838,5.350111,8.308657,562,9
18,0.25,1024,35,4.698464,25.012553,5.350111,15.000586,1074,9
18,1.0,0,1,30.709489,25.848926,0.000000,1.000000,50,31
18,1.0,8,1,29.321927,24.754934,4.151415,1.117848,58,31
18,1.0,16,1,28.062621,23.754543,4.151415,1.235114,66,31
18,1.0,32,1,25.862556,21.990302,4.151415,1.467918,82,31
18,1.0,64,1,22.411075,19.182519,4.151415,1.926734,114,31
18,1.0,128,1,17.810341,15.369920,4.151415,2.818098,178,31
18,1.0,256,1,12.843377,11.173348,4.151415,4.502520,306,31
18,1.0,512,1,8.565107,7.499016,4.151415,7.525269,562,31
18,1.0,1024,1,5.542577,5.322708,4.151415,12.478261,1074,31
19,0.0,0,1,28.706035,25.881420,0.000000,1.000000,50,1
19,0.0,8,1,27.300462,25.882002,7.195937,1.119930,58,1
19,0.0,16,1,26.029947,25.882584,7.195937,1.239842,66,1
19,0.0,32,4,23.821364,25.883748,7.195937,1.479607,82,1
19,0.0,64,5,20.382451,25.886076,7.195937,1.958906,114,1
19,0.0,128,14,15.841033,25.890728,7.195937,2.916587,178,1
19,0.0,256,19,10.982225,25.900020,7.195937,4.828280,306,1
19,0.0,512,20,6.825056,25.918552,7.195937,8.637058,562,1
19,0.0,1024,51,3.899603,25.955413,7.195937,16.196706,1074,1
19,0.25,0,1,28.706035,25.881420,0.000000,1.000000,50,9
19,0.25,8,1,27.306655,25.886658,5.350111,1.119374,58,9
19,0.25,16,1,26.042717,25.891891,5.350111,1.238576,66,9
19,0.25,32,4,23.847798,25.902340,5.350111,1.476468,82,9
19,0.25,64,5,20.435856,25.923175,5.350111,1.950207,114,9
19,0.25,128,10,15.940895,25.964587,5.350111,2.889592,178,9
19,0.25,256,15,11.145840,26.046399,5.350111,4.736628,306,9
19,0.25,512,16,7.055128,26.206090,5.350111,8.308657,562,9
19,0.25,1024,43,4.183223,26.510590,5.350111,15.000586,1074,9
19,1.0,0,1,28.706035,25.881420,0.000000,1.000000,50,31
19,1.0,8,1,27.323659,24.786052,4.151415,1.117848,58,31
19,1.0,16,1,26.077735,23.784404,4.151415,1.235114,66,31
19,1.0,32,1,23.920105,22.017945,4.151415,1.467918,82,31
19,1.0,64,1,20.581384,19.206633,4.151415,1.926734,114,31
19,1.0,128,1,16.211616,15.389240,4.151415,2.818098,178,31
19,1.0,256,1,11.586874,11.187393,4.151415,4.502520,306,31
19,1.0,512,1,7.672192,7.508442,4.151415,7.525269,562,31
19,1.0,1024,21,4.941151,5.466049,4.151415,12.478261,1074,31
