regime,sigma,seed,b,q_router,q_conf,q_rand,q_oracle,q_allquant,q_allfull,auc
request_dependent,0.3,5,0.1,0.8077287881384998,0.8054980021858851,0.7740246498929919,0.8323484769844117,0.7443901488616465,1.0012795107433425,0.8741428571428571
request_dependent,0.3,5,0.2,0.85714570217368,0.8546240148925456,0.7958227091794947,0.8930313187102522,0.7443901488616465,1.0012795107433425,0.8741428571428571
request_dependent,0.3,5,0.3,0.8984977363442543,0.8947448664299136,0.820190941179649,0.9342524339757164,0.7443901488616465,1.0012795107433425,0.8741428571428571
request_dependent,0.3,5,0.5,0.955757771363925,0.9499550219904731,0.870415988148798,0.9781814334520044,0.7443901488616465,1.0012795107433425,0.8741428571428571
request_dependent,0.6,1,0.05,0.758535228234911,0.7532309290015726,0.7424075563273852,0.7757117534330144,0.7275578183522429,0.9963887505684015,0.8341642857142857
request_dependent,0.6,1,0.1,0.786642087152858,0.7743112752229723,0.755604750531631,0.817074893720016,0.7275578183522429,0.9963887505684015,0.8341642857142857
request_dependent,0.6,1,0.2,0.8354302304719541,0.8136127192402081,0.7841686221791169,0.8822245791008726,0.7275578183522429,0.9963887505684015,0.8341642857142857
request_dependent,0.6,1,0.3,0.8736379515149131,0.8494234178205381,0.807411763289091,0.9269231820763965,0.7275578183522429,0.9963887505684015,0.8341642857142857
request_dependent,0.6,1,0.5,0.9376840489956632,0.9075634851438683,0.8605237152268559,0.9737794610654256,0.7275578183522429,0.9963887505684015,0.8341642857142857
request_dependent,0.6,2,0.05,0.7561416578630504,0.75122304471464,0.7395099126666521,0.772919840792281,0.7256472819031295,0.9973854551681046,0.811125
request_dependent,0.6,2,0.1,0.7843440148218779,0.7749957671830037,0.7512074732197594,0.8135412503953608,0.7256472819031295,0.9973854551681046,0.811125
request_dependent,0.6,2,0.2,0.8329224353774792,0.8128528296158597,0.7798355662782481,0.8778444113327024,0.7256472819031295,0.9973854551681046,0.811125
request_dependent,0.6,2,0.3,0.8720188507238277,0.8457180832758464,0.8039995227555338,0.9233213041870149,0.7256472819031295,0.9973854551681046,0.811125
request_dependent,0.6,2,0.5,0.9342859630687216,0.9043277967786976,0.8599319142302636,0.9731090532905694,0.7256472819031295,0.9973854551681046,0.811125
request_dependent,0.6,3,0.05,0.765672748904045,0.7629626963689075,0.7478021892827874,0.7825402944323098,0.7352438142443464,0.9979956119283011,0.8018619047619048
request_dependent,0.6,3,0.1,0.7928007183768296,0.7851763827835865,0.758611219670249,0.8228264780317903,0.7352438142443464,0.9979956119283011,0.8018619047619048
request_dependent,0.6,3,0.2,0.8369073720677143,0.8232812892161634,0.786062033068589,0.8867458538794243,0.7352438142443464,0.9979956119283011,0.8018619047619048
request_dependent,0.6,3,0.3,0.876564068389187,0.8611080389404913,0.8157090693827754,0.9296341814382891,0.7352438142443464,0.9979956119283011,0.8018619047619048
