seed,frac,t_qterms,L,rank,answer_score,top_distractor_score
17,0.5,2,0,1,35.025150,28.353967
17,0.5,2,4,2,34.066845,34.657675
17,0.5,2,8,3,34.070817,35.819516
17,0.5,2,16,3,34.078753,36.458791
17,0.5,2,32,3,34.094586,36.317372
17,0.5,2,64,3,34.126105,35.331926
17,0.5,2,128,1,34.188554,33.693926
17,0.5,2,256,1,34.311153,31.858257
17,0.5,2,512,1,34.547539,30.305129
17,1.0,2,0,1,35.025150,28.353967
17,1.0,2,4,2,33.348530,33.881060
17,1.0,2,8,3,33.356297,34.966867
17,1.0,2,16,3,33.371795,35.546871
17,1.0,2,32,3,33.402645,35.372508
17,1.0,2,64,2,33.463771,34.383355
17,1.0,2,128,1,33.583771,32.769999
17,1.0,2,256,1,33.815145,30.980555
17,1.0,2,512,1,34.246150,29.482687
18,0.5,1,0,1,33.885472,27.944785
18,0.5,1,4,2,33.378454,33.980657
18,0.5,1,8,2,33.382445,34.374987
18,0.5,1,16,2,33.390417,34.156298
18,0.5,1,32,1,33.406326,33.209730
18,0.5,1,64,1,33.437999,31.494624
18,0.5,1,128,1,33.500778,29.204417
18,0.5,1,256,1,33.624112,27.633738
18,0.5,1,512,1,33.862245,27.824119
18,1.0,1,0,1,33.885472,27.944785
18,1.0,1,4,3,32.961483,33.498209
18,1.0,1,8,3,32.969358,33.844172
18,1.0,1,16,3,32.985070,33.599380
18,1.0,1,32,1,33.016354,32.648053
18,1.0,1,64,1,33.078362,30.949558
18,1.0,1,128,1,33.200181,28.697360
18,1.0,1,256,1,33.435393,26.378497
18,1.0,1,512,1,33.874728,24.490107
18,0.5,2,0,1,33.885472,27.944785
18,0.5,2,4,3,32.773865,34.217346
18,0.5,2,8,3,32.777785,35.588186
18,0.5,2,16,3,32.785616,36.364825
18,0.5,2,32,3,32.801244,36.293894
18,0.5,2,64,3,32.832358,35.341431
18,0.5,2,128,2,32.894028,33.720729
18,0.5,2,256,1,33.015187,31.895975
18,0.5,2,512,1,33.249124,30.350138
18,1.0,2,0,1,33.885472,27.944785
18,1.0,2,4,5,31.952283,33.355902
18,1.0,2,8,5,31.959922,34.627379
18,1.0,2,16,5,31.975166,35.327317
18,1.0,2,32,5,32.005516,35.212841
18,1.0,2,64,5,32.065674,34.250921
18,1.0,2,128,4,32.183861,32.651814
18,1.0,2,256,1,32.412072,30.871579
18,1.0,2,512,1,32.838363,29.379910
19,0.5,1,0,1,32.341169,27.979913
19,0.5,1,4,3,31.834060,34.850872
19,0.5,1,8,3,31.837960,35.241822
19,0.5,1,16,3,31.845751,35.012540
19,0.5,1,32,3,31.861299,34.035139
19,0.5,1,64,2,31.892261,32.244276
19,0.5,1,128,1,31.953651,29.811174
19,0.5,1,256,1,32.074338,27.244883
19,0.5,1,512,1,32.307666,25.110861
19,1.0,1,0,1,32.341169,27.979913
19,1.0,1,4,3,31.458302,34.416170
19,1.0,1,8,3,31.466005,34.763913
19,1.0,1,16,3,31.481377,34.511984
19,1.0,1,32,3,31.511987,33.532314
19,1.0,1,64,2,31.572681,31.760873
19,1.0,1,128,1,31.692002,29.370416
19,1.0,1,256,1,31.922696,26.863758
19,1.0,1,512,1,32.354683,24.790889
19,0.5,2,0,1,32.341169,27.979913
19,0.5,2,4,2,31.405221,34.410718
19,0.5,2,8,2,31.409071,35.594102
19,0.5,2,16,2,31.416762,36.249660
19,0.5,2,32,2,31.432112,36.122723
19,0.5,2,64,2,31.462677,35.154009
19,0.5,2,128,2,31.523281,33.535911
19,0.5,2,256,2,31.642424,31.720446
19,0.5,2,512,1,31.872776,30.183929
19,1.0,2,0,1,32.341169,27.979913
19,1.0,2,4,3,30.600566,33.564375
19,1.0,2,8,3,30.608069,34.650431
19,1.0,2,16,3,30.623043,35.231994
19,1.0,2,32,3,30.652860,35.063457
19,1.0,2,64,3,30.711982,34.086272
19,1.0,2,128,3,30.828216,32.490094
19,1.0,2,256,1,31.052959,30.719104
19,1.0,2,512,1,31.473860,29.236567
