seed,b,L,rank,answer_score,top_distractor_score,dist_lennorm_mean
12,0.25,64,6,31.228049,35.007670,1.309262
12,0.25,128,6,31.281346,33.679240,1.607088
12,0.25,256,5,31.382738,31.452080,2.170877
12,0.25,512,1,31.566937,28.642570,3.185853
12,0.5,0,1,32.779100,26.262698,1.000000
12,0.5,4,4,31.179905,32.018119,1.039353
12,0.5,8,6,31.186898,33.536700,1.078611
12,0.5,16,6,31.200844,34.367736,1.156847
12,0.5,32,6,31.228575,34.280314,1.312203
12,0.5,64,6,31.283397,33.141603,1.618524
12,0.5,128,1,31.390552,30.947769,2.214176
12,0.5,256,1,31.595422,28.023180,3.341753
12,0.5,512,1,31.971066,25.059436,5.371706
12,0.75,0,1,32.779100,26.262698,1.000000
12,0.75,4,4,31.183410,31.805507,1.059029
12,0.75,8,6,31.193903,33.155623,1.117917
12,0.75,16,6,31.214837,33.717697,1.235271
12,0.75,32,6,31.256488,33.226082,1.468304
12,0.75,64,5,31.338940,31.569157,1.927786
12,0.75,128,1,31.500523,28.908519,2.821263
12,0.75,256,1,31.811009,25.827222,4.512630
12,0.75,512,1,32.385676,23.094560,7.557559
12,1.0,0,1,32.779100,26.262698,1.000000
12,1.0,4,3,31.186915,31.595778,1.078706
12,1.0,8,5,31.200911,32.783822,1.157223
12,1.0,16,6,31.228841,33.097019,1.313694
12,1.0,32,5,31.284451,32.259536,1.624406
12,1.0,64,1,31.394681,30.221338,2.237049
12,1.0,128,1,31.611267,27.315351,3.428351
12,1.0,256,1,32.029558,24.276721,5.683507
12,1.0,512,1,32.811182,21.819795,9.743412
13,0.0,0,1,28.090394,26.101429,1.000000
13,0.0,4,8,26.872237,32.101430,1.000000
13,0.0,8,11,26.872237,33.961822,1.000000
13,0.0,16,16,26.872237,35.391345,1.000000
13,0.0,32,19,26.872237,36.334130,1.000000
13,0.0,64,19,26.872237,36.889878,1.000000
13,0.0,128,19,26.872237,37.194380,1.000000
13,0.0,256,19,26.872237,37.354206,1.000000
13,0.0,512,19,26.872237,37.436148,1.000000
13,0.25,0,1,28.090394,26.101429,1.000000
13,0.25,4,8,26.875673,31.897852,1.019676
13,0.25,8,10,26.879102,33.590506,1.039306
13,0.25,16,16,26.885938,34.732319,1.078424
13,0.25,32,16,26.899524,35.167266,1.156101
13,0.25,64,16,26.926352,34.826011,1.309262
13,0.25,128,16,26.978680,33.631149,1.607088
13,0.25,256,8,27.078315,31.565508,2.170877
13,0.25,512,6,27.259619,28.891176,3.185853
13,0.5,0,1,28.090394,26.101429,1.000000
13,0.5,4,8,26.879110,31.696927,1.039353
13,0.5,8,8,26.885971,33.227875,1.078611
13,0.5,16,16,26.899654,34.102579,1.156847
13,0.5,32,16,26.926868,34.101474,1.312203
13,0.5,64,13,26.980694,33.098285,1.618524
13,0.5,128,8,27.085999,31.070324,2.214176
13,0.5,256,6,27.287690,28.283025,3.341753
13,0.5,512,1,27.658740,25.370875,5.371706
13,0.75,0,1,28.090394,26.101429,1.000000
13,0.75,4,8,26.882549,31.498604,1.059029
13,0.75,8,8,26.892844,32.873610,1.117917
13,0.75,16,11,26.913385,33.500011,1.235271
13,0.75,32,9,26.954270,33.122827,1.468304
13,0.75,64,8,27.035262,31.624929,1.927786
13,0.75,128,6,27.194205,29.123397,2.821263
13,0.75,256,1,27.500444,26.131212,4.512630
13,0.75,512,1,28.070164,23.392619,7.557559
13,1.0,0,1,28.090394,26.101429,1.000000
13,1.0,4,8,26.885988,31.302829,1.078706
13,1.0,8,8,26.899720,32.527407,1.157223
13,1.0,16,8,26.927129,32.922710,1.313694
13,1.0,32,8,26.981729,32.219915,1.624406
13,1.0,64,8,27.090059,30.349065,2.237049
13,1.0,128,2,27.303309,27.580931,3.428351
13,1.0,256,1,27.716662,24.588346,5.683507
13,1.0,512,1,28.494491,22.092170,9.743412
14,0.0,0,1,29.960416,25.683864,1.000000
14,0.0,4,5,28.053369,31.118980,1.000000
14,0.0,8,5,28.053369,32.989349,1.000000
14,0.0,16,11,28.053369,34.423852,1.000000
14,0.0,32,16,28.053369,35.368511,1.000000
14,0.0,64,20,28.053369,35.924816,1.000000
14,0.0,128,21,28.053369,36.229448,1.000000
14,0.0,256,21,28.053369,36.389293,1.000000
14,0.0,512,21,28.053369,36.471231,1.000000
14,0.25,0,1,29.960416,25.683864,1.000000
14,0.25,4,5,28.056764,30.910316,1.019676
14,0.25,8,5,28.060151,32.608163,1.039306
14,0.25,16,7,28.066904,33.746109,1.078424
14,0.25,32,11,28.080324,34.167503,1.156101
14,0.25,64,9,28.106823,33.803506,1.309262
14,0.25,128,5,28.158497,32.584129,1.607088
14,0.25,256,5,28.256853,30.517250,2.170877
14,0.25,512,1,28.435710,27.902465,3.185853
14,0.5,0,1,29.960416,25.683864,1.000000
14,0.5,4,5,28.060159,30.704515,1.039353
14,0.5,8,5,28.066937,32.236458,1.078611
14,0.5,16,5,28.080453,33.100609,1.156847
14,0.5,32,5,28.107332,33.077908,1.312203
14,0.5,64,5,28.160485,32.050545,1.618524
14,0.5,128,5,28.264436,30.023458,2.214176
14,0.5,256,1,28.463388,27.306077,3.341753
14,0.5,512,1,28.828898,24.548058,5.371706
14,0.75,0,1,29.960416,25.683864,1.000000
14,0.75,4,5,28.063556,30.501517,1.059029
14,0.75,8,5,28.073726,31.873865,1.117917
14,0.75,16,5,28.094015,32.484882,1.235271
14,0.75,32,5,28.134393,32.083496,1.468304
14,0.75,64,5,28.214359,30.571752,1.927786
14,0.75,128,1,28.371196,28.108813,2.821263
14,0.75,256,1,28.673045,25.245352,4.512630
14,0.75,512,1,29.233419,22.703526,7.557559
14,1.0,0,1,29.960416,25.683864,1.000000
14,1.0,4,5,28.066953,30.301263,1.078706
14,1.0,8,5,28.080518,31.520035,1.157223
14,1.0,16,5,28.107590,31.896711,1.313694
14,1.0,32,5,28.161508,31.171101,1.624406
14,1.0,64,2,28.268444,29.302757,2.237049
14,1.0,128,1,28.478786,26.610568,3.428351
14,1.0,256,1,28.885897,23.787013,5.683507
14,1.0,512,1,29.649785,21.503010,9.743412
15,0.0,0,1,29.812296,25.261898,1.000000
15,0.0,4,4,28.638965,31.411027,1.000000
15,0.0,8,4,28.638965,33.255050,1.000000
15,0.0,16,6,28.638965,34.669373,1.000000
15,0.0,32,13,28.638965,35.600758,1.000000
15,0.0,64,13,28.638965,36.149252,1.000000
15,0.0,128,14,28.638965,36.449608,1.000000
15,0.0,256,14,28.638965,36.607210,1.000000
15,0.0,512,14,28.638965,36.687998,1.000000
15,0.25,0,1,29.812296,25.261898,1.000000
15,0.25,4,4,28.642388,31.199957,1.019676
15,0.25,8,4,28.645803,32.868632,1.039306
15,0.25,16,4,28.652612,33.980330,1.078424
15,0.25,32,6,28.666143,34.376318,1.156101
15,0.25,64,4,28.692861,33.982004,1.309262
15,0.25,128,4,28.744962,32.720351,1.607088
15,0.25,256,4,28.844119,30.595297,2.170877
15,0.25,512,1,29.024406,27.911321,3.185853
15,0.5,0,1,29.812296,25.261898,1.000000
15,0.5,4,4,28.645811,30.991787,1.039353
15,0.5,8,4,28.652645,32.491866,1.078611
15,0.5,16,4,28.666273,33.324234,1.156847
15,0.5,32,4,28.693375,33.265950,1.312203
15,0.5,64,4,28.746966,32.192189,1.618524
15,0.5,128,3,28.851764,30.102785,2.214176
15,0.5,256,1,29.052302,27.310840,3.341753
15,0.5,512,1,29.420610,24.479655,5.371706
15,0.75,0,1,29.812296,25.261898,1.000000
15,0.75,4,4,28.649236,30.786456,1.059029
15,0.75,8,4,28.659490,32.124375,1.117917
15,0.75,16,4,28.679948,32.698554,1.235271
15,0.75,32,4,28.720659,32.253020,1.468304
15,0.75,64,4,28.801280,30.683271,1.927786
15,0.75,128,1,28.959380,28.147295,2.821263
15,0.75,256,1,29.263582,25.205536,4.512630
15,0.75,512,1,29.828048,22.595601,7.557559
15,1.0,0,1,29.812296,25.261898,1.000000
15,1.0,4,4,28.652661,30.583905,1.078706
15,1.0,8,4,28.666339,31.765800,1.157223
15,1.0,16,4,28.693635,32.101023,1.313694
15,1.0,32,4,28.747997,31.324037,1.624406
15,1.0,64,3,28.855803,29.389267,2.237049
15,1.0,128,1,29.067821,26.618498,3.428351
15,1.0,256,1,29.478031,23.717581,5.683507
15,1.0,512,1,30.247221,21.371586,9.743412
16,0.0,0,1,31.580053,25.346698,1.000000
16,0.0,4,3,29.994346,31.273689,1.000000
16,0.0,8,6,29.994346,33.121629,1.000000
16,0.0,16,6,29.994346,34.539590,1.000000
16,0.0,32,6,29.994346,35.473704,1.000000
16,0.0,64,6,29.994346,36.023934,1.000000
16,0.0,128,10,29.994346,36.325282,1.000000
16,0.0,256,12,29.994346,36.483417,1.000000
16,0.0,512,12,29.994346,36.564481,1.000000
16,0.25,0,1,31.580053,25.346698,1.000000
16,0.25,4,3,29.997717,31.063757,1.019676
16,0.25,8,6,30.001080,32.737558,1.039306
16,0.25,16,6,30.007785,33.855359,1.078424
16,0.25,32,6,30.021108,34.258905,1.156101
16,0.25,64,6,30.047412,33.875228,1.309262
16,0.25,128,6,30.098694,32.629567,1.607088
16,0.25,256,3,30.196252,30.527109,2.170877
16,0.25,512,1,30.373488,27.870236,3.185853
16,0.5,0,1,31.580053,25.346698,1.000000
16,0.5,4,3,30.001088,30.856707,1.039353
16,0.5,8,6,30.007817,32.363066,1.078611
16,0.5,16,6,30.021236,33.203790,1.156847
16,0.5,32,6,30.047918,33.157120,1.312203
16,0.5,64,6,30.100667,32.100361,1.618524
16,0.5,128,1,30.203771,30.034862,2.214176
16,0.5,256,1,30.400896,27.271972,3.341753
16,0.5,512,1,30.762338,24.469435,5.371706
16,0.75,0,1,31.580053,25.346698,1.000000
16,0.75,4,3,30.004460,30.652478,1.059029
16,0.75,8,5,30.014557,31.997779,1.117917
16,0.75,16,6,30.034699,32.582376,1.235271
16,0.75,32,6,30.074776,32.151875,1.468304
16,0.75,64,3,30.154111,30.603726,1.927786
16,0.75,128,1,30.309584,28.095890,2.821263
16,0.75,256,1,30.608332,25.184651,4.512630
16,0.75,512,1,31.161273,22.601347,7.557559
16,1.0,0,1,31.580053,25.346698,1.000000
16,1.0,4,3,30.007833,30.451013,1.078706
16,1.0,8,3,30.021300,31.641343,1.157223
16,1.0,16,5,30.048174,31.988870,1.313694
16,1.0,32,3,30.101681,31.229807,1.624406
16,1.0,64,1,30.207744,29.319979,2.237049
16,1.0,128,1,30.416141,26.579541,3.428351
16,1.0,256,1,30.818618,23.708767,5.683507
16,1.0,512,1,31.570691,21.386967,9.743412
17,0.0,0,1,32.398264,26.227419,1.000000
17,0.0,4,2,30.840194,32.137938,1.000000
17,0.0,8,3,30.840194,33.985241,1.000000
17,0.0,16,3,30.840194,35.404663,1.000000
17,0.0,32,3,30.840194,36.340764,1.000000
17,0.0,64,4,30.840194,36.892564,1.000000
17,0.0,128,4,30.840194,37.194899,1.000000
17,0.0,256,4,30.840194,37.353587,1.000000
17,0.0,512,7,30.840194,37.434945,1.000000
17,0.25,0,1,32.398264,26.227419,1.000000
17,0.25,4,2,30.843660,31.921950,1.019676
17,0.25,8,3,30.847118,33.589217,1.039306
17,0.25,16,3,30.854012,34.697043,1.078424
17,0.25,32,3,30.867711,35.080943,1.156101
17,0.25,64,3,30.894757,34.659638,1.309262
17,0.25,128,3,30.947485,33.349350,1.607088
17,0.25,256,2,31.047795,31.151187,2.170877
17,0.25,512,1,31.230028,28.377733,3.185853
17,0.5,0,1,32.398264,26.227419,1.000000
17,0.5,4,2,30.847127,31.708930,1.039353
17,0.5,8,3,30.854046,33.203109,1.078611
17,0.5,16,3,30.867843,34.023366,1.156847
17,0.5,32,3,30.895277,33.938807,1.312203
17,0.5,64,3,30.949514,32.816301,1.618524
17,0.5,128,1,31.055526,30.651491,2.214176
17,0.5,256,1,31.258209,27.764714,3.341753
17,0.5,512,1,31.629844,24.839018,5.371706
17,0.75,0,1,32.398264,26.227419,1.000000
17,0.75,4,2,30.850594,31.498816,1.059029
17,0.75,8,3,30.860976,32.826527,1.117917
17,0.75,16,3,30.881686,33.381022,1.235271
17,0.75,32,3,30.922892,32.897184,1.468304
17,0.75,64,2,31.004465,31.262883,1.927786
17,0.75,128,1,31.164323,28.637105,2.821263
17,0.75,256,1,31.471495,25.595587,4.512630
17,0.75,512,1,32.040029,22.898084,7.557559
17,1.0,0,1,32.398264,26.227419,1.000000
17,1.0,4,2,30.854062,31.291548,1.078706
17,1.0,8,2,30.867909,32.459105,1.157223
17,1.0,16,3,30.895541,32.767671,1.313694
17,1.0,32,2,30.950557,31.942149,1.624406
17,1.0,64,1,31.059611,29.931265,2.237049
17,1.0,128,1,31.273885,27.063171,3.428351
17,1.0,256,1,31.687711,24.063763,5.683507
17,1.0,512,1,32.460993,21.638540,9.743412
18,0.0,0,1,30.709489,25.848926,1.000000
18,0.0,4,5,28.914211,31.534509,1.000000
18,0.0,8,5,28.914211,33.628353,1.000000
18,0.0,16,5,28.914211,35.190224,1.000000
18,0.0,32,12,28.914211,36.186593,1.000000
18,0.0,64,12,28.914211,36.758327,1.000000
18,0.0,128,12,28.914211,37.066106,1.000000
18,0.0,256,13,28.914211,37.226013,1.000000
18,0.0,512,13,28.914211,37.307546,1.000000
18,0.25,0,1,30.709489,25.848926,1.000000
18,0.25,4,5,28.917709,31.314597,1.019676
18,0.25,8,5,28.921199,33.227651,1.039306
18,0.25,16,5,28.928157,34.479282,1.078424
18,0.25,32,5,28.941983,34.926745,1.156101
18,0.25,64,5,28.969286,34.530074,1.309262
18,0.25,128,5,29.022527,33.231511,1.607088
18,0.25,256,5,29.123865,31.042755,2.170877
18,0.25,512,1,29.308144,28.278941,3.185853
18,0.5,0,1,30.709489,25.848926,1.000000
18,0.5,4,5,28.921207,31.097761,1.039353
18,0.5,8,5,28.928190,32.837022,1.078611
18,0.5,16,5,28.942116,33.802383,1.156847
18,0.5,32,5,28.969810,33.784371,1.312203
18,0.5,64,5,29.024576,32.690274,1.618524
18,0.5,128,4,29.131678,30.541003,2.214176
18,0.5,256,1,29.336661,27.666478,3.341753
18,0.5,512,1,29.713248,24.751254,5.371706
18,0.75,0,1,30.709489,25.848926,1.000000
18,0.75,4,5,28.924707,30.883936,1.059029
18,0.75,8,5,28.935185,32.456073,1.117917
18,0.75,16,5,28.956089,33.156916,1.235271
18,0.75,32,5,28.997692,32.742350,1.468304
18,0.75,64,5,29.080082,31.139569,1.927786
18,0.75,128,1,29.241674,28.531846,2.821263
18,0.75,256,1,29.552671,25.503694,4.512630
18,0.75,512,1,30.130022,22.816268,7.557559
18,1.0,0,1,30.709489,25.848926,1.000000
18,1.0,4,4,28.928207,30.673059,1.078706
18,1.0,8,5,28.942183,32.084431,1.157223
18,1.0,16,5,28.970077,32.540541,1.313694
18,1.0,32,5,29.025629,31.786790,1.624406
18,1.0,64,4,29.135807,29.810053,2.237049
18,1.0,128,1,29.352526,26.961790,3.428351
18,1.0,256,1,29.771973,23.976206,5.683507
18,1.0,512,1,30.558995,21.560510,9.743412
19,0.0,0,1,28.706035,25.881420,1.000000
19,0.0,4,3,27.089027,31.833784,1.000000
19,0.0,8,7,27.089027,33.677807,1.000000
19,0.0,16,12,27.089027,35.092130,1.000000
19,0.0,32,14,27.089027,36.023515,1.000000
19,0.0,64,14,27.089027,36.572009,1.000000
19,0.0,128,14,27.089027,36.872365,1.000000
19,0.0,256,14,27.089027,37.029968,1.000000
19,0.0,512,14,27.089027,37.110756,1.000000
19,0.25,0,1,28.706035,25.881420,1.000000
19,0.25,4,3,27.092545,31.619618,1.019676
19,0.25,8,4,27.096055,33.285249,1.039306
19,0.25,16,12,27.103053,34.391010,1.078424
19,0.25,32,12,27.116960,34.775697,1.156101
19,0.25,64,12,27.144423,34.360828,1.309262
19,0.25,128,12,27.197993,33.064712,1.607088
19,0.25,256,3,27.300003,30.889066,2.170877
19,0.25,512,2,27.485661,28.143644,3.185853
19,0.5,0,1,28.706035,25.881420,1.000000
19,0.5,4,3,27.096063,31.408396,1.039353
19,0.5,8,4,27.103086,32.902518,1.078611
19,0.5,16,11,27.117093,33.723507,1.156847
19,0.5,32,12,27.144951,33.644400,1.312203
19,0.5,64,7,27.200055,32.535351,1.618524
19,0.5,128,3,27.307870,30.393277,2.214176
19,0.5,256,2,27.514410,27.535932,3.341753
19,0.5,512,1,27.894518,24.639828,5.371706
19,0.75,0,1,28.706035,25.881420,1.000000
19,0.75,4,3,27.099583,31.200058,1.059029
19,0.75,8,3,27.110122,32.529230,1.117917
19,0.75,16,6,27.131149,33.087037,1.235271
19,0.75,32,6,27.173003,32.612626,1.468304
19,0.75,64,3,27.255922,30.996908,1.927786
19,0.75,128,2,27.418670,28.398491,2.821263
19,0.75,256,1,27.732335,25.387976,4.512630
19,0.75,512,1,28.316197,22.717818,7.557559
19,1.0,0,1,28.706035,25.881420,1.000000
19,1.0,4,3,27.103103,30.994543,1.078706
19,1.0,8,3,27.117160,32.165020,1.157223
19,1.0,16,3,27.145219,32.479284,1.313694
19,1.0,32,3,27.201115,31.666586,1.624406
19,1.0,64,3,27.312028,29.678057,2.237049
19,1.0,128,1,27.530406,26.839764,3.428351
19,1.0,256,1,27.953870,23.870958,5.683507
19,1.0,512,1,28.751334,21.470389,9.743412
