g,pandas,duckdb,polars
1244,warn,warn,warn
1245,warn,warn,warn
1246,warn,warn,warn
1247,warn,warn,warn
1248,warn,warn,warn
1249,warn,warn,warn
1250,warn,warn,warn
1251,warn,warn,warn
1252,warn,warn,warn
1253,warn,warn,warn
1254,warn,warn,warn
1255,warn,warn,warn
1256,warn,warn,warn
1257,warn,warn,warn
1258,warn,warn,warn
1259,warn,warn,warn
1260,warn,warn,warn
1261,warn,warn,warn
1262,warn,warn,warn
1263,warn,warn,warn
1264,warn,warn,warn
1265,warn,warn,warn
1266,warn,warn,warn
1267,warn,warn,warn
1268,warn,warn,warn
1269,warn,warn,warn
1270,warn,warn,warn
1271,warn,warn,warn
1272,warn,warn,warn
1273,warn,warn,warn
1274,warn,warn,warn
1275,warn,warn,warn
1276,warn,warn,warn
1277,warn,warn,warn
1278,warn,warn,warn
1279,warn,warn,warn
1280,warn,warn,warn
1281,warn,warn,warn
1282,warn,warn,warn
1283,warn,warn,warn
1284,warn,warn,warn
1285,warn,warn,warn
1286,warn,warn,warn
1287,warn,warn,warn
1288,warn,warn,warn
1289,warn,warn,warn
1290,warn,warn,warn
1291,warn,warn,warn
1292,warn,warn,warn
1293,warn,warn,warn
1294,warn,warn,warn
1295,warn,warn,warn
1296,warn,warn,warn
1297,warn,warn,warn
1298,warn,warn,warn
1299,warn,warn,warn
1300,warn,warn,warn
1301,warn,warn,warn
1302,warn,warn,warn
1303,warn,warn,warn
1304,warn,warn,warn
1305,warn,warn,warn
1306,warn,warn,warn
1307,warn,warn,warn
1308,warn,warn,warn
1309,warn,warn,warn
1310,warn,warn,warn
1311,warn,warn,warn
1312,warn,warn,warn
1313,warn,warn,warn
1314,warn,warn,warn
1315,warn,warn,warn
1316,warn,warn,warn
1317,warn,warn,warn
1318,warn,warn,warn
1319,warn,warn,warn
1320,warn,warn,warn
1321,warn,warn,warn
1322,warn,warn,warn
1323,warn,warn,warn
1324,warn,warn,warn
1325,warn,warn,warn
1326,warn,warn,warn
1327,warn,warn,warn
1328,warn,warn,warn
1329,warn,warn,warn
1330,warn,warn,warn
1331,warn,warn,warn
1332,warn,warn,warn
1333,warn,warn,warn
1334,warn,warn,warn
1335,warn,warn,warn
1336,warn,warn,warn
1337,warn,warn,warn
1338,warn,warn,warn
1339,warn,warn,warn
1340,warn,warn,warn
1341,warn,warn,warn
1342,warn,warn,warn
1343,warn,warn,warn
1344,warn,warn,warn
1345,warn,warn,warn
1346,warn,warn,warn
1347,warn,warn,warn
1348,warn,warn,warn
1349,warn,warn,warn
1350,warn,warn,warn
1351,warn,warn,warn
1352,warn,warn,warn
1353,warn,warn,warn
1354,warn,warn,warn
1355,warn,warn,warn
1356,warn,warn,warn
1357,warn,warn,warn
1358,warn,warn,warn
1359,warn,warn,warn
1360,warn,warn,warn
1361,warn,warn,warn
1362,warn,warn,warn
1363,warn,warn,warn
1364,warn,warn,warn
1365,warn,warn,warn
1366,warn,warn,warn
1367,warn,warn,warn
1368,warn,warn,warn
1369,warn,warn,warn
1370,warn,warn,warn
1371,warn,warn,warn
1372,warn,warn,warn
1373,warn,warn,warn
1374,warn,warn,warn
1375,warn,warn,warn
1376,warn,warn,warn
1377,warn,warn,warn
1378,warn,warn,warn
1379,warn,warn,warn
1380,warn,warn,warn
1381,warn,warn,warn
1382,warn,warn,warn
1383,warn,warn,warn
1384,warn,warn,warn
1385,warn,warn,warn
1386,warn,warn,warn
1387,warn,warn,warn
1388,warn,warn,warn
1389,warn,warn,warn
1390,warn,warn,warn
1391,warn,warn,warn
1392,warn,warn,warn
1393,warn,warn,warn
1394,warn,warn,warn
1395,warn,warn,warn
1396,warn,warn,warn
1397,warn,warn,warn
1398,warn,warn,warn
1399,warn,warn,warn
1400,warn,warn,warn
1401,warn,warn,warn
1402,warn,warn,warn
1403,warn,warn,warn
1404,warn,warn,warn
1405,warn,warn,warn
1406,warn,warn,warn
1407,warn,warn,warn
1408,warn,warn,warn
1409,warn,warn,warn
1410,warn,warn,warn
1411,warn,warn,warn
1412,warn,warn,warn
1413,warn,warn,warn
1414,warn,warn,warn
1415,warn,warn,warn
1416,warn,warn,warn
1417,warn,warn,warn
1418,warn,warn,warn
1419,warn,warn,warn
1420,warn,warn,warn
1421,warn,warn,warn
1422,warn,warn,warn
1423,warn,warn,warn
1424,warn,warn,warn
1425,warn,warn,warn
1426,warn,warn,warn
1427,warn,warn,warn
1428,warn,warn,warn
1429,warn,warn,warn
1430,warn,warn,warn
1431,warn,warn,warn
1432,warn,warn,warn
1433,warn,warn,warn
1434,warn,warn,warn
1435,warn,warn,warn
1436,warn,warn,warn
1437,warn,warn,warn
1438,warn,warn,warn
1439,warn,warn,warn
1440,warn,warn,warn
1441,warn,warn,warn
1442,warn,warn,warn
1443,warn,warn,warn
1444,warn,warn,warn
1445,warn,warn,warn
1446,warn,warn,warn
1447,warn,warn,warn
1448,warn,warn,warn
1449,warn,warn,warn
1450,warn,warn,warn
1451,warn,warn,warn
1452,warn,warn,warn
1453,warn,warn,warn
1454,warn,warn,warn
1455,warn,warn,warn
1456,warn,warn,warn
1457,warn,warn,warn
1458,warn,warn,warn
1459,warn,warn,warn
1460,warn,warn,warn
1461,warn,warn,warn
1462,warn,warn,warn
1463,warn,warn,warn
1464,warn,warn,warn
1465,warn,warn,warn
1466,warn,warn,warn
1467,warn,warn,warn
1468,warn,warn,warn
1469,warn,warn,warn
1470,warn,warn,warn
1471,warn,warn,warn
1472,warn,warn,warn
1473,warn,warn,warn
1474,warn,warn,warn
1475,warn,warn,warn
1476,warn,warn,warn
1477,warn,warn,warn
1478,warn,warn,warn
1479,warn,warn,warn
1480,warn,warn,warn
1481,warn,warn,warn
1482,warn,warn,warn
1483,warn,warn,warn
1484,warn,warn,warn
1485,warn,warn,warn
1486,warn,warn,warn
1487,warn,warn,warn
1488,warn,warn,warn
1489,warn,warn,warn
1490,warn,warn,warn
1491,warn,warn,warn
1492,warn,warn,warn
1493,warn,warn,warn
1494,warn,warn,warn
1495,warn,warn,warn
1496,warn,warn,warn
1497,warn,warn,warn
1498,warn,warn,warn
1499,warn,warn,warn
1500,warn,warn,warn
1501,warn,warn,warn
1502,warn,warn,warn
1503,warn,warn,warn
1504,warn,warn,warn
1505,warn,warn,warn
1506,warn,warn,warn
1507,warn,warn,warn
1508,warn,warn,warn
1509,warn,warn,warn
1510,warn,warn,warn
1511,warn,warn,warn
1512,warn,warn,warn
1513,warn,warn,warn
1514,warn,warn,warn
1515,warn,warn,warn
1516,warn,warn,warn
1517,warn,warn,warn
1518,warn,warn,warn
1519,warn,warn,warn
1520,warn,warn,warn
1521,warn,warn,warn
1522,warn,warn,warn
1523,warn,warn,warn
1524,warn,warn,warn
1525,warn,warn,warn
1526,warn,warn,warn
1527,warn,warn,warn
1528,warn,warn,warn
1529,warn,warn,warn
1530,warn,warn,warn
1531,warn,warn,warn
1532,warn,warn,warn
1533,warn,warn,warn
1534,warn,warn,warn
1535,warn,warn,warn
1536,warn,warn,warn
1537,warn,warn,warn
1538,warn,warn,warn
1539,warn,warn,warn
1540,warn,warn,warn
1541,warn,warn,warn
1542,warn,warn,warn
1543,warn,warn,warn
1544,warn,warn,warn
1545,warn,warn,warn
1546,warn,warn,warn
1547,warn,warn,warn
1548,warn,warn,warn
1549,warn,warn,warn
1550,warn,warn,warn
1551,warn,warn,warn
1552,warn,warn,warn
1553,warn,warn,warn
1554,warn,warn,warn
1555,warn,warn,warn
1556,warn,warn,warn
1557,warn,warn,warn
1558,warn,warn,warn
1559,warn,warn,warn
1560,warn,warn,warn
1561,warn,warn,warn
1562,warn,warn,warn
1563,warn,warn,warn
1564,warn,warn,warn
1565,warn,warn,warn
1566,warn,warn,warn
1567,warn,warn,warn
1568,warn,warn,warn
1569,warn,warn,warn
1570,warn,warn,warn
1571,warn,warn,warn
1572,warn,warn,warn
1573,warn,warn,warn
1574,warn,warn,warn
1575,warn,warn,warn
1576,warn,warn,warn
1577,warn,warn,warn
1578,warn,warn,warn
1579,warn,warn,warn
1580,warn,warn,warn
1581,warn,warn,warn
1582,warn,warn,warn
1583,warn,warn,warn
1584,warn,warn,warn
1585,warn,warn,warn
1586,warn,warn,warn
1587,warn,warn,warn
1588,warn,warn,warn
1589,warn,warn,warn
1590,warn,warn,warn
1591,warn,warn,warn
1592,warn,warn,warn
1593,warn,warn,warn
1594,warn,warn,warn
1595,warn,warn,warn
1596,warn,warn,warn
1597,warn,warn,warn
1598,warn,warn,warn
1599,warn,warn,warn
1600,warn,warn,warn
1601,warn,warn,warn
1602,warn,warn,warn
1603,warn,warn,warn
1604,warn,warn,warn
1605,warn,warn,warn
1606,warn,warn,warn
1607,warn,warn,warn
1608,warn,warn,warn
1609,warn,warn,warn
1610,warn,warn,warn
1611,warn,warn,warn
1612,warn,warn,warn
1613,warn,warn,warn
1614,warn,warn,warn
1615,warn,warn,warn
1616,warn,warn,warn
1617,warn,warn,warn
1618,warn,warn,warn
1619,warn,warn,warn
1620,warn,warn,warn
1621,warn,warn,warn
1622,warn,warn,warn
1623,warn,warn,warn
1624,warn,warn,warn
1625,warn,warn,warn
1626,warn,warn,warn
1627,warn,warn,warn
1628,warn,warn,warn
1629,warn,warn,warn
1630,warn,warn,warn
1631,warn,warn,warn
1632,warn,warn,warn
1633,warn,warn,warn
1634,warn,warn,warn
1635,warn,warn,warn
1636,warn,warn,warn
1637,warn,warn,warn
1638,warn,warn,warn
1639,warn,warn,warn
1640,warn,warn,warn
1641,warn,warn,warn
1642,warn,warn,warn
1643,warn,warn,warn
1644,warn,warn,warn
1645,warn,warn,warn
1646,warn,warn,warn
1647,warn,warn,warn
1648,warn,warn,warn
1649,warn,warn,warn
1650,warn,warn,warn
1651,warn,warn,warn
1652,warn,warn,warn
1653,warn,warn,warn
1654,warn,warn,warn
1655,warn,warn,warn
1656,warn,warn,warn
1657,warn,warn,warn
1658,warn,warn,warn
1659,warn,warn,warn
1660,warn,warn,warn
1661,warn,warn,warn
1662,warn,warn,warn
1663,warn,warn,warn
1664,warn,warn,warn
1665,warn,warn,warn
1666,warn,warn,warn
1667,warn,warn,warn
1668,warn,warn,warn
1669,warn,warn,warn
1670,warn,warn,warn
1671,warn,warn,warn
1672,warn,warn,warn
1673,warn,warn,warn
1674,warn,warn,warn
1675,warn,warn,warn
1676,warn,warn,warn
1677,warn,warn,warn
1678,warn,warn,warn
1679,warn,warn,warn
1680,warn,warn,warn
1681,warn,warn,warn
1682,warn,warn,warn
1683,warn,warn,warn
1684,warn,warn,warn
1685,warn,warn,warn
1686,warn,warn,warn
1687,warn,warn,warn
1688,warn,warn,warn
1689,warn,warn,warn
1690,warn,warn,warn
1691,warn,warn,warn
1692,warn,warn,warn
1693,warn,warn,warn
1694,warn,warn,warn
1695,warn,warn,warn
1696,warn,warn,warn
1697,warn,warn,warn
1698,warn,warn,warn
1699,warn,warn,warn
1700,warn,warn,warn
1701,warn,warn,warn
1702,warn,warn,warn
1703,warn,warn,warn
1704,warn,warn,warn
1705,warn,warn,warn
1706,warn,warn,warn
1707,warn,warn,warn
1708,warn,warn,warn
1709,warn,warn,warn
1710,warn,warn,warn
1711,warn,warn,warn
1712,warn,warn,warn
1713,warn,warn,warn
1714,warn,warn,warn
1715,warn,warn,warn
1716,warn,warn,warn
1717,warn,warn,warn
1718,warn,warn,warn
1719,warn,warn,warn
1720,warn,warn,warn
1721,warn,warn,warn
1722,warn,warn,warn
1723,warn,warn,warn
1724,warn,warn,warn
1725,warn,warn,warn
1726,warn,warn,warn
1727,warn,warn,warn
1728,warn,warn,warn
1729,warn,warn,warn
1730,warn,warn,warn
1731,warn,warn,warn
1732,warn,warn,warn
1733,warn,warn,warn
1734,warn,warn,warn
1735,warn,warn,warn
1736,warn,warn,warn
1737,warn,warn,warn
1738,warn,warn,warn
1739,warn,warn,warn
1740,warn,warn,warn
1741,warn,warn,warn
1742,warn,warn,warn
1743,warn,warn,warn
1744,warn,warn,warn
1745,warn,warn,warn
1746,warn,warn,warn
1747,warn,warn,warn
1748,warn,warn,warn
1749,warn,warn,warn
1750,warn,warn,warn
1751,warn,warn,warn
1752,warn,warn,warn
1753,warn,warn,warn
1754,warn,warn,warn
1755,warn,warn,warn
1756,warn,warn,warn
1757,warn,warn,warn
1758,warn,warn,warn
1759,warn,warn,warn
1760,warn,warn,warn
1761,warn,warn,warn
1762,warn,warn,warn
1763,warn,warn,warn
1764,warn,warn,warn
1765,warn,warn,warn
1766,warn,warn,warn
1767,warn,warn,warn
1768,warn,warn,warn
1769,warn,warn,warn
1770,warn,warn,warn
1771,warn,warn,warn
1772,warn,warn,warn
1773,warn,warn,warn
1774,warn,warn,warn
1775,warn,warn,warn
1776,warn,warn,warn
1777,warn,warn,warn
1778,warn,warn,warn
1779,warn,warn,warn
1780,warn,warn,warn
1781,warn,warn,warn
1782,warn,warn,warn
1783,warn,warn,warn
1784,warn,warn,warn
1785,warn,warn,warn
1786,warn,warn,warn
1787,warn,warn,warn
1788,warn,warn,warn
1789,warn,warn,warn
1790,warn,warn,warn
1791,warn,warn,warn
1792,warn,warn,warn
1793,warn,warn,warn
1794,warn,warn,warn
1795,warn,warn,warn
1796,warn,warn,warn
1797,warn,warn,warn
1798,warn,warn,warn
1799,warn,warn,warn
1800,warn,warn,warn
1801,warn,warn,warn
1802,warn,warn,warn
1803,warn,warn,warn
1804,warn,warn,warn
1805,warn,warn,warn
1806,warn,warn,warn
1807,warn,warn,warn
1808,warn,warn,warn
1809,warn,warn,warn
1810,warn,warn,warn
1811,warn,warn,warn
1812,warn,warn,warn
1813,warn,warn,warn
1814,warn,warn,warn
1815,warn,warn,warn
1816,warn,warn,warn
1817,warn,warn,warn
1818,warn,warn,warn
1819,warn,warn,warn
1820,warn,warn,warn
1821,warn,warn,warn
1822,warn,warn,warn
1823,warn,warn,warn
1824,warn,warn,warn
1825,warn,warn,warn
1826,warn,warn,warn
1827,warn,warn,warn
1828,warn,warn,warn
1829,warn,warn,warn
1830,warn,warn,warn
1831,warn,warn,warn
1832,warn,warn,warn
1833,warn,warn,warn
1834,warn,warn,warn
1835,warn,warn,warn
1836,warn,warn,warn
1837,warn,warn,warn
1838,warn,warn,warn
1839,warn,warn,warn
1840,warn,warn,warn
1841,warn,warn,warn
1842,warn,warn,warn
1843,warn,warn,warn
1844,warn,warn,warn
1845,warn,warn,warn
1846,warn,warn,warn
1847,warn,warn,warn
1848,warn,warn,warn
1849,warn,warn,warn
1850,warn,warn,warn
1851,warn,warn,warn
1852,warn,warn,warn
1853,warn,warn,warn
1854,warn,warn,warn
1855,warn,warn,warn
1856,warn,warn,warn
1857,warn,warn,warn
1858,warn,warn,warn
1859,warn,warn,warn
1860,warn,warn,warn
1861,warn,warn,warn
1862,warn,warn,warn
1863,warn,warn,warn
1864,warn,warn,warn
1865,warn,warn,warn
1866,warn,warn,warn
1867,warn,warn,warn
1868,warn,warn,warn
1869,warn,warn,warn
1870,warn,warn,warn
1871,warn,warn,warn
1872,warn,warn,warn
1873,warn,warn,warn
1874,warn,warn,warn
1875,warn,warn,warn
1876,warn,warn,warn
1877,warn,warn,warn
1878,warn,warn,warn
1879,warn,warn,warn
1880,warn,warn,warn
1881,warn,warn,warn
1882,warn,warn,warn
1883,warn,warn,warn
1884,warn,warn,warn
1885,warn,warn,warn
1886,warn,warn,warn
1887,warn,warn,warn
1888,warn,warn,warn
1889,warn,warn,warn
1890,warn,warn,warn
1891,warn,warn,warn
1892,warn,warn,warn
1893,warn,warn,warn
1894,warn,warn,warn
1895,warn,warn,warn
1896,warn,warn,warn
1897,warn,warn,warn
1898,warn,warn,warn
1899,warn,warn,warn
1900,warn,warn,warn
1901,warn,warn,warn
1902,warn,warn,warn
1903,warn,warn,warn
1904,warn,warn,warn
1905,warn,warn,warn
1906,warn,warn,warn
1907,warn,warn,warn
1908,warn,warn,warn
1909,warn,warn,warn
1910,warn,warn,warn
1911,warn,warn,warn
1912,warn,warn,warn
1913,warn,warn,warn
1914,warn,warn,warn
1915,warn,warn,warn
1916,warn,warn,warn
1917,warn,warn,warn
1918,warn,warn,warn
1919,warn,warn,warn
1920,warn,warn,warn
1921,warn,warn,warn
1922,warn,warn,warn
1923,warn,warn,warn
1924,warn,warn,warn
1925,warn,warn,warn
1926,warn,warn,warn
1927,warn,warn,warn
1928,warn,warn,warn
1929,warn,warn,warn
1930,warn,warn,warn
1931,warn,warn,warn
1932,warn,warn,warn
1933,warn,warn,warn
1934,warn,warn,warn
1935,warn,warn,warn
1936,warn,warn,warn
1937,warn,warn,warn
1938,warn,warn,warn
1939,warn,warn,warn
1940,warn,warn,warn
1941,warn,warn,warn
1942,warn,warn,warn
1943,warn,warn,warn
1944,warn,warn,warn
1945,warn,warn,warn
1946,warn,warn,warn
1947,warn,warn,warn
1948,warn,warn,warn
1949,warn,warn,warn
1950,warn,warn,warn
1951,warn,warn,warn
1952,warn,warn,warn
1953,warn,warn,warn
1954,warn,warn,warn
1955,warn,warn,warn
1956,warn,warn,warn
1957,warn,warn,warn
1958,warn,warn,warn
1959,warn,warn,warn
1960,warn,warn,warn
1961,warn,warn,warn
1962,warn,warn,warn
1963,warn,warn,warn
1964,warn,warn,warn
1965,warn,warn,warn
1966,warn,warn,warn
1967,warn,warn,warn
1968,warn,warn,warn
1969,warn,warn,warn
1970,warn,warn,warn
1971,warn,warn,warn
1972,warn,warn,warn
1973,warn,warn,warn
1974,warn,warn,warn
1975,warn,warn,warn
1976,warn,warn,warn
1977,warn,warn,warn
1978,warn,warn,warn
1979,warn,warn,warn
1980,warn,warn,warn
1981,warn,warn,warn
1982,warn,warn,warn
1983,warn,warn,warn
1984,warn,warn,warn
1985,warn,warn,warn
1986,warn,warn,warn
1987,warn,warn,warn
1988,warn,warn,warn
1989,warn,warn,warn
1990,warn,warn,warn
1991,warn,warn,warn
1992,warn,warn,warn
1993,warn,warn,warn
1994,warn,warn,warn
1995,warn,warn,warn
1996,warn,warn,warn
1997,warn,warn,warn
1998,warn,warn,warn
1999,warn,warn,warn
