item,in_degree,density_kth,denom,num_miss,miss_rate
2309,14,6.833020,3,0,0.000000
2311,10,13.029388,2,0,0.000000
2313,17,1.253811,3,0,0.000000
2314,19,2.023611,3,0,0.000000
2316,8,4.242400,2,0,0.000000
2317,19,7.089523,2,0,0.000000
2323,14,3.601138,3,1,0.333333
2324,11,5.440093,4,4,1.000000
2337,15,1.246051,3,0,0.000000
2341,21,6.709809,5,0,0.000000
2349,15,7.496783,3,0,0.000000
2352,6,0.899244,2,0,0.000000
2353,15,1.238855,8,0,0.000000
2355,15,3.301109,2,2,1.000000
2356,15,4.811434,2,0,0.000000
2357,13,6.965259,6,0,0.000000
2358,8,10.688412,4,1,0.250000
2363,11,3.066208,2,0,0.000000
2367,6,14.311491,4,1,0.250000
2372,8,5.844925,2,0,0.000000
2373,16,7.773029,2,0,0.000000
2379,15,2.888121,4,1,0.250000
2381,9,6.857042,5,0,0.000000
2386,12,2.083746,4,1,0.250000
2387,7,3.607082,4,3,0.750000
2388,6,5.686252,2,2,1.000000
2392,5,0.808037,3,0,0.000000
2398,7,9.649120,2,0,0.000000
2399,13,13.868910,2,1,0.500000
2419,3,3.477346,2,0,0.000000
2420,12,5.248162,3,0,0.000000
2432,7,0.837149,2,2,1.000000
2436,12,4.472153,3,3,1.000000
2441,5,1.425024,3,0,0.000000
2445,8,7.598872,2,0,0.000000
2447,10,15.243323,2,0,0.000000
2449,15,1.315739,3,0,0.000000
2453,11,7.247962,2,1,0.500000
2467,12,3.904476,2,0,0.000000
2469,13,6.714026,3,0,0.000000
2472,21,0.818083,3,0,0.000000
2473,16,1.385888,2,0,0.000000
2478,10,9.286137,3,0,0.000000
2479,13,13.227040,3,0,0.000000
2483,12,3.379278,5,4,0.800000
2486,18,9.767702,3,0,0.000000
2487,14,11.300498,3,0,0.000000
2488,8,0.853629,4,1,0.250000
2491,8,3.407155,3,2,0.666667
2501,8,7.176993,3,2,0.666667
2503,10,12.786596,2,0,0.000000
2505,13,1.206778,3,0,0.000000
2506,11,2.592106,2,0,0.000000
2507,14,3.414115,6,4,0.666667
2508,9,4.560857,4,0,0.000000
2510,15,9.790814,3,0,0.000000
2511,6,13.039788,6,0,0.000000
2515,5,4.072150,2,0,0.000000
2519,17,12.745785,2,0,0.000000
2520,13,0.893371,2,0,0.000000
2521,12,1.368684,2,0,0.000000
2522,16,2.033667,5,0,0.000000
2525,26,6.129111,2,0,0.000000
2526,10,12.066616,2,0,0.000000
2528,20,0.689426,5,0,0.000000
2530,16,1.968373,2,1,0.500000
2532,8,5.184305,3,0,0.000000
2536,11,0.832016,3,0,0.000000
2540,9,4.685493,2,0,0.000000
2544,12,0.766067,2,0,0.000000
2547,10,3.249863,4,1,0.250000
2551,24,11.731039,6,0,0.000000
2553,6,1.377109,4,0,0.000000
2561,11,1.177483,5,0,0.000000
2567,7,14.548949,3,0,0.000000
2570,14,2.354045,3,1,0.333333
2573,21,7.299107,5,0,0.000000
2575,13,12.632306,2,0,0.000000
2578,15,1.872243,3,0,0.000000
2579,9,3.084356,3,3,1.000000
2580,18,4.621242,4,0,0.000000
2582,14,9.525176,2,0,0.000000
2586,15,2.100415,2,1,0.500000
2587,10,3.122977,2,1,0.500000
2593,16,1.337113,2,0,0.000000
2595,9,3.724858,3,3,1.000000
2599,19,12.248455,4,0,0.000000
2601,12,1.483388,3,0,0.000000
2602,13,2.119502,2,1,0.500000
2603,20,3.185900,5,4,0.800000
2605,10,6.990305,2,0,0.000000
2610,16,2.330144,2,0,0.000000
2611,11,3.362483,4,2,0.500000
2613,12,7.811038,2,2,1.000000
2614,15,9.797211,3,0,0.000000
2619,19,3.327567,4,3,0.750000
2622,10,9.978776,3,0,0.000000
2623,9,13.003356,3,0,0.000000
2628,14,5.319965,2,1,0.500000
2629,6,7.532018,4,1,0.250000
2631,16,12.155160,2,2,1.000000
2633,9,1.461204,2,0,0.000000
2634,8,2.404904,2,0,0.000000
2635,7,3.858861,3,2,0.666667
2637,15,8.480911,2,0,0.000000
2643,7,3.264638,2,0,0.000000
2644,20,4.835704,2,0,0.000000
2645,9,6.809151,2,1,0.500000
2646,20,8.525779,3,0,0.000000
2650,9,1.935544,8,1,0.125000
2653,5,8.949881,3,1,0.333333
2655,15,12.718368,4,0,0.000000
2657,20,1.299148,3,0,0.000000
2660,13,4.818560,7,0,0.000000
2662,6,10.556181,3,0,0.000000
2667,20,3.280233,7,5,0.714286
2669,10,8.499341,2,0,0.000000
2671,14,13.262142,4,0,0.000000
2675,16,3.077507,3,1,0.333333
2680,8,0.870857,2,2,1.000000
2687,11,12.034448,3,0,0.000000
2691,17,3.441968,2,0,0.000000
2694,17,8.703744,3,0,0.000000
2704,14,0.747956,4,0,0.000000
2707,8,3.260019,2,0,0.000000
2708,19,4.944959,2,0,0.000000
2709,8,6.977470,2,0,0.000000
2713,10,1.427559,2,0,0.000000
2714,22,1.935557,4,1,0.250000
2715,11,3.096543,3,1,0.333333
2716,10,5.507983,2,0,0.000000
2717,11,6.920114,6,0,0.000000
2719,10,14.546538,2,0,0.000000
2720,7,0.748947,2,0,0.000000
2722,27,1.864474,4,0,0.000000
2724,7,5.234340,2,0,0.000000
2727,14,12.667443,5,0,0.000000
2730,17,2.148814,3,0,0.000000
2733,12,6.909619,3,0,0.000000
2736,20,0.775145,2,0,0.000000
2743,22,12.854915,2,0,0.000000
2761,16,1.118799,8,2,0.250000
2762,10,1.968674,3,0,0.000000
2763,16,3.549562,3,2,0.666667
2765,11,7.062780,2,0,0.000000
2767,7,15.003306,3,0,0.000000
2768,9,0.872650,2,0,0.000000
2769,7,1.642304,2,0,0.000000
2773,15,6.470945,5,2,0.400000
2776,12,0.908872,2,1,0.500000
2777,14,1.415433,4,0,0.000000
2778,20,2.057136,3,0,0.000000
2781,13,6.308493,2,0,0.000000
2784,12,0.833964,3,3,1.000000
2796,12,4.433057,2,0,0.000000
2802,13,1.908346,2,0,0.000000
2811,8,3.844710,2,1,0.500000
2812,8,5.817943,3,0,0.000000
2813,14,6.303585,2,0,0.000000
2814,11,10.362309,2,0,0.000000
2816,9,0.909018,2,0,0.000000
2817,11,1.441190,4,1,0.250000
2820,11,5.480786,3,0,0.000000
2821,11,7.761544,3,0,0.000000
2826,7,2.472148,2,0,0.000000
2834,4,2.532427,2,0,0.000000
2837,7,7.353411,2,0,0.000000
2842,15,2.263473,2,0,0.000000
2845,19,6.162366,5,1,0.200000
2855,11,11.726043,4,1,0.250000
2869,7,6.840988,4,0,0.000000
2870,15,8.376229,2,0,0.000000
2873,6,1.172205,4,1,0.250000
2874,22,1.943207,5,0,0.000000
2875,10,3.709463,5,4,0.800000
2877,13,8.368396,2,0,0.000000
2880,8,0.819969,4,1,0.250000
2889,18,1.258443,4,0,0.000000
2894,7,10.315669,2,0,0.000000
2895,5,16.058134,3,1,0.333333
2897,15,1.245281,5,0,0.000000
2898,7,2.313573,2,0,0.000000
2901,12,6.948729,3,0,0.000000
2904,15,0.777729,5,0,0.000000
2905,14,1.393081,3,0,0.000000
2912,18,0.831626,2,0,0.000000
2915,11,3.358825,2,1,0.500000
2917,6,7.029648,3,1,0.333333
2918,9,10.339210,2,1,0.500000
2919,13,13.816229,3,0,0.000000
2928,10,0.829058,2,0,0.000000
2931,14,3.569732,2,0,0.000000
2940,8,5.586957,2,2,1.000000
2946,14,2.465206,3,2,0.666667
2947,14,2.914508,3,2,0.666667
2953,21,1.334956,3,0,0.000000
2957,10,6.770510,4,0,0.000000
2964,14,4.880075,2,0,0.000000
2966,12,9.061842,2,0,0.000000
2967,12,13.195565,2,0,0.000000
2968,7,0.902020,2,1,0.500000
2971,6,3.367595,3,1,0.333333
2973,11,7.556033,2,2,1.000000
2975,9,13.936056,3,0,0.000000
2978,12,1.928528,5,2,0.400000
2979,11,3.593227,2,1,0.500000
2980,15,4.417486,4,0,0.000000
2981,12,6.888781,2,0,0.000000
2985,8,1.388302,3,1,0.333333
2986,7,2.283168,3,0,0.000000
2988,16,5.128500,3,3,1.000000
2992,18,0.800627,5,0,0.000000
2996,17,4.112071,5,0,0.000000
2997,18,5.847883,2,0,0.000000
3001,11,1.754417,2,0,0.000000
3004,12,4.994495,3,3,1.000000
3007,16,12.838937,3,0,0.000000
3012,12,5.547574,3,0,0.000000
3019,10,3.546055,2,0,0.000000
3020,7,5.055767,2,2,1.000000
3021,13,6.833068,3,0,0.000000
3027,15,3.397783,2,2,1.000000
3030,13,8.780273,3,0,0.000000
3033,12,1.555603,3,0,0.000000
3034,9,2.474867,3,0,0.000000
3035,11,3.413132,4,3,0.750000
3040,11,0.950876,3,0,0.000000
3043,13,3.391275,3,2,0.666667
3052,16,5.041761,3,0,0.000000
3053,11,8.245598,2,1,0.500000
3054,13,8.836372,2,0,0.000000
3060,8,5.385625,2,0,0.000000
3063,10,13.691456,2,0,0.000000
3067,18,2.914508,6,5,0.833333
3068,15,4.627652,2,1,0.500000
3071,16,13.975068,2,0,0.000000
3072,12,0.799163,3,0,0.000000
3078,18,8.642371,3,0,0.000000
3079,10,15.922602,3,1,0.333333
3082,12,2.151927,2,1,0.500000
3084,20,4.982214,3,0,0.000000
3085,7,7.440231,2,0,0.000000
3087,12,14.212512,5,1,0.200000
3088,11,0.886227,2,0,0.000000
3093,13,8.049518,2,0,0.000000
3096,5,0.953135,3,2,0.666667
3101,9,6.290794,4,0,0.000000
3106,9,2.063447,5,0,0.000000
3108,16,4.795853,3,1,0.333333
3109,22,6.183774,4,0,0.000000
3111,11,16.545898,2,1,0.500000
3116,10,5.049784,2,2,1.000000
3117,10,6.899227,4,1,0.250000
3121,29,1.209529,11,0,0.000000
3124,14,5.763831,2,1,0.500000
3125,20,6.041822,5,1,0.200000
3140,11,5.705047,3,0,0.000000
3141,6,8.279401,2,0,0.000000
3144,12,0.895789,3,0,0.000000
3148,15,4.574509,4,0,0.000000
3149,12,6.664708,2,0,0.000000
3152,12,0.769649,2,1,0.500000
3153,12,1.426784,2,1,0.500000
3155,15,3.024208,3,0,0.000000
3156,12,4.430901,2,0,0.000000
3160,9,0.908748,3,0,0.000000
3162,10,2.245242,2,0,0.000000
3163,11,3.035486,6,3,0.500000
3171,12,3.862870,2,2,1.000000
3173,13,7.463566,3,0,0.000000
3178,16,1.840655,7,1,0.142857
3180,9,5.343306,2,0,0.000000
3181,15,7.735852,2,0,0.000000
3184,17,0.825901,3,0,0.000000
3185,21,1.170795,6,0,0.000000
3188,10,4.717126,3,1,0.333333
3190,8,9.681219,4,0,0.000000
3191,10,14.163909,3,0,0.000000
3194,8,2.189913,3,1,0.333333
3197,5,9.484200,2,1,0.500000
3199,9,13.298591,4,1,0.250000
3207,11,13.412109,2,0,0.000000
3222,7,9.478953,2,0,0.000000
3223,10,11.708547,2,0,0.000000
3224,24,0.804130,8,0,0.000000
3226,14,1.968129,4,0,0.000000
3227,6,3.461408,2,1,0.500000
3228,15,5.442231,3,1,0.333333
3229,5,7.864612,3,0,0.000000
3242,12,1.921592,2,0,0.000000
3243,3,4.031775,4,4,1.000000
3245,15,7.187242,2,0,0.000000
3246,11,10.098020,3,0,0.000000
3247,7,13.729349,2,1,0.500000
3248,9,0.989751,2,1,0.500000
3249,23,1.387986,4,0,0.000000
3253,11,6.411356,3,0,0.000000
3254,10,9.861016,4,1,0.250000
3255,9,16.589391,2,0,0.000000
3258,21,2.069737,5,0,0.000000
3259,12,3.594690,2,2,1.000000
3262,13,9.369731,2,0,0.000000
3263,14,11.842743,4,2,0.500000
3264,8,0.980639,2,0,0.000000
3266,11,1.970537,3,1,0.333333
3267,12,3.667853,2,0,0.000000
3268,11,4.660603,5,0,0.000000
3269,6,6.897725,4,0,0.000000
3274,12,2.103894,3,0,0.000000
3275,7,3.105385,2,2,1.000000
3278,12,9.079298,5,0,0.000000
3279,13,12.358132,3,0,0.000000
3283,11,3.095424,7,3,0.428571
3285,18,6.589442,3,0,0.000000
3288,15,0.696103,2,0,0.000000
3291,10,3.436617,4,3,0.750000
3299,10,3.324952,2,0,0.000000
3302,11,10.268191,3,0,0.000000
3303,8,14.572669,2,0,0.000000
3310,15,8.511086,2,0,0.000000
3312,12,0.963028,2,2,1.000000
3313,8,1.565972,2,1,0.500000
3317,10,7.341697,4,0,0.000000
3318,7,9.523472,2,0,0.000000
3320,6,0.888699,2,2,1.000000
3321,15,1.313661,4,0,0.000000
3327,14,12.786596,4,0,0.000000
3335,15,12.807232,3,0,0.000000
3339,7,3.854267,2,2,1.000000
3345,20,1.203906,3,0,0.000000
3348,11,4.607913,2,1,0.500000
3353,18,1.217178,4,0,0.000000
3364,19,4.495787,3,0,0.000000
3366,10,8.734924,8,2,0.250000
3368,15,0.814179,2,0,0.000000
3372,13,4.617579,2,0,0.000000
3374,10,8.217382,2,2,1.000000
3377,13,1.380005,3,0,0.000000
3380,16,5.058273,2,0,0.000000
3384,8,0.893259,3,3,1.000000
3385,11,1.295672,5,0,0.000000
3386,12,1.935902,4,0,0.000000
3388,12,4.625600,7,0,0.000000
3389,18,6.968232,2,0,0.000000
3395,12,3.230027,3,1,0.333333
3400,9,0.874742,4,0,0.000000
3401,9,1.541006,5,0,0.000000
3402,13,2.483549,2,0,0.000000
3407,17,15.007276,4,0,0.000000
3408,14,0.925742,2,0,0.000000
3412,6,4.924103,2,2,1.000000
3415,11,15.108044,4,0,0.000000
3416,6,0.894648,2,0,0.000000
3421,19,5.620313,4,0,0.000000
3423,9,12.731960,2,0,0.000000
3424,21,0.753060,2,2,1.000000
3425,11,1.272050,2,0,0.000000
3426,9,2.223042,3,0,0.000000
3429,8,6.705885,2,0,0.000000
3440,6,0.998309,2,0,0.000000
3444,9,5.373598,2,0,0.000000
3446,7,8.723564,2,0,0.000000
3450,8,2.015915,2,0,0.000000
3451,20,3.160255,2,1,0.500000
3457,12,1.257284,5,0,0.000000
3462,9,9.280667,2,0,0.000000
3465,16,1.357527,2,0,0.000000
3466,13,2.393661,2,0,0.000000
3467,17,3.257839,3,0,0.000000
3469,6,6.558716,6,0,0.000000
3476,10,4.814036,2,0,0.000000
3479,10,14.499306,3,0,0.000000
3480,14,0.895962,2,1,0.500000
3482,18,2.225716,2,0,0.000000
3483,13,3.357803,2,1,0.500000
3484,17,5.038431,4,0,0.000000
3485,10,7.842262,2,0,0.000000
3486,12,9.050639,2,1,0.500000
3491,19,3.360907,2,2,1.000000
3493,12,8.108910,3,1,0.333333
3494,10,8.640522,2,0,0.000000
3500,20,4.282821,2,0,0.000000
3501,6,8.253052,2,0,0.000000
3510,17,9.138791,4,0,0.000000
3513,9,1.511351,2,0,0.000000
3516,11,4.897405,4,1,0.250000
3517,15,7.305659,3,0,0.000000
3524,16,5.402075,2,0,0.000000
3526,15,8.713710,2,0,0.000000
3527,16,16.032431,2,0,0.000000
3530,9,2.441012,2,1,0.500000
3536,3,1.007637,3,1,0.333333
3537,19,1.460774,2,0,0.000000
3538,9,2.016839,3,0,0.000000
3542,15,10.354121,2,0,0.000000
3543,27,13.036548,5,0,0.000000
3547,14,2.964207,7,2,0.285714
3549,7,7.664238,2,0,0.000000
3550,12,9.941744,2,1,0.500000
3553,16,1.244658,3,1,0.333333
3556,11,5.287718,3,0,0.000000
3564,10,5.306015,2,0,0.000000
3565,15,7.009428,6,1,0.166667
3567,14,13.363308,2,0,0.000000
3573,10,6.296881,4,0,0.000000
3574,14,9.090020,2,0,0.000000
3575,11,13.885250,2,2,1.000000
3581,8,7.626432,3,0,0.000000
3587,9,3.362790,3,1,0.333333
3600,8,0.859065,2,0,0.000000
3601,12,1.343611,3,1,0.333333
3602,16,2.403390,2,0,0.000000
3603,22,2.965195,6,3,0.500000
3607,9,11.935711,5,0,0.000000
3609,9,1.474082,2,0,0.000000
3610,12,2.323634,2,0,0.000000
3614,10,8.978866,3,0,0.000000
3615,16,12.898896,3,0,0.000000
3620,18,4.575320,2,0,0.000000
3625,22,1.252275,5,1,0.200000
3630,7,11.112632,2,0,0.000000
3635,17,2.997975,4,0,0.000000
3637,8,7.598413,2,0,0.000000
3642,17,2.222322,3,0,0.000000
3650,14,2.225623,2,0,0.000000
3651,11,3.586659,2,0,0.000000
3655,16,11.417922,7,0,0.000000
3657,13,1.280618,6,0,0.000000
3658,17,2.359043,3,0,0.000000
3661,7,8.918871,2,0,0.000000
3662,7,9.454790,3,1,0.333333
3668,16,4.458353,3,0,0.000000
3677,9,7.543269,2,0,0.000000
3681,8,1.592967,4,0,0.000000
3683,6,4.011102,4,0,0.000000
3686,12,8.692815,3,0,0.000000
3688,13,0.799142,4,0,0.000000
3689,14,1.293119,5,0,0.000000
3690,7,2.522026,2,0,0.000000
3695,15,11.437976,5,0,0.000000
3697,7,1.431287,5,1,0.200000
3698,14,2.156312,5,0,0.000000
3700,7,4.906086,2,0,0.000000
3704,15,0.756158,5,1,0.200000
3709,10,6.249489,5,1,0.200000
3712,24,0.678624,5,0,0.000000
3715,8,3.529169,3,2,0.666667
3716,22,5.039592,2,0,0.000000
3718,15,8.707277,3,1,0.333333
3721,8,1.381847,4,0,0.000000
3723,10,3.473788,2,1,0.500000
3725,10,7.564618,2,0,0.000000
3731,19,3.184850,6,2,0.333333
3732,8,5.224072,3,2,0.666667
3734,19,8.736549,2,0,0.000000
3735,18,12.783905,5,0,0.000000
3738,10,2.462938,2,0,0.000000
3741,13,6.358785,2,1,0.500000
3742,18,8.796375,2,0,0.000000
3745,11,1.399925,3,0,0.000000
3746,24,1.834230,4,0,0.000000
3747,4,3.920833,2,1,0.500000
3754,12,2.199195,2,1,0.500000
3756,6,4.835616,2,2,1.000000
3757,17,6.115043,4,0,0.000000
3758,13,8.965402,2,0,0.000000
3759,11,13.780707,2,0,0.000000
3760,16,0.719272,5,0,0.000000
3761,10,1.549212,2,0,0.000000
3762,10,2.474760,2,0,0.000000
3763,9,3.578850,2,2,1.000000
3770,9,2.294356,2,1,0.500000
3778,10,2.438605,2,0,0.000000
3781,10,6.981635,2,0,0.000000
3784,10,0.989295,2,1,0.500000
3785,10,1.451383,3,1,0.333333
3786,6,2.330488,2,0,0.000000
3788,10,4.713285,3,0,0.000000
3790,12,12.137881,2,0,0.000000
3791,11,15.706337,2,1,0.500000
3794,15,1.889814,2,0,0.000000
3795,6,3.661838,3,3,1.000000
3796,4,5.005100,2,2,1.000000
3798,14,9.936997,2,0,0.000000
3803,11,3.513823,4,3,0.750000
3804,9,5.268705,2,0,0.000000
3805,18,7.490594,4,0,0.000000
3809,7,1.420163,2,0,0.000000
3810,7,2.508147,2,1,0.500000
3813,8,7.926657,2,2,1.000000
3815,13,12.929783,3,0,0.000000
3816,12,0.840423,3,0,0.000000
3818,14,2.048419,7,0,0.000000
3819,9,3.884235,2,2,1.000000
3820,14,5.122076,2,0,0.000000
3824,13,0.744463,2,0,0.000000
3825,7,1.547050,2,1,0.500000
3827,6,3.597713,2,1,0.500000
3831,22,13.600972,2,0,0.000000
3832,9,0.932762,2,0,0.000000
3836,13,4.502720,3,0,0.000000
3838,20,8.732424,3,1,0.333333
3840,10,0.975895,2,0,0.000000
3841,5,1.792414,2,1,0.500000
3844,21,4.742785,4,0,0.000000
3846,12,10.696720,2,0,0.000000
3851,8,3.614684,2,2,1.000000
3852,11,5.235957,2,0,0.000000
3853,21,6.136547,5,0,0.000000
3854,14,9.721824,2,0,0.000000
3855,12,14.313185,3,0,0.000000
3858,9,2.288286,3,0,0.000000
3859,7,3.627165,2,0,0.000000
3860,12,4.854223,4,0,0.000000
3865,15,1.271722,3,0,0.000000
3868,15,5.037193,2,0,0.000000
3870,9,8.874478,2,0,0.000000
3872,7,0.767371,3,3,1.000000
3873,11,1.303763,5,0,0.000000
3875,8,3.555185,2,2,1.000000
3877,18,6.427923,8,0,0.000000
3882,11,1.932144,4,1,0.250000
3885,18,6.434866,3,0,0.000000
3887,10,12.458543,2,0,0.000000
3889,22,1.373958,2,0,0.000000
3893,13,7.077900,7,1,0.142857
3894,14,10.007280,2,0,0.000000
3895,7,15.366321,2,0,0.000000
3900,6,5.628403,2,1,0.500000
3901,8,7.989990,5,0,0.000000
3906,8,2.580960,2,0,0.000000
3907,7,3.592916,4,4,1.000000
3909,12,6.985766,2,0,0.000000
3910,9,9.273883,4,0,0.000000
3913,11,1.315762,5,0,0.000000
3916,16,3.904152,5,1,0.200000
3923,8,3.414249,2,1,0.500000
3925,10,8.510620,2,0,0.000000
3926,21,10.843113,2,0,0.000000
3928,13,0.715322,4,0,0.000000
3935,21,12.358599,6,1,0.166667
3938,18,2.285511,3,0,0.000000
3945,7,1.303763,5,0,0.000000
3946,12,1.967092,2,0,0.000000
3948,20,4.860097,2,0,0.000000
3949,6,8.653822,2,0,0.000000
3952,12,0.915842,3,0,0.000000
3961,6,1.619496,2,0,0.000000
3966,15,7.931951,2,0,0.000000
3969,10,1.537767,2,1,0.500000
3970,11,2.437154,2,0,0.000000
3974,16,8.561527,2,0,0.000000
3985,8,1.408563,4,1,0.250000
3987,14,3.231722,3,1,0.333333
3991,7,17.376406,2,1,0.500000
3994,11,2.195333,4,1,0.250000
3996,12,5.594857,2,0,0.000000
3997,18,7.105913,3,0,0.000000
3999,13,13.628644,5,0,0.000000
