seed,cap_frac,shared_frac,capacity,distinct_hot,policy,hit_rate,recomputed_tokens,total_prompt_tokens,evictions
113,1.0,0.25,3872,3872,adaptive3,0.7094476744186047,255872,880640,11993
113,1.5,0.25,5808,3872,lru,0.7979651162790697,177920,880640,5312
113,1.5,0.25,5808,3872,pin_shared_prefix,0.7979651162790697,177920,880640,5312
113,1.5,0.25,5808,3872,naive2,0.8207848837209303,157824,880640,4056
113,1.5,0.25,5808,3872,adaptive3,0.8343023255813954,145920,880640,3312
113,0.25,0.5,656,2624,lru,0.4636627906976744,472320,880640,28864
113,0.25,0.5,656,2624,pin_shared_prefix,0.4636627906976744,472320,880640,28864
113,0.25,0.5,656,2624,naive2,0.47093023255813954,465920,880640,28464
113,0.25,0.5,656,2624,adaptive3,0.47093023255813954,465920,880640,28345
113,0.5,0.5,1312,2624,lru,0.5531976744186047,393472,880640,23280
113,0.5,0.5,1312,2624,pin_shared_prefix,0.5531976744186047,393472,880640,23280
113,0.5,0.5,1312,2624,naive2,0.561046511627907,386560,880640,22848
113,0.5,0.5,1312,2624,adaptive3,0.5656976744186046,382464,880640,22592
113,0.75,0.5,1968,2624,lru,0.6322674418604651,323840,880640,18272
113,0.75,0.5,1968,2624,pin_shared_prefix,0.6322674418604651,323840,880640,18272
113,0.75,0.5,1968,2624,naive2,0.6430232558139535,314368,880640,17680
113,0.75,0.5,1968,2624,adaptive3,0.6491279069767442,308992,880640,17344
113,1.0,0.5,2624,2624,lru,0.6998546511627907,264320,880640,13896
113,1.0,0.5,2624,2624,pin_shared_prefix,0.6998546511627907,264320,880640,13896
113,1.0,0.5,2624,2624,naive2,0.70625,258688,880640,13355
113,1.0,0.5,2624,2624,adaptive3,0.7318313953488372,236160,880640,12033
113,1.5,0.5,3936,2624,lru,0.8037790697674418,172800,880640,6864
113,1.5,0.5,3936,2624,pin_shared_prefix,0.8037790697674418,172800,880640,6864
113,1.5,0.5,3936,2624,naive2,0.8204941860465116,158080,880640,5944
113,1.5,0.5,3936,2624,adaptive3,0.8366279069767442,143872,880640,5056
113,0.25,0.75,344,1376,lru,0.5745639534883721,374656,880640,23072
113,0.25,0.75,344,1376,pin_shared_prefix,0.5745639534883721,374656,880640,23072
113,0.25,0.75,344,1376,naive2,0.5883720930232558,362496,880640,22312
113,0.25,0.75,344,1376,adaptive3,0.5776162790697674,371968,880640,22818
113,0.5,0.75,688,1376,lru,0.627906976744186,327680,880640,19792
113,0.5,0.75,688,1376,pin_shared_prefix,0.627906976744186,327680,880640,19792
113,0.5,0.75,688,1376,naive2,0.6424418604651163,314880,880640,18992
113,0.5,0.75,688,1376,adaptive3,0.6462209302325581,311552,880640,18784
113,0.75,0.75,1032,1376,lru,0.6800872093023256,281728,880640,16576
113,0.75,0.75,1032,1376,pin_shared_prefix,0.6800872093023256,281728,880640,16576
113,0.75,0.75,1032,1376,naive2,0.6828488372093023,279296,880640,16424
113,0.75,0.75,1032,1376,adaptive3,0.6906976744186046,272384,880640,15992
113,1.0,0.75,1376,1376,lru,0.7146802325581395,251264,880640,14328
113,1.0,0.75,1376,1376,pin_shared_prefix,0.7146802325581395,251264,880640,14328
113,1.0,0.75,1376,1376,naive2,0.723546511627907,243456,880640,13778
113,1.0,0.75,1376,1376,adaptive3,0.736046511627907,232448,880640,13073
113,1.5,0.75,2064,1376,lru,0.7795058139534884,194176,880640,10072
113,1.5,0.75,2064,1376,pin_shared_prefix,0.7795058139534884,194176,880640,10072
113,1.5,0.75,2064,1376,naive2,0.7936046511627907,181760,880640,9296
113,1.5,0.75,2064,1376,adaptive3,0.8094476744186047,167808,880640,8282
113,0.25,0.9,159,635,lru,0.1675327034883721,733104,880640,45660
113,0.25,0.9,159,635,pin_shared_prefix,0.6668968023255814,293344,880640,18175
113,0.25,0.9,159,635,naive2,0.6719476744186047,288896,880640,17897
113,0.25,0.9,159,635,adaptive3,0.6675690406976744,292752,880640,18138
113,0.5,0.9,318,635,lru,0.6843931686046512,277936,880640,17053
113,0.5,0.9,318,635,pin_shared_prefix,0.6843931686046512,277936,880640,17053
113,0.5,0.9,318,635,naive2,0.6993459302325581,264768,880640,16230
113,0.5,0.9,318,635,adaptive3,0.6901162790697675,272896,880640,16702
113,0.75,0.9,476,635,lru,0.7126453488372093,253056,880640,15340
113,0.75,0.9,476,635,pin_shared_prefix,0.7126453488372093,253056,880640,15340
113,0.75,0.9,476,635,naive2,0.7178779069767441,248448,880640,15052
113,0.75,0.9,476,635,adaptive3,0.7232013081395349,243760,880640,14759
113,1.0,0.9,635,635,lru,0.7295966569767441,238128,880640,14248
113,1.0,0.9,635,635,pin_shared_prefix,0.7295966569767441,238128,880640,14248
113,1.0,0.9,635,635,naive2,0.7363008720930233,232224,880640,13843
113,1.0,0.9,635,635,adaptive3,0.7458030523255814,223856,880640,13356
113,1.5,0.9,952,635,lru,0.7688045058139535,203600,880640,11773
113,1.5,0.9,952,635,pin_shared_prefix,0.7688045058139535,203600,880640,11773
113,1.5,0.9,952,635,naive2,0.7736373546511628,199344,880640,11507
113,1.5,0.9,952,635,adaptive3,0.7864462209302325,188064,880640,10802
