img,variant,klass,pixel_identical,max_abs_diff,vllm_prod_hit,vllm_prod_sha_hit,vllm_pil_hit,sglang_hit
img_0045.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0045.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0045.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0045.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0045.png,Y1_jpeg_q90,lossy,0,7,0,0,0,0
img_0045.png,Y2_jpeg_q95,lossy,0,7,0,0,0,0
img_0045.png,Y3_resize99,lossy,0,3,0,0,0,0
img_0046.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0046.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0046.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0046.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0046.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0046.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0046.png,Y1_jpeg_q90,lossy,0,7,0,0,0,0
img_0046.png,Y2_jpeg_q95,lossy,0,5,0,0,0,0
img_0046.png,Y3_resize99,lossy,0,3,0,0,0,0
img_0047.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0047.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0047.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0047.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0047.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0047.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0047.png,Y1_jpeg_q90,lossy,0,5,0,0,0,0
img_0047.png,Y2_jpeg_q95,lossy,0,4,0,0,0,0
img_0047.png,Y3_resize99,lossy,0,3,0,0,0,0
img_0048.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0048.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0048.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0048.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0048.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0048.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0048.png,Y1_jpeg_q90,lossy,0,6,0,0,0,0
img_0048.png,Y2_jpeg_q95,lossy,0,5,0,0,0,0
img_0048.png,Y3_resize99,lossy,0,3,0,0,0,0
img_0049.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0049.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0049.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0049.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0049.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0049.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0049.png,Y1_jpeg_q90,lossy,0,10,0,0,0,0
img_0049.png,Y2_jpeg_q95,lossy,0,7,0,0,0,0
img_0049.png,Y3_resize99,lossy,0,3,0,0,0,0
img_0050.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0050.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0050.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0050.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0050.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0050.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0050.png,Y1_jpeg_q90,lossy,0,6,0,0,0,0
img_0050.png,Y2_jpeg_q95,lossy,0,5,0,0,0,0
img_0050.png,Y3_resize99,lossy,0,4,0,0,0,0
img_0051.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0051.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0051.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0051.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0051.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0051.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0051.png,Y1_jpeg_q90,lossy,0,5,0,0,0,0
img_0051.png,Y2_jpeg_q95,lossy,0,4,0,0,0,0
img_0051.png,Y3_resize99,lossy,0,3,0,0,0,0
img_0052.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0052.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0052.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0052.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0052.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0052.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0052.png,Y1_jpeg_q90,lossy,0,6,0,0,0,0
img_0052.png,Y2_jpeg_q95,lossy,0,5,0,0,0,0
img_0052.png,Y3_resize99,lossy,0,3,0,0,0,0
img_0053.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0053.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0053.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0053.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0053.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0053.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0053.png,Y1_jpeg_q90,lossy,0,7,0,0,0,0
img_0053.png,Y2_jpeg_q95,lossy,0,5,0,0,0,0
img_0053.png,Y3_resize99,lossy,0,3,0,0,0,0
img_0054.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0054.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0054.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0054.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0054.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0054.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0054.png,Y1_jpeg_q90,lossy,0,8,0,0,0,0
img_0054.png,Y2_jpeg_q95,lossy,0,6,0,0,0,0
img_0054.png,Y3_resize99,lossy,0,4,0,0,0,0
img_0055.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0055.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0055.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0055.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0055.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0055.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0055.png,Y1_jpeg_q90,lossy,0,6,0,0,0,0
img_0055.png,Y2_jpeg_q95,lossy,0,5,0,0,0,0
img_0055.png,Y3_resize99,lossy,0,3,0,0,0,0
img_0056.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0056.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0056.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0056.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0056.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0056.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0056.png,Y1_jpeg_q90,lossy,0,6,0,0,0,0
img_0056.png,Y2_jpeg_q95,lossy,0,4,0,0,0,0
img_0056.png,Y3_resize99,lossy,0,3,0,0,0,0
img_0057.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0057.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0057.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0057.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0057.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0057.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0057.png,Y1_jpeg_q90,lossy,0,6,0,0,0,0
img_0057.png,Y2_jpeg_q95,lossy,0,5,0,0,0,0
img_0057.png,Y3_resize99,lossy,0,3,0,0,0,0
img_0058.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0058.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0058.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0058.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0058.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0058.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0058.png,Y1_jpeg_q90,lossy,0,5,0,0,0,0
img_0058.png,Y2_jpeg_q95,lossy,0,4,0,0,0,0
img_0058.png,Y3_resize99,lossy,0,3,0,0,0,0
img_0059.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0059.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0059.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0059.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0059.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0059.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0059.png,Y1_jpeg_q90,lossy,0,6,0,0,0,0
img_0059.png,Y2_jpeg_q95,lossy,0,5,0,0,0,0
img_0059.png,Y3_resize99,lossy,0,3,0,0,0,0
img_0060.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0060.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0060.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0060.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0060.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0060.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0060.png,Y1_jpeg_q90,lossy,0,6,0,0,0,0
img_0060.png,Y2_jpeg_q95,lossy,0,5,0,0,0,0
img_0060.png,Y3_resize99,lossy,0,3,0,0,0,0
img_0061.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0061.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0061.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0061.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0061.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0061.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0061.png,Y1_jpeg_q90,lossy,0,7,0,0,0,0
img_0061.png,Y2_jpeg_q95,lossy,0,7,0,0,0,0
img_0061.png,Y3_resize99,lossy,0,5,0,0,0,0
img_0062.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0062.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0062.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0062.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0062.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0062.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0062.png,Y1_jpeg_q90,lossy,0,6,0,0,0,0
img_0062.png,Y2_jpeg_q95,lossy,0,4,0,0,0,0
img_0062.png,Y3_resize99,lossy,0,3,0,0,0,0
img_0063.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0063.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0063.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0063.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0063.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0063.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0063.png,Y1_jpeg_q90,lossy,0,9,0,0,0,0
img_0063.png,Y2_jpeg_q95,lossy,0,7,0,0,0,0
img_0063.png,Y3_resize99,lossy,0,3,0,0,0,0
img_0064.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0064.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0064.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0064.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0064.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0064.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0064.png,Y1_jpeg_q90,lossy,0,6,0,0,0,0
img_0064.png,Y2_jpeg_q95,lossy,0,4,0,0,0,0
img_0064.png,Y3_resize99,lossy,0,3,0,0,0,0
img_0065.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0065.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0065.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0065.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0065.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0065.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0065.png,Y1_jpeg_q90,lossy,0,8,0,0,0,0
img_0065.png,Y2_jpeg_q95,lossy,0,6,0,0,0,0
img_0065.png,Y3_resize99,lossy,0,3,0,0,0,0
img_0066.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0066.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0066.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0066.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0066.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0066.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0066.png,Y1_jpeg_q90,lossy,0,6,0,0,0,0
img_0066.png,Y2_jpeg_q95,lossy,0,5,0,0,0,0
img_0066.png,Y3_resize99,lossy,0,3,0,0,0,0
img_0067.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0067.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0067.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0067.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0067.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0067.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0067.png,Y1_jpeg_q90,lossy,0,6,0,0,0,0
img_0067.png,Y2_jpeg_q95,lossy,0,5,0,0,0,0
img_0067.png,Y3_resize99,lossy,0,2,0,0,0,0
img_0068.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0068.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0068.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0068.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0068.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0068.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0068.png,Y1_jpeg_q90,lossy,0,6,0,0,0,0
img_0068.png,Y2_jpeg_q95,lossy,0,6,0,0,0,0
img_0068.png,Y3_resize99,lossy,0,3,0,0,0,0
img_0069.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0069.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0069.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0069.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0069.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0069.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0069.png,Y1_jpeg_q90,lossy,0,5,0,0,0,0
img_0069.png,Y2_jpeg_q95,lossy,0,4,0,0,0,0
img_0069.png,Y3_resize99,lossy,0,4,0,0,0,0
img_0070.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0070.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0070.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0070.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0070.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0070.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0070.png,Y1_jpeg_q90,lossy,0,9,0,0,0,0
img_0070.png,Y2_jpeg_q95,lossy,0,7,0,0,0,0
img_0070.png,Y3_resize99,lossy,0,3,0,0,0,0
img_0071.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0071.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0071.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0071.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0071.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0071.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0071.png,Y1_jpeg_q90,lossy,0,6,0,0,0,0
img_0071.png,Y2_jpeg_q95,lossy,0,5,0,0,0,0
img_0071.png,Y3_resize99,lossy,0,4,0,0,0,0
img_0072.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0072.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0072.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0072.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0072.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0072.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0072.png,Y1_jpeg_q90,lossy,0,8,0,0,0,0
img_0072.png,Y2_jpeg_q95,lossy,0,7,0,0,0,0
img_0072.png,Y3_resize99,lossy,0,3,0,0,0,0
img_0073.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0073.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0073.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0073.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0073.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0073.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0073.png,Y1_jpeg_q90,lossy,0,6,0,0,0,0
img_0073.png,Y2_jpeg_q95,lossy,0,6,0,0,0,0
img_0073.png,Y3_resize99,lossy,0,3,0,0,0,0
img_0074.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0074.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0074.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0074.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0074.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0074.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0074.png,Y1_jpeg_q90,lossy,0,7,0,0,0,0
img_0074.png,Y2_jpeg_q95,lossy,0,5,0,0,0,0
img_0074.png,Y3_resize99,lossy,0,3,0,0,0,0
img_0075.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0075.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0075.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0075.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0075.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0075.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0075.png,Y1_jpeg_q90,lossy,0,8,0,0,0,0
img_0075.png,Y2_jpeg_q95,lossy,0,5,0,0,0,0
img_0075.png,Y3_resize99,lossy,0,4,0,0,0,0
img_0076.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0076.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0076.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0076.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0076.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0076.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0076.png,Y1_jpeg_q90,lossy,0,6,0,0,0,0
img_0076.png,Y2_jpeg_q95,lossy,0,5,0,0,0,0
img_0076.png,Y3_resize99,lossy,0,3,0,0,0,0
img_0077.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0077.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0077.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0077.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0077.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0077.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0077.png,Y1_jpeg_q90,lossy,0,7,0,0,0,0
img_0077.png,Y2_jpeg_q95,lossy,0,5,0,0,0,0
img_0077.png,Y3_resize99,lossy,0,3,0,0,0,0
img_0078.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0078.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0078.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0078.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0078.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0078.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0078.png,Y1_jpeg_q90,lossy,0,6,0,0,0,0
img_0078.png,Y2_jpeg_q95,lossy,0,5,0,0,0,0
img_0078.png,Y3_resize99,lossy,0,3,0,0,0,0
img_0079.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0079.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0079.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0079.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0079.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0079.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0079.png,Y1_jpeg_q90,lossy,0,7,0,0,0,0
img_0079.png,Y2_jpeg_q95,lossy,0,6,0,0,0,0
img_0079.png,Y3_resize99,lossy,0,4,0,0,0,0
img_0080.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0080.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0080.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0080.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0080.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0080.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0080.png,Y1_jpeg_q90,lossy,0,6,0,0,0,0
img_0080.png,Y2_jpeg_q95,lossy,0,4,0,0,0,0
img_0080.png,Y3_resize99,lossy,0,3,0,0,0,0
img_0081.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0081.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0081.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0081.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0081.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0081.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0081.png,Y1_jpeg_q90,lossy,0,8,0,0,0,0
img_0081.png,Y2_jpeg_q95,lossy,0,6,0,0,0,0
img_0081.png,Y3_resize99,lossy,0,3,0,0,0,0
img_0082.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0082.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0082.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0082.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0082.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0082.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0082.png,Y1_jpeg_q90,lossy,0,8,0,0,0,0
img_0082.png,Y2_jpeg_q95,lossy,0,5,0,0,0,0
img_0082.png,Y3_resize99,lossy,0,4,0,0,0,0
img_0083.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0083.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0083.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0083.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0083.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0083.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0083.png,Y1_jpeg_q90,lossy,0,6,0,0,0,0
img_0083.png,Y2_jpeg_q95,lossy,0,5,0,0,0,0
img_0083.png,Y3_resize99,lossy,0,4,0,0,0,0
img_0084.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0084.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0084.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0084.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0084.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0084.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0084.png,Y1_jpeg_q90,lossy,0,6,0,0,0,0
img_0084.png,Y2_jpeg_q95,lossy,0,4,0,0,0,0
img_0084.png,Y3_resize99,lossy,0,5,0,0,0,0
img_0085.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0085.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0085.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0085.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0085.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0085.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0085.png,Y1_jpeg_q90,lossy,0,6,0,0,0,0
img_0085.png,Y2_jpeg_q95,lossy,0,4,0,0,0,0
img_0085.png,Y3_resize99,lossy,0,3,0,0,0,0
img_0086.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0086.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0086.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0086.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0086.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0086.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0086.png,Y1_jpeg_q90,lossy,0,6,0,0,0,0
img_0086.png,Y2_jpeg_q95,lossy,0,5,0,0,0,0
img_0086.png,Y3_resize99,lossy,0,3,0,0,0,0
img_0087.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0087.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0087.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0087.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0087.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0087.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0087.png,Y1_jpeg_q90,lossy,0,6,0,0,0,0
img_0087.png,Y2_jpeg_q95,lossy,0,5,0,0,0,0
img_0087.png,Y3_resize99,lossy,0,2,0,0,0,0
img_0088.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0088.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0088.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0088.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0088.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0088.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0088.png,Y1_jpeg_q90,lossy,0,6,0,0,0,0
img_0088.png,Y2_jpeg_q95,lossy,0,5,0,0,0,0
img_0088.png,Y3_resize99,lossy,0,4,0,0,0,0
img_0089.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0089.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0089.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0089.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0089.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0089.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0089.png,Y1_jpeg_q90,lossy,0,7,0,0,0,0
img_0089.png,Y2_jpeg_q95,lossy,0,5,0,0,0,0
img_0089.png,Y3_resize99,lossy,0,4,0,0,0,0
img_0090.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0090.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0090.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0090.png,L3_lossless_webp,lossless,1,0,0,0,1,1
img_0090.png,L4_base64_rewrap,lossless,1,0,1,1,1,1
img_0090.png,L5_client_resave_tiff,lossless,1,0,0,0,1,1
img_0090.png,Y1_jpeg_q90,lossy,0,7,0,0,0,0
img_0090.png,Y2_jpeg_q95,lossy,0,5,0,0,0,0
img_0090.png,Y3_resize99,lossy,0,3,0,0,0,0
img_0091.png,L1_png_reopt,lossless,1,0,0,0,1,1
img_0091.png,L1b_png_recompress0,lossless,1,0,0,0,1,1
img_0091.png,L2_exif_strip,lossless,1,0,0,0,1,1
img_0091.png,L3_lossless_webp,lossless,1,0,0,0,1,1
