seed,restore_rate,paraphrase_rate,horizon,cap,thr,amplification_rate,growth_nodedup_uncapped,recall_nodedup_uncapped,size_sizecap,recall_sizecap,size_dedup,recall_dedup,size_oracle,recall_oracle,dedup_minus_sizecap_recall,oracle_minus_dedup_recall,gate_prec,gate_rec,skipped_false,skipped_true
1,0.6,0.3,long,120,0.7,0.75,1000,1.0,120,0.39,120,0.455,120,0.505,0.065,0.05,0.9965,0.6706,1,287
1,0.6,0.3,long,200,0.3,0.75,1000,1.0,200,0.55,168,0.785,200,0.77,0.235,-0.015,0.4748,0.9165,437,395
1,0.6,0.3,long,200,0.5,0.75,1000,1.0,200,0.55,200,0.725,200,0.77,0.175,0.045,0.8652,0.7625,69,443
1,0.6,0.3,long,200,0.7,0.75,1000,1.0,200,0.55,200,0.705,200,0.77,0.155,0.065,0.9975,0.6847,1,406
1,0.6,0.3,short,120,0.3,0.75,1000,1.0,120,0.4,120,0.385,120,0.495,-0.015,0.11,0.4657,0.8867,413,360
1,0.6,0.3,short,120,0.5,0.75,1000,1.0,120,0.4,120,0.445,120,0.495,0.045,0.05,0.8372,0.7588,63,324
1,0.6,0.3,short,120,0.7,0.75,1000,1.0,120,0.4,120,0.47,120,0.495,0.07,0.025,0.9965,0.6706,1,287
1,0.6,0.3,short,200,0.3,0.75,1000,1.0,200,0.56,168,0.34,200,1.0,-0.22,0.66,0.4748,0.9165,437,395
1,0.6,0.3,short,200,0.5,0.75,1000,1.0,200,0.56,200,0.615,200,1.0,0.055,0.385,0.8652,0.7625,69,443
1,0.6,0.3,short,200,0.7,0.75,1000,1.0,200,0.56,200,0.595,200,1.0,0.035,0.405,0.9975,0.6847,1,406
1,0.6,0.6,long,120,0.3,0.75,1000,1.0,120,0.28,120,0.325,120,0.36,0.045,0.035,0.495,0.8188,355,348
1,0.6,0.6,long,120,0.5,0.75,1000,1.0,120,0.28,120,0.34,120,0.36,0.06,0.02,0.8531,0.4543,36,209
1,0.6,0.6,long,120,0.7,0.75,1000,1.0,120,0.28,120,0.325,120,0.36,0.045,0.035,0.9939,0.3604,1,164
1,0.6,0.6,long,200,0.3,0.75,1000,1.0,200,0.42,200,0.765,200,0.635,0.345,-0.13,0.4862,0.8505,409,387
1,0.6,0.6,long,200,0.5,0.75,1000,1.0,200,0.42,200,0.535,200,0.635,0.115,0.1,0.8485,0.4878,50,280
1,0.6,0.6,long,200,0.7,0.75,1000,1.0,200,0.42,200,0.48,200,0.635,0.06,0.155,0.9912,0.391,2,226
1,0.6,0.6,short,120,0.3,0.75,1000,1.0,120,0.51,120,0.59,120,0.58,0.08,-0.01,0.495,0.8188,355,348
1,0.6,0.6,short,120,0.5,0.75,1000,1.0,120,0.51,120,0.525,120,0.58,0.015,0.055,0.8531,0.4543,36,209
1,0.6,0.6,short,120,0.7,0.75,1000,1.0,120,0.51,120,0.57,120,0.58,0.06,0.01,0.9939,0.3604,1,164
1,0.6,0.6,short,200,0.3,0.75,1000,1.0,200,0.67,200,0.405,200,1.0,-0.265,0.595,0.4862,0.8505,409,387
1,0.6,0.6,short,200,0.5,0.75,1000,1.0,200,0.67,200,0.65,200,1.0,-0.02,0.35,0.8485,0.4878,50,280
1,0.6,0.6,short,200,0.7,0.75,1000,1.0,200,0.67,200,0.635,200,1.0,-0.035,0.365,0.9912,0.391,2,226
2,0.2,0.0,long,120,0.3,0.75,1000,1.0,120,0.51,112,0.615,120,0.535,0.105,-0.08,0.3649,1.0,564,324
2,0.2,0.0,long,120,0.5,0.75,1000,1.0,120,0.51,120,0.535,120,0.535,0.025,0.0,0.7944,1.0,95,367
2,0.2,0.0,long,120,0.7,0.75,1000,1.0,120,0.51,120,0.535,120,0.535,0.025,0.0,0.9973,0.9973,1,367
2,0.2,0.0,long,200,0.3,0.75,1000,1.0,200,0.585,112,0.615,200,0.92,0.03,0.305,0.3649,1.0,564,324
2,0.2,0.0,long,200,0.5,0.75,1000,1.0,200,0.585,200,0.685,200,0.92,0.1,0.235,0.8388,1.0,114,593
2,0.2,0.0,long,200,0.7,0.75,1000,1.0,200,0.585,200,0.92,200,0.92,0.335,0.0,0.9935,1.0,4,615
2,0.2,0.0,short,120,0.3,0.75,1000,1.0,120,0.38,112,0.23,120,0.46,-0.15,0.23,0.3649,1.0,564,324
2,0.2,0.0,short,120,0.5,0.75,1000,1.0,120,0.38,120,0.465,120,0.46,0.085,-0.005,0.7944,1.0,95,367
2,0.2,0.0,short,120,0.7,0.75,1000,1.0,120,0.38,120,0.46,120,0.46,0.08,0.0,0.9973,0.9973,1,367
2,0.2,0.0,short,200,0.3,0.75,1000,1.0,200,0.54,112,0.23,200,0.745,-0.31,0.515,0.3649,1.0,564,324
2,0.2,0.0,short,200,0.5,0.75,1000,1.0,200,0.54,200,0.825,200,0.745,0.285,-0.08,0.8388,1.0,114,593
2,0.2,0.0,short,200,0.7,0.75,1000,1.0,200,0.54,200,0.76,200,0.745,0.22,-0.015,0.9935,1.0,4,615
2,0.2,0.3,long,120,0.3,0.75,1000,1.0,120,0.325,120,0.515,120,0.395,0.19,-0.12,0.3916,0.9545,522,336
2,0.2,0.3,long,120,0.5,0.75,1000,1.0,120,0.325,120,0.31,120,0.395,-0.015,0.085,0.7876,0.8786,82,304
2,0.2,0.3,long,120,0.7,0.75,1000,1.0,120,0.325,120,0.36,120,0.395,0.035,0.035,0.9967,0.8649,1,301
2,0.2,0.3,long,200,0.3,0.75,1000,1.0,200,0.455,129,0.625,200,0.86,0.17,0.235,0.3869,0.9574,534,337
2,0.2,0.3,long,200,0.5,0.75,1000,1.0,200,0.455,200,0.82,200,0.86,0.365,0.04,0.8191,0.8889,106,480
2,0.2,0.3,long,200,0.7,0.75,1000,1.0,200,0.455,200,0.605,200,0.86,0.15,0.255,0.9979,0.8743,1,480
2,0.2,0.3,short,120,0.3,0.75,1000,1.0,120,0.42,120,0.245,120,0.555,-0.175,0.31,0.3916,0.9545,522,336
2,0.2,0.3,short,120,0.5,0.75,1000,1.0,120,0.42,120,0.49,120,0.555,0.07,0.065,0.7876,0.8786,82,304
2,0.2,0.3,short,120,0.7,0.75,1000,1.0,120,0.42,120,0.54,120,0.555,0.12,0.015,0.9967,0.8649,1,301
2,0.2,0.3,short,200,0.3,0.75,1000,1.0,200,0.6,129,0.215,200,0.76,-0.385,0.545,0.3869,0.9574,534,337
2,0.2,0.3,short,200,0.5,0.75,1000,1.0,200,0.6,200,0.475,200,0.76,-0.125,0.285,0.8191,0.8889,106,480
2,0.2,0.3,short,200,0.7,0.75,1000,1.0,200,0.6,200,0.705,200,0.76,0.105,0.055,0.9979,0.8743,1,480
2,0.2,0.6,long,120,0.3,0.75,1000,1.0,120,0.43,120,0.425,120,0.45,-0.005,0.025,0.3937,0.9046,482,313
2,0.2,0.6,long,120,0.5,0.75,1000,1.0,120,0.43,120,0.405,120,0.45,-0.025,0.045,0.7527,0.759,90,274
2,0.2,0.6,long,120,0.7,0.75,1000,1.0,120,0.43,120,0.395,120,0.45,-0.035,0.055,0.9961,0.6995,1,256
2,0.2,0.6,long,200,0.3,0.75,1000,1.0,200,0.52,152,0.715,200,0.915,0.195,0.2,0.4104,0.938,500,348
2,0.2,0.6,long,200,0.5,0.75,1000,1.0,200,0.52,200,0.775,200,0.915,0.255,0.14,0.7969,0.8093,106,416
2,0.2,0.6,long,200,0.7,0.75,1000,1.0,200,0.52,200,0.665,200,0.915,0.145,0.25,0.9975,0.7557,1,399
2,0.2,0.6,short,120,0.3,0.75,1000,1.0,120,0.375,120,0.39,120,0.525,0.015,0.135,0.3937,0.9046,482,313
2,0.2,0.6,short,120,0.5,0.75,1000,1.0,120,0.375,120,0.425,120,0.525,0.05,0.1,0.7527,0.759,90,274
2,0.2,0.6,short,120,0.7,0.75,1000,1.0,120,0.375,120,0.475,120,0.525,0.1,0.05,0.9961,0.6995,1,256
2,0.2,0.6,short,200,0.3,0.75,1000,1.0,200,0.56,152,0.325,200,0.7,-0.235,0.375,0.4104,0.938,500,348
2,0.2,0.6,short,200,0.5,0.75,1000,1.0,200,0.56,200,0.52,200,0.7,-0.04,0.18,0.7969,0.8093,106,416
2,0.2,0.6,short,200,0.7,0.75,1000,1.0,200,0.56,200,0.75,200,0.7,0.19,-0.05,0.9975,0.7557,1,399
2,0.4,0.0,long,120,0.3,0.75,1000,1.0,120,0.35,117,0.645,120,0.46,0.295,-0.185,0.4009,1.0,529,354
2,0.4,0.0,long,120,0.5,0.75,1000,1.0,120,0.35,120,0.455,120,0.46,0.105,0.005,0.8508,1.0,74,422
2,0.4,0.0,long,120,0.7,0.75,1000,1.0,120,0.35,120,0.46,120,0.46,0.11,0.0,1.0,0.9952,0,418
2,0.4,0.0,long,200,0.3,0.75,1000,1.0,200,0.51,117,0.645,200,0.765,0.135,0.12,0.4009,1.0,529,354
2,0.4,0.0,long,200,0.5,0.75,1000,1.0,200,0.51,200,0.63,200,0.765,0.12,0.135,0.8649,1.0,97,621
2,0.4,0.0,long,200,0.7,0.75,1000,1.0,200,0.51,200,0.765,200,0.765,0.255,0.0,0.9969,0.9969,2,653
2,0.4,0.0,short,120,0.3,0.75,1000,1.0,120,0.425,117,0.28,120,0.515,-0.145,0.235,0.4009,1.0,529,354
2,0.4,0.0,short,120,0.5,0.75,1000,1.0,120,0.425,120,0.525,120,0.515,0.1,-0.01,0.8508,1.0,74,422
2,0.4,0.0,short,120,0.7,0.75,1000,1.0,120,0.425,120,0.515,120,0.515,0.09,0.0,1.0,0.9952,0,418
2,0.4,0.0,short,200,0.3,0.75,1000,1.0,200,0.58,117,0.28,200,1.0,-0.3,0.72,0.4009,1.0,529,354
2,0.4,0.0,short,200,0.5,0.75,1000,1.0,200,0.58,200,0.905,200,1.0,0.325,0.095,0.8649,1.0,97,621
2,0.4,0.0,short,200,0.7,0.75,1000,1.0,200,0.58,200,0.98,200,1.0,0.4,0.02,0.9969,0.9969,2,653
2,0.4,0.3,long,120,0.3,0.75,1000,1.0,120,0.405,120,0.48,120,0.5,0.075,0.02,0.4056,0.9213,463,316
2,0.4,0.3,long,120,0.5,0.75,1000,1.0,120,0.405,120,0.42,120,0.5,0.015,0.08,0.7827,0.7574,78,281
2,0.4,0.3,long,120,0.7,0.75,1000,1.0,120,0.405,120,0.46,120,0.5,0.055,0.04,0.9964,0.7328,1,277
2,0.4,0.3,long,200,0.3,0.75,1000,1.0,200,0.52,161,0.715,200,0.865,0.195,0.15,0.4041,0.9313,500,339
2,0.4,0.3,long,200,0.5,0.75,1000,1.0,200,0.52,200,0.7,200,0.865,0.18,0.165,0.8297,0.7709,85,414
2,0.4,0.3,long,200,0.7,0.75,1000,1.0,200,0.52,200,0.575,200,0.865,0.055,0.29,0.9975,0.7363,1,402
2,0.4,0.3,short,120,0.3,0.75,1000,1.0,120,0.45,120,0.435,120,0.51,-0.015,0.075,0.4056,0.9213,463,316
2,0.4,0.3,short,120,0.5,0.75,1000,1.0,120,0.45,120,0.52,120,0.51,0.07,-0.01,0.7827,0.7574,78,281
2,0.4,0.3,short,120,0.7,0.75,1000,1.0,120,0.45,120,0.515,120,0.51,0.065,-0.005,0.9964,0.7328,1,277
2,0.4,0.3,short,200,0.3,0.75,1000,1.0,200,0.61,161,0.355,200,0.92,-0.255,0.565,0.4041,0.9313,500,339
2,0.4,0.3,short,200,0.5,0.75,1000,1.0,200,0.61,200,0.65,200,0.92,0.04,0.27,0.8297,0.7709,85,414
2,0.4,0.3,short,200,0.7,0.75,1000,1.0,200,0.61,200,0.73,200,0.92,0.12,0.19,0.9975,0.7363,1,402
2,0.4,0.6,long,120,0.3,0.75,1000,1.0,120,0.425,120,0.525,120,0.47,0.1,-0.055,0.3968,0.8473,447,294
2,0.4,0.6,long,120,0.5,0.75,1000,1.0,120,0.425,120,0.5,120,0.47,0.075,-0.03,0.7805,0.6038,63,224
2,0.4,0.6,long,120,0.7,0.75,1000,1.0,120,0.425,120,0.52,120,0.47,0.095,-0.05,0.9898,0.5229,2,194
2,0.4,0.6,long,200,0.3,0.75,1000,1.0,200,0.61,169,0.695,200,0.91,0.085,0.215,0.4356,0.9073,469,362
2,0.4,0.6,long,200,0.5,0.75,1000,1.0,200,0.61,200,0.615,200,0.91,0.005,0.295,0.8153,0.6378,75,331
2,0.4,0.6,long,200,0.7,0.75,1000,1.0,200,0.61,200,0.62,200,0.91,0.01,0.29,0.9932,0.5482,2,290
2,0.4,0.6,short,120,0.3,0.75,1000,1.0,120,0.43,120,0.355,120,0.48,-0.075,0.125,0.3968,0.8473,447,294
2,0.4,0.6,short,120,0.5,0.75,1000,1.0,120,0.43,120,0.43,120,0.48,0.0,0.05,0.7805,0.6038,63,224
2,0.4,0.6,short,120,0.7,0.75,1000,1.0,120,0.43,120,0.42,120,0.48,-0.01,0.06,0.9898,0.5229,2,194
2,0.4,0.6,short,200,0.3,0.75,1000,1.0,200,0.585,169,0.3,200,0.805,-0.285,0.505,0.4356,0.9073,469,362
2,0.4,0.6,short,200,0.5,0.75,1000,1.0,200,0.585,200,0.64,200,0.805,0.055,0.165,0.8153,0.6378,75,331
2,0.4,0.6,short,200,0.7,0.75,1000,1.0,200,0.585,200,0.735,200,0.805,0.15,0.07,0.9932,0.5482,2,290
2,0.6,0.0,long,120,0.3,0.75,1000,1.0,120,0.36,116,0.655,120,0.44,0.295,-0.215,0.474,1.0,465,419
2,0.6,0.0,long,120,0.5,0.75,1000,1.0,120,0.36,120,0.465,120,0.44,0.105,-0.025,0.894,1.0,58,489
2,0.6,0.0,long,120,0.7,0.75,1000,1.0,120,0.36,120,0.43,120,0.44,0.07,0.01,1.0,0.992,0,495
2,0.6,0.0,long,200,0.3,0.75,1000,1.0,200,0.5,116,0.655,200,0.695,0.155,0.04,0.474,1.0,465,419
2,0.6,0.0,long,200,0.5,0.75,1000,1.0,200,0.5,200,0.635,200,0.695,0.135,0.06,0.896,1.0,76,655
2,0.6,0.0,long,200,0.7,0.75,1000,1.0,200,0.5,200,0.685,200,0.695,0.185,0.01,0.9985,1.0,1,669
2,0.6,0.0,short,120,0.3,0.75,1000,1.0,120,0.425,116,0.265,120,0.515,-0.16,0.25,0.474,1.0,465,419
2,0.6,0.0,short,120,0.5,0.75,1000,1.0,120,0.425,120,0.515,120,0.515,0.09,0.0,0.894,1.0,58,489
2,0.6,0.0,short,120,0.7,0.75,1000,1.0,120,0.425,120,0.51,120,0.515,0.085,0.005,1.0,0.992,0,495
2,0.6,0.0,short,200,0.3,0.75,1000,1.0,200,0.57,116,0.265,200,1.0,-0.305,0.735,0.474,1.0,465,419
2,0.6,0.0,short,200,0.5,0.75,1000,1.0,200,0.57,200,0.875,200,1.0,0.305,0.125,0.896,1.0,76,655
2,0.6,0.0,short,200,0.7,0.75,1000,1.0,200,0.57,200,0.98,200,1.0,0.41,0.02,0.9985,1.0,1,669
2,0.6,0.3,long,120,0.3,0.75,1000,1.0,120,0.355,120,0.41,120,0.46,0.055,0.05,0.4801,0.901,404,373
2,0.6,0.3,long,120,0.5,0.75,1000,1.0,120,0.355,120,0.39,120,0.46,0.035,0.07,0.8777,0.6961,45,323
2,0.6,0.3,long,120,0.7,0.75,1000,1.0,120,0.355,120,0.43,120,0.46,0.075,0.03,1.0,0.6398,0,302
2,0.6,0.3,long,200,0.3,0.75,1000,1.0,200,0.58,171,0.725,200,0.68,0.145,-0.045,0.503,0.9185,412,417
2,0.6,0.3,long,200,0.5,0.75,1000,1.0,200,0.58,200,0.68,200,0.68,0.1,0.0,0.8818,0.7407,59,440
2,0.6,0.3,long,200,0.7,0.75,1000,1.0,200,0.58,200,0.67,200,0.68,0.09,0.01,0.9976,0.6683,1,415
2,0.6,0.3,short,120,0.3,0.75,1000,1.0,120,0.365,120,0.45,120,0.515,0.085,0.065,0.4801,0.901,404,373
2,0.6,0.3,short,120,0.5,0.75,1000,1.0,120,0.365,120,0.47,120,0.515,0.105,0.045,0.8777,0.6961,45,323
2,0.6,0.3,short,120,0.7,0.75,1000,1.0,120,0.365,120,0.455,120,0.515,0.09,0.06,1.0,0.6398,0,302
2,0.6,0.3,short,200,0.3,0.75,1000,1.0,200,0.565,171,0.33,200,1.0,-0.235,0.67,0.503,0.9185,412,417
2,0.6,0.3,short,200,0.5,0.75,1000,1.0,200,0.565,200,0.64,200,1.0,0.075,0.36,0.8818,0.7407,59,440
2,0.6,0.3,short,200,0.7,0.75,1000,1.0,200,0.565,200,0.5,200,1.0,-0.065,0.5,0.9976,0.6683,1,415
2,0.6,0.6,long,120,0.3,0.75,1000,1.0,120,0.37,120,0.43,120,0.43,0.06,0.0,0.4454,0.8303,396,318
2,0.6,0.6,long,120,0.5,0.75,1000,1.0,120,0.37,120,0.34,120,0.43,-0.03,0.09,0.814,0.5202,53,232
2,0.6,0.6,long,120,0.7,0.75,1000,1.0,120,0.37,120,0.36,120,0.43,-0.01,0.07,1.0,0.4216,0,191
2,0.6,0.6,long,200,0.3,0.75,1000,1.0,200,0.53,190,0.755,200,0.735,0.225,-0.02,0.4802,0.8902,421,389
2,0.6,0.6,long,200,0.5,0.75,1000,1.0,200,0.53,200,0.575,200,0.735,0.045,0.16,0.8474,0.5524,56,311
2,0.6,0.6,long,200,0.7,0.75,1000,1.0,200,0.53,200,0.545,200,0.735,0.015,0.19,1.0,0.4444,0,252
2,0.6,0.6,short,120,0.3,0.75,1000,1.0,120,0.43,120,0.445,120,0.56,0.015,0.115,0.4454,0.8303,396,318
2,0.6,0.6,short,120,0.5,0.75,1000,1.0,120,0.43,120,0.485,120,0.56,0.055,0.075,0.814,0.5202,53,232
2,0.6,0.6,short,120,0.7,0.75,1000,1.0,120,0.43,120,0.47,120,0.56,0.04,0.09,1.0,0.4216,0,191
2,0.6,0.6,short,200,0.3,0.75,1000,1.0,200,0.575,190,0.37,200,1.0,-0.205,0.63,0.4802,0.8902,421,389
2,0.6,0.6,short,200,0.5,0.75,1000,1.0,200,0.575,200,0.595,200,1.0,0.02,0.405,0.8474,0.5524,56,311
2,0.6,0.6,short,200,0.7,0.75,1000,1.0,200,0.575,200,0.58,200,1.0,0.005,0.42,1.0,0.4444,0,252
3,0.2,0.0,long,120,0.3,0.75,1000,1.0,120,0.35,111,0.715,120,0.49,0.365,-0.225,0.3723,1.0,558,331
3,0.2,0.0,long,120,0.5,0.75,1000,1.0,120,0.35,120,0.575,120,0.49,0.225,-0.085,0.8085,1.0,90,380
3,0.2,0.0,long,120,0.7,0.75,1000,1.0,120,0.35,120,0.49,120,0.49,0.14,0.0,0.9974,1.0,1,387
3,0.2,0.0,long,200,0.3,0.75,1000,1.0,200,0.595,111,0.715,200,0.96,0.12,0.245,0.3723,1.0,558,331
3,0.2,0.0,long,200,0.5,0.75,1000,1.0,200,0.595,200,0.68,200,0.96,0.085,0.28,0.8652,1.0,95,610
3,0.2,0.0,long,200,0.7,0.75,1000,1.0,200,0.595,200,0.96,200,0.96,0.365,0.0,0.9983,0.9966,1,594
3,0.2,0.0,short,120,0.3,0.75,1000,1.0,120,0.34,111,0.215,120,0.41,-0.125,0.195,0.3723,1.0,558,331
3,0.2,0.0,short,120,0.5,0.75,1000,1.0,120,0.34,120,0.35,120,0.41,0.01,0.06,0.8085,1.0,90,380
3,0.2,0.0,short,120,0.7,0.75,1000,1.0,120,0.34,120,0.41,120,0.41,0.07,0.0,0.9974,1.0,1,387
3,0.2,0.0,short,200,0.3,0.75,1000,1.0,200,0.475,111,0.215,200,0.66,-0.26,0.445,0.3723,1.0,558,331
3,0.2,0.0,short,200,0.5,0.75,1000,1.0,200,0.475,200,0.805,200,0.66,0.33,-0.145,0.8652,1.0,95,610
3,0.2,0.0,short,200,0.7,0.75,1000,1.0,200,0.475,200,0.635,200,0.66,0.16,0.025,0.9983,0.9966,1,594
3,0.2,0.3,long,120,0.3,0.75,1000,1.0,120,0.28,120,0.62,120,0.465,0.34,-0.155,0.3875,0.9738,528,334
3,0.2,0.3,long,120,0.5,0.75,1000,1.0,120,0.28,120,0.46,120,0.465,0.18,0.005,0.7703,0.902,96,322
3,0.2,0.3,long,120,0.7,0.75,1000,1.0,120,0.28,120,0.4,120,0.465,0.12,0.065,0.9938,0.874,2,319
3,0.2,0.3,long,200,0.3,0.75,1000,1.0,200,0.55,129,0.725,200,0.88,0.175,0.155,0.3869,0.9768,534,337
3,0.2,0.3,long,200,0.5,0.75,1000,1.0,200,0.55,200,0.81,200,0.88,0.26,0.07,0.8399,0.913,94,493
3,0.2,0.3,long,200,0.7,0.75,1000,1.0,200,0.55,200,0.63,200,0.88,0.08,0.25,0.9979,0.8833,1,477
3,0.2,0.3,short,120,0.3,0.75,1000,1.0,120,0.445,120,0.285,120,0.51,-0.16,0.225,0.3875,0.9738,528,334
3,0.2,0.3,short,120,0.5,0.75,1000,1.0,120,0.445,120,0.46,120,0.51,0.015,0.05,0.7703,0.902,96,322
3,0.2,0.3,short,120,0.7,0.75,1000,1.0,120,0.445,120,0.455,120,0.51,0.01,0.055,0.9938,0.874,2,319
3,0.2,0.3,short,200,0.3,0.75,1000,1.0,200,0.555,129,0.26,200,0.705,-0.295,0.445,0.3869,0.9768,534,337
3,0.2,0.3,short,200,0.5,0.75,1000,1.0,200,0.555,200,0.62,200,0.705,0.065,0.085,0.8399,0.913,94,493
3,0.2,0.3,short,200,0.7,0.75,1000,1.0,200,0.555,200,0.74,200,0.705,0.185,-0.035,0.9979,0.8833,1,477
3,0.2,0.6,long,120,0.3,0.75,1000,1.0,120,0.375,120,0.515,120,0.49,0.14,-0.025,0.3905,0.8997,476,305
3,0.2,0.6,long,120,0.5,0.75,1000,1.0,120,0.375,120,0.47,120,0.49,0.095,0.02,0.762,0.7939,89,285
3,0.2,0.6,long,120,0.7,0.75,1000,1.0,120,0.375,120,0.465,120,0.49,0.09,0.025,0.9962,0.7258,1,262
3,0.2,0.6,long,200,0.3,0.75,1000,1.0,200,0.56,152,0.77,200,0.94,0.21,0.17,0.3774,0.9195,528,320
3,0.2,0.6,long,200,0.5,0.75,1000,1.0,200,0.56,200,0.685,200,0.94,0.125,0.255,0.8141,0.7849,95,416
3,0.2,0.6,long,200,0.7,0.75,1000,1.0,200,0.56,200,0.685,200,0.94,0.125,0.255,0.9973,0.7296,1,375
3,0.2,0.6,short,120,0.3,0.75,1000,1.0,120,0.385,120,0.39,120,0.49,0.005,0.1,0.3905,0.8997,476,305
3,0.2,0.6,short,120,0.5,0.75,1000,1.0,120,0.385,120,0.49,120,0.49,0.105,0.0,0.762,0.7939,89,285
3,0.2,0.6,short,120,0.7,0.75,1000,1.0,120,0.385,120,0.455,120,0.49,0.07,0.035,0.9962,0.7258,1,262
3,0.2,0.6,short,200,0.3,0.75,1000,1.0,200,0.52,152,0.27,200,0.735,-0.25,0.465,0.3774,0.9195,528,320
3,0.2,0.6,short,200,0.5,0.75,1000,1.0,200,0.52,200,0.635,200,0.735,0.115,0.1,0.8141,0.7849,95,416
3,0.2,0.6,short,200,0.7,0.75,1000,1.0,200,0.52,200,0.76,200,0.735,0.24,-0.025,0.9973,0.7296,1,375
3,0.4,0.0,long,120,0.3,0.75,1000,1.0,120,0.37,117,0.71,120,0.51,0.34,-0.2,0.4122,1.0,519,364
3,0.4,0.0,long,120,0.5,0.75,1000,1.0,120,0.37,120,0.55,120,0.51,0.18,-0.04,0.8313,1.0,84,414
3,0.4,0.0,long,120,0.7,0.75,1000,1.0,120,0.37,120,0.51,120,0.51,0.14,0.0,0.9976,0.9976,1,420
3,0.4,0.0,long,200,0.3,0.75,1000,1.0,200,0.52,117,0.71,200,0.875,0.19,0.165,0.4122,1.0,519,364
3,0.4,0.0,long,200,0.5,0.75,1000,1.0,200,0.52,200,0.65,200,0.875,0.13,0.225,0.8795,1.0,88,642
3,0.4,0.0,long,200,0.7,0.75,1000,1.0,200,0.52,200,0.875,200,0.875,0.355,0.0,0.9968,1.0,2,623
3,0.4,0.0,short,120,0.3,0.75,1000,1.0,120,0.385,117,0.28,120,0.455,-0.105,0.175,0.4122,1.0,519,364
3,0.4,0.0,short,120,0.5,0.75,1000,1.0,120,0.385,120,0.425,120,0.455,0.04,0.03,0.8313,1.0,84,414
3,0.4,0.0,short,120,0.7,0.75,1000,1.0,120,0.385,120,0.46,120,0.455,0.075,-0.005,0.9976,0.9976,1,420
3,0.4,0.0,short,200,0.3,0.75,1000,1.0,200,0.575,117,0.28,200,0.795,-0.295,0.515,0.4122,1.0,519,364
3,0.4,0.0,short,200,0.5,0.75,1000,1.0,200,0.575,200,0.84,200,0.795,0.265,-0.045,0.8795,1.0,88,642
3,0.4,0.0,short,200,0.7,0.75,1000,1.0,200,0.575,200,0.8,200,0.795,0.225,-0.005,0.9968,1.0,2,623
3,0.4,0.3,long,120,0.3,0.75,1000,1.0,120,0.38,120,0.61,120,0.515,0.23,-0.095,0.4452,0.9266,425,341
3,0.4,0.3,long,120,0.5,0.75,1000,1.0,120,0.38,120,0.395,120,0.515,0.015,0.12,0.8182,0.7559,64,288
3,0.4,0.3,long,120,0.7,0.75,1000,1.0,120,0.38,120,0.475,120,0.515,0.095,0.04,1.0,0.7026,0,274
3,0.4,0.3,long,200,0.3,0.75,1000,1.0,200,0.575,158,0.755,200,0.925,0.18,0.17,0.4644,0.9513,451,391
3,0.4,0.3,long,200,0.5,0.75,1000,1.0,200,0.575,200,0.78,200,0.925,0.205,0.145,0.8598,0.7747,69,423
3,0.4,0.3,long,200,0.7,0.75,1000,1.0,200,0.575,200,0.61,200,0.925,0.035,0.315,0.9975,0.711,1,396
3,0.4,0.3,short,120,0.3,0.75,1000,1.0,120,0.35,120,0.405,120,0.405,0.055,0.0,0.4452,0.9266,425,341
3,0.4,0.3,short,120,0.5,0.75,1000,1.0,120,0.35,120,0.46,120,0.405,0.11,-0.055,0.8182,0.7559,64,288
3,0.4,0.3,short,120,0.7,0.75,1000,1.0,120,0.35,120,0.37,120,0.405,0.02,0.035,1.0,0.7026,0,274
3,0.4,0.3,short,200,0.3,0.75,1000,1.0,200,0.515,158,0.365,200,0.82,-0.15,0.455,0.4644,0.9513,451,391
3,0.4,0.3,short,200,0.5,0.75,1000,1.0,200,0.515,200,0.54,200,0.82,0.025,0.28,0.8598,0.7747,69,423
3,0.4,0.3,short,200,0.7,0.75,1000,1.0,200,0.515,200,0.655,200,0.82,0.14,0.165,0.9975,0.711,1,396
3,0.4,0.6,long,120,0.3,0.75,1000,1.0,120,0.35,120,0.565,120,0.515,0.215,-0.05,0.388,0.8158,440,279
3,0.4,0.6,long,120,0.5,0.75,1000,1.0,120,0.35,120,0.435,120,0.515,0.085,0.08,0.7574,0.5583,66,206
3,0.4,0.6,long,120,0.7,0.75,1000,1.0,120,0.35,120,0.42,120,0.515,0.07,0.095,1.0,0.4866,0,181
3,0.4,0.6,long,200,0.3,0.75,1000,1.0,200,0.53,187,0.86,200,0.825,0.33,-0.035,0.4293,0.8703,464,349
3,0.4,0.6,long,200,0.5,0.75,1000,1.0,200,0.53,200,0.595,200,0.825,0.065,0.23,0.8196,0.5886,68,309
3,0.4,0.6,long,200,0.7,0.75,1000,1.0,200,0.53,200,0.59,200,0.825,0.06,0.235,0.9963,0.5067,1,266
3,0.4,0.6,short,120,0.3,0.75,1000,1.0,120,0.37,120,0.345,120,0.41,-0.025,0.065,0.388,0.8158,440,279
3,0.4,0.6,short,120,0.5,0.75,1000,1.0,120,0.37,120,0.455,120,0.41,0.085,-0.045,0.7574,0.5583,66,206
3,0.4,0.6,short,120,0.7,0.75,1000,1.0,120,0.37,120,0.4,120,0.41,0.03,0.01,1.0,0.4866,0,181
3,0.4,0.6,short,200,0.3,0.75,1000,1.0,200,0.55,187,0.29,200,0.885,-0.26,0.595,0.4293,0.8703,464,349
