band,source,original,parsed,survived,zod_passed
above,rand_above,3255101223629573069,3255101223629573120,0,1
above,rand_above,693295268071789705,693295268071789696,0,1
above,rand_above,4267829924430537608,4267829924430537728,0,1
above,rand_above,355872861714423953,355872861714423936,0,1
above,rand_above,3410011249366292662,3410011249366292480,0,1
above,rand_above,2656825498241995274,2656825498241995264,0,1
above,rand_above,5955005871726830738,5955005871726830592,0,1
above,rand_above,9023640754039258494,9023640754039258112,0,1
above,rand_above,841845462346793383,841845462346793344,0,1
above,rand_above,5488426379625181316,5488426379625181184,0,1
above,rand_above,3555232152936198738,3555232152936198656,0,1
above,rand_above,5361601195925587311,5361601195925586944,0,1
above,rand_above,8810239074903764332,8810239074903763968,0,1
above,rand_above,6824350866606428731,6824350866606429184,0,1
above,rand_above,387374949793803798,387374949793803776,0,1
above,rand_above,8393513150936366955,8393513150936367104,0,1
above,rand_above,5281609501702625417,5281609501702625280,0,1
above,rand_above,1745209836965908952,1745209836965908992,0,1
above,rand_above,5589201094406280191,5589201094406280192,0,1
above,rand_above,4633304381872329444,4633304381872329728,0,1
above,rand_above,8842436858146116809,8842436858146116608,0,1
above,rand_above,4164349498184103038,4164349498184102912,0,1
above,rand_above,7488855799821703515,7488855799821703168,0,1
above,rand_above,7732448489793989894,7732448489793989632,0,1
above,rand_above,9069914909838117297,9069914909838116864,0,1
above,rand_above,786806130152923735,786806130152923776,0,1
above,rand_above,5968477747157802907,5968477747157803008,0,1
above,rand_above,370029609593131563,370029609593131584,0,1
above,rand_above,6535665436332925431,6535665436332924928,0,1
above,rand_above,9149240005557808403,9149240005557808128,0,1
above,rand_above,4842686464053342801,4842686464053343232,0,1
above,rand_above,5633469370435031206,5633469370435031040,0,1
above,rand_above,3365373448538003321,3365373448538003456,0,1
above,rand_above,8475479745297070654,8475479745297071104,0,1
above,rand_above,3582294298523842239,3582294298523842048,0,1
above,rand_above,7152184052217617512,7152184052217617408,0,1
above,rand_above,6270733441380072115,6270733441380072448,0,1
above,rand_above,491993827789179995,491993827789179968,0,1
above,rand_above,5827908811721721516,5827908811721721856,0,1
above,rand_above,3095602654944284098,3095602654944284160,0,1
above,rand_above,3049867736145434996,3049867736145435136,0,1
above,rand_above,5155309508480830115,5155309508480830464,0,1
above,rand_above,3574432680414692554,3574432680414692352,0,1
above,rand_above,2333258078742240062,2333258078742240256,0,1
above,rand_above,7863319634358213583,7863319634358213632,0,1
above,rand_above,8904119677384693090,8904119677384692736,0,1
above,rand_above,5567941013097812796,5567941013097812992,0,1
above,rand_above,1395956351675351447,1395956351675351552,0,1
above,rand_above,760730312615868152,760730312615868160,0,1
above,rand_above,6129748551073163963,6129748551073164288,0,1
above,rand_above,8464500798577223288,8464500798577223680,0,1
above,rand_above,2870389884517735148,2870389884517734912,0,1
above,rand_above,6060043935046890846,6060043935046890496,0,1
above,rand_above,6116126117898196269,6116126117898195968,0,1
above,rand_above,1198376296235097028,1198376296235097088,0,1
above,rand_above,6546847028697407266,6546847028697407488,0,1
above,rand_above,790402182676539794,790402182676539776,0,1
above,rand_above,5164153383937950255,5164153383937950720,0,1
above,rand_above,5944184921956159004,5944184921956159488,0,1
above,rand_above,3038668659282828222,3038668659282828288,0,1
above,rand_above,1187696595574776001,1187696595574776064,0,1
above,rand_above,6491477792403537815,6491477792403537920,0,1
above,rand_above,8744542393035302824,8744542393035302912,0,1
above,rand_above,9206222781075707451,9206222781075707904,0,1
above,rand_above,8424854447430521358,8424854447430521856,0,1
above,rand_above,870958682001749707,870958682001749760,0,1
above,rand_above,6192872686421664233,6192872686421663744,0,1
above,rand_above,4698985701598059541,4698985701598059520,0,1
above,rand_above,177154255619146792,177154255619146784,0,1
above,rand_above,2857793922314482537,2857793922314482688,0,1
above,rand_above,8781995660416497134,8781995660416496640,0,1
above,rand_above,3160931747061126292,3160931747061126144,0,1
above,rand_above,7075550975999238969,7075550975999239168,0,1
above,rand_above,1779942906065076302,1779942906065076224,0,1
above,rand_above,1438124230053428156,1438124230053428224,0,1
above,rand_above,2737207766451033940,2737207766451034112,0,1
above,rand_above,7278132784632984933,7278132784632984576,0,1
above,rand_above,4691618302292941930,4691618302292941824,0,1
above,rand_above,4987513703295880114,4987513703295880192,0,1
above,rand_above,6821795601769458091,6821795601769457664,0,1
above,rand_above,4865404351876234899,4865404351876235264,0,1
above,rand_above,6114226850457309633,6114226850457309184,0,1
above,rand_above,8092303748203163796,8092303748203163648,0,1
above,rand_above,5709341386104159289,5709341386104159232,0,1
above,rand_above,5517633349160300060,5517633349160300544,0,1
above,rand_above,1431737812279932577,1431737812279932672,0,1
above,rand_above,1677016787973638272,1677016787973638144,0,1
above,rand_above,6399380306856707989,6399380306856708096,0,1
above,rand_above,5771221084492180097,5771221084492180480,0,1
above,rand_above,8334539158401678650,8334539158401678336,0,1
above,rand_above,6660746303957419602,6660746303957420032,0,1
above,rand_above,411998751248047455,411998751248047424,0,1
above,rand_above,3369076201056241590,3369076201056241664,0,1
above,rand_above,6646013584778600133,6646013584778600448,0,1
above,rand_above,8951883616041748332,8951883616041748480,0,1
above,rand_above,5640755936734151082,5640755936734150656,0,1
above,rand_above,6948590794990225773,6948590794990225408,0,1
above,rand_above,7238289506487506626,7238289506487506944,0,1
above,rand_above,2167303420760617326,2167303420760617216,0,1
above,rand_above,2214947214167700596,2214947214167700480,0,1
above,rand_above,8915064184572037544,8915064184572037120,0,1
above,rand_above,7243545769326803268,7243545769326802944,0,1
above,rand_above,8346698793471797250,8346698793471797248,0,1
above,rand_above,1798490599277067719,1798490599277067776,0,1
above,rand_above,6265283385706074925,6265283385706075136,0,1
above,rand_above,5270197469244235619,5270197469244235776,0,1
above,rand_above,4072800994332000008,4072800994332000256,0,1
above,rand_above,7105825232013797543,7105825232013797376,0,1
above,rand_above,7185934669188313376,7185934669188313088,0,1
above,rand_above,4647502723011470426,4647502723011470336,0,1
above,rand_above,3870471714484230868,3870471714484230656,0,1
above,rand_above,1503730035152738719,1503730035152738816,0,1
above,rand_above,1850893675565926592,1850893675565926656,0,1
above,rand_above,5586043148747887384,5586043148747887616,0,1
above,rand_above,8061028727509620232,8061028727509620736,0,1
above,rand_above,490280920322946544,490280920322946560,0,1
above,rand_above,4441673589059768099,4441673589059768320,0,1
above,rand_above,3432834537288507598,3432834537288507392,0,1
above,rand_above,8626344243330703834,8626344243330703360,0,1
above,rand_above,6570523076751217158,6570523076751217664,0,1
above,rand_above,4767431406048273773,4767431406048273408,0,1
above,rand_above,1158956658867963059,1158956658867963136,0,1
above,rand_above,782618651159815120,782618651159815168,0,1
above,rand_above,1487627540462542826,1487627540462542848,0,1
above,rand_above,4153245488211404429,4153245488211404288,0,1
above,rand_above,4743850493955155418,4743850493955154944,0,1
above,rand_above,7674060257306911791,7674060257306911744,0,1
above,rand_above,854915574314972083,854915574314972032,0,1
above,rand_above,8406933164932998059,8406933164932998144,0,1
above,rand_above,7541765141672983450,7541765141672983552,0,1
above,rand_above,8168276703638790070,8168276703638790144,0,1
above,rand_above,8591095978428098629,8591095978428098560,0,1
above,rand_above,3835755766557694867,3835755766557694976,0,1
above,rand_above,3665649601184153180,3665649601184153088,0,1
above,rand_above,3458193147887323592,3458193147887323648,0,1
above,rand_above,3570760941037155239,3570760941037155328,0,1
above,rand_above,761684511159826083,761684511159826048,0,1
above,rand_above,2080011740614641391,2080011740614641408,0,1
above,rand_above,2948356308496501894,2948356308496501760,0,1
above,rand_above,922887715975502685,922887715975502720,0,1
above,rand_above,6600990594365145548,6600990594365145088,0,1
above,rand_above,3101514870712160973,3101514870712160768,0,1
above,rand_above,1356074290035289077,1356074290035289088,0,1
above,rand_above,362291817837345305,362291817837345280,0,1
above,rand_above,8470493343731740058,8470493343731739648,0,1
above,rand_above,4366634794607133021,4366634794607133184,0,1
above,rand_above,7674648446844913163,7674648446844913664,0,1
above,rand_above,7008081451531365110,7008081451531365376,0,1
above,rand_above,4335784464893215948,4335784464893215744,0,1
above,rand_above,5684593108870204381,5684593108870204416,0,1
above,rand_above,8364067841088431203,8364067841088431104,0,1
above,rand_above,184287125637178359,184287125637178368,0,1
above,rand_above,1998071108489984771,1998071108489984768,0,1
above,rand_above,1388082289182778445,1388082289182778368,0,1
above,rand_above,8681060915476328258,8681060915476328448,0,1
above,rand_above,5624934884749086489,5624934884749086720,0,1
above,rand_above,3912843340682102916,3912843340682102784,0,1
above,rand_above,7167936148440268278,7167936148440267776,0,1
above,rand_above,2200851465453504105,2200851465453504000,0,1
above,rand_above,1132859825329815226,1132859825329815168,0,1
above,rand_above,2208223445072301767,2208223445072301824,0,1
above,rand_above,5902296720283905996,5902296720283906048,0,1
above,rand_above,5753420768725498058,5753420768725497856,0,1
above,rand_above,588300948309632501,588300948309632512,0,1
above,rand_above,7726089263340662466,7726089263340662784,0,1
above,rand_above,4619118046608864454,4619118046608864256,0,1
above,rand_above,4953230723835487178,4953230723835487232,0,1
above,rand_above,5837762726100015972,5837762726100016128,0,1
above,rand_above,5312883888919390707,5312883888919390208,0,1
above,rand_above,6636408889282635849,6636408889282635776,0,1
above,rand_above,2695517103309550521,2695517103309550592,0,1
above,rand_above,23435671282817441,23435671282817440,0,1
above,rand_above,3263160792289388850,3263160792289389056,0,1
above,rand_above,5272450975420227135,5272450975420227584,0,1
above,rand_above,1736673060173655199,1736673060173655296,0,1
above,rand_above,6172201876488207576,6172201876488207360,0,1
above,rand_above,4837299985134046159,4837299985134046208,0,1
above,rand_above,3334989814008313056,3334989814008312832,0,1
above,rand_above,8802603986760986265,8802603986760986624,0,1
above,rand_above,5027277548852860135,5027277548852859904,0,1
above,rand_above,7262380689979357790,7262380689979358208,0,1
above,rand_above,4690999199452580570,4690999199452580864,0,1
above,rand_above,196558046810138393,196558046810138400,0,1
above,rand_above,8064067937645151901,8064067937645152256,0,1
above,rand_above,410541408854394320,410541408854394304,0,1
above,rand_above,3577357510010163755,3577357510010163712,0,1
above,rand_above,3452114031759156813,3452114031759156736,0,1
above,rand_above,6901786195474200885,6901786195474200576,0,1
above,rand_above,3302616824610845560,3302616824610845696,0,1
above,rand_above,632134127530570424,632134127530570368,0,1
above,rand_above,2233001275887516156,2233001275887516160,0,1
above,rand_above,6069725524763215306,6069725524763214848,0,1
above,rand_above,965137630089278152,965137630089278208,0,1
above,rand_above,5376118032093486381,5376118032093486080,0,1
above,rand_above,6988138452058715871,6988138452058716160,0,1
above,rand_above,1239493542617804934,1239493542617805056,0,1
above,rand_above,3258392349643478370,3258392349643478528,0,1
above,rand_above,3131554515779030657,3131554515779030528,0,1
above,rand_above,5937750336973446650,5937750336973446144,0,1
above,rand_above,7667944580478837764,7667944580478837760,0,1
above,rand_above,6324089224990942101,6324089224990942208,0,1
above,rand_above,9055467452123678379,9055467452123678720,0,1
above,rand_above,4422678250317481915,4422678250317481984,0,1
above,rand_above,1690224944001675472,1690224944001675520,0,1
above,rand_above,1252802754972110825,1252802754972110848,0,1
above,rand_above,6613357146201873235,6613357146201873408,0,1
above,rand_above,8712228596471851503,8712228596471851008,0,1
above,rand_above,350122476055461157,350122476055461184,0,1
above,rand_above,1868355940896411003,1868355940896410880,0,1
above,rand_above,7305701789720306518,7305701789720306688,0,1
above,rand_above,8178981491931378805,8178981491931378688,0,1
above,rand_above,2919864822658652430,2919864822658652672,0,1
above,rand_above,2868952443074471572,2868952443074471424,0,1
above,rand_above,3681975804653219271,3681975804653219328,0,1
above,rand_above,7529800839254713657,7529800839254713344,0,1
above,rand_above,4375349363623595849,4375349363623596032,0,1
above,rand_above,346774148738526158,346774148738526144,0,1
above,rand_above,5975611225048329331,5975611225048329216,0,1
above,rand_above,2647914434783881110,2647914434783881216,0,1
above,rand_above,7960831599608768735,7960831599608768512,0,1
above,rand_above,449921544419097531,449921544419097536,0,1
above,rand_above,6057061565153473703,6057061565153473536,0,1
above,rand_above,2528985648501163049,2528985648501163008,0,1
above,rand_above,7381639680898209802,7381639680898209792,0,1
above,rand_above,4039172334059684135,4039172334059684352,0,1
above,rand_above,3698556858218668896,3698556858218669056,0,1
above,rand_above,4064861772019493356,4064861772019493376,0,1
above,rand_above,8830966249233512048,8830966249233512448,0,1
above,rand_above,3136068126290683607,3136068126290683392,0,1
above,rand_above,1732091870060081917,1732091870060081920,0,1
above,rand_above,6392212335712742585,6392212335712742400,0,1
above,rand_above,3397184533292757347,3397184533292757504,0,1
above,rand_above,7362717626090363988,7362717626090363904,0,1
above,rand_above,2469071375217672996,2469071375217673216,0,1
above,rand_above,770963864481696386,770963864481696384,0,1
above,rand_above,3924325528582094949,3924325528582094848,0,1
above,rand_above,3980657161506426722,3980657161506426880,0,1
above,rand_above,9187167788714320131,9187167788714319872,0,1
above,rand_above,1673424484457313614,1673424484457313536,0,1
above,rand_above,2718524214048208332,2718524214048208384,0,1
above,rand_above,955305911759071635,955305911759071616,0,1
above,rand_above,3033534473795757424,3033534473795757568,0,1
above,rand_above,2735804487178518676,2735804487178518528,0,1
above,rand_above,4121854169390154554,4121854169390154752,0,1
above,rand_above,6628279209230166333,6628279209230166016,0,1
above,rand_above,1546033888740372847,1546033888740372736,0,1
above,rand_above,4103339365887143210,4103339365887143424,0,1
above,rand_above,4133050423474846652,4133050423474846720,0,1
above,rand_above,6712686760278084002,6712686760278083584,0,1
above,rand_above,8417099846115836294,8417099846115835904,0,1
above,rand_above,5680011142857053107,5680011142857053184,0,1
above,rand_above,4020625272117578801,4020625272117578752,0,1
above,rand_above,5907070550039675542,5907070550039675904,0,1
above,rand_above,7309101616838414667,7309101616838414336,0,1
above,rand_above,538042007623949450,538042007623949440,0,1
above,rand_above,6199585906831517147,6199585906831516672,0,1
above,rand_above,3755635275988206986,3755635275988207104,0,1
above,rand_above,4741390437439370591,4741390437439370240,0,1
above,rand_above,6925595314671099966,6925595314671099904,0,1
above,rand_above,1484624267041430144,1484624267041430016,0,1
above,rand_above,296228743220429188,296228743220429184,0,1
above,rand_above,7836599966004752876,7836599966004752384,0,1
above,rand_above,6263273101523019211,6263273101523018752,0,1
above,rand_above,4050438181081059255,4050438181081059328,0,1
above,rand_above,1173273675439838679,1173273675439838720,0,1
above,rand_above,2185680381589992613,2185680381589992704,0,1
above,rand_above,5959584468792297616,5959584468792297472,0,1
above,rand_above,3349256790809752550,3349256790809752576,0,1
above,rand_above,8766295631674392294,8766295631674392576,0,1
above,rand_above,307709051707781624,307709051707781632,0,1
above,rand_above,1424224480941014699,1424224480941014784,0,1
above,rand_above,4158810423247176393,4158810423247176192,0,1
above,rand_above,3430550894908152159,3430550894908152320,0,1
above,rand_above,4103624400027010268,4103624400027010048,0,1
above,rand_above,718150124653084938,718150124653084928,0,1
above,rand_above,1279020376787814831,1279020376787814912,0,1
above,rand_above,3393523095284920025,3393523095284919808,0,1
above,rand_above,2908701083199442740,2908701083199442944,0,1
above,rand_above,2579466638173248732,2579466638173248512,0,1
above,rand_above,8868241017789648028,8868241017789647872,0,1
above,rand_above,248015562759403511,248015562759403520,0,1
above,rand_above,1724997549432320011,1724997549432320000,0,1
above,rand_above,4784364459151939672,4784364459151939584,0,1
above,rand_above,8434949607864244938,8434949607864245248,0,1
above,rand_above,1095160708058433643,1095160708058433664,0,1
above,rand_above,7156792938041953217,7156792938041953280,0,1
above,rand_above,6502609894903011750,6502609894903011328,0,1
above,rand_above,1988069994490950758,1988069994490950656,0,1
above,rand_above,5652578120055769274,5652578120055769088,0,1
above,rand_above,6409848840620052713,6409848840620052480,0,1
above,rand_above,9219732554223869069,9219732554223868928,0,1
above,rand_above,1855326514208263105,1855326514208263168,0,1
above,rand_above,1260880876827650695,1260880876827650816,0,1
above,rand_above,692016735101047534,692016735101047552,0,1
above,rand_above,1601481044764725720,1601481044764725760,0,1
above,rand_above,6588683112430949408,6588683112430949376,0,1
above,rand_above,9207129413050879631,9207129413050880000,0,1
above,rand_above,7484672110765896751,7484672110765896704,0,1
above,rand_above,8933184408380435057,8933184408380435456,0,1
above,rand_above,9108552360479953928,9108552360479953920,0,1
above,rand_above,6168742038332277001,6168742038332276736,0,1
above,rand_above,6553363081432456483,6553363081432456192,0,1
above,rand_above,5081835494231234798,5081835494231234560,0,1
above,rand_above,2687126499861708297,2687126499861708288,0,1
above,rand_above,2775619221549109303,2775619221549109248,0,1
above,rand_above,1461736674822380813,1461736674822380800,0,1
above,rand_above,6553577981686128388,6553577981686128640,0,1
above,rand_above,6467389916105220788,6467389916105221120,0,1
above,rand_above,1614713358764756744,1614713358764756736,0,1
above,rand_above,3343184073960959907,3343184073960960000,0,1
above,rand_above,2077271058133405959,2077271058133405952,0,1
above,rand_above,9095251217316158479,9095251217316158464,0,1
above,rand_above,7314523597386773262,7314523597386773504,0,1
above,rand_above,2192513082160148292,2192513082160148224,0,1
above,rand_above,4565555341463774091,4565555341463774208,0,1
above,rand_above,3337690111708662995,3337690111708662784,0,1
above,rand_above,5287334631880022363,5287334631880022016,0,1
above,rand_above,4320065140842100319,4320065140842100224,0,1
above,rand_above,9075692214058534483,9075692214058534912,0,1
above,rand_above,1205935490901523416,1205935490901523456,0,1
above,rand_above,8164741164560852420,8164741164560851968,0,1
above,rand_above,615426465509554121,615426465509554176,0,1
above,rand_above,3681384769023487295,3681384769023487488,0,1
above,rand_above,6621552493285701110,6621552493285700608,0,1
above,rand_above,4423913577501939594,4423913577501939712,0,1
above,rand_above,3797923416130190749,3797923416130190848,0,1
above,rand_above,3785364911327541213,3785364911327541248,0,1
above,rand_above,5311528471577911012,5311528471577911296,0,1
above,rand_above,1164942710363214758,1164942710363214848,0,1
above,rand_above,2933071344284065994,2933071344284065792,0,1
above,rand_above,693058753392561480,693058753392561536,0,1
above,rand_above,4305560096033834825,4305560096033835008,0,1
above,rand_above,4780811078866804585,4780811078866804736,0,1
above,rand_above,1192685039162367716,1192685039162367744,0,1
above,rand_above,7655678148310335262,7655678148310335488,0,1
above,rand_above,5093883937130762172,5093883937130762240,0,1
above,rand_above,5430376061320399076,5430376061320398848,0,1
above,rand_above,7090542852409991894,7090542852409992192,0,1
above,rand_above,1199126199991606844,1199126199991606784,0,1
above,rand_above,4647106963467932265,4647106963467932672,0,1
above,rand_above,8016846058655346793,8016846058655346688,0,1
above,rand_above,7677233949980985688,7677233949980985344,0,1
above,rand_above,4787655940088858104,4787655940088857600,0,1
above,rand_above,2814061039693071752,2814061039693071872,0,1
above,rand_above,1502888742105839472,1502888742105839360,0,1
above,rand_above,8630441993322489093,8630441993322488832,0,1
above,rand_above,2088603536363801212,2088603536363801088,0,1
above,rand_above,8747996609818982385,8747996609818982400,0,1
above,rand_above,4794994569531823748,4794994569531824128,0,1
above,rand_above,2628890429924957566,2628890429924957696,0,1
above,rand_above,736361443473955988,736361443473955968,0,1
above,rand_above,1819572791631391613,1819572791631391488,0,1
above,rand_above,8829794018399558138,8829794018399557632,0,1
above,rand_above,2540371186836304250,2540371186836304384,0,1
above,rand_above,5773820949976262915,5773820949976262656,0,1
above,rand_above,5676107816235297223,5676107816235296768,0,1
above,rand_above,870732126802281519,870732126802281472,0,1
above,rand_above,5921072741404418621,5921072741404419072,0,1
above,rand_above,5467476643929635049,5467476643929634816,0,1
above,rand_above,5364525959041853384,5364525959041853440,0,1
above,rand_above,1588054219803936389,1588054219803936512,0,1
above,rand_above,5768811057600706477,5768811057600706560,0,1
above,rand_above,8328497002324910980,8328497002324911104,0,1
above,rand_above,3122998262574506543,3122998262574506496,0,1
above,rand_above,8530754791002868700,8530754791002868736,0,1
above,rand_above,388957575095862659,388957575095862656,0,1
above,rand_above,7975982554023112456,7975982554023112704,0,1
above,rand_above,758155813419449403,758155813419449344,0,1
above,rand_above,8757807683926712953,8757807683926713344,0,1
above,rand_above,7120433378632290253,7120433378632290304,0,1
above,rand_above,2450027060977420178,2450027060977420288,0,1
above,rand_above,1953371323953607768,1953371323953607680,0,1
above,rand_above,5286041491156200643,5286041491156200448,0,1
above,rand_above,5710051149422620269,5710051149422620672,0,1
above,rand_above,288345325105900884,288345325105900864,0,1
above,rand_above,8208556169862540298,8208556169862540288,0,1
above,rand_above,5041071296319705627,5041071296319706112,0,1
above,rand_above,5929556924397251570,5929556924397251584,0,1
above,rand_above,2795333624229463706,2795333624229463552,0,1
above,rand_above,2267607219554108808,2267607219554108928,0,1
above,rand_above,7455490276379855600,7455490276379855872,0,1
above,rand_above,3754549641603682119,3754549641603682304,0,1
above,rand_above,4192213511845486675,4192213511845486592,0,1
above,rand_above,6360346356618255394,6360346356618255360,0,1
above,rand_above,1467041995415778808,1467041995415778816,0,1
above,rand_above,3842441189870140525,3842441189870140416,0,1
above,rand_above,4292730049615356371,4292730049615356416,0,1
above,rand_above,3146729810587998762,3146729810587998720,0,1
above,rand_above,1334116977610724939,1334116977610724864,0,1
above,rand_above,7954804523351238671,7954804523351238656,0,1
above,rand_above,2954181068798206284,2954181068798206464,0,1
above,rand_above,9121914299612431310,9121914299612431360,0,1
above,rand_above,3194488329321834449,3194488329321834496,0,1
above,rand_above,3686518842645945966,3686518842645945856,0,1
above,rand_above,7024903416761148400,7024903416761148416,0,1
above,rand_above,4758860551954348270,4758860551954348032,0,1
above,rand_above,988381159585505216,988381159585505280,0,1
above,rand_above,2238645446919689276,2238645446919689216,0,1
above,rand_above,1139072363089542921,1139072363089542912,0,1
above,rand_above,4155798494058710546,4155798494058710528,0,1
above,rand_above,1308374088853986478,1308374088853986560,0,1
above,rand_above,475758643099772438,475758643099772416,0,1
above,rand_above,8728643774706308451,8728643774706308096,0,1
above,rand_above,7979511889964541090,7979511889964540928,0,1
above,rand_above,3865619488444080199,3865619488444080128,0,1
above,rand_above,8888216919267517450,8888216919267517440,0,1
above,rand_above,8331355673048959692,8331355673048960000,0,1
above,rand_above,7512016011774792636,7512016011774792704,0,1
above,rand_above,8621345020681835885,8621345020681835520,0,1
above,rand_above,6660243030049770549,6660243030049770496,0,1
above,rand_above,1759917727676241344,1759917727676241408,0,1
above,rand_above,1478681574556560428,1478681574556560384,0,1
above,rand_above,9195203603358176387,9195203603358176256,0,1
above,rand_above,4314616734935220683,4314616734935220736,0,1
above,rand_above,8117049087010715464,8117049087010715648,0,1
above,rand_above,4596438297441239624,4596438297441239552,0,1
above,rand_above,839563452454199764,839563452454199808,0,1
above,rand_above,3636026189077464807,3636026189077464576,0,1
above,rand_above,4226215484626095852,4226215484626095616,0,1
above,rand_above,2229337048684742262,2229337048684742144,0,1
above,rand_above,5389406972050388070,5389406972050387968,0,1
above,rand_above,457799289991025977,457799289991025984,0,1
above,rand_above,2604061357799126860,2604061357799127040,0,1
above,rand_above,5520145129202082545,5520145129202082816,0,1
above,rand_above,7782923082823434236,7782923082823434240,0,1
above,rand_above,6211914935064958449,6211914935064957952,0,1
above,rand_above,2644570859778892096,2644570859778892288,0,1
above,rand_above,84430430755131563,84430430755131568,0,1
above,rand_above,1000492779607968222,1000492779607968256,0,1
above,rand_above,1244338970524993613,1244338970524993536,0,1
above,rand_above,2448339110078226046,2448339110078225920,0,1
above,rand_above,3382710442953406463,3382710442953406464,0,1
above,rand_above,3728369570005392876,3728369570005392896,0,1
above,rand_above,426294669843763713,426294669843763712,0,1
above,rand_above,480853588014040183,480853588014040192,0,1
above,rand_above,5190853212461988431,5190853212461988864,0,1
above,rand_above,3352698836992978441,3352698836992978432,0,1
above,rand_above,2670888057491686549,2670888057491686400,0,1
above,rand_above,3572446126593473030,3572446126593473024,0,1
above,rand_above,4162793154259903484,4162793154259903488,0,1
above,rand_above,5080543742871469310,5080543742871469056,0,1
above,rand_above,7621160520080148023,7621160520080148480,0,1
above,rand_above,5757396169818180703,5757396169818180608,0,1
above,rand_above,5644885458609412857,5644885458609413120,0,1
above,rand_above,1195717474082514472,1195717474082514432,0,1
above,rand_above,900736512530777860,900736512530777856,0,1
above,rand_above,3451154284435398591,3451154284435398656,0,1
above,rand_above,9110516951318159976,9110516951318160384,0,1
above,rand_above,5154097731753364290,5154097731753364480,0,1
above,rand_above,3381130793544773374,3381130793544773120,0,1
above,rand_above,1339638729937348039,1339638729937348096,0,1
above,rand_above,5565747153650152720,5565747153650152448,0,1
above,rand_above,3711149597617674849,3711149597617674752,0,1
above,rand_above,380293212742687504,380293212742687488,0,1
above,rand_above,367925186740682804,367925186740682816,0,1
above,rand_above,6590730279551553736,6590730279551553536,0,1
above,rand_above,7424283398463694814,7424283398463694848,0,1
above,rand_above,4799005998260374522,4799005998260374528,0,1
above,rand_above,1382742337540404177,1382742337540404224,0,1
above,rand_above,8246693066144211876,8246693066144211968,0,1
above,rand_above,1298259270222491414,1298259270222491392,0,1
above,rand_above,8599367548476428764,8599367548476428288,0,1
above,rand_above,2946928178548050009,2946928178548049920,0,1
above,rand_above,3633373506539469807,3633373506539469824,0,1
above,rand_above,5695220573980393011,5695220573980393472,0,1
above,rand_above,7780638279866779805,7780638279866779648,0,1
above,rand_above,5485150572352544548,5485150572352544768,0,1
above,rand_above,4688162048630886928,4688162048630887424,0,1
above,rand_above,4710289975655712233,4710289975655711744,0,1
above,rand_above,4527045130276269142,4527045130276269056,0,1
above,rand_above,5201067096258115790,5201067096258115584,0,1
above,rand_above,4389118293290455837,4389118293290456064,0,1
above,rand_above,162456063438023271,162456063438023264,0,1
above,rand_above,3064153180923015815,3064153180923015680,0,1
above,rand_above,1019931100765393788,1019931100765393792,0,1
above,rand_above,3850913083901516021,3850913083901515776,0,1
above,rand_above,2846834309186027748,2846834309186027520,0,1
above,rand_above,8298670546430205830,8298670546430205952,0,1
above,rand_above,8052701780580948196,8052701780580947968,0,1
above,rand_above,5812910772604608746,5812910772604608512,0,1
above,rand_above,5514526644247877907,5514526644247877632,0,1
above,rand_above,2458093163739266695,2458093163739266560,0,1
above,rand_above,6055766624358756837,6055766624358756352,0,1
above,rand_above,8974649281515119940,8974649281515119616,0,1
above,rand_above,5344491202910785007,5344491202910784512,0,1
above,rand_above,2107723033687873799,2107723033687873792,0,1
above,rand_above,482674977647996295,482674977647996288,0,1
above,rand_above,4440365109845542931,4440365109845542912,0,1
above,rand_above,4844197045846060467,4844197045846060032,0,1
above,rand_above,6660744807004490822,6660744807004490752,0,1
above,rand_above,7153487674482295164,7153487674482294784,0,1
above,rand_above,3515644117953985180,3515644117953985024,0,1
above,rand_above,7587494968119566588,7587494968119566336,0,1
above,rand_above,2242876210302688801,2242876210302688768,0,1
above,rand_above,5290035773223272775,5290035773223272448,0,1
above,rand_above,6470172187419316978,6470172187419317248,0,1
above,rand_above,1768682080019029226,1768682080019029248,0,1
above,rand_above,4076870003546723422,4076870003546723328,0,1
above,rand_above,3871573690505111175,3871573690505111040,0,1
above,rand_above,3817891937252553462,3817891937252553216,0,1
above,rand_above,1889576031686533148,1889576031686533120,0,1
above,rand_above,4637475172793613922,4637475172793614336,0,1
above,rand_above,5648896821031114151,5648896821031113728,0,1
above,rand_above,4358799799691461330,4358799799691461120,0,1
above,rand_above,7833903867844688682,7833903867844688896,0,1
above,rand_above,6718107381351306461,6718107381351306240,0,1
above,rand_above,6518634747746429599,6518634747746429952,0,1
above,rand_above,4793015427973865380,4793015427973865472,0,1
above,rand_above,5182274563485227152,5182274563485227008,0,1
above,rand_above,9215065739004113467,9215065739004113920,0,1
above,rand_above,4421200759950389784,4421200759950389760,0,1
above,rand_above,3484602287710907306,3484602287710907392,0,1
above,rand_above,8832873448441255680,8832873448441255936,0,1
above,rand_above,4248654930679017207,4248654930679016960,0,1
above,rand_above,4926236447712802824,4926236447712802816,0,1
above,rand_above,5047488337013816910,5047488337013817344,0,1
above,rand_above,6242794515979210058,6242794515979209728,0,1
above,rand_above,8011706536984387420,8011706536984387584,0,1
above,rand_above,6287779773083976463,6287779773083976704,0,1
above,rand_above,7421393488101500861,7421393488101500928,0,1
above,rand_above,2447317933546601249,2447317933546601472,0,1
