K,skew,lname,lam,B,regime,cap_blocks,W,fcfs_recomp_mean,fcfs_recomp_std,pfa_recomp_mean,pfa_recomp_std,delta_mean,ci_lo,ci_hi,fcfs_hit,pfa_hit,fcfs_p99,pfa_p99,fair_ratio,fcfs_mean_wait,pfa_mean_wait
4,0.0,light,2.4,4,all,512,32,8192,0.0,8192,0.0,0,0.0,0.0,0.9866666666666667,0.9866666666666667,0.7892104137290398,0.7892104137290398,1.0,0.09131950205833847,0.09131950205833847
4,0.0,light,9.6,16,one,128,32,8192,0.0,8192,0.0,0,0.0,0.0,0.9866666666666667,0.9866666666666667,0.07490934556700542,0.07490934556700542,1.0,0.0026127343441787877,0.0026127343441787877
4,0.0,light,9.6,16,few,256,32,8192,0.0,8192,0.0,0,0.0,0.0,0.9866666666666667,0.9866666666666667,0.07490934556700542,0.07490934556700542,1.0,0.0026127343441787877,0.0026127343441787877
4,0.0,light,9.6,16,all,512,32,8192,0.0,8192,0.0,0,0.0,0.0,0.9866666666666667,0.9866666666666667,0.07490934556700542,0.07490934556700542,1.0,0.0026127343441787877,0.0026127343441787877
4,0.0,heavy,6.4,4,one,128,32,10922.666666666666,2814.7067737549896,16042.666666666666,7968.506900431362,5120,1365.3333333333333,9216.0,0.9822222222222222,0.9738888888888889,26.690634437630035,27.552739346916486,1.0322999032226452,12.821459820740374,12.821459820740372
4,0.0,heavy,6.4,4,few,256,32,10922.666666666666,2814.7067737549896,16042.666666666666,7968.506900431362,5120,1365.3333333333333,9216.0,0.9822222222222222,0.9738888888888889,26.690634437630035,27.552739346916486,1.0322999032226452,12.821459820740374,12.821459820740372
4,0.0,heavy,6.4,4,all,512,32,8192,0.0,8192,0.0,0,0.0,0.0,0.9866666666666667,0.9866666666666667,26.690634437630035,26.690634437630035,1.0,12.821459820740374,12.821459820740374
4,0.0,heavy,25.6,16,one,128,32,8192,0.0,8192,0.0,0,0.0,0.0,0.9866666666666667,0.9866666666666667,6.609691284205594,6.609691284205594,1.0,3.1211765149671273,3.1211765149671273
4,0.0,heavy,25.6,16,few,256,32,8192,0.0,8192,0.0,0,0.0,0.0,0.9866666666666667,0.9866666666666667,6.609691284205594,6.609691284205594,1.0,3.1211765149671273,3.1211765149671273
4,0.0,heavy,25.6,16,all,512,32,8192,0.0,8192,0.0,0,0.0,0.0,0.9866666666666667,0.9866666666666667,6.609691284205594,6.609691284205594,1.0,3.1211765149671273,3.1211765149671273
4,1.0,light,2.4,4,one,128,32,29696,13978.00634329994,29013.333333333332,13810.297735948909,-682.6666666666666,-2048.0,0.0,0.9516666666666667,0.9527777777777777,0.7892104137290398,0.7913591766423819,1.0027226743032813,0.09131950205833847,0.09131950205833847
4,1.0,light,2.4,4,few,256,32,28330.666666666668,13657.599333541586,27648,13416.614575468233,-682.6666666666666,-2048.0,0.0,0.9538888888888889,0.955,0.7892104137290398,0.7913591766423819,1.0027226743032813,0.09131950205833847,0.09131950205833847
4,1.0,light,2.4,4,all,512,32,8192,0.0,8192,0.0,0,0.0,0.0,0.9866666666666667,0.9866666666666667,0.7892104137290398,0.7892104137290398,1.0,0.09131950205833847,0.09131950205833847
4,1.0,light,9.6,16,one,128,32,8874.666666666666,965.4364585800329,8874.666666666666,965.4364585800329,0,0.0,0.0,0.9855555555555555,0.9855555555555555,0.07490934556700542,0.07490934556700542,1.0,0.0026127343441787877,0.0026127343441787877
4,1.0,light,9.6,16,few,256,32,8874.666666666666,965.4364585800329,8874.666666666666,965.4364585800329,0,0.0,0.0,0.9855555555555555,0.9855555555555555,0.07490934556700542,0.07490934556700542,1.0,0.0026127343441787877,0.0026127343441787877
4,1.0,light,9.6,16,all,512,32,8192,0.0,8192,0.0,0,0.0,0.0,0.9866666666666667,0.9866666666666667,0.07490934556700542,0.07490934556700542,1.0,0.0026127343441787877,0.0026127343441787877
4,1.0,heavy,6.4,4,one,128,32,12970.666666666666,1930.8729171600658,19797.333333333332,6330.7902262584,6826.666666666667,682.6666666666666,12629.333333333334,0.9788888888888889,0.9677777777777777,26.690634437630035,27.59136842281048,1.0337471927572668,12.821459820740374,12.821459820740374
4,1.0,heavy,6.4,4,few,256,32,12970.666666666666,1930.8729171600658,19797.333333333332,6330.7902262584,6826.666666666667,682.6666666666666,12629.333333333334,0.9788888888888889,0.9677777777777777,26.690634437630035,27.59136842281048,1.0337471927572668,12.821459820740374,12.821459820740374
4,1.0,heavy,6.4,4,all,512,32,8192,0.0,8192,0.0,0,0.0,0.0,0.9866666666666667,0.9866666666666667,26.690634437630035,26.690634437630035,1.0,12.821459820740374,12.821459820740374
4,1.0,heavy,25.6,16,one,128,32,8192,0.0,8192,0.0,0,0.0,0.0,0.9866666666666667,0.9866666666666667,6.609691284205594,6.609691284205594,1.0,3.1211765149671273,3.1211765149671273
4,1.0,heavy,25.6,16,few,256,32,8192,0.0,8192,0.0,0,0.0,0.0,0.9866666666666667,0.9866666666666667,6.609691284205594,6.609691284205594,1.0,3.1211765149671273,3.1211765149671273
4,1.0,heavy,25.6,16,all,512,32,8192,0.0,8192,0.0,0,0.0,0.0,0.9866666666666667,0.9866666666666667,6.609691284205594,6.609691284205594,1.0,3.1211765149671273,3.1211765149671273
8,0.0,light,2.4,4,all,1024,32,16384,0.0,16384,0.0,0,0.0,0.0,0.9733333333333334,0.9733333333333334,0.7892104137290398,0.7602576129888389,0.9633142185701806,0.09131950205833847,0.09131950205833848
8,0.0,light,9.6,16,one,128,32,40618.666666666664,26211.644299602587,40618.666666666664,26211.644299602587,0,0.0,0.0,0.9338888888888889,0.9338888888888889,0.07490934556700542,0.07490934556700542,1.0,0.0026127343441787877,0.0026127343441787877
8,0.0,light,9.6,16,few,512,32,40618.666666666664,26211.644299602587,40618.666666666664,26211.644299602587,0,0.0,0.0,0.9338888888888889,0.9338888888888889,0.07490934556700542,0.07490934556700542,1.0,0.0026127343441787877,0.0026127343441787877
8,0.0,light,9.6,16,all,1024,32,16384,0.0,16384,0.0,0,0.0,0.0,0.9733333333333334,0.9733333333333334,0.07490934556700542,0.07490934556700542,1.0,0.0026127343441787877,0.0026127343441787877
8,0.0,heavy,6.4,4,one,128,32,333482.6666666667,10268.40504763141,78848,5639.7522404209685,-254634.66666666666,-261120.0,-246101.33333333334,0.4572222222222222,0.8716666666666667,26.690634437630035,28.75552702269565,1.0773639378970477,12.821459820740374,12.821459820740372
8,0.0,heavy,6.4,4,few,512,8,306176,14661.448768794986,129365.33333333333,6627.494515694114,-176810.66666666666,-186368.0,-168277.33333333334,0.5016666666666667,0.7894444444444444,26.690634437630035,27.24662848096356,1.0208310538527197,12.821459820740374,12.821459820740372
8,0.0,heavy,6.4,4,all,1024,32,16384,0.0,16384,0.0,0,0.0,0.0,0.9733333333333334,0.9733333333333334,26.690634437630035,26.690634437630035,1.0,12.821459820740374,12.821459820740374
8,0.0,heavy,25.6,16,one,128,32,17408,1564.1858372115935,22186.666666666668,5210.227207671039,4778.666666666667,682.6666666666666,9216.0,0.9716666666666667,0.9638888888888889,6.609691284205594,6.757718826274383,1.0223955303967847,3.1211765149671273,3.121176514967127
8,0.0,heavy,25.6,16,few,512,32,17408,1564.1858372115935,22186.666666666668,5210.227207671039,4778.666666666667,682.6666666666666,9216.0,0.9716666666666667,0.9638888888888889,6.609691284205594,6.757718826274383,1.0223955303967847,3.1211765149671273,3.121176514967127
8,0.0,heavy,25.6,16,all,1024,32,16384,0.0,16384,0.0,0,0.0,0.0,0.9733333333333334,0.9733333333333334,6.609691284205594,6.609691284205594,1.0,3.1211765149671273,3.1211765149671273
8,1.0,light,2.4,4,one,128,1,300714.6666666667,18409.863250140912,298666.6666666667,17673.684945578145,-2048,-5120.0,1024.0,0.5105555555555555,0.5138888888888888,0.7892104137290398,0.8637998280331202,1.09451144207746,0.09131950205833847,0.09131950205833847
8,1.0,light,2.4,4,few,512,1,218453.33333333334,11007.669245676952,215722.66666666666,10879.916339547632,-2730.6666666666665,-4437.333333333333,-1365.3333333333333,0.6444444444444445,0.6488888888888888,0.7892104137290398,0.8556178443686182,1.0841441388562039,0.09131950205833847,0.09131950205833847
8,1.0,light,2.4,4,all,1024,32,16384,0.0,16384,0.0,0,0.0,0.0,0.9733333333333334,0.9733333333333334,0.7892104137290398,0.7892104137290398,1.0,0.09131950205833847,0.09131950205833847
8,1.0,light,9.6,16,one,128,32,65536,29299.048084650578,65536,29299.048084650578,0,0.0,0.0,0.8933333333333333,0.8933333333333333,0.07490934556700542,0.07490934556700542,1.0,0.0026127343441787877,0.0026127343441787877
8,1.0,light,9.6,16,few,512,32,65536,29299.048084650578,65536,29299.048084650578,0,0.0,0.0,0.8933333333333333,0.8933333333333333,0.07490934556700542,0.07490934556700542,1.0,0.0026127343441787877,0.0026127343441787877
8,1.0,light,9.6,16,all,1024,32,16384,0.0,16384,0.0,0,0.0,0.0,0.9733333333333334,0.9733333333333334,0.07490934556700542,0.07490934556700542,1.0,0.0026127343441787877,0.0026127343441787877
8,1.0,heavy,6.4,4,one,128,32,251221.33333333334,8163.506000623887,69290.66666666667,5210.22720767104,-181930.66666666666,-191146.66666666666,-173056.0,0.5911111111111111,0.8872222222222222,26.690634437630035,28.650873303776454,1.073442947589989,12.821459820740374,12.821459820740374
8,1.0,heavy,6.4,4,few,512,32,218453.33333333334,11007.669245676952,57002.666666666664,5961.130392430245,-161450.66666666666,-172373.33333333334,-148821.33333333334,0.6444444444444445,0.9072222222222222,26.690634437630035,28.706527559668395,1.0755281080616141,12.821459820740374,12.821459820740372
8,1.0,heavy,6.4,4,all,1024,32,16384,0.0,16384,0.0,0,0.0,0.0,0.9733333333333334,0.9733333333333334,26.690634437630035,26.690634437630035,1.0,12.821459820740374,12.821459820740374
8,1.0,heavy,25.6,16,one,128,32,22528,5670.655223752073,27989.333333333332,8416.47991872031,5461.333333333333,-2389.3333333333335,12970.666666666666,0.9633333333333334,0.9544444444444444,6.609691284205594,6.880520212904085,1.0409745201482647,3.1211765149671273,3.121176514967127
8,1.0,heavy,25.6,16,few,512,32,22528,5670.655223752073,27989.333333333332,8416.47991872031,5461.333333333333,-2389.3333333333335,12970.666666666666,0.9633333333333334,0.9544444444444444,6.609691284205594,6.880520212904085,1.0409745201482647,3.1211765149671273,3.121176514967127
8,1.0,heavy,25.6,16,all,1024,32,16384,0.0,16384,0.0,0,0.0,0.0,0.9733333333333334,0.9733333333333334,6.609691284205594,6.609691284205594,1.0,3.1211765149671273,3.1211765149671273
16,0.0,light,2.4,4,one,128,1,501077.3333333333,15671.624066729295,497664,14481.546878700494,-3413.3333333333335,-4778.666666666667,-2389.3333333333335,0.18444444444444447,0.19,0.7892104137290398,0.8489368149685159,1.075678678588727,0.09131950205833847,0.09131950205833848
16,0.0,light,2.4,4,few,1024,1,315733.3333333333,14501.646190078636,312320,16877.88928351726,-3413.3333333333335,-6144.0,-682.6666666666666,0.4861111111111111,0.49166666666666664,0.7892104137290398,0.862584882787098,1.0929719980649546,0.09131950205833847,0.09131950205833847
16,0.0,light,2.4,4,all,2048,32,32768,0.0,32768,0.0,0,0.0,0.0,0.9466666666666667,0.9466666666666667,0.7892104137290398,0.760367955790958,0.9634540327441949,0.09131950205833847,0.09131950205833848
16,0.0,light,9.6,16,one,128,32,297984,21633.640963400805,298325.3333333333,21663.24108304716,341.3333333333333,0.0,1024.0,0.515,0.5144444444444445,0.07490934556700542,0.07161103334550933,0.9559692826505101,0.0026127343441787877,0.0026127343441787877
16,0.0,light,9.6,16,few,1024,32,273408,16794.84873406129,273749.3333333333,16957.088219646936,341.3333333333333,0.0,1024.0,0.5549999999999999,0.5544444444444444,0.07490934556700542,0.07161103334550933,0.9559692826505101,0.0026127343441787877,0.0026127343441787877
16,0.0,light,9.6,16,all,2048,32,32768,0.0,32768,0.0,0,0.0,0.0,0.9466666666666667,0.9466666666666667,0.07490934556700542,0.07490934556700542,1.0,0.0026127343441787877,0.0026127343441787877
16,0.0,heavy,6.4,4,one,128,32,471722.6666666667,12382.451812500176,151893.33333333334,15660.46856117516,-319829.3333333333,-328362.6666666667,-308224.0,0.23222222222222222,0.7527777777777778,26.690634437630035,29.078402500217454,1.0894608956623753,12.821459820740374,12.821459820740372
16,0.0,heavy,6.4,4,few,1024,8,315733.3333333333,14501.646190078636,179882.66666666666,7609.513577679515,-135850.66666666666,-142677.33333333334,-127317.33333333333,0.4861111111111111,0.7072222222222222,26.690634437630035,27.42497524288219,1.0275130517023918,12.821459820740374,12.821459820740376
16,0.0,heavy,6.4,4,all,2048,32,32768,0.0,32768,0.0,0,0.0,0.0,0.9466666666666667,0.9466666666666667,26.690634437630035,26.690634437630035,1.0,12.821459820740374,12.821459820740374
16,0.0,heavy,25.6,16,one,128,8,201728,4541.144642781891,159402.66666666666,5842.685531690219,-42325.333333333336,-47445.333333333336,-37205.333333333336,0.6716666666666666,0.7405555555555555,6.609691284205594,6.722146554853063,1.0170136948629038,3.1211765149671273,3.1211765149671273
16,0.0,heavy,25.6,16,few,1024,32,201728,4541.144642781891,93525.33333333333,6105.956290559426,-108202.66666666667,-113322.66666666667,-103082.66666666667,0.6716666666666666,0.8477777777777777,6.609691284205594,7.264988728289932,1.099141913881852,3.1211765149671273,3.121176514967127
16,0.0,heavy,25.6,16,all,2048,32,32768,0.0,32768,0.0,0,0.0,0.0,0.9466666666666667,0.9466666666666667,6.609691284205594,6.609691284205594,1.0,3.1211765149671273,3.1211765149671273
16,1.0,light,2.4,4,all,2048,32,32768,0.0,32768,0.0,0,0.0,0.0,0.9466666666666667,0.9466666666666667,0.7892104137290398,0.7496998710331321,0.9499366176515344,0.09131950205833847,0.09131950205833848
16,1.0,light,9.6,16,one,128,32,209578.66666666666,12154.534444212808,209237.33333333334,12812.509442814948,-341.3333333333333,-1024.0,0.0,0.6588888888888889,0.6594444444444444,0.07490934556700542,0.06938148449523525,0.926205988986707,0.0026127343441787877,0.0026127343441787877
16,1.0,light,9.6,16,few,1024,32,165546.66666666666,8055.755927009926,165205.33333333334,8416.47991872031,-341.3333333333333,-1024.0,0.0,0.7305555555555555,0.731111111111111,0.07490934556700542,0.06938148449523525,0.926205988986707,0.0026127343441787877,0.0026127343441787877
16,1.0,light,9.6,16,all,2048,32,32768,0.0,32768,0.0,0,0.0,0.0,0.9466666666666667,0.9466666666666667,0.07490934556700542,0.07490934556700542,1.0,0.0026127343441787877,0.0026127343441787877
16,1.0,heavy,6.4,4,one,128,8,349184,13416.614575468233,203434.66666666666,8248.692717973894,-145749.33333333334,-157354.66666666666,-129706.66666666667,0.43166666666666664,0.6688888888888889,26.690634437630035,27.300849198044297,1.0228625048925006,12.821459820740374,12.821459820740372
16,1.0,heavy,6.4,4,few,1024,8,174080,9678.470402565341,128682.66666666667,7968.506900431362,-45397.333333333336,-52906.666666666664,-37205.333333333336,0.7166666666666667,0.7905555555555556,26.690634437630035,27.19144975934462,1.0187637099029954,12.821459820740374,12.82145982074037
16,1.0,heavy,6.4,4,all,2048,32,32768,0.0,32768,0.0,0,0.0,0.0,0.9466666666666667,0.9466666666666667,26.690634437630035,26.690634437630035,1.0,12.821459820740374,12.821459820740374
16,1.0,heavy,25.6,16,one,128,32,150186.66666666666,6330.7902262584,87381.33333333333,4827.182292900165,-62805.333333333336,-68608.0,-57002.666666666664,0.7555555555555555,0.8577777777777778,6.609691284205594,7.270433757005116,1.099965708591931,3.1211765149671273,3.1211765149671273
16,1.0,heavy,25.6,16,few,1024,32,147114.66666666666,6077.267222106404,83285.33333333333,4969.888351082167,-63829.333333333336,-69973.33333333333,-58709.333333333336,0.7605555555555555,0.8644444444444445,6.609691284205594,7.249671556200002,1.096824533019219,3.1211765149671273,3.121176514967127
16,1.0,heavy,25.6,16,all,2048,32,32768,0.0,32768,0.0,0,0.0,0.0,0.9466666666666667,0.9466666666666667,6.609691284205594,6.609691284205594,1.0,3.1211765149671273,3.1211765149671273
