harness,clock,n_sessions,n_calls,n_tools,n_failures,cox_logL,cox_k,cox_BIC,hawkes_logL,hawkes_k,hawkes_BIC,hawkes_alpha,hawkes_beta_per_sec,hawkes_halflife_sec,delta_BIC_cox_minus_hawkes,LR_2dll,hawkes_earns_params,survives_dBIC_gt6
codex,wallclock_seconds,48,1667,5,109,-371.12,5,779.33,-338.15,7,728.23,1.65,0.8,0.866,51.1,65.938,True,True
