verbosity,ref_density,predict,seed,budget_frac,policy,mean_ctx,peak_ctx,success,demands,nc_peak,ref_frac,n_spans
256,0.08,med,3,0.5,RT,5750.4,7720,0.66667,159,15464,0.0587,477
256,0.08,med,3,0.5,EC,5750.4,7720,1.0,159,15464,0.0587,477
256,0.08,med,3,0.5,EO,5750.4,7720,1.0,159,15464,0.0587,477
256,0.08,med,3,0.75,NC,7829.87,15464,1.0,159,15464,0.0587,477
256,0.08,med,3,0.75,RT,7265.6,11592,0.86792,159,15464,0.0587,477
256,0.08,med,3,0.75,EC,7265.6,11592,1.0,159,15464,0.0587,477
256,0.08,med,3,0.75,EO,7265.6,11592,1.0,159,15464,0.0587,477
256,0.08,med,4,0.25,NC,7820.27,14824,1.0,157,14824,0.0613,457
256,0.08,med,4,0.25,RT,3373.87,3688,0.48408,157,14824,0.0613,457
256,0.08,med,4,0.25,EC,3373.87,3688,1.0,157,14824,0.0613,457
256,0.08,med,4,0.25,EO,3373.87,3688,1.0,157,14824,0.0613,457
256,0.08,med,4,0.5,NC,7820.27,14824,1.0,157,14824,0.0613,457
256,0.08,med,4,0.5,RT,5762.67,7400,0.74522,157,14824,0.0613,457
256,0.08,med,4,0.5,EC,5762.67,7400,1.0,157,14824,0.0613,457
256,0.08,med,4,0.5,EO,5762.67,7400,1.0,157,14824,0.0613,457
256,0.08,med,4,0.75,NC,7820.27,14824,1.0,157,14824,0.0613,457
256,0.08,med,4,0.75,RT,7291.2,11112,0.94904,157,14824,0.0613,457
256,0.08,med,4,0.75,EC,7291.2,11112,1.0,157,14824,0.0613,457
256,0.08,med,4,0.75,EO,7291.2,11112,1.0,157,14824,0.0613,457
256,0.08,med,5,0.25,NC,8452.27,15816,1.0,141,15816,0.0492,488
256,0.08,med,5,0.25,RT,3573.87,3944,0.37589,141,15816,0.0492,488
256,0.08,med,5,0.25,EC,3573.87,3944,1.0,141,15816,0.0492,488
256,0.08,med,5,0.25,EO,3573.87,3944,1.0,141,15816,0.0492,488
256,0.08,med,5,0.5,NC,8452.27,15816,1.0,141,15816,0.0492,488
256,0.08,med,5,0.5,RT,6144.53,7880,0.66667,141,15816,0.0492,488
256,0.08,med,5,0.5,EC,6144.53,7880,1.0,141,15816,0.0492,488
256,0.08,med,5,0.5,EO,6144.53,7880,1.0,141,15816,0.0492,488
256,0.08,med,5,0.75,NC,8452.27,15816,1.0,141,15816,0.0492,488
256,0.08,med,5,0.75,RT,7771.2,11848,0.84397,141,15816,0.0492,488
256,0.08,med,5,0.75,EC,7771.2,11848,1.0,141,15816,0.0492,488
256,0.08,med,5,0.75,EO,7771.2,11848,1.0,141,15816,0.0492,488
256,0.08,med,6,0.25,NC,9672.53,18056,1.0,129,18056,0.0484,558
256,0.08,med,6,0.25,RT,3970.67,4488,0.41085,129,18056,0.0484,558
256,0.08,med,6,0.25,EC,3970.67,4488,0.99225,129,18056,0.0484,558
256,0.08,med,6,0.25,EO,3970.67,4488,1.0,129,18056,0.0484,558
256,0.08,med,6,0.5,NC,9672.53,18056,1.0,129,18056,0.0484,558
256,0.08,med,6,0.5,RT,6968.53,9000,0.65891,129,18056,0.0484,558
256,0.08,med,6,0.5,EC,6968.53,9000,1.0,129,18056,0.0484,558
256,0.08,med,6,0.5,EO,6968.53,9000,1.0,129,18056,0.0484,558
256,0.08,med,6,0.75,NC,9672.53,18056,1.0,129,18056,0.0484,558
256,0.08,med,6,0.75,RT,8940.27,13512,0.91473,129,18056,0.0484,558
256,0.08,med,6,0.75,EC,8940.27,13512,1.0,129,18056,0.0484,558
256,0.08,med,6,0.75,EO,8940.27,13512,1.0,129,18056,0.0484,558
256,0.08,med,7,0.25,NC,8861.33,18312,1.0,138,18312,0.0512,566
256,0.08,med,7,0.25,RT,3922.13,4552,0.49275,138,18312,0.0512,566
256,0.08,med,7,0.25,EC,3922.13,4552,0.99275,138,18312,0.0512,566
256,0.08,med,7,0.25,EO,3922.13,4552,1.0,138,18312,0.0512,566
256,0.08,med,7,0.5,NC,8861.33,18312,1.0,138,18312,0.0512,566
256,0.08,med,7,0.5,RT,6568.53,9128,0.68116,138,18312,0.0512,566
256,0.08,med,7,0.5,EC,6568.53,9128,1.0,138,18312,0.0512,566
256,0.08,med,7,0.5,EO,6568.53,9128,1.0,138,18312,0.0512,566
256,0.08,med,7,0.75,NC,8861.33,18312,1.0,138,18312,0.0512,566
256,0.08,med,7,0.75,RT,8217.6,13704,0.9058,138,18312,0.0512,566
256,0.08,med,7,0.75,EC,8217.6,13704,1.0,138,18312,0.0512,566
256,0.08,med,7,0.75,EO,8217.6,13704,1.0,138,18312,0.0512,566
256,0.08,high,0,0.25,NC,8387.2,16296,1.0,154,16296,0.0378,503
256,0.08,high,0,0.25,RT,3577.07,4072,0.4026,154,16296,0.0378,503
256,0.08,high,0,0.25,EC,3577.07,4072,1.0,154,16296,0.0378,503
256,0.08,high,0,0.25,EO,3577.07,4072,1.0,154,16296,0.0378,503
256,0.08,high,0,0.5,NC,8387.2,16296,1.0,154,16296,0.0378,503
256,0.08,high,0,0.5,RT,6044.27,8136,0.64286,154,16296,0.0378,503
256,0.08,high,0,0.5,EC,6044.27,8136,1.0,154,16296,0.0378,503
256,0.08,high,0,0.5,EO,6044.27,8136,1.0,154,16296,0.0378,503
256,0.08,high,0,0.75,NC,8387.2,16296,1.0,154,16296,0.0378,503
256,0.08,high,0,0.75,RT,7728.53,12200,0.91558,154,16296,0.0378,503
256,0.08,high,0,0.75,EC,7728.53,12200,1.0,154,16296,0.0378,503
256,0.08,high,0,0.75,EO,7728.53,12200,1.0,154,16296,0.0378,503
256,0.08,high,1,0.25,NC,6872.53,13480,1.0,156,13480,0.0554,415
256,0.08,high,1,0.25,RT,2882.13,3368,0.37821,156,13480,0.0554,415
256,0.08,high,1,0.25,EC,2882.13,3368,1.0,156,13480,0.0554,415
256,0.08,high,1,0.25,EO,2882.13,3368,1.0,156,13480,0.0554,415
256,0.08,high,1,0.5,NC,6872.53,13480,1.0,156,13480,0.0554,415
256,0.08,high,1,0.5,RT,4974.93,6728,0.62179,156,13480,0.0554,415
256,0.08,high,1,0.5,EC,4974.93,6728,1.0,156,13480,0.0554,415
256,0.08,high,1,0.5,EO,4974.93,6728,1.0,156,13480,0.0554,415
256,0.08,high,1,0.75,NC,6872.53,13480,1.0,156,13480,0.0554,415
256,0.08,high,1,0.75,RT,6316.27,10088,0.85256,156,13480,0.0554,415
256,0.08,high,1,0.75,EC,6316.27,10088,1.0,156,13480,0.0554,415
256,0.08,high,1,0.75,EO,6316.27,10088,1.0,156,13480,0.0554,415
256,0.08,high,2,0.25,NC,8117.87,15528,1.0,165,15528,0.0522,479
256,0.08,high,2,0.25,RT,3412.27,3880,0.34545,165,15528,0.0522,479
256,0.08,high,2,0.25,EC,3412.27,3880,1.0,165,15528,0.0522,479
256,0.08,high,2,0.25,EO,3412.27,3880,1.0,165,15528,0.0522,479
256,0.08,high,2,0.5,NC,8117.87,15528,1.0,165,15528,0.0522,479
256,0.08,high,2,0.5,RT,5902.93,7752,0.58788,165,15528,0.0522,479
256,0.08,high,2,0.5,EC,5902.93,7752,1.0,165,15528,0.0522,479
256,0.08,high,2,0.5,EO,5902.93,7752,1.0,165,15528,0.0522,479
256,0.08,high,2,0.75,NC,8117.87,15528,1.0,165,15528,0.0522,479
256,0.08,high,2,0.75,RT,7526.4,11624,0.86667,165,15528,0.0522,479
256,0.08,high,2,0.75,EC,7526.4,11624,1.0,165,15528,0.0522,479
256,0.08,high,2,0.75,EO,7526.4,11624,1.0,165,15528,0.0522,479
256,0.08,high,3,0.25,NC,7829.87,15464,1.0,168,15464,0.0461,477
256,0.08,high,3,0.25,RT,3333.87,3848,0.35119,168,15464,0.0461,477
256,0.08,high,3,0.25,EC,3333.87,3848,1.0,168,15464,0.0461,477
256,0.08,high,3,0.25,EO,3333.87,3848,1.0,168,15464,0.0461,477
256,0.08,high,3,0.5,NC,7829.87,15464,1.0,168,15464,0.0461,477
256,0.08,high,3,0.5,RT,5750.4,7720,0.64286,168,15464,0.0461,477
256,0.08,high,3,0.5,EC,5750.4,7720,1.0,168,15464,0.0461,477
256,0.08,high,3,0.5,EO,5750.4,7720,1.0,168,15464,0.0461,477
256,0.08,high,3,0.75,NC,7829.87,15464,1.0,168,15464,0.0461,477
256,0.08,high,3,0.75,RT,7265.6,11592,0.88095,168,15464,0.0461,477
256,0.08,high,3,0.75,EC,7265.6,11592,1.0,168,15464,0.0461,477
256,0.08,high,3,0.75,EO,7265.6,11592,1.0,168,15464,0.0461,477
256,0.08,high,4,0.25,NC,7820.27,14824,1.0,169,14824,0.0525,457
256,0.08,high,4,0.25,RT,3373.87,3688,0.32544,169,14824,0.0525,457
256,0.08,high,4,0.25,EC,3373.87,3688,1.0,169,14824,0.0525,457
256,0.08,high,4,0.25,EO,3373.87,3688,1.0,169,14824,0.0525,457
256,0.08,high,4,0.5,NC,7820.27,14824,1.0,169,14824,0.0525,457
256,0.08,high,4,0.5,RT,5762.67,7400,0.55621,169,14824,0.0525,457
256,0.08,high,4,0.5,EC,5762.67,7400,1.0,169,14824,0.0525,457
256,0.08,high,4,0.5,EO,5762.67,7400,1.0,169,14824,0.0525,457
256,0.08,high,4,0.75,NC,7820.27,14824,1.0,169,14824,0.0525,457
256,0.08,high,4,0.75,RT,7291.2,11112,0.86982,169,14824,0.0525,457
256,0.08,high,4,0.75,EC,7291.2,11112,1.0,169,14824,0.0525,457
256,0.08,high,4,0.75,EO,7291.2,11112,1.0,169,14824,0.0525,457
256,0.08,high,5,0.25,NC,8452.27,15816,1.0,164,15816,0.043,488
256,0.08,high,5,0.25,RT,3573.87,3944,0.35976,164,15816,0.043,488
256,0.08,high,5,0.25,EC,3573.87,3944,1.0,164,15816,0.043,488
256,0.08,high,5,0.25,EO,3573.87,3944,1.0,164,15816,0.043,488
256,0.08,high,5,0.5,NC,8452.27,15816,1.0,164,15816,0.043,488
256,0.08,high,5,0.5,RT,6144.53,7880,0.61585,164,15816,0.043,488
256,0.08,high,5,0.5,EC,6144.53,7880,1.0,164,15816,0.043,488
256,0.08,high,5,0.5,EO,6144.53,7880,1.0,164,15816,0.043,488
256,0.08,high,5,0.75,NC,8452.27,15816,1.0,164,15816,0.043,488
256,0.08,high,5,0.75,RT,7771.2,11848,0.80488,164,15816,0.043,488
256,0.08,high,5,0.75,EC,7771.2,11848,1.0,164,15816,0.043,488
256,0.08,high,5,0.75,EO,7771.2,11848,1.0,164,15816,0.043,488
256,0.08,high,6,0.25,NC,9672.53,18056,1.0,164,18056,0.0502,558
256,0.08,high,6,0.25,RT,3970.67,4488,0.33537,164,18056,0.0502,558
256,0.08,high,6,0.25,EC,3970.67,4488,1.0,164,18056,0.0502,558
256,0.08,high,6,0.25,EO,3970.67,4488,1.0,164,18056,0.0502,558
256,0.08,high,6,0.5,NC,9672.53,18056,1.0,164,18056,0.0502,558
256,0.08,high,6,0.5,RT,6968.53,9000,0.59146,164,18056,0.0502,558
256,0.08,high,6,0.5,EC,6968.53,9000,1.0,164,18056,0.0502,558
256,0.08,high,6,0.5,EO,6968.53,9000,1.0,164,18056,0.0502,558
256,0.08,high,6,0.75,NC,9672.53,18056,1.0,164,18056,0.0502,558
256,0.08,high,6,0.75,RT,8940.27,13512,0.85976,164,18056,0.0502,558
256,0.08,high,6,0.75,EC,8940.27,13512,1.0,164,18056,0.0502,558
256,0.08,high,6,0.75,EO,8940.27,13512,1.0,164,18056,0.0502,558
256,0.08,high,7,0.25,NC,8861.33,18312,1.0,142,18312,0.0389,566
256,0.08,high,7,0.25,RT,3922.13,4552,0.43662,142,18312,0.0389,566
256,0.08,high,7,0.25,EC,3922.13,4552,1.0,142,18312,0.0389,566
256,0.08,high,7,0.25,EO,3922.13,4552,1.0,142,18312,0.0389,566
256,0.08,high,7,0.5,NC,8861.33,18312,1.0,142,18312,0.0389,566
256,0.08,high,7,0.5,RT,6568.53,9128,0.71831,142,18312,0.0389,566
256,0.08,high,7,0.5,EC,6568.53,9128,1.0,142,18312,0.0389,566
256,0.08,high,7,0.5,EO,6568.53,9128,1.0,142,18312,0.0389,566
256,0.08,high,7,0.75,NC,8861.33,18312,1.0,142,18312,0.0389,566
256,0.08,high,7,0.75,RT,8217.6,13704,0.87324,142,18312,0.0389,566
256,0.08,high,7,0.75,EC,8217.6,13704,1.0,142,18312,0.0389,566
256,0.08,high,7,0.75,EO,8217.6,13704,1.0,142,18312,0.0389,566
256,0.25,low,0,0.25,NC,8387.2,16296,1.0,164,16296,0.1372,503
256,0.25,low,0,0.25,RT,3577.07,4072,0.58537,164,16296,0.1372,503
256,0.25,low,0,0.25,EC,3577.07,4072,0.69512,164,16296,0.1372,503
256,0.25,low,0,0.25,EO,3577.07,4072,1.0,164,16296,0.1372,503
256,0.25,low,0,0.5,NC,8387.2,16296,1.0,164,16296,0.1372,503
256,0.25,low,0,0.5,RT,6044.27,8136,0.84756,164,16296,0.1372,503
256,0.25,low,0,0.5,EC,6044.27,8136,0.88415,164,16296,0.1372,503
256,0.25,low,0,0.5,EO,6044.27,8136,1.0,164,16296,0.1372,503
256,0.25,low,0,0.75,NC,8387.2,16296,1.0,164,16296,0.1372,503
256,0.25,low,0,0.75,RT,7728.53,12200,0.96951,164,16296,0.1372,503
256,0.25,low,0,0.75,EC,7728.53,12200,0.96951,164,16296,0.1372,503
256,0.25,low,0,0.75,EO,7728.53,12200,1.0,164,16296,0.1372,503
256,0.25,low,1,0.25,NC,6872.53,13480,1.0,161,13480,0.1566,415
256,0.25,low,1,0.25,RT,2882.13,3368,0.59006,161,13480,0.1566,415
256,0.25,low,1,0.25,EC,2882.13,3368,0.76398,161,13480,0.1566,415
256,0.25,low,1,0.25,EO,2882.13,3368,1.0,161,13480,0.1566,415
256,0.25,low,1,0.5,NC,6872.53,13480,1.0,161,13480,0.1566,415
256,0.25,low,1,0.5,RT,4974.93,6728,0.79503,161,13480,0.1566,415
256,0.25,low,1,0.5,EC,4974.93,6728,0.93789,161,13480,0.1566,415
256,0.25,low,1,0.5,EO,4974.93,6728,1.0,161,13480,0.1566,415
256,0.25,low,1,0.75,NC,6872.53,13480,1.0,161,13480,0.1566,415
256,0.25,low,1,0.75,RT,6316.27,10088,0.97516,161,13480,0.1566,415
256,0.25,low,1,0.75,EC,6316.27,10088,0.98758,161,13480,0.1566,415
256,0.25,low,1,0.75,EO,6316.27,10088,1.0,161,13480,0.1566,415
256,0.25,low,2,0.25,NC,8117.87,15528,1.0,148,15528,0.1545,479
256,0.25,low,2,0.25,RT,3412.27,3880,0.50676,148,15528,0.1545,479
256,0.25,low,2,0.25,EC,3412.27,3880,0.68243,148,15528,0.1545,479
256,0.25,low,2,0.25,EO,3412.27,3880,1.0,148,15528,0.1545,479
256,0.25,low,2,0.5,NC,8117.87,15528,1.0,148,15528,0.1545,479
256,0.25,low,2,0.5,RT,5902.93,7752,0.81081,148,15528,0.1545,479
256,0.25,low,2,0.5,EC,5902.93,7752,0.91216,148,15528,0.1545,479
256,0.25,low,2,0.5,EO,5902.93,7752,1.0,148,15528,0.1545,479
256,0.25,low,2,0.75,NC,8117.87,15528,1.0,148,15528,0.1545,479
256,0.25,low,2,0.75,RT,7526.4,11624,0.98649,148,15528,0.1545,479
256,0.25,low,2,0.75,EC,7526.4,11624,0.9527,148,15528,0.1545,479
256,0.25,low,2,0.75,EO,7526.4,11624,1.0,148,15528,0.1545,479
256,0.25,low,3,0.25,NC,7829.87,15464,1.0,166,15464,0.1447,477
256,0.25,low,3,0.25,RT,3333.87,3848,0.48795,166,15464,0.1447,477
256,0.25,low,3,0.25,EC,3333.87,3848,0.75301,166,15464,0.1447,477
256,0.25,low,3,0.25,EO,3333.87,3848,1.0,166,15464,0.1447,477
256,0.25,low,3,0.5,NC,7829.87,15464,1.0,166,15464,0.1447,477
256,0.25,low,3,0.5,RT,5750.4,7720,0.75301,166,15464,0.1447,477
256,0.25,low,3,0.5,EC,5750.4,7720,0.92771,166,15464,0.1447,477
256,0.25,low,3,0.5,EO,5750.4,7720,1.0,166,15464,0.1447,477
256,0.25,low,3,0.75,NC,7829.87,15464,1.0,166,15464,0.1447,477
256,0.25,low,3,0.75,RT,7265.6,11592,0.94578,166,15464,0.1447,477
256,0.25,low,3,0.75,EC,7265.6,11592,0.98193,166,15464,0.1447,477
256,0.25,low,3,0.75,EO,7265.6,11592,1.0,166,15464,0.1447,477
256,0.25,low,4,0.25,NC,7820.27,14824,1.0,152,14824,0.1335,457
256,0.25,low,4,0.25,RT,3373.87,3688,0.59868,152,14824,0.1335,457
256,0.25,low,4,0.25,EC,3373.87,3688,0.76316,152,14824,0.1335,457
256,0.25,low,4,0.25,EO,3373.87,3688,1.0,152,14824,0.1335,457
256,0.25,low,4,0.5,NC,7820.27,14824,1.0,152,14824,0.1335,457
256,0.25,low,4,0.5,RT,5762.67,7400,0.84211,152,14824,0.1335,457
256,0.25,low,4,0.5,EC,5762.67,7400,0.92763,152,14824,0.1335,457
256,0.25,low,4,0.5,EO,5762.67,7400,1.0,152,14824,0.1335,457
256,0.25,low,4,0.75,NC,7820.27,14824,1.0,152,14824,0.1335,457
256,0.25,low,4,0.75,RT,7291.2,11112,0.97368,152,14824,0.1335,457
256,0.25,low,4,0.75,EC,7291.2,11112,0.99342,152,14824,0.1335,457
256,0.25,low,4,0.75,EO,7291.2,11112,1.0,152,14824,0.1335,457
256,0.25,low,5,0.25,NC,8452.27,15816,1.0,165,15816,0.1373,488
256,0.25,low,5,0.25,RT,3573.87,3944,0.52121,165,15816,0.1373,488
256,0.25,low,5,0.25,EC,3573.87,3944,0.78182,165,15816,0.1373,488
256,0.25,low,5,0.25,EO,3573.87,3944,1.0,165,15816,0.1373,488
256,0.25,low,5,0.5,NC,8452.27,15816,1.0,165,15816,0.1373,488
256,0.25,low,5,0.5,RT,6144.53,7880,0.78182,165,15816,0.1373,488
256,0.25,low,5,0.5,EC,6144.53,7880,0.89091,165,15816,0.1373,488
256,0.25,low,5,0.5,EO,6144.53,7880,1.0,165,15816,0.1373,488
256,0.25,low,5,0.75,NC,8452.27,15816,1.0,165,15816,0.1373,488
256,0.25,low,5,0.75,RT,7771.2,11848,0.89091,165,15816,0.1373,488
256,0.25,low,5,0.75,EC,7771.2,11848,0.98182,165,15816,0.1373,488
256,0.25,low,5,0.75,EO,7771.2,11848,1.0,165,15816,0.1373,488
256,0.25,low,6,0.25,NC,9672.53,18056,1.0,150,18056,0.1201,558
256,0.25,low,6,0.25,RT,3970.67,4488,0.56667,150,18056,0.1201,558
256,0.25,low,6,0.25,EC,3970.67,4488,0.75333,150,18056,0.1201,558
256,0.25,low,6,0.25,EO,3970.67,4488,1.0,150,18056,0.1201,558
256,0.25,low,6,0.5,NC,9672.53,18056,1.0,150,18056,0.1201,558
256,0.25,low,6,0.5,RT,6968.53,9000,0.8,150,18056,0.1201,558
256,0.25,low,6,0.5,EC,6968.53,9000,0.93333,150,18056,0.1201,558
256,0.25,low,6,0.5,EO,6968.53,9000,1.0,150,18056,0.1201,558
256,0.25,low,6,0.75,NC,9672.53,18056,1.0,150,18056,0.1201,558
256,0.25,low,6,0.75,RT,8940.27,13512,0.94667,150,18056,0.1201,558
256,0.25,low,6,0.75,EC,8940.27,13512,0.99333,150,18056,0.1201,558
256,0.25,low,6,0.75,EO,8940.27,13512,1.0,150,18056,0.1201,558
256,0.25,low,7,0.25,NC,8861.33,18312,1.0,152,18312,0.1237,566
256,0.25,low,7,0.25,RT,3922.13,4552,0.58553,152,18312,0.1237,566
256,0.25,low,7,0.25,EC,3922.13,4552,0.67763,152,18312,0.1237,566
256,0.25,low,7,0.25,EO,3922.13,4552,1.0,152,18312,0.1237,566
256,0.25,low,7,0.5,NC,8861.33,18312,1.0,152,18312,0.1237,566
256,0.25,low,7,0.5,RT,6568.53,9128,0.79605,152,18312,0.1237,566
256,0.25,low,7,0.5,EC,6568.53,9128,0.88816,152,18312,0.1237,566
256,0.25,low,7,0.5,EO,6568.53,9128,1.0,152,18312,0.1237,566
256,0.25,low,7,0.75,NC,8861.33,18312,1.0,152,18312,0.1237,566
256,0.25,low,7,0.75,RT,8217.6,13704,0.94737,152,18312,0.1237,566
256,0.25,low,7,0.75,EC,8217.6,13704,0.96711,152,18312,0.1237,566
256,0.25,low,7,0.75,EO,8217.6,13704,1.0,152,18312,0.1237,566
256,0.25,med,0,0.25,NC,8387.2,16296,1.0,146,16296,0.1074,503
256,0.25,med,0,0.25,RT,3577.07,4072,0.49315,146,16296,0.1074,503
256,0.25,med,0,0.25,EC,3577.07,4072,0.91781,146,16296,0.1074,503
256,0.25,med,0,0.25,EO,3577.07,4072,1.0,146,16296,0.1074,503
256,0.25,med,0,0.5,NC,8387.2,16296,1.0,146,16296,0.1074,503
256,0.25,med,0,0.5,RT,6044.27,8136,0.75342,146,16296,0.1074,503
256,0.25,med,0,0.5,EC,6044.27,8136,0.99315,146,16296,0.1074,503
256,0.25,med,0,0.5,EO,6044.27,8136,1.0,146,16296,0.1074,503
256,0.25,med,0,0.75,NC,8387.2,16296,1.0,146,16296,0.1074,503
256,0.25,med,0,0.75,RT,7728.53,12200,0.9726,146,16296,0.1074,503
256,0.25,med,0,0.75,EC,7728.53,12200,1.0,146,16296,0.1074,503
256,0.25,med,0,0.75,EO,7728.53,12200,1.0,146,16296,0.1074,503
256,0.25,med,1,0.25,NC,6872.53,13480,1.0,168,13480,0.1398,415
256,0.25,med,1,0.25,RT,2882.13,3368,0.45833,168,13480,0.1398,415
256,0.25,med,1,0.25,EC,2882.13,3368,0.92857,168,13480,0.1398,415
256,0.25,med,1,0.25,EO,2882.13,3368,1.0,168,13480,0.1398,415
256,0.25,med,1,0.5,NC,6872.53,13480,1.0,168,13480,0.1398,415
256,0.25,med,1,0.5,RT,4974.93,6728,0.73214,168,13480,0.1398,415
256,0.25,med,1,0.5,EC,4974.93,6728,0.99405,168,13480,0.1398,415
256,0.25,med,1,0.5,EO,4974.93,6728,1.0,168,13480,0.1398,415
256,0.25,med,1,0.75,NC,6872.53,13480,1.0,168,13480,0.1398,415
256,0.25,med,1,0.75,RT,6316.27,10088,0.91071,168,13480,0.1398,415
256,0.25,med,1,0.75,EC,6316.27,10088,1.0,168,13480,0.1398,415
256,0.25,med,1,0.75,EO,6316.27,10088,1.0,168,13480,0.1398,415
256,0.25,med,2,0.25,NC,8117.87,15528,1.0,163,15528,0.1273,479
256,0.25,med,2,0.25,RT,3412.27,3880,0.39264,163,15528,0.1273,479
256,0.25,med,2,0.25,EC,3412.27,3880,0.90798,163,15528,0.1273,479
256,0.25,med,2,0.25,EO,3412.27,3880,1.0,163,15528,0.1273,479
256,0.25,med,2,0.5,NC,8117.87,15528,1.0,163,15528,0.1273,479
256,0.25,med,2,0.5,RT,5902.93,7752,0.71779,163,15528,0.1273,479
256,0.25,med,2,0.5,EC,5902.93,7752,1.0,163,15528,0.1273,479
256,0.25,med,2,0.5,EO,5902.93,7752,1.0,163,15528,0.1273,479
256,0.25,med,2,0.75,NC,8117.87,15528,1.0,163,15528,0.1273,479
256,0.25,med,2,0.75,RT,7526.4,11624,0.94479,163,15528,0.1273,479
256,0.25,med,2,0.75,EC,7526.4,11624,1.0,163,15528,0.1273,479
256,0.25,med,2,0.75,EO,7526.4,11624,1.0,163,15528,0.1273,479
256,0.25,med,3,0.25,NC,7829.87,15464,1.0,151,15464,0.1426,477
256,0.25,med,3,0.25,RT,3333.87,3848,0.51656,151,15464,0.1426,477
256,0.25,med,3,0.25,EC,3333.87,3848,0.88079,151,15464,0.1426,477
256,0.25,med,3,0.25,EO,3333.87,3848,1.0,151,15464,0.1426,477
256,0.25,med,3,0.5,NC,7829.87,15464,1.0,151,15464,0.1426,477
256,0.25,med,3,0.5,RT,5750.4,7720,0.80132,151,15464,0.1426,477
256,0.25,med,3,0.5,EC,5750.4,7720,1.0,151,15464,0.1426,477
256,0.25,med,3,0.5,EO,5750.4,7720,1.0,151,15464,0.1426,477
256,0.25,med,3,0.75,NC,7829.87,15464,1.0,151,15464,0.1426,477
256,0.25,med,3,0.75,RT,7265.6,11592,0.91391,151,15464,0.1426,477
256,0.25,med,3,0.75,EC,7265.6,11592,1.0,151,15464,0.1426,477
256,0.25,med,3,0.75,EO,7265.6,11592,1.0,151,15464,0.1426,477
256,0.25,med,4,0.25,NC,7820.27,14824,1.0,164,14824,0.1335,457
256,0.25,med,4,0.25,RT,3373.87,3688,0.44512,164,14824,0.1335,457
256,0.25,med,4,0.25,EC,3373.87,3688,0.89024,164,14824,0.1335,457
256,0.25,med,4,0.25,EO,3373.87,3688,1.0,164,14824,0.1335,457
256,0.25,med,4,0.5,NC,7820.27,14824,1.0,164,14824,0.1335,457
256,0.25,med,4,0.5,RT,5762.67,7400,0.76829,164,14824,0.1335,457
256,0.25,med,4,0.5,EC,5762.67,7400,1.0,164,14824,0.1335,457
256,0.25,med,4,0.5,EO,5762.67,7400,1.0,164,14824,0.1335,457
256,0.25,med,4,0.75,NC,7820.27,14824,1.0,164,14824,0.1335,457
256,0.25,med,4,0.75,RT,7291.2,11112,0.95732,164,14824,0.1335,457
256,0.25,med,4,0.75,EC,7291.2,11112,1.0,164,14824,0.1335,457
256,0.25,med,4,0.75,EO,7291.2,11112,1.0,164,14824,0.1335,457
256,0.25,med,5,0.25,NC,8452.27,15816,1.0,141,15816,0.123,488
256,0.25,med,5,0.25,RT,3573.87,3944,0.51064,141,15816,0.123,488
256,0.25,med,5,0.25,EC,3573.87,3944,0.92908,141,15816,0.123,488
256,0.25,med,5,0.25,EO,3573.87,3944,1.0,141,15816,0.123,488
256,0.25,med,5,0.5,NC,8452.27,15816,1.0,141,15816,0.123,488
256,0.25,med,5,0.5,RT,6144.53,7880,0.75887,141,15816,0.123,488
256,0.25,med,5,0.5,EC,6144.53,7880,0.99291,141,15816,0.123,488
256,0.25,med,5,0.5,EO,6144.53,7880,1.0,141,15816,0.123,488
256,0.25,med,5,0.75,NC,8452.27,15816,1.0,141,15816,0.123,488
256,0.25,med,5,0.75,RT,7771.2,11848,0.94326,141,15816,0.123,488
256,0.25,med,5,0.75,EC,7771.2,11848,1.0,141,15816,0.123,488
256,0.25,med,5,0.75,EO,7771.2,11848,1.0,141,15816,0.123,488
256,0.25,med,6,0.25,NC,9672.53,18056,1.0,156,18056,0.1093,558
256,0.25,med,6,0.25,RT,3970.67,4488,0.48718,156,18056,0.1093,558
256,0.25,med,6,0.25,EC,3970.67,4488,0.91667,156,18056,0.1093,558
256,0.25,med,6,0.25,EO,3970.67,4488,1.0,156,18056,0.1093,558
256,0.25,med,6,0.5,NC,9672.53,18056,1.0,156,18056,0.1093,558
256,0.25,med,6,0.5,RT,6968.53,9000,0.74359,156,18056,0.1093,558
256,0.25,med,6,0.5,EC,6968.53,9000,1.0,156,18056,0.1093,558
256,0.25,med,6,0.5,EO,6968.53,9000,1.0,156,18056,0.1093,558
256,0.25,med,6,0.75,NC,9672.53,18056,1.0,156,18056,0.1093,558
256,0.25,med,6,0.75,RT,8940.27,13512,0.94231,156,18056,0.1093,558
256,0.25,med,6,0.75,EC,8940.27,13512,1.0,156,18056,0.1093,558
256,0.25,med,6,0.75,EO,8940.27,13512,1.0,156,18056,0.1093,558
256,0.25,med,7,0.25,NC,8861.33,18312,1.0,174,18312,0.1307,566
256,0.25,med,7,0.25,RT,3922.13,4552,0.49425,174,18312,0.1307,566
256,0.25,med,7,0.25,EC,3922.13,4552,0.91379,174,18312,0.1307,566
256,0.25,med,7,0.25,EO,3922.13,4552,1.0,174,18312,0.1307,566
256,0.25,med,7,0.5,NC,8861.33,18312,1.0,174,18312,0.1307,566
256,0.25,med,7,0.5,RT,6568.53,9128,0.75862,174,18312,0.1307,566
