mix,a_prose,gap,a_tool,a_mixed,drift,sess_spread,r,k_star_fixed,k_map,ntps_fixed,ntps_adapt_ideal,ntps_adapt,ntps_adapt_std,ntps_k1,fixed_captured_frac,ideal_gain_pct,gain_pct,p_err,s
realistic_deep,0.75,0.2,0.95,0.85,0.2,0.2,0.4,4,2;6;3,1.5357,1.5868,1.5075,0.0,1.3429,0.7904,3.33,-1.837,0.15,0.05
realistic_deep,0.75,0.3,0.98,0.865,0.23,0.23,0.05,29,7;32;11,6.1067,6.6013,6.6013,0.0,1.809,0.8968,8.1,8.1,0.0,0.0
realistic_deep,0.75,0.3,0.98,0.865,0.23,0.23,0.05,29,7;32;11,6.1067,6.6013,6.4693,0.0,1.809,0.8968,8.1,5.938,0.0,0.02
realistic_deep,0.75,0.3,0.98,0.865,0.23,0.23,0.05,29,7;32;11,6.1067,6.6013,6.2713,0.0,1.809,0.8968,8.1,2.695,0.0,0.05
realistic_deep,0.75,0.3,0.98,0.865,0.23,0.23,0.05,29,7;32;11,6.1067,6.6013,6.3359,0.5309,1.809,0.8968,8.1,3.754,0.05,0.0
realistic_deep,0.75,0.3,0.98,0.865,0.23,0.23,0.05,29,7;32;11,6.1067,6.6013,6.4693,0.0,1.809,0.8968,8.1,5.938,0.05,0.02
realistic_deep,0.75,0.3,0.98,0.865,0.23,0.23,0.05,29,7;32;11,6.1067,6.6013,5.871,0.8005,1.809,0.8968,8.1,-3.859,0.05,0.05
realistic_deep,0.75,0.3,0.98,0.865,0.23,0.23,0.05,29,7;32;11,6.1067,6.6013,6.5449,0.1128,1.809,0.8968,8.1,7.177,0.15,0.0
realistic_deep,0.75,0.3,0.98,0.865,0.23,0.23,0.05,29,7;32;11,6.1067,6.6013,6.4188,0.0851,1.809,0.8968,8.1,5.111,0.15,0.02
realistic_deep,0.75,0.3,0.98,0.865,0.23,0.23,0.05,29,7;32;11,6.1067,6.6013,5.3748,0.9065,1.809,0.8968,8.1,-11.985,0.15,0.05
realistic_deep,0.75,0.3,0.98,0.865,0.23,0.23,0.1,18,5;26;8,3.9818,4.3596,4.3596,0.0,1.7268,0.8565,9.486,9.486,0.0,0.0
realistic_deep,0.75,0.3,0.98,0.865,0.23,0.23,0.1,18,5;26;8,3.9818,4.3596,4.2724,0.0,1.7268,0.8565,9.486,7.296,0.0,0.02
realistic_deep,0.75,0.3,0.98,0.865,0.23,0.23,0.1,18,5;26;8,3.9818,4.3596,4.1416,0.0,1.7268,0.8565,9.486,4.012,0.0,0.05
realistic_deep,0.75,0.3,0.98,0.865,0.23,0.23,0.1,18,5;26;8,3.9818,4.3596,4.3596,0.0,1.7268,0.8565,9.486,9.486,0.05,0.0
realistic_deep,0.75,0.3,0.98,0.865,0.23,0.23,0.1,18,5;26;8,3.9818,4.3596,4.2673,0.0102,1.7268,0.8565,9.486,7.168,0.05,0.02
realistic_deep,0.75,0.3,0.98,0.865,0.23,0.23,0.1,18,5;26;8,3.9818,4.3596,4.1416,0.0,1.7268,0.8565,9.486,4.012,0.05,0.05
realistic_deep,0.75,0.3,0.98,0.865,0.23,0.23,0.1,18,5;26;8,3.9818,4.3596,4.2935,0.103,1.7268,0.8565,9.486,7.826,0.15,0.0
realistic_deep,0.75,0.3,0.98,0.865,0.23,0.23,0.1,18,5;26;8,3.9818,4.3596,4.2673,0.0102,1.7268,0.8565,9.486,7.168,0.15,0.02
realistic_deep,0.75,0.3,0.98,0.865,0.23,0.23,0.1,18,5;26;8,3.9818,4.3596,4.0902,0.1027,1.7268,0.8565,9.486,2.722,0.15,0.05
realistic_deep,0.75,0.3,0.98,0.865,0.23,0.23,0.2,10,3;18;5,2.5395,2.7634,2.7634,0.0,1.5829,0.8104,8.814,8.814,0.0,0.0
realistic_deep,0.75,0.3,0.98,0.865,0.23,0.23,0.2,10,3;18;5,2.5395,2.7634,2.7081,0.0,1.5829,0.8104,8.814,6.638,0.0,0.02
realistic_deep,0.75,0.3,0.98,0.865,0.23,0.23,0.2,10,3;18;5,2.5395,2.7634,2.6252,0.0,1.5829,0.8104,8.814,3.373,0.0,0.05
realistic_deep,0.75,0.3,0.98,0.865,0.23,0.23,0.2,10,3;18;5,2.5395,2.7634,2.6069,0.223,1.5829,0.8104,8.814,2.654,0.05,0.0
realistic_deep,0.75,0.3,0.98,0.865,0.23,0.23,0.2,10,3;18;5,2.5395,2.7634,2.7081,0.0,1.5829,0.8104,8.814,6.638,0.05,0.02
realistic_deep,0.75,0.3,0.98,0.865,0.23,0.23,0.2,10,3;18;5,2.5395,2.7634,2.5852,0.0801,1.5829,0.8104,8.814,1.796,0.05,0.05
realistic_deep,0.75,0.3,0.98,0.865,0.23,0.23,0.2,10,3;18;5,2.5395,2.7634,2.7634,0.0,1.5829,0.8104,8.814,8.814,0.15,0.0
realistic_deep,0.75,0.3,0.98,0.865,0.23,0.23,0.2,10,3;18;5,2.5395,2.7634,2.6576,0.0619,1.5829,0.8104,8.814,4.649,0.15,0.02
realistic_deep,0.75,0.3,0.98,0.865,0.23,0.23,0.2,10,3;18;5,2.5395,2.7634,2.5166,0.2171,1.5829,0.8104,8.814,-0.901,0.15,0.05
realistic_deep,0.75,0.3,0.98,0.865,0.23,0.23,0.4,5,2;11;3,1.6074,1.7139,1.7139,0.0,1.3568,0.7018,6.626,6.626,0.0,0.0
realistic_deep,0.75,0.3,0.98,0.865,0.23,0.23,0.4,5,2;11;3,1.6074,1.7139,1.6797,0.0,1.3568,0.7018,6.626,4.494,0.0,0.02
realistic_deep,0.75,0.3,0.98,0.865,0.23,0.23,0.4,5,2;11;3,1.6074,1.7139,1.6282,0.0,1.3568,0.7018,6.626,1.295,0.0,0.05
realistic_deep,0.75,0.3,0.98,0.865,0.23,0.23,0.4,5,2;11;3,1.6074,1.7139,1.7139,0.0,1.3568,0.7018,6.626,6.626,0.05,0.0
realistic_deep,0.75,0.3,0.98,0.865,0.23,0.23,0.4,5,2;11;3,1.6074,1.7139,1.6797,0.0,1.3568,0.7018,6.626,4.494,0.05,0.02
realistic_deep,0.75,0.3,0.98,0.865,0.23,0.23,0.4,5,2;11;3,1.6074,1.7139,1.6023,0.047,1.3568,0.7018,6.626,-0.317,0.05,0.05
realistic_deep,0.75,0.3,0.98,0.865,0.23,0.23,0.4,5,2;11;3,1.6074,1.7139,1.6999,0.0281,1.3568,0.7018,6.626,5.753,0.15,0.0
realistic_deep,0.75,0.3,0.98,0.865,0.23,0.23,0.4,5,2;11;3,1.6074,1.7139,1.6638,0.0268,1.3568,0.7018,6.626,3.51,0.15,0.02
realistic_deep,0.75,0.3,0.98,0.865,0.23,0.23,0.4,5,2;11;3,1.6074,1.7139,1.6282,0.0,1.3568,0.7018,6.626,1.295,0.15,0.05
realistic_deep,0.85,-0.3,0.55,0.7,0.3,0.3,0.05,6,10;4;6,2.2675,2.363,2.363,0.0,1.5762,0.8786,4.213,4.213,0.0,0.0
realistic_deep,0.85,-0.3,0.55,0.7,0.3,0.3,0.05,6,10;4;6,2.2675,2.363,2.3158,0.0,1.5762,0.8786,4.213,2.128,0.0,0.02
realistic_deep,0.85,-0.3,0.55,0.7,0.3,0.3,0.05,6,10;4;6,2.2675,2.363,2.2449,0.0,1.5762,0.8786,4.213,-0.998,0.0,0.05
realistic_deep,0.85,-0.3,0.55,0.7,0.3,0.3,0.05,6,10;4;6,2.2675,2.363,2.3323,0.0614,1.5762,0.8786,4.213,2.858,0.05,0.0
realistic_deep,0.85,-0.3,0.55,0.7,0.3,0.3,0.05,6,10;4;6,2.2675,2.363,2.2772,0.0573,1.5762,0.8786,4.213,0.426,0.05,0.02
realistic_deep,0.85,-0.3,0.55,0.7,0.3,0.3,0.05,6,10;4;6,2.2675,2.363,2.2346,0.0206,1.5762,0.8786,4.213,-1.452,0.05,0.05
realistic_deep,0.85,-0.3,0.55,0.7,0.3,0.3,0.05,6,10;4;6,2.2675,2.363,2.356,0.014,1.5762,0.8786,4.213,3.904,0.15,0.0
realistic_deep,0.85,-0.3,0.55,0.7,0.3,0.3,0.05,6,10;4;6,2.2675,2.363,2.297,0.0374,1.5762,0.8786,4.213,1.303,0.15,0.02
realistic_deep,0.85,-0.3,0.55,0.7,0.3,0.3,0.05,6,10;4;6,2.2675,2.363,2.2366,0.0129,1.5762,0.8786,4.213,-1.361,0.15,0.05
realistic_deep,0.85,-0.3,0.55,0.7,0.3,0.3,0.1,4,7;3;4,1.8875,1.9635,1.9635,0.0,1.5045,0.8343,4.029,4.029,0.0,0.0
realistic_deep,0.85,-0.3,0.55,0.7,0.3,0.3,0.1,4,7;3;4,1.8875,1.9635,1.9243,0.0,1.5045,0.8343,4.029,1.949,0.0,0.02
realistic_deep,0.85,-0.3,0.55,0.7,0.3,0.3,0.1,4,7;3;4,1.8875,1.9635,1.8654,0.0,1.5045,0.8343,4.029,-1.172,0.0,0.05
realistic_deep,0.85,-0.3,0.55,0.7,0.3,0.3,0.1,4,7;3;4,1.8875,1.9635,1.9331,0.0493,1.5045,0.8343,4.029,2.417,0.05,0.0
realistic_deep,0.85,-0.3,0.55,0.7,0.3,0.3,0.1,4,7;3;4,1.8875,1.9635,1.9191,0.0104,1.5045,0.8343,4.029,1.672,0.05,0.02
realistic_deep,0.85,-0.3,0.55,0.7,0.3,0.3,0.1,4,7;3;4,1.8875,1.9635,1.8415,0.037,1.5045,0.8343,4.029,-2.436,0.05,0.05
realistic_deep,0.85,-0.3,0.55,0.7,0.3,0.3,0.1,4,7;3;4,1.8875,1.9635,1.9353,0.0565,1.5045,0.8343,4.029,2.533,0.15,0.0
realistic_deep,0.85,-0.3,0.55,0.7,0.3,0.3,0.1,4,7;3;4,1.8875,1.9635,1.8994,0.0381,1.5045,0.8343,4.029,0.629,0.15,0.02
realistic_deep,0.85,-0.3,0.55,0.7,0.3,0.3,0.1,4,7;3;4,1.8875,1.9635,1.8641,0.0025,1.5045,0.8343,4.029,-1.237,0.15,0.05
realistic_deep,0.85,-0.3,0.55,0.7,0.3,0.3,0.2,3,5;2;3,1.5085,1.5634,1.5634,0.0,1.3792,0.702,3.64,3.64,0.0,0.0
realistic_deep,0.85,-0.3,0.55,0.7,0.3,0.3,0.2,3,5;2;3,1.5085,1.5634,1.5322,0.0,1.3792,0.702,3.64,1.567,0.0,0.02
realistic_deep,0.85,-0.3,0.55,0.7,0.3,0.3,0.2,3,5;2;3,1.5085,1.5634,1.4853,0.0,1.3792,0.702,3.64,-1.542,0.0,0.05
realistic_deep,0.85,-0.3,0.55,0.7,0.3,0.3,0.2,3,5;2;3,1.5085,1.5634,1.5634,0.0,1.3792,0.702,3.64,3.64,0.05,0.0
realistic_deep,0.85,-0.3,0.55,0.7,0.3,0.3,0.2,3,5;2;3,1.5085,1.5634,1.506,0.0524,1.3792,0.702,3.64,-0.168,0.05,0.02
realistic_deep,0.85,-0.3,0.55,0.7,0.3,0.3,0.2,3,5;2;3,1.5085,1.5634,1.4853,0.0,1.3792,0.702,3.64,-1.542,0.05,0.05
realistic_deep,0.85,-0.3,0.55,0.7,0.3,0.3,0.2,3,5;2;3,1.5085,1.5634,1.5432,0.0367,1.3792,0.702,3.64,2.301,0.15,0.0
realistic_deep,0.85,-0.3,0.55,0.7,0.3,0.3,0.2,3,5;2;3,1.5085,1.5634,1.4798,0.0641,1.3792,0.702,3.64,-1.904,0.15,0.02
realistic_deep,0.85,-0.3,0.55,0.7,0.3,0.3,0.2,3,5;2;3,1.5085,1.5634,1.4853,0.0,1.3792,0.702,3.64,-1.542,0.15,0.05
realistic_deep,0.85,-0.3,0.55,0.7,0.3,0.3,0.4,1,3;1;2,1.1821,1.2144,1.2144,0.0,1.1821,0.0,2.727,2.727,0.0,0.0
realistic_deep,0.85,-0.3,0.55,0.7,0.3,0.3,0.4,1,3;1;2,1.1821,1.2144,1.1901,0.0,1.1821,0.0,2.727,0.672,0.0,0.02
realistic_deep,0.85,-0.3,0.55,0.7,0.3,0.3,0.4,1,3;1;2,1.1821,1.2144,1.1537,0.0,1.1821,0.0,2.727,-2.409,0.0,0.05
realistic_deep,0.85,-0.3,0.55,0.7,0.3,0.3,0.4,1,3;1;2,1.1821,1.2144,1.2071,0.0124,1.1821,0.0,2.727,2.108,0.05,0.0
realistic_deep,0.85,-0.3,0.55,0.7,0.3,0.3,0.4,1,3;1;2,1.1821,1.2144,1.1891,0.0019,1.1821,0.0,2.727,0.584,0.05,0.02
realistic_deep,0.85,-0.3,0.55,0.7,0.3,0.3,0.4,1,3;1;2,1.1821,1.2144,1.1527,0.0018,1.1821,0.0,2.727,-2.487,0.05,0.05
realistic_deep,0.85,-0.3,0.55,0.7,0.3,0.3,0.4,1,3;1;2,1.1821,1.2144,1.202,0.0242,1.1821,0.0,2.727,1.683,0.15,0.0
realistic_deep,0.85,-0.3,0.55,0.7,0.3,0.3,0.4,1,3;1;2,1.1821,1.2144,1.1771,0.0159,1.1821,0.0,2.727,-0.423,0.15,0.02
realistic_deep,0.85,-0.3,0.55,0.7,0.3,0.3,0.4,1,3;1;2,1.1821,1.2144,1.1305,0.0382,1.1821,0.0,2.727,-4.372,0.15,0.05
realistic_deep,0.85,-0.2,0.65,0.75,0.2,0.2,0.05,7,10;5;7,2.5584,2.6208,2.6208,0.0,1.6381,0.9365,2.44,2.44,0.0,0.0
realistic_deep,0.85,-0.2,0.65,0.75,0.2,0.2,0.05,7,10;5;7,2.5584,2.6208,2.5684,0.0,1.6381,0.9365,2.44,0.391,0.0,0.02
realistic_deep,0.85,-0.2,0.65,0.75,0.2,0.2,0.05,7,10;5;7,2.5584,2.6208,2.4897,0.0,1.6381,0.9365,2.44,-2.682,0.0,0.05
realistic_deep,0.85,-0.2,0.65,0.75,0.2,0.2,0.05,7,10;5;7,2.5584,2.6208,2.6208,0.0,1.6381,0.9365,2.44,2.44,0.05,0.0
realistic_deep,0.85,-0.2,0.65,0.75,0.2,0.2,0.05,7,10;5;7,2.5584,2.6208,2.5614,0.0139,1.6381,0.9365,2.44,0.12,0.05,0.02
realistic_deep,0.85,-0.2,0.65,0.75,0.2,0.2,0.05,7,10;5;7,2.5584,2.6208,2.4482,0.0831,1.6381,0.9365,2.44,-4.306,0.05,0.05
realistic_deep,0.85,-0.2,0.65,0.75,0.2,0.2,0.05,7,10;5;7,2.5584,2.6208,2.6018,0.0379,1.6381,0.9365,2.44,1.699,0.15,0.0
realistic_deep,0.85,-0.2,0.65,0.75,0.2,0.2,0.05,7,10;5;7,2.5584,2.6208,2.5318,0.0486,1.6381,0.9365,2.44,-1.036,0.15,0.02
realistic_deep,0.85,-0.2,0.65,0.75,0.2,0.2,0.05,7,10;5;7,2.5584,2.6208,2.4787,0.014,1.6381,0.9365,2.44,-3.112,0.15,0.05
realistic_deep,0.85,-0.2,0.65,0.75,0.2,0.2,0.1,5,7;3;5,2.0991,2.1447,2.1447,0.0,1.5636,0.9215,2.172,2.172,0.0,0.0
realistic_deep,0.85,-0.2,0.65,0.75,0.2,0.2,0.1,5,7;3;5,2.0991,2.1447,2.1018,0.0,1.5636,0.9215,2.172,0.129,0.0,0.02
realistic_deep,0.85,-0.2,0.65,0.75,0.2,0.2,0.1,5,7;3;5,2.0991,2.1447,2.0374,0.0,1.5636,0.9215,2.172,-2.937,0.0,0.05
realistic_deep,0.85,-0.2,0.65,0.75,0.2,0.2,0.1,5,7;3;5,2.0991,2.1447,2.1411,0.0071,1.5636,0.9215,2.172,2.003,0.05,0.0
realistic_deep,0.85,-0.2,0.65,0.75,0.2,0.2,0.1,5,7;3;5,2.0991,2.1447,2.1018,0.0,1.5636,0.9215,2.172,0.129,0.05,0.02
realistic_deep,0.85,-0.2,0.65,0.75,0.2,0.2,0.1,5,7;3;5,2.0991,2.1447,2.0374,0.0,1.5636,0.9215,2.172,-2.937,0.05,0.05
realistic_deep,0.85,-0.2,0.65,0.75,0.2,0.2,0.1,5,7;3;5,2.0991,2.1447,2.1404,0.0085,1.5636,0.9215,2.172,1.97,0.15,0.0
realistic_deep,0.85,-0.2,0.65,0.75,0.2,0.2,0.1,5,7;3;5,2.0991,2.1447,2.0976,0.0083,1.5636,0.9215,2.172,-0.069,0.15,0.02
realistic_deep,0.85,-0.2,0.65,0.75,0.2,0.2,0.1,5,7;3;5,2.0991,2.1447,1.9922,0.0722,1.5636,0.9215,2.172,-5.09,0.15,0.05
realistic_deep,0.85,-0.2,0.65,0.75,0.2,0.2,0.2,3,5;2;3,1.6465,1.675,1.675,0.0,1.4333,0.8821,1.731,1.731,0.0,0.0
realistic_deep,0.85,-0.2,0.65,0.75,0.2,0.2,0.2,3,5;2;3,1.6465,1.675,1.6415,0.0,1.4333,0.8821,1.731,-0.303,0.0,0.02
realistic_deep,0.85,-0.2,0.65,0.75,0.2,0.2,0.2,3,5;2;3,1.6465,1.675,1.5913,0.0,1.4333,0.8821,1.731,-3.355,0.0,0.05
realistic_deep,0.85,-0.2,0.65,0.75,0.2,0.2,0.2,3,5;2;3,1.6465,1.675,1.6724,0.0052,1.4333,0.8821,1.731,1.573,0.05,0.0
realistic_deep,0.85,-0.2,0.65,0.75,0.2,0.2,0.2,3,5;2;3,1.6465,1.675,1.6273,0.0227,1.4333,0.8821,1.731,-1.168,0.05,0.02
realistic_deep,0.85,-0.2,0.65,0.75,0.2,0.2,0.2,3,5;2;3,1.6465,1.675,1.5913,0.0,1.4333,0.8821,1.731,-3.355,0.05,0.05
realistic_deep,0.85,-0.2,0.65,0.75,0.2,0.2,0.2,3,5;2;3,1.6465,1.675,1.6713,0.0048,1.4333,0.8821,1.731,1.503,0.15,0.0
realistic_deep,0.85,-0.2,0.65,0.75,0.2,0.2,0.2,3,5;2;3,1.6465,1.675,1.6243,0.0344,1.4333,0.8821,1.731,-1.348,0.15,0.02
realistic_deep,0.85,-0.2,0.65,0.75,0.2,0.2,0.2,3,5;2;3,1.6465,1.675,1.5913,0.0,1.4333,0.8821,1.731,-3.355,0.15,0.05
realistic_deep,0.85,-0.2,0.65,0.75,0.2,0.2,0.4,2,3;1;2,1.2475,1.2673,1.2673,0.0,1.2286,0.4891,1.585,1.585,0.0,0.0
realistic_deep,0.85,-0.2,0.65,0.75,0.2,0.2,0.4,2,3;1;2,1.2475,1.2673,1.2419,0.0,1.2286,0.4891,1.585,-0.447,0.0,0.02
realistic_deep,0.85,-0.2,0.65,0.75,0.2,0.2,0.4,2,3;1;2,1.2475,1.2673,1.2039,0.0,1.2286,0.4891,1.585,-3.494,0.0,0.05
realistic_deep,0.85,-0.2,0.65,0.75,0.2,0.2,0.4,2,3;1;2,1.2475,1.2673,1.2486,0.0247,1.2286,0.4891,1.585,0.091,0.05,0.0
realistic_deep,0.85,-0.2,0.65,0.75,0.2,0.2,0.4,2,3;1;2,1.2475,1.2673,1.2419,0.0,1.2286,0.4891,1.585,-0.447,0.05,0.02
realistic_deep,0.85,-0.2,0.65,0.75,0.2,0.2,0.4,2,3;1;2,1.2475,1.2673,1.203,0.0018,1.2286,0.4891,1.585,-3.568,0.05,0.05
realistic_deep,0.85,-0.2,0.65,0.75,0.2,0.2,0.4,2,3;1;2,1.2475,1.2673,1.2616,0.0056,1.2286,0.4891,1.585,1.134,0.15,0.0
realistic_deep,0.85,-0.2,0.65,0.75,0.2,0.2,0.4,2,3;1;2,1.2475,1.2673,1.2334,0.0121,1.2286,0.4891,1.585,-1.13,0.15,0.02
realistic_deep,0.85,-0.2,0.65,0.75,0.2,0.2,0.4,2,3;1;2,1.2475,1.2673,1.1893,0.0124,1.2286,0.4891,1.585,-4.666,0.15,0.05
realistic_deep,0.85,-0.1,0.75,0.8,0.1,0.1,0.05,8,10;7;8,2.9866,3.0101,3.0101,0.0,1.7,0.9821,0.786,0.786,0.0,0.0
realistic_deep,0.85,-0.1,0.75,0.8,0.1,0.1,0.05,8,10;7;8,2.9866,3.0101,2.9499,0.0,1.7,0.9821,0.786,-1.23,0.0,0.02
realistic_deep,0.85,-0.1,0.75,0.8,0.1,0.1,0.05,8,10;7;8,2.9866,3.0101,2.8596,0.0,1.7,0.9821,0.786,-4.253,0.0,0.05
realistic_deep,0.85,-0.1,0.75,0.8,0.1,0.1,0.05,8,10;7;8,2.9866,3.0101,3.0075,0.0052,1.7,0.9821,0.786,0.699,0.05,0.0
realistic_deep,0.85,-0.1,0.75,0.8,0.1,0.1,0.05,8,10;7;8,2.9866,3.0101,2.9499,0.0,1.7,0.9821,0.786,-1.23,0.05,0.02
realistic_deep,0.85,-0.1,0.75,0.8,0.1,0.1,0.05,8,10;7;8,2.9866,3.0101,2.8576,0.004,1.7,0.9821,0.786,-4.32,0.05,0.05
realistic_deep,0.85,-0.1,0.75,0.8,0.1,0.1,0.05,8,10;7;8,2.9866,3.0101,2.9923,0.0244,1.7,0.9821,0.786,0.192,0.15,0.0
realistic_deep,0.85,-0.1,0.75,0.8,0.1,0.1,0.05,8,10;7;8,2.9866,3.0101,2.9455,0.0054,1.7,0.9821,0.786,-1.374,0.15,0.02
realistic_deep,0.85,-0.1,0.75,0.8,0.1,0.1,0.05,8,10;7;8,2.9866,3.0101,2.8592,0.0007,1.7,0.9821,0.786,-4.266,0.15,0.05
realistic_deep,0.85,-0.1,0.75,0.8,0.1,0.1,0.1,6,7;5;6,2.3931,2.4128,2.4128,0.0,1.6227,0.9751,0.823,0.823,0.0,0.0
realistic_deep,0.85,-0.1,0.75,0.8,0.1,0.1,0.1,6,7;5;6,2.3931,2.4128,2.3645,0.0,1.6227,0.9751,0.823,-1.194,0.0,0.02
realistic_deep,0.85,-0.1,0.75,0.8,0.1,0.1,0.1,6,7;5;6,2.3931,2.4128,2.2922,0.0,1.6227,0.9751,0.823,-4.219,0.0,0.05
realistic_deep,0.85,-0.1,0.75,0.8,0.1,0.1,0.1,6,7;5;6,2.3931,2.4128,2.412,0.001,1.6227,0.9751,0.823,0.789,0.05,0.0
realistic_deep,0.85,-0.1,0.75,0.8,0.1,0.1,0.1,6,7;5;6,2.3931,2.4128,2.3626,0.0039,1.6227,0.9751,0.823,-1.275,0.05,0.02
realistic_deep,0.85,-0.1,0.75,0.8,0.1,0.1,0.1,6,7;5;6,2.3931,2.4128,2.2913,0.0017,1.6227,0.9751,0.823,-4.253,0.05,0.05
realistic_deep,0.85,-0.1,0.75,0.8,0.1,0.1,0.1,6,7;5;6,2.3931,2.4128,2.4042,0.0162,1.6227,0.9751,0.823,0.462,0.15,0.0
realistic_deep,0.85,-0.1,0.75,0.8,0.1,0.1,0.1,6,7;5;6,2.3931,2.4128,2.3637,0.0017,1.6227,0.9751,0.823,-1.23,0.15,0.02
realistic_deep,0.85,-0.1,0.75,0.8,0.1,0.1,0.1,6,7;5;6,2.3931,2.4128,2.2913,0.0017,1.6227,0.9751,0.823,-4.253,0.15,0.05
realistic_deep,0.85,-0.1,0.75,0.8,0.1,0.1,0.2,4,5;3;4,1.8208,1.8325,1.8325,0.0,1.4875,0.966,0.643,0.643,0.0,0.0
realistic_deep,0.85,-0.1,0.75,0.8,0.1,0.1,0.2,4,5;3;4,1.8208,1.8325,1.7958,0.0,1.4875,0.966,0.643,-1.37,0.0,0.02
realistic_deep,0.85,-0.1,0.75,0.8,0.1,0.1,0.2,4,5;3;4,1.8208,1.8325,1.7409,0.0,1.4875,0.966,0.643,-4.389,0.0,0.05
realistic_deep,0.85,-0.1,0.75,0.8,0.1,0.1,0.2,4,5;3;4,1.8208,1.8325,1.8309,0.0031,1.4875,0.966,0.643,0.558,0.05,0.0
realistic_deep,0.85,-0.1,0.75,0.8,0.1,0.1,0.2,4,5;3;4,1.8208,1.8325,1.7888,0.014,1.4875,0.966,0.643,-1.754,0.05,0.02
realistic_deep,0.85,-0.1,0.75,0.8,0.1,0.1,0.2,4,5;3;4,1.8208,1.8325,1.7301,0.0139,1.4875,0.966,0.643,-4.982,0.05,0.05
realistic_deep,0.85,-0.1,0.75,0.8,0.1,0.1,0.2,4,5;3;4,1.8208,1.8325,1.8292,0.003,1.4875,0.966,0.643,0.465,0.15,0.0
realistic_deep,0.85,-0.1,0.75,0.8,0.1,0.1,0.2,4,5;3;4,1.8208,1.8325,1.7927,0.0047,1.4875,0.966,0.643,-1.545,0.15,0.02
realistic_deep,0.85,-0.1,0.75,0.8,0.1,0.1,0.2,4,5;3;4,1.8208,1.8325,1.74,0.0017,1.4875,0.966,0.643,-4.436,0.15,0.05
realistic_deep,0.85,-0.1,0.75,0.8,0.1,0.1,0.4,2,3;2;2,1.335,1.3398,1.3398,0.0,1.275,0.9256,0.361,0.361,0.0,0.0
realistic_deep,0.85,-0.1,0.75,0.8,0.1,0.1,0.4,2,3;2;2,1.335,1.3398,1.313,0.0,1.275,0.9256,0.361,-1.646,0.0,0.02
realistic_deep,0.85,-0.1,0.75,0.8,0.1,0.1,0.4,2,3;2;2,1.335,1.3398,1.2728,0.0,1.275,0.9256,0.361,-4.657,0.0,0.05
realistic_deep,0.85,-0.1,0.75,0.8,0.1,0.1,0.4,2,3;2;2,1.335,1.3398,1.3398,0.0,1.275,0.9256,0.361,0.361,0.05,0.0
realistic_deep,0.85,-0.1,0.75,0.8,0.1,0.1,0.4,2,3;2;2,1.335,1.3398,1.313,0.0,1.275,0.9256,0.361,-1.646,0.05,0.02
realistic_deep,0.85,-0.1,0.75,0.8,0.1,0.1,0.4,2,3;2;2,1.335,1.3398,1.2728,0.0,1.275,0.9256,0.361,-4.657,0.05,0.05
realistic_deep,0.85,-0.1,0.75,0.8,0.1,0.1,0.4,2,3;2;2,1.335,1.3398,1.3287,0.0099,1.275,0.9256,0.361,-0.472,0.15,0.0
realistic_deep,0.85,-0.1,0.75,0.8,0.1,0.1,0.4,2,3;2;2,1.335,1.3398,1.307,0.012,1.275,0.9256,0.361,-2.095,0.15,0.02
realistic_deep,0.85,-0.1,0.75,0.8,0.1,0.1,0.4,2,3;2;2,1.335,1.3398,1.2719,0.0018,1.275,0.9256,0.361,-4.725,0.15,0.05
realistic_deep,0.85,0.0,0.85,0.85,0.0,0.0,0.05,10,10;10;10,3.7007,3.7007,3.7007,0.0,1.7619,1.0,0.0,0.0,0.0,0.0
realistic_deep,0.85,0.0,0.85,0.85,0.0,0.0,0.05,10,10;10;10,3.7007,3.7007,3.6267,0.0,1.7619,1.0,0.0,-2.0,0.0,0.02
realistic_deep,0.85,0.0,0.85,0.85,0.0,0.0,0.05,10,10;10;10,3.7007,3.7007,3.5157,0.0,1.7619,1.0,0.0,-5.0,0.0,0.05
realistic_deep,0.85,0.0,0.85,0.85,0.0,0.0,0.05,10,10;10;10,3.7007,3.7007,3.7007,0.0,1.7619,1.0,0.0,0.0,0.05,0.0
realistic_deep,0.85,0.0,0.85,0.85,0.0,0.0,0.05,10,10;10;10,3.7007,3.7007,3.6267,0.0,1.7619,1.0,0.0,-2.0,0.05,0.02
realistic_deep,0.85,0.0,0.85,0.85,0.0,0.0,0.05,10,10;10;10,3.7007,3.7007,3.5157,0.0,1.7619,1.0,0.0,-5.0,0.05,0.05
realistic_deep,0.85,0.0,0.85,0.85,0.0,0.0,0.05,10,10;10;10,3.7007,3.7007,3.7007,0.0,1.7619,1.0,0.0,0.0,0.15,0.0
realistic_deep,0.85,0.0,0.85,0.85,0.0,0.0,0.05,10,10;10;10,3.7007,3.7007,3.6267,0.0,1.7619,1.0,0.0,-2.0,0.15,0.02
realistic_deep,0.85,0.0,0.85,0.85,0.0,0.0,0.05,10,10;10;10,3.7007,3.7007,3.5157,0.0,1.7619,1.0,0.0,-5.0,0.15,0.05
realistic_deep,0.85,0.0,0.85,0.85,0.0,0.0,0.1,7,7;7;7,2.853,2.853,2.853,0.0,1.6818,1.0,0.0,0.0,0.0,0.0
realistic_deep,0.85,0.0,0.85,0.85,0.0,0.0,0.1,7,7;7;7,2.853,2.853,2.7959,0.0,1.6818,1.0,0.0,-2.0,0.0,0.02
