seed,frac,t_qterms,L,rank,answer_score,top_distractor_score,qterm_idf_mean,dist_lennorm_mean,answer_len,n_templated_distractors
10,0.5,2,64,1,30.989387,30.288793,4.358513,1.943740,50,15
10,0.5,2,128,1,31.071135,27.928543,4.358513,2.869702,50,15
10,0.5,2,256,1,31.231337,25.418324,4.358513,4.670262,50,15
10,0.5,2,512,1,31.539169,25.668860,4.358513,8.078752,50,15
10,1.0,2,0,1,31.847585,25.793832,4.700721,1.000000,50,30
10,1.0,2,4,4,30.028221,30.704353,4.035453,1.059029,50,30
10,1.0,2,8,6,30.038326,32.036186,4.035453,1.117917,50,30
10,1.0,2,16,6,30.058483,32.613739,4.035453,1.235271,50,30
10,1.0,2,32,6,30.098592,32.179850,4.035453,1.468304,50,30
10,1.0,2,64,4,30.177990,30.629463,4.035453,1.927786,50,30
10,1.0,2,128,1,30.333586,28.119404,4.035453,2.821263,50,30
10,1.0,2,256,1,30.632570,25.205893,4.035453,4.512630,50,30
10,1.0,2,512,1,31.185949,22.620642,4.035453,7.557559,50,30
11,0.5,1,0,1,28.834115,25.812780,4.798042,1.000000,50,15
11,0.5,1,4,2,28.188130,30.605010,4.324258,1.059514,50,15
11,0.5,1,8,2,28.193594,30.991424,4.324258,1.118957,50,15
11,0.5,1,16,2,28.204510,30.543990,4.324258,1.237630,50,15
11,0.5,1,32,2,28.226288,29.095198,4.324258,1.474124,50,15
11,0.5,1,64,1,28.269638,26.500165,4.324258,1.943740,50,15
11,0.5,1,128,1,28.355517,25.295348,4.324258,2.869702,50,15
11,0.5,1,256,1,28.524068,25.425770,4.324258,4.670262,50,15
11,0.5,1,512,1,28.848889,25.676380,4.324258,8.078752,50,15
11,1.0,1,0,1,28.834115,25.812780,4.798042,1.000000,50,30
11,1.0,1,4,3,27.753216,30.075789,4.004090,1.059029,50,30
11,1.0,1,8,3,27.763983,30.398540,4.004090,1.117917,50,30
11,1.0,1,16,3,27.785466,29.919881,4.004090,1.235271,50,30
11,1.0,1,32,2,27.828227,28.469263,4.004090,1.468304,50,30
11,1.0,1,64,1,27.912942,25.904088,4.004090,1.927786,50,30
11,1.0,1,128,1,28.079211,22.377007,4.004090,2.821263,50,30
11,1.0,1,256,1,28.399647,18.544183,4.004090,4.512630,50,30
11,1.0,1,512,1,28.996061,15.246227,4.004090,7.557559,50,30
11,0.5,2,0,1,28.834115,25.812780,4.689510,1.000000,50,15
11,0.5,2,4,2,27.824076,28.667021,4.270635,1.059514,50,15
11,0.5,2,8,2,27.829451,30.837949,4.270635,1.118957,50,15
11,0.5,2,16,3,27.840187,31.858006,4.270635,1.237630,50,15
11,0.5,2,32,3,27.861610,31.607049,4.270635,1.474124,50,15
11,0.5,2,64,2,27.904251,30.140007,4.270635,1.943740,50,15
11,0.5,2,128,1,27.988725,27.732596,4.270635,2.869702,50,15
11,0.5,2,256,1,28.154512,24.986976,4.270635,4.670262,50,15
11,0.5,2,512,1,28.473985,25.165684,4.270635,8.078752,50,15
11,1.0,2,0,1,28.834115,25.812780,4.689510,1.000000,50,30
11,1.0,2,4,4,27.203838,29.346127,4.017980,1.059029,50,30
11,1.0,2,8,4,27.214337,30.668400,4.017980,1.117917,50,30
11,1.0,2,16,7,27.235283,31.226569,4.017980,1.235271,50,30
11,1.0,2,32,4,27.276975,30.776485,4.017980,1.468304,50,30
11,1.0,2,64,4,27.359569,29.249535,4.017980,1.927786,50,30
11,1.0,2,128,1,27.521668,26.856051,4.017980,2.821263,50,30
11,1.0,2,256,1,27.834036,24.166260,4.017980,4.512630,50,30
11,1.0,2,512,1,28.415320,21.846101,4.017980,7.557559,50,30
12,0.5,1,0,1,32.779100,26.262698,4.739201,1.000000,50,15
12,0.5,1,4,3,32.266885,32.972412,4.362724,1.059514,50,15
12,0.5,1,8,3,32.272322,33.359736,4.362724,1.118957,50,15
12,0.5,1,16,3,32.283182,32.896640,4.362724,1.237630,50,15
12,0.5,1,32,1,32.304847,31.393374,4.362724,1.474124,50,15
12,0.5,1,64,1,32.347952,28.658269,4.362724,1.943740,50,15
12,0.5,1,128,1,32.433284,25.714412,4.362724,2.869702,50,15
12,0.5,1,256,1,32.600509,25.846995,4.362724,4.670262,50,15
12,0.5,1,512,1,32.921837,26.101757,4.362724,8.078752,50,15
12,1.0,1,0,1,32.779100,26.262698,4.739201,1.000000,50,30
12,1.0,1,4,3,31.938688,32.572816,4.120162,1.059029,50,30
12,1.0,1,8,3,31.949435,32.913224,4.120162,1.117917,50,30
12,1.0,1,16,3,31.970876,32.429276,4.120162,1.235271,50,30
12,1.0,1,32,1,32.013536,30.930864,4.120162,1.468304,50,30
12,1.0,1,64,1,32.097985,28.232017,4.120162,1.927786,50,30
12,1.0,1,128,1,32.263481,24.435724,4.120162,2.821263,50,30
12,1.0,1,256,1,32.581487,20.210221,4.120162,4.512630,50,30
12,1.0,1,512,1,33.170074,16.498978,4.120162,7.557559,50,30
12,0.5,2,0,1,32.779100,26.262698,4.660089,1.000000,50,15
12,0.5,2,4,3,31.862895,32.552814,4.324970,1.059514,50,15
12,0.5,2,8,4,31.868264,34.004221,4.324970,1.118957,50,15
12,0.5,2,16,4,31.878989,34.637811,4.324970,1.237630,50,15
12,0.5,2,32,4,31.900382,34.180557,4.324970,1.474124,50,15
12,0.5,2,64,3,31.942948,32.517701,4.324970,1.943740,50,15
12,0.5,2,128,1,32.027211,29.807668,4.324970,2.869702,50,15
12,0.5,2,256,1,32.192342,26.638520,4.324970,4.670262,50,15
12,0.5,2,512,1,32.509647,26.388107,4.324970,8.078752,50,15
12,1.0,2,0,1,32.779100,26.262698,4.660089,1.000000,50,30
12,1.0,2,4,4,31.183410,31.805507,4.076016,1.059029,50,30
12,1.0,2,8,6,31.193903,33.155623,4.076016,1.117917,50,30
12,1.0,2,16,6,31.214837,33.717697,4.076016,1.235271,50,30
12,1.0,2,32,6,31.256488,33.226082,4.076016,1.468304,50,30
12,1.0,2,64,5,31.338940,31.569157,4.076016,1.927786,50,30
12,1.0,2,128,1,31.500523,28.908519,4.076016,2.821263,50,30
12,1.0,2,256,1,31.811009,25.827222,4.076016,4.512630,50,30
12,1.0,2,512,1,32.385676,23.094560,4.076016,7.557559,50,30
13,0.5,1,0,1,28.090394,26.101429,4.739201,1.000000,50,15
13,0.5,1,4,3,27.719281,31.823175,4.362724,1.059514,50,15
13,0.5,1,8,3,27.724641,32.235024,4.362724,1.118957,50,15
13,0.5,1,16,3,27.735349,31.817884,4.362724,1.237630,50,15
13,0.5,1,32,2,27.756713,30.395846,4.362724,1.474124,50,15
13,0.5,1,64,1,27.799236,27.790492,4.362724,1.943740,50,15
13,0.5,1,128,1,27.883479,24.919746,4.362724,2.869702,50,15
13,0.5,1,256,1,28.048813,25.048232,4.362724,4.670262,50,15
13,0.5,1,512,1,28.367420,25.295120,4.362724,8.078752,50,15
13,1.0,1,0,1,28.090394,26.101429,4.739201,1.000000,50,30
13,1.0,1,4,3,27.481961,31.423375,4.120162,1.059029,50,30
13,1.0,1,8,3,27.492549,31.788092,4.120162,1.117917,50,30
13,1.0,1,16,3,27.513676,31.349643,4.120162,1.235271,50,30
13,1.0,1,32,2,27.555728,29.931485,4.120162,1.468304,50,30
13,1.0,1,64,1,27.639033,27.360389,4.120162,1.927786,50,30
13,1.0,1,128,1,27.802526,23.737624,4.120162,2.821263,50,30
13,1.0,1,256,1,28.117568,19.703201,4.120162,4.512630,50,30
13,1.0,1,512,1,28.703796,16.159326,4.120162,7.557559,50,30
13,0.5,2,0,1,28.090394,26.101429,4.685095,1.000000,50,15
13,0.5,2,4,5,27.379714,32.260855,4.327114,1.059514,50,15
13,0.5,2,8,6,27.384991,33.734062,4.327114,1.118957,50,15
13,0.5,2,16,9,27.395532,34.431075,4.327114,1.237630,50,15
13,0.5,2,32,9,27.416564,34.088971,4.327114,1.474124,50,15
13,0.5,2,64,5,27.458426,32.586782,4.327114,1.943740,50,15
13,0.5,2,128,5,27.541358,30.036839,4.327114,2.869702,50,15
13,0.5,2,256,1,27.704114,26.954011,4.327114,4.670262,50,15
13,0.5,2,512,1,28.017732,25.281082,4.327114,8.078752,50,15
13,1.0,2,0,1,28.090394,26.101429,4.685095,1.000000,50,30
13,1.0,2,4,8,26.882549,31.498604,4.076016,1.059029,50,30
13,1.0,2,8,8,26.892844,32.873610,4.076016,1.117917,50,30
13,1.0,2,16,11,26.913385,33.500011,4.076016,1.235271,50,30
13,1.0,2,32,9,26.954270,33.122827,4.076016,1.468304,50,30
13,1.0,2,64,8,27.035262,31.624929,4.076016,1.927786,50,30
13,1.0,2,128,6,27.194205,29.123397,4.076016,2.821263,50,30
13,1.0,2,256,1,27.500444,26.131212,4.076016,4.512630,50,30
13,1.0,2,512,1,28.070164,23.392619,4.076016,7.557559,50,30
14,0.5,1,0,1,29.960416,25.683864,4.739201,1.000000,50,15
14,0.5,1,4,3,29.344249,30.170319,4.287216,1.059514,50,15
14,0.5,1,8,3,29.349557,30.559715,4.287216,1.118957,50,15
14,0.5,1,16,3,29.360160,30.127474,4.287216,1.237630,50,15
14,0.5,1,32,1,29.381312,28.709878,4.287216,1.474124,50,15
14,0.5,1,64,1,29.423408,26.163951,4.287216,1.943740,50,15
14,0.5,1,128,1,29.506774,24.730766,4.287216,2.869702,50,15
14,0.5,1,256,1,29.670275,24.858277,4.287216,4.670262,50,15
14,0.5,1,512,1,29.984928,25.103293,4.287216,8.078752,50,15
14,1.0,1,0,1,29.960416,25.683864,4.739201,1.000000,50,30
14,1.0,1,4,3,29.037639,29.796927,4.060443,1.059029,50,30
14,1.0,1,8,3,29.048136,30.142597,4.060443,1.117917,50,30
14,1.0,1,16,3,29.069079,29.691023,4.060443,1.235271,50,30
14,1.0,1,32,1,29.110759,28.277919,4.060443,1.468304,50,30
14,1.0,1,64,1,29.193300,25.764710,4.060443,1.927786,50,30
14,1.0,1,128,1,29.355185,22.300470,4.060443,2.821263,50,30
14,1.0,1,256,1,29.666732,18.529484,4.060443,4.512630,50,30
14,1.0,1,512,1,30.245057,15.280650,4.060443,7.557559,50,30
14,0.5,2,0,1,29.960416,25.683864,4.768622,1.000000,50,15
14,0.5,2,4,3,28.904443,29.777658,4.382727,1.059514,50,15
14,0.5,2,8,3,28.909677,31.268380,4.382727,1.118957,50,15
14,0.5,2,16,3,28.920131,31.967876,4.382727,1.237630,50,15
14,0.5,2,32,3,28.940988,31.632457,4.382727,1.474124,50,15
14,0.5,2,64,3,28.982497,30.201025,4.382727,1.943740,50,15
14,0.5,2,128,1,29.064700,27.882614,4.382727,2.869702,50,15
14,0.5,2,256,1,29.225921,25.237393,4.382727,4.670262,50,15
14,0.5,2,512,1,29.536195,25.126680,4.382727,8.078752,50,15
14,1.0,2,0,1,29.960416,25.683864,4.768622,1.000000,50,30
14,1.0,2,4,5,28.063556,30.501517,4.075150,1.059029,50,30
14,1.0,2,8,5,28.073726,31.873865,4.075150,1.117917,50,30
14,1.0,2,16,5,28.094015,32.484882,4.075150,1.235271,50,30
14,1.0,2,32,5,28.134393,32.083496,4.075150,1.468304,50,30
14,1.0,2,64,5,28.214359,30.571752,4.075150,1.927786,50,30
14,1.0,2,128,1,28.371196,28.108813,4.075150,2.821263,50,30
14,1.0,2,256,1,28.673045,25.245352,4.075150,4.512630,50,30
14,1.0,2,512,1,29.233419,22.703526,4.075150,7.557559,50,30
15,0.5,1,0,1,29.812296,25.261898,4.487887,1.000000,50,15
15,0.5,1,4,1,29.546728,26.246561,4.217012,1.059514,50,15
15,0.5,1,8,1,29.552030,26.520706,4.217012,1.118957,50,15
15,0.5,1,16,1,29.562620,26.225979,4.217012,1.237630,50,15
15,0.5,1,32,1,29.583749,25.167034,4.217012,1.474124,50,15
15,0.5,1,64,1,29.625797,24.956186,4.217012,1.943740,50,15
15,0.5,1,128,1,29.709063,25.022019,4.217012,2.869702,50,15
15,0.5,1,256,1,29.872355,25.151032,4.217012,4.670262,50,15
15,0.5,1,512,1,30.186553,25.398934,4.217012,8.078752,50,15
15,1.0,1,0,1,29.812296,25.261898,4.487887,1.000000,50,30
15,1.0,1,4,2,29.339003,29.654999,4.004090,1.059029,50,30
15,1.0,1,8,2,29.349490,29.986134,4.004090,1.117917,50,30
15,1.0,1,16,2,29.370410,29.523252,4.004090,1.235271,50,30
15,1.0,1,32,1,29.412043,28.100714,4.004090,1.468304,50,30
15,1.0,1,64,1,29.494487,25.580842,4.004090,1.927786,50,30
15,1.0,1,128,1,29.656162,22.116341,4.004090,2.821263,50,30
15,1.0,1,256,1,29.967231,18.353606,4.004090,4.512630,50,30
15,1.0,1,512,1,30.544409,15.117898,4.004090,7.557559,50,30
15,0.5,2,0,1,29.812296,25.261898,4.510618,1.000000,50,15
15,0.5,2,4,2,29.293673,29.805206,4.287878,1.059514,50,15
15,0.5,2,8,2,29.298935,31.242193,4.287878,1.118957,50,15
15,0.5,2,16,2,29.309445,31.890976,4.287878,1.237630,50,15
15,0.5,2,32,2,29.330415,31.504142,4.287878,1.474124,50,15
15,0.5,2,64,2,29.372145,30.015935,4.287878,1.943740,50,15
15,0.5,2,128,1,29.454784,27.637134,4.287878,2.869702,50,15
15,0.5,2,256,1,29.616848,25.198948,4.287878,4.670262,50,15
15,0.5,2,512,1,29.928689,25.447323,4.287878,8.078752,50,15
15,1.0,2,0,1,29.812296,25.261898,4.510618,1.000000,50,30
15,1.0,2,4,4,28.649236,30.786456,4.017980,1.059029,50,30
15,1.0,2,8,4,28.659490,32.124375,4.017980,1.117917,50,30
15,1.0,2,16,4,28.679948,32.698554,4.017980,1.235271,50,30
15,1.0,2,32,4,28.720659,32.253020,4.017980,1.468304,50,30
15,1.0,2,64,4,28.801280,30.683271,4.017980,1.927786,50,30
15,1.0,2,128,1,28.959380,28.147295,4.017980,2.821263,50,30
15,1.0,2,256,1,29.263582,25.205536,4.017980,4.512630,50,30
15,1.0,2,512,1,29.828048,22.595601,4.017980,7.557559,50,30
16,0.5,1,0,1,31.580053,25.346698,4.683632,1.000000,50,15
16,0.5,1,4,1,31.091157,30.103603,4.324258,1.059514,50,15
16,0.5,1,8,1,31.096396,30.502532,4.324258,1.118957,50,15
16,0.5,1,16,1,31.106861,30.078253,4.324258,1.237630,50,15
16,0.5,1,32,1,31.127736,28.669486,4.324258,1.474124,50,15
16,0.5,1,64,1,31.169271,26.136210,4.324258,1.943740,50,15
16,0.5,1,128,1,31.251493,25.273968,4.324258,2.869702,50,15
16,0.5,1,256,1,31.412625,25.404280,4.324258,4.670262,50,15
16,0.5,1,512,1,31.722244,25.654678,4.324258,8.078752,50,15
16,1.0,1,0,1,31.580053,25.346698,4.683632,1.000000,50,30
16,1.0,1,4,2,30.694227,31.327080,4.031870,1.059029,50,30
16,1.0,1,8,2,30.704556,31.671777,4.031870,1.117917,50,30
16,1.0,1,16,2,30.725161,31.219880,4.031870,1.235271,50,30
16,1.0,1,32,1,30.766159,29.791820,4.031870,1.468304,50,30
16,1.0,1,64,1,30.847318,27.211683,4.031870,1.927786,50,30
16,1.0,1,128,1,31.006366,23.579429,4.031870,2.821263,50,30
16,1.0,1,256,1,31.311981,19.535528,4.031870,4.512630,50,30
16,1.0,1,512,1,31.877634,15.983567,4.031870,7.557559,50,30
16,0.5,2,0,1,31.580053,25.346698,4.608491,1.000000,50,15
16,0.5,2,4,2,30.462787,31.160728,4.200344,1.059514,50,15
16,0.5,2,8,4,30.467921,32.571101,4.200344,1.118957,50,15
16,0.5,2,16,4,30.478173,33.200451,4.200344,1.237630,50,15
16,0.5,2,32,4,30.498626,32.787671,4.200344,1.474124,50,15
16,0.5,2,64,2,30.539322,31.225205,4.200344,1.943740,50,15
16,0.5,2,128,1,30.619882,28.665648,4.200344,2.869702,50,15
16,0.5,2,256,1,30.777758,25.668208,4.200344,4.670262,50,15
16,0.5,2,512,1,31.081120,25.164035,4.200344,8.078752,50,15
16,1.0,2,0,1,31.580053,25.346698,4.608491,1.000000,50,30
16,1.0,2,4,3,30.004460,30.652478,4.031870,1.059029,50,30
16,1.0,2,8,5,30.014557,31.997779,4.031870,1.117917,50,30
16,1.0,2,16,6,30.034699,32.582376,4.031870,1.235271,50,30
16,1.0,2,32,6,30.074776,32.151875,4.031870,1.468304,50,30
16,1.0,2,64,3,30.154111,30.603726,4.031870,1.927786,50,30
16,1.0,2,128,1,30.309584,28.095890,4.031870,2.821263,50,30
16,1.0,2,256,1,30.608332,25.184651,4.031870,4.512630,50,30
16,1.0,2,512,1,31.161273,22.601347,4.031870,7.557559,50,30
17,0.5,1,0,1,32.398264,26.227419,4.739201,1.000000,50,15
17,0.5,1,4,1,31.833085,26.713502,4.324258,1.059514,50,15
17,0.5,1,8,1,31.838449,26.848206,4.324258,1.118957,50,15
17,0.5,1,16,1,31.849163,26.494950,4.324258,1.237630,50,15
17,0.5,1,32,1,31.870536,25.691389,4.324258,1.474124,50,15
17,0.5,1,64,1,31.913062,25.725670,4.324258,1.943740,50,15
17,0.5,1,128,1,31.997246,25.793533,4.324258,2.869702,50,15
17,0.5,1,256,1,32.162223,25.926523,4.324258,4.670262,50,15
17,0.5,1,512,1,32.479231,26.182069,4.324258,8.078752,50,15
17,1.0,1,0,1,32.398264,26.227419,4.739201,1.000000,50,30
17,1.0,1,4,1,31.516039,26.709167,4.089857,1.059029,50,30
17,1.0,1,8,1,31.526645,26.809744,4.089857,1.117917,50,30
17,1.0,1,16,1,31.547801,26.426064,4.089857,1.235271,50,30
17,1.0,1,32,1,31.589897,25.320947,4.089857,1.468304,50,30
17,1.0,1,64,1,31.673229,23.316275,4.089857,1.927786,50,30
17,1.0,1,128,1,31.836535,20.481328,4.089857,2.821263,50,30
17,1.0,1,256,1,32.150333,17.318977,4.089857,4.512630,50,30
17,1.0,1,512,1,32.731130,14.540015,4.089857,7.557559,50,30
17,0.5,2,0,1,32.398264,26.227419,4.613544,1.000000,50,15
17,0.5,2,4,2,31.513469,32.235567,4.289868,1.059514,50,15
17,0.5,2,8,3,31.518779,33.657920,4.289868,1.118957,50,15
17,0.5,2,16,3,31.529386,34.279925,4.289868,1.237630,50,15
17,0.5,2,32,3,31.550544,33.828488,4.289868,1.474124,50,15
17,0.5,2,64,2,31.592643,32.187619,4.289868,1.943740,50,15
17,0.5,2,128,1,31.675982,29.512721,4.289868,2.869702,50,15
17,0.5,2,256,1,31.839303,26.384255,4.289868,4.670262,50,15
17,0.5,2,512,1,32.153128,25.503335,4.289868,8.078752,50,15
17,1.0,2,0,1,32.398264,26.227419,4.613544,1.000000,50,30
17,1.0,2,4,2,30.850594,31.498816,4.046973,1.059029,50,30
17,1.0,2,8,3,30.860976,32.826527,4.046973,1.117917,50,30
17,1.0,2,16,3,30.881686,33.381022,4.046973,1.235271,50,30
17,1.0,2,32,3,30.922892,32.897184,4.046973,1.468304,50,30
17,1.0,2,64,2,31.004465,31.262883,4.046973,1.927786,50,30
17,1.0,2,128,1,31.164323,28.637105,4.046973,2.821263,50,30
17,1.0,2,256,1,31.471495,25.595587,4.046973,4.512630,50,30
17,1.0,2,512,1,32.040029,22.898084,4.046973,7.557559,50,30
18,0.5,1,0,1,30.709489,25.848926,4.630988,1.000000,50,15
18,0.5,1,4,2,30.242276,30.966444,4.287216,1.059514,50,15
18,0.5,1,8,2,30.247744,31.335883,4.287216,1.118957,50,15
18,0.5,1,16,2,30.258668,30.866732,4.287216,1.237630,50,15
18,0.5,1,32,1,30.280460,29.385371,4.287216,1.474124,50,15
18,0.5,1,64,1,30.323830,26.741146,4.287216,1.943740,50,15
18,0.5,1,128,1,30.409718,25.511407,4.287216,2.869702,50,15
18,0.5,1,256,1,30.578166,25.642943,4.287216,4.670262,50,15
18,0.5,1,512,1,30.902336,25.895693,4.287216,8.078752,50,15
18,1.0,1,0,1,30.709489,25.848926,4.630988,1.000000,50,30
18,1.0,1,4,3,29.858314,30.499134,4.004090,1.059029,50,30
18,1.0,1,8,3,29.869107,30.812933,4.004090,1.117917,50,30
18,1.0,1,16,3,29.890638,30.317515,4.004090,1.235271,50,30
18,1.0,1,32,1,29.933488,28.837340,4.004090,1.468304,50,30
18,1.0,1,64,1,30.018346,26.225113,4.004090,1.927786,50,30
18,1.0,1,128,1,30.184776,22.634121,4.004090,2.821263,50,30
18,1.0,1,256,1,30.505069,18.730921,4.004090,4.512630,50,30
18,1.0,1,512,1,31.099624,15.371322,4.004090,7.557559,50,30
18,0.5,2,0,1,30.709489,25.848926,4.685095,1.000000,50,15
18,0.5,2,4,3,29.683001,31.693963,4.309871,1.059514,50,15
18,0.5,2,8,3,29.688376,33.390435,4.309871,1.118957,50,15
18,0.5,2,16,3,29.699111,34.179413,4.309871,1.237630,50,15
18,0.5,2,32,3,29.720528,33.809102,4.309871,1.474124,50,15
18,0.5,2,64,3,29.763151,32.205976,4.309871,1.943740,50,15
18,0.5,2,128,1,29.847560,29.552418,4.309871,2.869702,50,15
18,0.5,2,256,1,30.013109,26.439216,4.309871,4.670262,50,15
18,0.5,2,512,1,30.331710,24.585439,4.309871,8.078752,50,15
18,1.0,2,0,1,30.709489,25.848926,4.685095,1.000000,50,30
18,1.0,2,4,5,28.924707,30.883936,4.032267,1.059029,50,30
18,1.0,2,8,5,28.935185,32.456073,4.032267,1.117917,50,30
18,1.0,2,16,5,28.956089,33.156916,4.032267,1.235271,50,30
18,1.0,2,32,5,28.997692,32.742350,4.032267,1.468304,50,30
18,1.0,2,64,5,29.080082,31.139569,4.032267,1.927786,50,30
18,1.0,2,128,1,29.241674,28.531846,4.032267,2.821263,50,30
18,1.0,2,256,1,29.552671,25.503694,4.032267,4.512630,50,30
18,1.0,2,512,1,30.130022,22.816268,4.032267,7.557559,50,30
19,0.5,1,0,1,28.706035,25.881420,4.630988,1.000000,50,15
19,0.5,1,4,3,28.238822,32.406143,4.287216,1.059514,50,15
19,0.5,1,8,3,28.244291,32.786670,4.287216,1.118957,50,15
19,0.5,1,16,3,28.255214,32.331413,4.287216,1.237630,50,15
19,0.5,1,32,3,28.277010,30.853853,4.287216,1.474124,50,15
19,0.5,1,64,1,28.320393,28.165589,4.287216,1.943740,50,15
19,0.5,1,128,1,28.406339,24.358530,4.287216,2.869702,50,15
19,0.5,1,256,1,28.575019,20.092138,4.287216,4.670262,50,15
19,0.5,1,512,1,28.900081,19.015194,4.287216,8.078752,50,15
19,1.0,1,0,1,28.706035,25.881420,4.630988,1.000000,50,30
19,1.0,1,4,3,27.893071,31.985109,4.031870,1.059029,50,30
19,1.0,1,8,3,27.903876,32.315890,4.031870,1.117917,50,30
19,1.0,1,16,3,27.925436,31.837946,4.031870,1.235271,50,30
19,1.0,1,32,3,27.968350,30.363943,4.031870,1.468304,50,30
19,1.0,1,64,1,28.053367,27.710670,4.031870,1.927786,50,30
19,1.0,1,128,1,28.220227,23.979076,4.031870,2.821263,50,30
19,1.0,1,256,1,28.541793,19.825785,4.031870,4.512630,50,30
19,1.0,1,512,1,29.140278,16.178010,4.031870,7.557559,50,30
19,0.5,2,0,1,28.706035,25.881420,4.605983,1.000000,50,15
19,0.5,2,4,2,27.842126,31.995398,4.289868,1.059514,50,15
19,0.5,2,8,3,27.847527,33.447191,4.289868,1.118957,50,15
19,0.5,2,16,5,27.858318,34.090114,4.289868,1.237630,50,15
19,0.5,2,32,5,27.879847,33.657823,4.289868,1.474124,50,15
19,0.5,2,64,2,27.922700,32.040763,4.289868,1.943740,50,15
19,0.5,2,128,2,28.007597,29.396324,4.289868,2.869702,50,15
19,0.5,2,256,1,28.174221,26.301070,4.289868,4.670262,50,15
19,0.5,2,512,1,28.495333,24.121219,4.289868,8.078752,50,15
19,1.0,2,0,1,28.706035,25.881420,4.605983,1.000000,50,30
19,1.0,2,4,3,27.099583,31.200058,4.017980,1.059029,50,30
19,1.0,2,8,3,27.110122,32.529230,4.017980,1.117917,50,30
19,1.0,2,16,6,27.131149,33.087037,4.017980,1.235271,50,30
19,1.0,2,32,6,27.173003,32.612626,4.017980,1.468304,50,30
19,1.0,2,64,3,27.255922,30.996908,4.017980,1.927786,50,30
19,1.0,2,128,2,27.418670,28.398491,4.017980,2.821263,50,30
19,1.0,2,256,1,27.732335,25.387976,4.017980,4.512630,50,30
19,1.0,2,512,1,28.316197,22.717818,4.017980,7.557559,50,30
