n_blocks,prefix_tokens,prefix_MiB,pcie_bw_GBs,concurrency,p_rr,prefill_tps,gap_median_s,ttft_evict_recompute_s,fetch_contended_s,fetch_eff_s,ttft_prefetch_mean_s,ttft_prefetch_p90_s,prefetch_wins,win_margin_s,wasted_MiB_per_cycle,bw_bound
64,1024,56.0,16.0,1,0.7,120000,1.0,0.00853,0.00367,0.00524,0.0,0.0,1,0.00853,16.8,0
64,1024,56.0,16.0,1,0.7,30000,2.0,0.03413,0.00367,0.00524,0.0,0.0,1,0.03413,16.8,0
64,1024,56.0,16.0,1,0.7,60000,2.0,0.01707,0.00367,0.00524,0.0,0.0,1,0.01707,16.8,0
64,1024,56.0,16.0,1,0.7,120000,2.0,0.00853,0.00367,0.00524,0.0,0.0,1,0.00853,16.8,0
64,1024,56.0,16.0,1,0.7,30000,5.0,0.03413,0.00367,0.00524,0.0,0.0,1,0.03413,16.8,0
64,1024,56.0,16.0,1,0.7,60000,5.0,0.01707,0.00367,0.00524,0.0,0.0,1,0.01707,16.8,0
64,1024,56.0,16.0,1,0.7,120000,5.0,0.00853,0.00367,0.00524,0.0,0.0,1,0.00853,16.8,0
64,1024,56.0,16.0,1,0.7,30000,10.0,0.03413,0.00367,0.00524,0.0,0.0,1,0.03413,16.8,0
64,1024,56.0,16.0,1,0.7,60000,10.0,0.01707,0.00367,0.00524,0.0,0.0,1,0.01707,16.8,0
64,1024,56.0,16.0,1,0.7,120000,10.0,0.00853,0.00367,0.00524,0.0,0.0,1,0.00853,16.8,0
64,1024,56.0,16.0,1,0.7,30000,30.0,0.03413,0.00367,0.00524,0.0,0.0,1,0.03413,16.8,0
64,1024,56.0,16.0,1,0.7,60000,30.0,0.01707,0.00367,0.00524,0.0,0.0,1,0.01707,16.8,0
64,1024,56.0,16.0,1,0.7,120000,30.0,0.00853,0.00367,0.00524,0.0,0.0,1,0.00853,16.8,0
64,1024,56.0,16.0,1,0.9,30000,0.2,0.03413,0.00367,0.00408,0.0,0.0,1,0.03413,5.6,0
64,1024,56.0,16.0,1,0.9,60000,0.2,0.01707,0.00367,0.00408,0.0,0.0,1,0.01707,5.6,0
64,1024,56.0,16.0,1,0.9,120000,0.2,0.00853,0.00367,0.00408,0.0,0.0,1,0.00853,5.6,0
64,1024,56.0,16.0,1,0.9,30000,0.5,0.03413,0.00367,0.00408,0.0,0.0,1,0.03413,5.6,0
64,1024,56.0,16.0,1,0.9,60000,0.5,0.01707,0.00367,0.00408,0.0,0.0,1,0.01707,5.6,0
64,1024,56.0,16.0,1,0.9,120000,0.5,0.00853,0.00367,0.00408,0.0,0.0,1,0.00853,5.6,0
64,1024,56.0,16.0,1,0.9,30000,1.0,0.03413,0.00367,0.00408,0.0,0.0,1,0.03413,5.6,0
64,1024,56.0,16.0,1,0.9,60000,1.0,0.01707,0.00367,0.00408,0.0,0.0,1,0.01707,5.6,0
64,1024,56.0,16.0,1,0.9,120000,1.0,0.00853,0.00367,0.00408,0.0,0.0,1,0.00853,5.6,0
64,1024,56.0,16.0,1,0.9,30000,2.0,0.03413,0.00367,0.00408,0.0,0.0,1,0.03413,5.6,0
64,1024,56.0,16.0,1,0.9,60000,2.0,0.01707,0.00367,0.00408,0.0,0.0,1,0.01707,5.6,0
64,1024,56.0,16.0,1,0.9,120000,2.0,0.00853,0.00367,0.00408,0.0,0.0,1,0.00853,5.6,0
64,1024,56.0,16.0,1,0.9,30000,5.0,0.03413,0.00367,0.00408,0.0,0.0,1,0.03413,5.6,0
64,1024,56.0,16.0,1,0.9,60000,5.0,0.01707,0.00367,0.00408,0.0,0.0,1,0.01707,5.6,0
64,1024,56.0,16.0,1,0.9,120000,5.0,0.00853,0.00367,0.00408,0.0,0.0,1,0.00853,5.6,0
64,1024,56.0,16.0,1,0.9,30000,10.0,0.03413,0.00367,0.00408,0.0,0.0,1,0.03413,5.6,0
64,1024,56.0,16.0,1,0.9,60000,10.0,0.01707,0.00367,0.00408,0.0,0.0,1,0.01707,5.6,0
64,1024,56.0,16.0,1,0.9,120000,10.0,0.00853,0.00367,0.00408,0.0,0.0,1,0.00853,5.6,0
64,1024,56.0,16.0,1,0.9,30000,30.0,0.03413,0.00367,0.00408,0.0,0.0,1,0.03413,5.6,0
64,1024,56.0,16.0,1,0.9,60000,30.0,0.01707,0.00367,0.00408,0.0,0.0,1,0.01707,5.6,0
64,1024,56.0,16.0,1,0.9,120000,30.0,0.00853,0.00367,0.00408,0.0,0.0,1,0.00853,5.6,0
64,1024,56.0,16.0,1,0.99,30000,0.2,0.03413,0.00367,0.00371,0.0,0.0,1,0.03413,0.56,0
64,1024,56.0,16.0,1,0.99,60000,0.2,0.01707,0.00367,0.00371,0.0,0.0,1,0.01707,0.56,0
64,1024,56.0,16.0,1,0.99,120000,0.2,0.00853,0.00367,0.00371,0.0,0.0,1,0.00853,0.56,0
64,1024,56.0,16.0,1,0.99,30000,0.5,0.03413,0.00367,0.00371,0.0,0.0,1,0.03413,0.56,0
64,1024,56.0,16.0,1,0.99,60000,0.5,0.01707,0.00367,0.00371,0.0,0.0,1,0.01707,0.56,0
64,1024,56.0,16.0,1,0.99,120000,0.5,0.00853,0.00367,0.00371,0.0,0.0,1,0.00853,0.56,0
64,1024,56.0,16.0,1,0.99,30000,1.0,0.03413,0.00367,0.00371,0.0,0.0,1,0.03413,0.56,0
64,1024,56.0,16.0,1,0.99,60000,1.0,0.01707,0.00367,0.00371,0.0,0.0,1,0.01707,0.56,0
64,1024,56.0,16.0,1,0.99,120000,1.0,0.00853,0.00367,0.00371,0.0,0.0,1,0.00853,0.56,0
64,1024,56.0,16.0,1,0.99,30000,2.0,0.03413,0.00367,0.00371,0.0,0.0,1,0.03413,0.56,0
64,1024,56.0,16.0,1,0.99,60000,2.0,0.01707,0.00367,0.00371,0.0,0.0,1,0.01707,0.56,0
64,1024,56.0,16.0,1,0.99,120000,2.0,0.00853,0.00367,0.00371,0.0,0.0,1,0.00853,0.56,0
64,1024,56.0,16.0,1,0.99,30000,5.0,0.03413,0.00367,0.00371,0.0,0.0,1,0.03413,0.56,0
64,1024,56.0,16.0,1,0.99,60000,5.0,0.01707,0.00367,0.00371,0.0,0.0,1,0.01707,0.56,0
64,1024,56.0,16.0,1,0.99,120000,5.0,0.00853,0.00367,0.00371,0.0,0.0,1,0.00853,0.56,0
64,1024,56.0,16.0,1,0.99,30000,10.0,0.03413,0.00367,0.00371,0.0,0.0,1,0.03413,0.56,0
64,1024,56.0,16.0,1,0.99,60000,10.0,0.01707,0.00367,0.00371,0.0,0.0,1,0.01707,0.56,0
64,1024,56.0,16.0,1,0.99,120000,10.0,0.00853,0.00367,0.00371,0.0,0.0,1,0.00853,0.56,0
64,1024,56.0,16.0,1,0.99,30000,30.0,0.03413,0.00367,0.00371,0.0,0.0,1,0.03413,0.56,0
64,1024,56.0,16.0,1,0.99,60000,30.0,0.01707,0.00367,0.00371,0.0,0.0,1,0.01707,0.56,0
64,1024,56.0,16.0,1,0.99,120000,30.0,0.00853,0.00367,0.00371,0.0,0.0,1,0.00853,0.56,0
64,1024,56.0,16.0,2,0.5,30000,0.2,0.03413,0.00734,0.01468,0.0,0.0,1,0.03413,28.0,0
64,1024,56.0,16.0,2,0.5,60000,0.2,0.01707,0.00734,0.01468,0.0,0.0,1,0.01707,28.0,0
64,1024,56.0,16.0,2,0.5,120000,0.2,0.00853,0.00734,0.01468,0.0,0.0,1,0.00853,28.0,0
64,1024,56.0,16.0,2,0.5,30000,0.5,0.03413,0.00734,0.01468,0.0,0.0,1,0.03413,28.0,0
64,1024,56.0,16.0,2,0.5,60000,0.5,0.01707,0.00734,0.01468,0.0,0.0,1,0.01707,28.0,0
64,1024,56.0,16.0,2,0.5,120000,0.5,0.00853,0.00734,0.01468,0.0,0.0,1,0.00853,28.0,0
64,1024,56.0,16.0,2,0.5,30000,1.0,0.03413,0.00734,0.01468,0.0,0.0,1,0.03413,28.0,0
64,1024,56.0,16.0,2,0.5,60000,1.0,0.01707,0.00734,0.01468,0.0,0.0,1,0.01707,28.0,0
64,1024,56.0,16.0,2,0.5,120000,1.0,0.00853,0.00734,0.01468,0.0,0.0,1,0.00853,28.0,0
64,1024,56.0,16.0,2,0.5,30000,2.0,0.03413,0.00734,0.01468,0.0,0.0,1,0.03413,28.0,0
64,1024,56.0,16.0,2,0.5,60000,2.0,0.01707,0.00734,0.01468,0.0,0.0,1,0.01707,28.0,0
64,1024,56.0,16.0,2,0.5,120000,2.0,0.00853,0.00734,0.01468,0.0,0.0,1,0.00853,28.0,0
64,1024,56.0,16.0,2,0.5,30000,5.0,0.03413,0.00734,0.01468,0.0,0.0,1,0.03413,28.0,0
64,1024,56.0,16.0,2,0.5,60000,5.0,0.01707,0.00734,0.01468,0.0,0.0,1,0.01707,28.0,0
64,1024,56.0,16.0,2,0.5,120000,5.0,0.00853,0.00734,0.01468,0.0,0.0,1,0.00853,28.0,0
64,1024,56.0,16.0,2,0.5,30000,10.0,0.03413,0.00734,0.01468,0.0,0.0,1,0.03413,28.0,0
64,1024,56.0,16.0,2,0.5,60000,10.0,0.01707,0.00734,0.01468,0.0,0.0,1,0.01707,28.0,0
64,1024,56.0,16.0,2,0.5,120000,10.0,0.00853,0.00734,0.01468,0.0,0.0,1,0.00853,28.0,0
64,1024,56.0,16.0,2,0.5,30000,30.0,0.03413,0.00734,0.01468,0.0,0.0,1,0.03413,28.0,0
64,1024,56.0,16.0,2,0.5,60000,30.0,0.01707,0.00734,0.01468,0.0,0.0,1,0.01707,28.0,0
64,1024,56.0,16.0,2,0.5,120000,30.0,0.00853,0.00734,0.01468,0.0,0.0,1,0.00853,28.0,0
64,1024,56.0,16.0,2,0.7,30000,0.2,0.03413,0.00734,0.01049,0.0,0.0,1,0.03413,16.8,0
64,1024,56.0,16.0,2,0.7,60000,0.2,0.01707,0.00734,0.01049,0.0,0.0,1,0.01707,16.8,0
64,1024,56.0,16.0,2,0.7,120000,0.2,0.00853,0.00734,0.01049,0.0,0.0,1,0.00853,16.8,0
64,1024,56.0,16.0,2,0.7,30000,0.5,0.03413,0.00734,0.01049,0.0,0.0,1,0.03413,16.8,0
64,1024,56.0,16.0,2,0.7,60000,0.5,0.01707,0.00734,0.01049,0.0,0.0,1,0.01707,16.8,0
64,1024,56.0,16.0,2,0.7,120000,0.5,0.00853,0.00734,0.01049,0.0,0.0,1,0.00853,16.8,0
64,1024,56.0,16.0,2,0.7,30000,1.0,0.03413,0.00734,0.01049,0.0,0.0,1,0.03413,16.8,0
64,1024,56.0,16.0,2,0.7,60000,1.0,0.01707,0.00734,0.01049,0.0,0.0,1,0.01707,16.8,0
64,1024,56.0,16.0,2,0.7,120000,1.0,0.00853,0.00734,0.01049,0.0,0.0,1,0.00853,16.8,0
64,1024,56.0,16.0,2,0.7,30000,2.0,0.03413,0.00734,0.01049,0.0,0.0,1,0.03413,16.8,0
64,1024,56.0,16.0,2,0.7,60000,2.0,0.01707,0.00734,0.01049,0.0,0.0,1,0.01707,16.8,0
64,1024,56.0,16.0,2,0.7,120000,2.0,0.00853,0.00734,0.01049,0.0,0.0,1,0.00853,16.8,0
64,1024,56.0,16.0,2,0.7,30000,5.0,0.03413,0.00734,0.01049,0.0,0.0,1,0.03413,16.8,0
64,1024,56.0,16.0,2,0.7,60000,5.0,0.01707,0.00734,0.01049,0.0,0.0,1,0.01707,16.8,0
64,1024,56.0,16.0,2,0.7,120000,5.0,0.00853,0.00734,0.01049,0.0,0.0,1,0.00853,16.8,0
64,1024,56.0,16.0,2,0.7,30000,10.0,0.03413,0.00734,0.01049,0.0,0.0,1,0.03413,16.8,0
64,1024,56.0,16.0,2,0.7,60000,10.0,0.01707,0.00734,0.01049,0.0,0.0,1,0.01707,16.8,0
64,1024,56.0,16.0,2,0.7,120000,10.0,0.00853,0.00734,0.01049,0.0,0.0,1,0.00853,16.8,0
64,1024,56.0,16.0,2,0.7,30000,30.0,0.03413,0.00734,0.01049,0.0,0.0,1,0.03413,16.8,0
64,1024,56.0,16.0,2,0.7,60000,30.0,0.01707,0.00734,0.01049,0.0,0.0,1,0.01707,16.8,0
64,1024,56.0,16.0,2,0.7,120000,30.0,0.00853,0.00734,0.01049,0.0,0.0,1,0.00853,16.8,0
64,1024,56.0,16.0,2,0.9,30000,0.2,0.03413,0.00734,0.00816,0.0,0.0,1,0.03413,5.6,0
64,1024,56.0,16.0,2,0.9,60000,0.2,0.01707,0.00734,0.00816,0.0,0.0,1,0.01707,5.6,0
64,1024,56.0,16.0,2,0.9,120000,0.2,0.00853,0.00734,0.00816,0.0,0.0,1,0.00853,5.6,0
64,1024,56.0,16.0,2,0.9,30000,0.5,0.03413,0.00734,0.00816,0.0,0.0,1,0.03413,5.6,0
64,1024,56.0,16.0,2,0.9,60000,0.5,0.01707,0.00734,0.00816,0.0,0.0,1,0.01707,5.6,0
64,1024,56.0,16.0,2,0.9,120000,0.5,0.00853,0.00734,0.00816,0.0,0.0,1,0.00853,5.6,0
64,1024,56.0,16.0,2,0.9,30000,1.0,0.03413,0.00734,0.00816,0.0,0.0,1,0.03413,5.6,0
64,1024,56.0,16.0,2,0.9,60000,1.0,0.01707,0.00734,0.00816,0.0,0.0,1,0.01707,5.6,0
64,1024,56.0,16.0,2,0.9,120000,1.0,0.00853,0.00734,0.00816,0.0,0.0,1,0.00853,5.6,0
64,1024,56.0,16.0,2,0.9,30000,2.0,0.03413,0.00734,0.00816,0.0,0.0,1,0.03413,5.6,0
64,1024,56.0,16.0,2,0.9,60000,2.0,0.01707,0.00734,0.00816,0.0,0.0,1,0.01707,5.6,0
64,1024,56.0,16.0,2,0.9,120000,2.0,0.00853,0.00734,0.00816,0.0,0.0,1,0.00853,5.6,0
64,1024,56.0,16.0,2,0.9,30000,5.0,0.03413,0.00734,0.00816,0.0,0.0,1,0.03413,5.6,0
64,1024,56.0,16.0,2,0.9,60000,5.0,0.01707,0.00734,0.00816,0.0,0.0,1,0.01707,5.6,0
64,1024,56.0,16.0,2,0.9,120000,5.0,0.00853,0.00734,0.00816,0.0,0.0,1,0.00853,5.6,0
64,1024,56.0,16.0,2,0.9,30000,10.0,0.03413,0.00734,0.00816,0.0,0.0,1,0.03413,5.6,0
64,1024,56.0,16.0,2,0.9,60000,10.0,0.01707,0.00734,0.00816,0.0,0.0,1,0.01707,5.6,0
64,1024,56.0,16.0,2,0.9,120000,10.0,0.00853,0.00734,0.00816,0.0,0.0,1,0.00853,5.6,0
64,1024,56.0,16.0,2,0.9,30000,30.0,0.03413,0.00734,0.00816,0.0,0.0,1,0.03413,5.6,0
64,1024,56.0,16.0,2,0.9,60000,30.0,0.01707,0.00734,0.00816,0.0,0.0,1,0.01707,5.6,0
64,1024,56.0,16.0,2,0.9,120000,30.0,0.00853,0.00734,0.00816,0.0,0.0,1,0.00853,5.6,0
64,1024,56.0,16.0,2,0.99,30000,0.2,0.03413,0.00734,0.00741,0.0,0.0,1,0.03413,0.56,0
64,1024,56.0,16.0,2,0.99,60000,0.2,0.01707,0.00734,0.00741,0.0,0.0,1,0.01707,0.56,0
64,1024,56.0,16.0,2,0.99,120000,0.2,0.00853,0.00734,0.00741,0.0,0.0,1,0.00853,0.56,0
64,1024,56.0,16.0,2,0.99,30000,0.5,0.03413,0.00734,0.00741,0.0,0.0,1,0.03413,0.56,0
64,1024,56.0,16.0,2,0.99,60000,0.5,0.01707,0.00734,0.00741,0.0,0.0,1,0.01707,0.56,0
64,1024,56.0,16.0,2,0.99,120000,0.5,0.00853,0.00734,0.00741,0.0,0.0,1,0.00853,0.56,0
64,1024,56.0,16.0,2,0.99,30000,1.0,0.03413,0.00734,0.00741,0.0,0.0,1,0.03413,0.56,0
64,1024,56.0,16.0,2,0.99,60000,1.0,0.01707,0.00734,0.00741,0.0,0.0,1,0.01707,0.56,0
64,1024,56.0,16.0,2,0.99,120000,1.0,0.00853,0.00734,0.00741,0.0,0.0,1,0.00853,0.56,0
64,1024,56.0,16.0,2,0.99,30000,2.0,0.03413,0.00734,0.00741,0.0,0.0,1,0.03413,0.56,0
64,1024,56.0,16.0,2,0.99,60000,2.0,0.01707,0.00734,0.00741,0.0,0.0,1,0.01707,0.56,0
64,1024,56.0,16.0,2,0.99,120000,2.0,0.00853,0.00734,0.00741,0.0,0.0,1,0.00853,0.56,0
64,1024,56.0,16.0,2,0.99,30000,5.0,0.03413,0.00734,0.00741,0.0,0.0,1,0.03413,0.56,0
64,1024,56.0,16.0,2,0.99,60000,5.0,0.01707,0.00734,0.00741,0.0,0.0,1,0.01707,0.56,0
64,1024,56.0,16.0,2,0.99,120000,5.0,0.00853,0.00734,0.00741,0.0,0.0,1,0.00853,0.56,0
64,1024,56.0,16.0,2,0.99,30000,10.0,0.03413,0.00734,0.00741,0.0,0.0,1,0.03413,0.56,0
64,1024,56.0,16.0,2,0.99,60000,10.0,0.01707,0.00734,0.00741,0.0,0.0,1,0.01707,0.56,0
64,1024,56.0,16.0,2,0.99,120000,10.0,0.00853,0.00734,0.00741,0.0,0.0,1,0.00853,0.56,0
64,1024,56.0,16.0,2,0.99,30000,30.0,0.03413,0.00734,0.00741,0.0,0.0,1,0.03413,0.56,0
64,1024,56.0,16.0,2,0.99,60000,30.0,0.01707,0.00734,0.00741,0.0,0.0,1,0.01707,0.56,0
64,1024,56.0,16.0,2,0.99,120000,30.0,0.00853,0.00734,0.00741,0.0,0.0,1,0.00853,0.56,0
64,1024,56.0,16.0,4,0.5,30000,0.2,0.03413,0.01468,0.02936,3e-05,0.0,1,0.0341,28.0,0
64,1024,56.0,16.0,4,0.5,60000,0.2,0.01707,0.01468,0.02936,3e-05,0.0,1,0.01704,28.0,0
64,1024,56.0,16.0,4,0.5,120000,0.2,0.00853,0.01468,0.02936,3e-05,0.0,1,0.0085,28.0,0
64,1024,56.0,16.0,4,0.5,30000,0.5,0.03413,0.01468,0.02936,0.0,0.0,1,0.03413,28.0,0
64,1024,56.0,16.0,4,0.5,60000,0.5,0.01707,0.01468,0.02936,0.0,0.0,1,0.01707,28.0,0
64,1024,56.0,16.0,4,0.5,120000,0.5,0.00853,0.01468,0.02936,0.0,0.0,1,0.00853,28.0,0
64,1024,56.0,16.0,4,0.5,30000,1.0,0.03413,0.01468,0.02936,0.0,0.0,1,0.03413,28.0,0
64,1024,56.0,16.0,4,0.5,60000,1.0,0.01707,0.01468,0.02936,0.0,0.0,1,0.01707,28.0,0
64,1024,56.0,16.0,4,0.5,120000,1.0,0.00853,0.01468,0.02936,0.0,0.0,1,0.00853,28.0,0
64,1024,56.0,16.0,4,0.5,30000,2.0,0.03413,0.01468,0.02936,0.0,0.0,1,0.03413,28.0,0
64,1024,56.0,16.0,4,0.5,60000,2.0,0.01707,0.01468,0.02936,0.0,0.0,1,0.01707,28.0,0
64,1024,56.0,16.0,4,0.5,120000,2.0,0.00853,0.01468,0.02936,0.0,0.0,1,0.00853,28.0,0
64,1024,56.0,16.0,4,0.5,30000,5.0,0.03413,0.01468,0.02936,0.0,0.0,1,0.03413,28.0,0
64,1024,56.0,16.0,4,0.5,60000,5.0,0.01707,0.01468,0.02936,0.0,0.0,1,0.01707,28.0,0
64,1024,56.0,16.0,4,0.5,120000,5.0,0.00853,0.01468,0.02936,0.0,0.0,1,0.00853,28.0,0
64,1024,56.0,16.0,4,0.5,30000,10.0,0.03413,0.01468,0.02936,0.0,0.0,1,0.03413,28.0,0
64,1024,56.0,16.0,4,0.5,60000,10.0,0.01707,0.01468,0.02936,0.0,0.0,1,0.01707,28.0,0
64,1024,56.0,16.0,4,0.5,120000,10.0,0.00853,0.01468,0.02936,0.0,0.0,1,0.00853,28.0,0
64,1024,56.0,16.0,4,0.5,30000,30.0,0.03413,0.01468,0.02936,0.0,0.0,1,0.03413,28.0,0
64,1024,56.0,16.0,4,0.5,60000,30.0,0.01707,0.01468,0.02936,0.0,0.0,1,0.01707,28.0,0
64,1024,56.0,16.0,4,0.5,120000,30.0,0.00853,0.01468,0.02936,0.0,0.0,1,0.00853,28.0,0
64,1024,56.0,16.0,4,0.7,30000,0.2,0.03413,0.01468,0.02097,1e-05,0.0,1,0.03412,16.8,0
64,1024,56.0,16.0,4,0.7,60000,0.2,0.01707,0.01468,0.02097,1e-05,0.0,1,0.01705,16.8,0
64,1024,56.0,16.0,4,0.7,120000,0.2,0.00853,0.01468,0.02097,1e-05,0.0,1,0.00852,16.8,0
64,1024,56.0,16.0,4,0.7,30000,0.5,0.03413,0.01468,0.02097,0.0,0.0,1,0.03413,16.8,0
64,1024,56.0,16.0,4,0.7,60000,0.5,0.01707,0.01468,0.02097,0.0,0.0,1,0.01707,16.8,0
64,1024,56.0,16.0,4,0.7,120000,0.5,0.00853,0.01468,0.02097,0.0,0.0,1,0.00853,16.8,0
64,1024,56.0,16.0,4,0.7,30000,1.0,0.03413,0.01468,0.02097,0.0,0.0,1,0.03413,16.8,0
64,1024,56.0,16.0,4,0.7,60000,1.0,0.01707,0.01468,0.02097,0.0,0.0,1,0.01707,16.8,0
64,1024,56.0,16.0,4,0.7,120000,1.0,0.00853,0.01468,0.02097,0.0,0.0,1,0.00853,16.8,0
64,1024,56.0,16.0,4,0.7,30000,2.0,0.03413,0.01468,0.02097,0.0,0.0,1,0.03413,16.8,0
64,1024,56.0,16.0,4,0.7,60000,2.0,0.01707,0.01468,0.02097,0.0,0.0,1,0.01707,16.8,0
64,1024,56.0,16.0,4,0.7,120000,2.0,0.00853,0.01468,0.02097,0.0,0.0,1,0.00853,16.8,0
64,1024,56.0,16.0,4,0.7,30000,5.0,0.03413,0.01468,0.02097,0.0,0.0,1,0.03413,16.8,0
64,1024,56.0,16.0,4,0.7,60000,5.0,0.01707,0.01468,0.02097,0.0,0.0,1,0.01707,16.8,0
64,1024,56.0,16.0,4,0.7,120000,5.0,0.00853,0.01468,0.02097,0.0,0.0,1,0.00853,16.8,0
64,1024,56.0,16.0,4,0.7,30000,10.0,0.03413,0.01468,0.02097,0.0,0.0,1,0.03413,16.8,0
64,1024,56.0,16.0,4,0.7,60000,10.0,0.01707,0.01468,0.02097,0.0,0.0,1,0.01707,16.8,0
64,1024,56.0,16.0,4,0.7,120000,10.0,0.00853,0.01468,0.02097,0.0,0.0,1,0.00853,16.8,0
64,1024,56.0,16.0,4,0.7,30000,30.0,0.03413,0.01468,0.02097,0.0,0.0,1,0.03413,16.8,0
64,1024,56.0,16.0,4,0.7,60000,30.0,0.01707,0.01468,0.02097,0.0,0.0,1,0.01707,16.8,0
64,1024,56.0,16.0,4,0.7,120000,30.0,0.00853,0.01468,0.02097,0.0,0.0,1,0.00853,16.8,0
64,1024,56.0,16.0,4,0.9,30000,0.2,0.03413,0.01468,0.01631,0.0,0.0,1,0.03413,5.6,0
64,1024,56.0,16.0,4,0.9,60000,0.2,0.01707,0.01468,0.01631,0.0,0.0,1,0.01707,5.6,0
64,1024,56.0,16.0,4,0.9,120000,0.2,0.00853,0.01468,0.01631,0.0,0.0,1,0.00853,5.6,0
64,1024,56.0,16.0,4,0.9,30000,0.5,0.03413,0.01468,0.01631,0.0,0.0,1,0.03413,5.6,0
64,1024,56.0,16.0,4,0.9,60000,0.5,0.01707,0.01468,0.01631,0.0,0.0,1,0.01707,5.6,0
64,1024,56.0,16.0,4,0.9,120000,0.5,0.00853,0.01468,0.01631,0.0,0.0,1,0.00853,5.6,0
64,1024,56.0,16.0,4,0.9,30000,1.0,0.03413,0.01468,0.01631,0.0,0.0,1,0.03413,5.6,0
64,1024,56.0,16.0,4,0.9,60000,1.0,0.01707,0.01468,0.01631,0.0,0.0,1,0.01707,5.6,0
64,1024,56.0,16.0,4,0.9,120000,1.0,0.00853,0.01468,0.01631,0.0,0.0,1,0.00853,5.6,0
64,1024,56.0,16.0,4,0.9,30000,2.0,0.03413,0.01468,0.01631,0.0,0.0,1,0.03413,5.6,0
64,1024,56.0,16.0,4,0.9,60000,2.0,0.01707,0.01468,0.01631,0.0,0.0,1,0.01707,5.6,0
64,1024,56.0,16.0,4,0.9,120000,2.0,0.00853,0.01468,0.01631,0.0,0.0,1,0.00853,5.6,0
64,1024,56.0,16.0,4,0.9,30000,5.0,0.03413,0.01468,0.01631,0.0,0.0,1,0.03413,5.6,0
64,1024,56.0,16.0,4,0.9,60000,5.0,0.01707,0.01468,0.01631,0.0,0.0,1,0.01707,5.6,0
64,1024,56.0,16.0,4,0.9,120000,5.0,0.00853,0.01468,0.01631,0.0,0.0,1,0.00853,5.6,0
64,1024,56.0,16.0,4,0.9,30000,10.0,0.03413,0.01468,0.01631,0.0,0.0,1,0.03413,5.6,0
64,1024,56.0,16.0,4,0.9,60000,10.0,0.01707,0.01468,0.01631,0.0,0.0,1,0.01707,5.6,0
64,1024,56.0,16.0,4,0.9,120000,10.0,0.00853,0.01468,0.01631,0.0,0.0,1,0.00853,5.6,0
64,1024,56.0,16.0,4,0.9,30000,30.0,0.03413,0.01468,0.01631,0.0,0.0,1,0.03413,5.6,0
64,1024,56.0,16.0,4,0.9,60000,30.0,0.01707,0.01468,0.01631,0.0,0.0,1,0.01707,5.6,0
64,1024,56.0,16.0,4,0.9,120000,30.0,0.00853,0.01468,0.01631,0.0,0.0,1,0.00853,5.6,0
64,1024,56.0,16.0,4,0.99,30000,0.2,0.03413,0.01468,0.01483,0.0,0.0,1,0.03413,0.56,0
64,1024,56.0,16.0,4,0.99,60000,0.2,0.01707,0.01468,0.01483,0.0,0.0,1,0.01706,0.56,0
64,1024,56.0,16.0,4,0.99,120000,0.2,0.00853,0.01468,0.01483,0.0,0.0,1,0.00853,0.56,0
64,1024,56.0,16.0,4,0.99,30000,0.5,0.03413,0.01468,0.01483,0.0,0.0,1,0.03413,0.56,0
64,1024,56.0,16.0,4,0.99,60000,0.5,0.01707,0.01468,0.01483,0.0,0.0,1,0.01707,0.56,0
64,1024,56.0,16.0,4,0.99,120000,0.5,0.00853,0.01468,0.01483,0.0,0.0,1,0.00853,0.56,0
64,1024,56.0,16.0,4,0.99,30000,1.0,0.03413,0.01468,0.01483,0.0,0.0,1,0.03413,0.56,0
64,1024,56.0,16.0,4,0.99,60000,1.0,0.01707,0.01468,0.01483,0.0,0.0,1,0.01707,0.56,0
64,1024,56.0,16.0,4,0.99,120000,1.0,0.00853,0.01468,0.01483,0.0,0.0,1,0.00853,0.56,0
64,1024,56.0,16.0,4,0.99,30000,2.0,0.03413,0.01468,0.01483,0.0,0.0,1,0.03413,0.56,0
64,1024,56.0,16.0,4,0.99,60000,2.0,0.01707,0.01468,0.01483,0.0,0.0,1,0.01707,0.56,0
64,1024,56.0,16.0,4,0.99,120000,2.0,0.00853,0.01468,0.01483,0.0,0.0,1,0.00853,0.56,0
64,1024,56.0,16.0,4,0.99,30000,5.0,0.03413,0.01468,0.01483,0.0,0.0,1,0.03413,0.56,0
64,1024,56.0,16.0,4,0.99,60000,5.0,0.01707,0.01468,0.01483,0.0,0.0,1,0.01707,0.56,0
64,1024,56.0,16.0,4,0.99,120000,5.0,0.00853,0.01468,0.01483,0.0,0.0,1,0.00853,0.56,0
64,1024,56.0,16.0,4,0.99,30000,10.0,0.03413,0.01468,0.01483,0.0,0.0,1,0.03413,0.56,0
64,1024,56.0,16.0,4,0.99,60000,10.0,0.01707,0.01468,0.01483,0.0,0.0,1,0.01707,0.56,0
64,1024,56.0,16.0,4,0.99,120000,10.0,0.00853,0.01468,0.01483,0.0,0.0,1,0.00853,0.56,0
64,1024,56.0,16.0,4,0.99,30000,30.0,0.03413,0.01468,0.01483,0.0,0.0,1,0.03413,0.56,0
64,1024,56.0,16.0,4,0.99,60000,30.0,0.01707,0.01468,0.01483,0.0,0.0,1,0.01707,0.56,0
64,1024,56.0,16.0,4,0.99,120000,30.0,0.00853,0.01468,0.01483,0.0,0.0,1,0.00853,0.56,0
