n_blocks,prefix_tokens,prefix_MiB,pcie_bw_GBs,concurrency,per_sess_BW_GBs,fetch_time_s,gap_median_s,hide_prob,median_gap_ge_fetch
512,8192,448.0,8.0,2,4.0,0.1174,0.2,0.734,1
512,8192,448.0,8.0,2,4.0,0.1174,0.5,0.963,1
512,8192,448.0,8.0,2,4.0,0.1174,1.0,0.995,1
512,8192,448.0,8.0,2,4.0,0.1174,2.0,1.0,1
512,8192,448.0,8.0,2,4.0,0.1174,5.0,1.0,1
512,8192,448.0,8.0,2,4.0,0.1174,10.0,1.0,1
512,8192,448.0,8.0,2,4.0,0.1174,30.0,1.0,1
512,8192,448.0,8.0,4,2.0,0.2349,0.2,0.411,0
512,8192,448.0,8.0,4,2.0,0.2349,0.5,0.8355,1
512,8192,448.0,8.0,4,2.0,0.2349,1.0,0.961,1
512,8192,448.0,8.0,4,2.0,0.2349,2.0,0.9955,1
512,8192,448.0,8.0,4,2.0,0.2349,5.0,1.0,1
512,8192,448.0,8.0,4,2.0,0.2349,10.0,1.0,1
512,8192,448.0,8.0,4,2.0,0.2349,30.0,1.0,1
512,8192,448.0,8.0,8,1.0,0.4698,0.2,0.1445,0
512,8192,448.0,8.0,8,1.0,0.4698,0.5,0.5425,1
512,8192,448.0,8.0,8,1.0,0.4698,1.0,0.835,1
512,8192,448.0,8.0,8,1.0,0.4698,2.0,0.97,1
512,8192,448.0,8.0,8,1.0,0.4698,5.0,0.996,1
512,8192,448.0,8.0,8,1.0,0.4698,10.0,1.0,1
512,8192,448.0,8.0,8,1.0,0.4698,30.0,1.0,1
512,8192,448.0,8.0,16,0.5,0.9395,0.2,0.027,0
512,8192,448.0,8.0,16,0.5,0.9395,0.5,0.2085,0
512,8192,448.0,8.0,16,0.5,0.9395,1.0,0.5275,1
512,8192,448.0,8.0,16,0.5,0.9395,2.0,0.819,1
512,8192,448.0,8.0,16,0.5,0.9395,5.0,0.9835,1
512,8192,448.0,8.0,16,0.5,0.9395,10.0,0.9995,1
512,8192,448.0,8.0,16,0.5,0.9395,30.0,1.0,1
512,8192,448.0,8.0,32,0.25,1.879,0.2,0.0005,0
512,8192,448.0,8.0,32,0.25,1.879,0.5,0.0445,0
512,8192,448.0,8.0,32,0.25,1.879,1.0,0.215,0
512,8192,448.0,8.0,32,0.25,1.879,2.0,0.5535,1
512,8192,448.0,8.0,32,0.25,1.879,5.0,0.8805,1
512,8192,448.0,8.0,32,0.25,1.879,10.0,0.9835,1
512,8192,448.0,8.0,32,0.25,1.879,30.0,1.0,1
512,8192,448.0,16.0,1,16.0,0.0294,0.2,0.9865,1
512,8192,448.0,16.0,1,16.0,0.0294,0.5,1.0,1
512,8192,448.0,16.0,1,16.0,0.0294,1.0,1.0,1
512,8192,448.0,16.0,1,16.0,0.0294,2.0,1.0,1
512,8192,448.0,16.0,1,16.0,0.0294,5.0,1.0,1
512,8192,448.0,16.0,1,16.0,0.0294,10.0,1.0,1
512,8192,448.0,16.0,1,16.0,0.0294,30.0,1.0,1
512,8192,448.0,16.0,2,8.0,0.0587,0.2,0.9295,1
512,8192,448.0,16.0,2,8.0,0.0587,0.5,0.9955,1
512,8192,448.0,16.0,2,8.0,0.0587,1.0,1.0,1
512,8192,448.0,16.0,2,8.0,0.0587,2.0,1.0,1
512,8192,448.0,16.0,2,8.0,0.0587,5.0,1.0,1
512,8192,448.0,16.0,2,8.0,0.0587,10.0,1.0,1
512,8192,448.0,16.0,2,8.0,0.0587,30.0,1.0,1
512,8192,448.0,16.0,4,4.0,0.1174,0.2,0.747,1
512,8192,448.0,16.0,4,4.0,0.1174,0.5,0.9585,1
512,8192,448.0,16.0,4,4.0,0.1174,1.0,0.9935,1
512,8192,448.0,16.0,4,4.0,0.1174,2.0,0.9995,1
512,8192,448.0,16.0,4,4.0,0.1174,5.0,1.0,1
512,8192,448.0,16.0,4,4.0,0.1174,10.0,1.0,1
512,8192,448.0,16.0,4,4.0,0.1174,30.0,1.0,1
512,8192,448.0,16.0,8,2.0,0.2349,0.2,0.416,0
512,8192,448.0,16.0,8,2.0,0.2349,0.5,0.8345,1
512,8192,448.0,16.0,8,2.0,0.2349,1.0,0.9665,1
512,8192,448.0,16.0,8,2.0,0.2349,2.0,0.997,1
512,8192,448.0,16.0,8,2.0,0.2349,5.0,0.9995,1
512,8192,448.0,16.0,8,2.0,0.2349,10.0,1.0,1
512,8192,448.0,16.0,8,2.0,0.2349,30.0,1.0,1
512,8192,448.0,16.0,16,1.0,0.4698,0.2,0.13,0
512,8192,448.0,16.0,16,1.0,0.4698,0.5,0.5245,1
512,8192,448.0,16.0,16,1.0,0.4698,1.0,0.8305,1
512,8192,448.0,16.0,16,1.0,0.4698,2.0,0.966,1
512,8192,448.0,16.0,16,1.0,0.4698,5.0,0.999,1
512,8192,448.0,16.0,16,1.0,0.4698,10.0,0.9995,1
512,8192,448.0,16.0,16,1.0,0.4698,30.0,1.0,1
512,8192,448.0,16.0,32,0.5,0.9395,0.2,0.0205,0
512,8192,448.0,16.0,32,0.5,0.9395,0.5,0.197,0
512,8192,448.0,16.0,32,0.5,0.9395,1.0,0.5365,1
512,8192,448.0,16.0,32,0.5,0.9395,2.0,0.8395,1
512,8192,448.0,16.0,32,0.5,0.9395,5.0,0.9825,1
512,8192,448.0,16.0,32,0.5,0.9395,10.0,0.998,1
512,8192,448.0,16.0,32,0.5,0.9395,30.0,1.0,1
512,8192,448.0,32.0,1,32.0,0.0147,0.2,0.9985,1
512,8192,448.0,32.0,1,32.0,0.0147,0.5,1.0,1
512,8192,448.0,32.0,1,32.0,0.0147,1.0,1.0,1
512,8192,448.0,32.0,1,32.0,0.0147,2.0,1.0,1
512,8192,448.0,32.0,1,32.0,0.0147,5.0,1.0,1
512,8192,448.0,32.0,1,32.0,0.0147,10.0,1.0,1
512,8192,448.0,32.0,1,32.0,0.0147,30.0,1.0,1
512,8192,448.0,32.0,2,16.0,0.0294,0.2,0.992,1
512,8192,448.0,32.0,2,16.0,0.0294,0.5,1.0,1
512,8192,448.0,32.0,2,16.0,0.0294,1.0,1.0,1
512,8192,448.0,32.0,2,16.0,0.0294,2.0,1.0,1
512,8192,448.0,32.0,2,16.0,0.0294,5.0,1.0,1
512,8192,448.0,32.0,2,16.0,0.0294,10.0,1.0,1
512,8192,448.0,32.0,2,16.0,0.0294,30.0,1.0,1
512,8192,448.0,32.0,4,8.0,0.0587,0.2,0.9455,1
512,8192,448.0,32.0,4,8.0,0.0587,0.5,0.996,1
512,8192,448.0,32.0,4,8.0,0.0587,1.0,0.9995,1
512,8192,448.0,32.0,4,8.0,0.0587,2.0,1.0,1
512,8192,448.0,32.0,4,8.0,0.0587,5.0,1.0,1
512,8192,448.0,32.0,4,8.0,0.0587,10.0,1.0,1
512,8192,448.0,32.0,4,8.0,0.0587,30.0,1.0,1
512,8192,448.0,32.0,8,4.0,0.1174,0.2,0.7395,1
512,8192,448.0,32.0,8,4.0,0.1174,0.5,0.9625,1
512,8192,448.0,32.0,8,4.0,0.1174,1.0,0.995,1
512,8192,448.0,32.0,8,4.0,0.1174,2.0,1.0,1
512,8192,448.0,32.0,8,4.0,0.1174,5.0,1.0,1
512,8192,448.0,32.0,8,4.0,0.1174,10.0,1.0,1
512,8192,448.0,32.0,8,4.0,0.1174,30.0,1.0,1
512,8192,448.0,32.0,16,2.0,0.2349,0.2,0.429,0
512,8192,448.0,32.0,16,2.0,0.2349,0.5,0.827,1
512,8192,448.0,32.0,16,2.0,0.2349,1.0,0.9715,1
512,8192,448.0,32.0,16,2.0,0.2349,2.0,0.998,1
512,8192,448.0,32.0,16,2.0,0.2349,5.0,1.0,1
512,8192,448.0,32.0,16,2.0,0.2349,10.0,0.9995,1
512,8192,448.0,32.0,16,2.0,0.2349,30.0,1.0,1
512,8192,448.0,32.0,32,1.0,0.4698,0.2,0.1495,0
512,8192,448.0,32.0,32,1.0,0.4698,0.5,0.5285,1
512,8192,448.0,32.0,32,1.0,0.4698,1.0,0.824,1
512,8192,448.0,32.0,32,1.0,0.4698,2.0,0.9625,1
512,8192,448.0,32.0,32,1.0,0.4698,5.0,0.999,1
512,8192,448.0,32.0,32,1.0,0.4698,10.0,1.0,1
512,8192,448.0,32.0,32,1.0,0.4698,30.0,1.0,1
