M,B,Dmean,Wmean,wait_dist,rho,seed,policy,util,ceiling,residual_idle,throughput,p50,p99,nbursts
8,2,8,50,lognormal-heavytail,0.9,4,cb,0.70975,0.70975,0.00000,1.41950,8,48,710
8,2,8,50,lognormal-heavytail,0.9,4,stepaware,0.71475,0.71475,0.00000,1.42950,8,56,712
8,2,8,200,exponential,0.0,0,serial,0.12100,0.14075,0.01975,0.24200,6,29,146
8,2,8,200,exponential,0.0,0,cb,0.12100,0.12100,0.00000,0.24200,5,27,146
8,2,8,200,exponential,0.0,0,stepaware,0.12100,0.12100,0.00000,0.24200,5,27,146
8,2,8,200,exponential,0.0,1,serial,0.15687,0.22025,0.06338,0.31375,7,58,156
8,2,8,200,exponential,0.0,1,cb,0.15750,0.15750,0.00000,0.31500,6,42,159
8,2,8,200,exponential,0.0,1,stepaware,0.15750,0.15750,0.00000,0.31500,6,42,159
8,2,8,200,exponential,0.0,2,serial,0.14513,0.18525,0.04012,0.29025,7,50,155
8,2,8,200,exponential,0.0,2,cb,0.14713,0.14713,0.00000,0.29425,5,34,156
8,2,8,200,exponential,0.0,2,stepaware,0.14713,0.14713,0.00000,0.29425,5,34,156
8,2,8,200,exponential,0.0,3,serial,0.14813,0.20838,0.06025,0.29625,8,69,164
8,2,8,200,exponential,0.0,3,cb,0.15138,0.15138,0.00000,0.30275,5,31,170
8,2,8,200,exponential,0.0,3,stepaware,0.15138,0.15138,0.00000,0.30275,5,31,170
8,2,8,200,exponential,0.0,4,serial,0.14388,0.17975,0.03587,0.28775,7,33,154
8,2,8,200,exponential,0.0,4,cb,0.14863,0.14863,0.00000,0.29725,5,29,158
8,2,8,200,exponential,0.0,4,stepaware,0.14863,0.14863,0.00000,0.29725,5,29,158
8,2,8,200,exponential,0.5,0,serial,0.10400,0.12175,0.01775,0.20800,5,37,112
8,2,8,200,exponential,0.5,0,cb,0.10400,0.10400,0.00000,0.20800,5,37,112
8,2,8,200,exponential,0.5,0,stepaware,0.10400,0.10400,0.00000,0.20800,5,37,112
8,2,8,200,exponential,0.5,1,serial,0.21313,0.29700,0.08387,0.42625,8,43,217
8,2,8,200,exponential,0.5,1,cb,0.22150,0.22150,0.00000,0.44300,6,31,224
8,2,8,200,exponential,0.5,1,stepaware,0.22150,0.22150,0.00000,0.44300,6,31,224
8,2,8,200,exponential,0.5,2,serial,0.16312,0.20750,0.04437,0.32625,6,36,194
8,2,8,200,exponential,0.5,2,cb,0.16475,0.16475,0.00000,0.32950,4,28,196
8,2,8,200,exponential,0.5,2,stepaware,0.16475,0.16475,0.00000,0.32950,4,28,196
8,2,8,200,exponential,0.5,3,serial,0.15625,0.21063,0.05438,0.31250,5,61,190
8,2,8,200,exponential,0.5,3,cb,0.15725,0.15725,0.00000,0.31450,3,37,192
8,2,8,200,exponential,0.5,3,stepaware,0.15725,0.15725,0.00000,0.31450,3,37,192
8,2,8,200,exponential,0.5,4,serial,0.16125,0.22762,0.06637,0.32250,6,45,199
8,2,8,200,exponential,0.5,4,cb,0.16512,0.16512,0.00000,0.33025,4,30,205
8,2,8,200,exponential,0.5,4,stepaware,0.16512,0.16512,0.00000,0.33025,3,32,205
8,2,8,200,exponential,0.9,0,serial,0.09488,0.10475,0.00987,0.18975,7,35,92
8,2,8,200,exponential,0.9,0,cb,0.09488,0.09488,0.00000,0.18975,7,28,92
8,2,8,200,exponential,0.9,0,stepaware,0.09488,0.09488,0.00000,0.18975,7,28,92
8,2,8,200,exponential,0.9,1,serial,0.13387,0.17700,0.04312,0.26775,6,43,146
8,2,8,200,exponential,0.9,1,cb,0.13750,0.13750,0.00000,0.27500,5,32,150
8,2,8,200,exponential,0.9,1,stepaware,0.13750,0.13750,0.00000,0.27500,5,32,150
8,2,8,200,exponential,0.9,2,serial,0.14100,0.16925,0.02825,0.28200,5,36,177
8,2,8,200,exponential,0.9,2,cb,0.14388,0.14388,0.00000,0.28775,4,32,179
8,2,8,200,exponential,0.9,2,stepaware,0.14388,0.14388,0.00000,0.28775,4,32,179
8,2,8,200,exponential,0.9,3,serial,0.19050,0.25212,0.06162,0.38100,7,37,213
8,2,8,200,exponential,0.9,3,cb,0.19375,0.19375,0.00000,0.38750,5,32,217
8,2,8,200,exponential,0.9,3,stepaware,0.19375,0.19375,0.00000,0.38750,5,32,217
8,2,8,200,exponential,0.9,4,serial,0.28463,0.44012,0.15550,0.56925,12,52,288
8,2,8,200,exponential,0.9,4,cb,0.30488,0.30488,0.00000,0.60975,6,36,302
8,2,8,200,exponential,0.9,4,stepaware,0.30450,0.30450,0.00000,0.60900,6,39,302
8,2,8,200,lognormal-heavytail,0.0,0,serial,0.15912,0.20187,0.04275,0.31825,7,52,174
8,2,8,200,lognormal-heavytail,0.0,0,cb,0.16250,0.16250,0.00000,0.32500,5,33,178
8,2,8,200,lognormal-heavytail,0.0,0,stepaware,0.16250,0.16250,0.00000,0.32500,5,33,178
8,2,8,200,lognormal-heavytail,0.0,1,serial,0.16787,0.22987,0.06200,0.33575,10,49,157
8,2,8,200,lognormal-heavytail,0.0,1,cb,0.17100,0.17100,0.00000,0.34200,6,45,162
8,2,8,200,lognormal-heavytail,0.0,1,stepaware,0.17100,0.17100,0.00000,0.34200,6,45,162
8,2,8,200,lognormal-heavytail,0.0,2,serial,0.16462,0.21300,0.04838,0.32925,8,37,175
8,2,8,200,lognormal-heavytail,0.0,2,cb,0.16462,0.16462,0.00000,0.32925,5,35,175
8,2,8,200,lognormal-heavytail,0.0,2,stepaware,0.16462,0.16462,0.00000,0.32925,5,35,175
8,2,8,200,lognormal-heavytail,0.0,3,serial,0.15625,0.19987,0.04362,0.31250,7,51,166
8,2,8,200,lognormal-heavytail,0.0,3,cb,0.16137,0.16137,0.00000,0.32275,5,42,169
8,2,8,200,lognormal-heavytail,0.0,3,stepaware,0.16137,0.16137,0.00000,0.32275,5,42,169
8,2,8,200,lognormal-heavytail,0.0,4,serial,0.14375,0.18550,0.04175,0.28750,7,41,169
8,2,8,200,lognormal-heavytail,0.0,4,cb,0.14375,0.14375,0.00000,0.28750,5,31,169
8,2,8,200,lognormal-heavytail,0.0,4,stepaware,0.14375,0.14375,0.00000,0.28750,5,31,169
8,2,8,200,lognormal-heavytail,0.5,0,serial,0.19737,0.27437,0.07700,0.39475,9,57,191
8,2,8,200,lognormal-heavytail,0.5,0,cb,0.20725,0.20725,0.00000,0.41450,6,47,197
8,2,8,200,lognormal-heavytail,0.5,0,stepaware,0.20725,0.20725,0.00000,0.41450,6,47,197
8,2,8,200,lognormal-heavytail,0.5,1,serial,0.07525,0.08325,0.00800,0.15050,5,59,81
8,2,8,200,lognormal-heavytail,0.5,1,cb,0.07525,0.07525,0.00000,0.15050,5,59,81
8,2,8,200,lognormal-heavytail,0.5,1,stepaware,0.07525,0.07525,0.00000,0.15050,5,59,81
8,2,8,200,lognormal-heavytail,0.5,2,serial,0.20975,0.26850,0.05875,0.41950,8,44,220
8,2,8,200,lognormal-heavytail,0.5,2,cb,0.21350,0.21350,0.00000,0.42700,5,35,226
8,2,8,200,lognormal-heavytail,0.5,2,stepaware,0.21350,0.21350,0.00000,0.42700,5,35,226
8,2,8,200,lognormal-heavytail,0.5,3,serial,0.25038,0.36925,0.11888,0.50075,9,54,257
8,2,8,200,lognormal-heavytail,0.5,3,cb,0.26687,0.26687,0.00000,0.53375,6,37,272
8,2,8,200,lognormal-heavytail,0.5,3,stepaware,0.26775,0.26775,0.00000,0.53550,6,39,273
8,2,8,200,lognormal-heavytail,0.5,4,serial,0.15538,0.20225,0.04688,0.31075,9,48,135
8,2,8,200,lognormal-heavytail,0.5,4,cb,0.15775,0.15775,0.00000,0.31550,6,35,136
8,2,8,200,lognormal-heavytail,0.5,4,stepaware,0.15775,0.15775,0.00000,0.31550,6,35,136
8,2,8,200,lognormal-heavytail,0.9,0,serial,0.21088,0.27825,0.06737,0.42175,8,39,226
8,2,8,200,lognormal-heavytail,0.9,0,cb,0.21313,0.21313,0.00000,0.42625,5,34,230
8,2,8,200,lognormal-heavytail,0.9,0,stepaware,0.21313,0.21313,0.00000,0.42625,5,34,230
8,2,8,200,lognormal-heavytail,0.9,1,serial,0.09513,0.11575,0.02063,0.19025,9,46,86
8,2,8,200,lognormal-heavytail,0.9,1,cb,0.09513,0.09513,0.00000,0.19025,7,35,86
8,2,8,200,lognormal-heavytail,0.9,1,stepaware,0.09513,0.09513,0.00000,0.19025,7,35,86
8,2,8,200,lognormal-heavytail,0.9,2,serial,0.16125,0.19700,0.03575,0.32250,8,47,151
8,2,8,200,lognormal-heavytail,0.9,2,cb,0.16325,0.16325,0.00000,0.32650,7,30,153
8,2,8,200,lognormal-heavytail,0.9,2,stepaware,0.16325,0.16325,0.00000,0.32650,7,30,153
8,2,8,200,lognormal-heavytail,0.9,3,serial,0.16775,0.22587,0.05812,0.33550,8,51,176
8,2,8,200,lognormal-heavytail,0.9,3,cb,0.16975,0.16975,0.00000,0.33950,6,36,179
8,2,8,200,lognormal-heavytail,0.9,3,stepaware,0.16975,0.16975,0.00000,0.33950,6,36,179
8,2,8,200,lognormal-heavytail,0.9,4,serial,0.35750,0.59675,0.23925,0.71500,12,67,402
8,2,8,200,lognormal-heavytail,0.9,4,cb,0.39913,0.39913,0.00000,0.79825,5,36,452
8,2,8,200,lognormal-heavytail,0.9,4,stepaware,0.39925,0.39925,0.00000,0.79850,5,36,453
8,2,32,50,exponential,0.0,0,serial,0.49912,0.99725,0.49812,0.99825,161,413,138
8,2,32,50,exponential,0.0,0,cb,0.98438,0.98438,0.00000,1.96875,70,192,264
8,2,32,50,exponential,0.0,0,stepaware,0.99700,0.99700,0.00000,1.99400,41,478,274
8,2,32,50,exponential,0.0,1,serial,0.49975,0.99950,0.49975,0.99950,218,457,121
8,2,32,50,exponential,0.0,1,cb,0.99550,0.99550,0.00000,1.99100,76,265,244
8,2,32,50,exponential,0.0,1,stepaware,0.99938,0.99938,0.00000,1.99875,41,633,257
8,2,32,50,exponential,0.0,2,serial,0.49988,0.99938,0.49950,0.99975,193,590,120
8,2,32,50,exponential,0.0,2,cb,0.97113,0.97113,0.00000,1.94225,73,246,247
8,2,32,50,exponential,0.0,2,stepaware,0.96800,0.96800,0.00000,1.93600,40,619,249
8,2,32,50,exponential,0.0,3,serial,0.49888,0.99725,0.49837,0.99775,207,411,119
8,2,32,50,exponential,0.0,3,cb,0.98825,0.98825,0.00000,1.97650,78,211,234
8,2,32,50,exponential,0.0,3,stepaware,0.99475,0.99475,0.00000,1.98950,45,572,244
8,2,32,50,exponential,0.0,4,serial,0.49938,0.99787,0.49850,0.99875,167,401,143
8,2,32,50,exponential,0.0,4,cb,0.95775,0.95775,0.00000,1.91550,60,213,269
8,2,32,50,exponential,0.0,4,stepaware,0.99625,0.99625,0.00000,1.99250,36,416,281
8,2,32,50,exponential,0.5,0,serial,0.49988,0.99962,0.49975,0.99975,215,468,116
8,2,32,50,exponential,0.5,0,cb,0.96262,0.96262,0.00000,1.92525,67,236,238
8,2,32,50,exponential,0.5,0,stepaware,0.99338,0.99338,0.00000,1.98675,42,466,256
8,2,32,50,exponential,0.5,1,serial,0.49850,0.99687,0.49837,0.99700,172,414,130
8,2,32,50,exponential,0.5,1,cb,0.99287,0.99287,0.00000,1.98575,76,204,265
8,2,32,50,exponential,0.5,1,stepaware,0.99675,0.99675,0.00000,1.99350,43,688,264
8,2,32,50,exponential,0.5,2,serial,0.49962,0.99813,0.49850,0.99925,149,333,151
8,2,32,50,exponential,0.5,2,cb,0.99387,0.99387,0.00000,1.98775,71,223,265
8,2,32,50,exponential,0.5,2,stepaware,0.99675,0.99675,0.00000,1.99350,43,495,277
8,2,32,50,exponential,0.5,3,serial,0.49725,0.99250,0.49525,0.99450,167,329,148
8,2,32,50,exponential,0.5,3,cb,0.98225,0.98225,0.00000,1.96450,69,270,260
8,2,32,50,exponential,0.5,3,stepaware,0.99075,0.99075,0.00000,1.98150,44,430,267
8,2,32,50,exponential,0.5,4,serial,0.49925,0.99738,0.49812,0.99850,218,619,106
8,2,32,50,exponential,0.5,4,cb,0.96962,0.96962,0.00000,1.93925,64,266,236
8,2,32,50,exponential,0.5,4,stepaware,0.98862,0.98862,0.00000,1.97725,45,513,247
8,2,32,50,exponential,0.9,0,serial,0.50000,0.99862,0.49862,1.00000,186,382,133
8,2,32,50,exponential,0.9,0,cb,0.98262,0.98262,0.00000,1.96525,69,197,261
8,2,32,50,exponential,0.9,0,stepaware,0.99800,0.99800,0.00000,1.99600,45,437,265
8,2,32,50,exponential,0.9,1,serial,0.50000,0.99962,0.49962,1.00000,222,511,114
8,2,32,50,exponential,0.9,1,cb,0.99887,0.99887,0.00000,1.99775,93,245,235
8,2,32,50,exponential,0.9,1,stepaware,0.99962,0.99962,0.00000,1.99925,47,1115,247
8,2,32,50,exponential,0.9,2,serial,0.49850,0.98987,0.49137,0.99700,167,402,122
8,2,32,50,exponential,0.9,2,cb,0.92038,0.92038,0.00000,1.84075,53,294,218
8,2,32,50,exponential,0.9,2,stepaware,0.95275,0.95275,0.00000,1.90550,38,365,228
8,2,32,50,exponential,0.9,3,serial,0.50000,0.99938,0.49938,1.00000,268,609,101
8,2,32,50,exponential,0.9,3,cb,0.99938,0.99938,0.00000,1.99875,112,288,229
8,2,32,50,exponential,0.9,3,stepaware,0.99938,0.99938,0.00000,1.99875,49,635,242
8,2,32,50,exponential,0.9,4,serial,0.49950,0.99825,0.49875,0.99900,225,470,116
8,2,32,50,exponential,0.9,4,cb,0.99225,0.99225,0.00000,1.98450,88,240,239
8,2,32,50,exponential,0.9,4,stepaware,0.99825,0.99825,0.00000,1.99650,47,638,249
8,2,32,50,lognormal-heavytail,0.0,0,serial,0.49925,0.99750,0.49825,0.99850,252,433,106
8,2,32,50,lognormal-heavytail,0.0,0,cb,0.98300,0.98300,0.00000,1.96600,74,218,239
8,2,32,50,lognormal-heavytail,0.0,0,stepaware,0.99650,0.99650,0.00000,1.99300,49,423,245
8,2,32,50,lognormal-heavytail,0.0,1,serial,0.49812,0.99600,0.49788,0.99625,198,496,123
8,2,32,50,lognormal-heavytail,0.0,1,cb,0.98388,0.98388,0.00000,1.96775,72,174,245
8,2,32,50,lognormal-heavytail,0.0,1,stepaware,0.98513,0.98513,0.00000,1.97025,46,484,249
8,2,32,50,lognormal-heavytail,0.0,2,serial,0.49650,0.98513,0.48863,0.99300,110,458,142
8,2,32,50,lognormal-heavytail,0.0,2,cb,0.92563,0.92563,0.00000,1.85125,45,185,263
8,2,32,50,lognormal-heavytail,0.0,2,stepaware,0.95813,0.95813,0.00000,1.91625,34,245,273
8,2,32,50,lognormal-heavytail,0.0,3,serial,0.49938,0.99738,0.49800,0.99875,190,369,131
8,2,32,50,lognormal-heavytail,0.0,3,cb,0.99475,0.99475,0.00000,1.98950,75,200,257
8,2,32,50,lognormal-heavytail,0.0,3,stepaware,0.99813,0.99813,0.00000,1.99625,46,446,262
8,2,32,50,lognormal-heavytail,0.0,4,serial,0.49875,0.99650,0.49775,0.99750,194,375,118
8,2,32,50,lognormal-heavytail,0.0,4,cb,0.98000,0.98000,0.00000,1.96000,67,204,249
8,2,32,50,lognormal-heavytail,0.0,4,stepaware,0.99650,0.99650,0.00000,1.99300,41,804,258
8,2,32,50,lognormal-heavytail,0.5,0,serial,0.49838,0.98925,0.49087,0.99675,150,401,140
8,2,32,50,lognormal-heavytail,0.5,0,cb,0.95925,0.95925,0.00000,1.91850,62,242,252
8,2,32,50,lognormal-heavytail,0.5,0,stepaware,0.98350,0.98350,0.00000,1.96700,41,401,261
8,2,32,50,lognormal-heavytail,0.5,1,serial,0.49912,0.99562,0.49650,0.99825,179,476,136
8,2,32,50,lognormal-heavytail,0.5,1,cb,0.99450,0.99450,0.00000,1.98900,81,282,246
8,2,32,50,lognormal-heavytail,0.5,1,stepaware,0.99550,0.99550,0.00000,1.99100,43,528,266
8,2,32,50,lognormal-heavytail,0.5,2,serial,0.49788,0.99413,0.49625,0.99575,198,368,128
8,2,32,50,lognormal-heavytail,0.5,2,cb,0.99087,0.99087,0.00000,1.98175,75,204,255
8,2,32,50,lognormal-heavytail,0.5,2,stepaware,0.99300,0.99300,0.00000,1.98600,45,1025,247
8,2,32,50,lognormal-heavytail,0.5,3,serial,0.50000,0.99825,0.49825,1.00000,185,620,122
8,2,32,50,lognormal-heavytail,0.5,3,cb,0.99025,0.99025,0.00000,1.98050,66,198,257
8,2,32,50,lognormal-heavytail,0.5,3,stepaware,0.99887,0.99887,0.00000,1.99775,45,703,259
8,2,32,50,lognormal-heavytail,0.5,4,serial,0.49912,0.99587,0.49675,0.99825,201,321,139
8,2,32,50,lognormal-heavytail,0.5,4,cb,0.98713,0.98713,0.00000,1.97425,88,243,257
8,2,32,50,lognormal-heavytail,0.5,4,stepaware,0.99575,0.99575,0.00000,1.99150,43,758,274
8,2,32,50,lognormal-heavytail,0.9,0,serial,0.49962,0.99787,0.49825,0.99925,210,465,115
8,2,32,50,lognormal-heavytail,0.9,0,cb,0.95900,0.95900,0.00000,1.91800,70,206,229
8,2,32,50,lognormal-heavytail,0.9,0,stepaware,0.98113,0.98113,0.00000,1.96225,42,589,229
8,2,32,50,lognormal-heavytail,0.9,1,serial,0.49962,0.99850,0.49888,0.99925,161,526,132
8,2,32,50,lognormal-heavytail,0.9,1,cb,0.96288,0.96288,0.00000,1.92575,64,163,262
8,2,32,50,lognormal-heavytail,0.9,1,stepaware,0.98838,0.98838,0.00000,1.97675,41,425,272
8,2,32,50,lognormal-heavytail,0.9,2,serial,0.50000,0.99913,0.49913,1.00000,197,469,119
8,2,32,50,lognormal-heavytail,0.9,2,cb,0.98425,0.98425,0.00000,1.96850,68,224,259
8,2,32,50,lognormal-heavytail,0.9,2,stepaware,0.99587,0.99587,0.00000,1.99175,44,389,264
8,2,32,50,lognormal-heavytail,0.9,3,serial,0.49900,0.99162,0.49262,0.99800,187,521,119
8,2,32,50,lognormal-heavytail,0.9,3,cb,0.91612,0.91612,0.00000,1.83225,59,209,227
8,2,32,50,lognormal-heavytail,0.9,3,stepaware,0.96537,0.96537,0.00000,1.93075,37,260,235
8,2,32,50,lognormal-heavytail,0.9,4,serial,0.49462,0.98062,0.48600,0.98925,141,330,139
8,2,32,50,lognormal-heavytail,0.9,4,cb,0.89125,0.89125,0.00000,1.78250,46,184,248
8,2,32,50,lognormal-heavytail,0.9,4,stepaware,0.92012,0.92012,0.00000,1.84025,34,260,253
8,2,32,200,exponential,0.0,0,serial,0.46800,0.86650,0.39850,0.93600,114,393,108
8,2,32,200,exponential,0.0,0,cb,0.59925,0.59925,0.00000,1.19850,35,157,144
8,2,32,200,exponential,0.0,0,stepaware,0.59125,0.59125,0.00000,1.18250,32,174,141
8,2,32,200,exponential,0.0,1,serial,0.42200,0.78100,0.35900,0.84400,75,438,103
8,2,32,200,exponential,0.0,1,cb,0.56825,0.56825,0.00000,1.13650,32,242,136
8,2,32,200,exponential,0.0,1,stepaware,0.58775,0.58775,0.00000,1.17550,27,246,139
8,2,32,200,exponential,0.0,2,serial,0.42638,0.75187,0.32550,0.85275,83,341,110
8,2,32,200,exponential,0.0,2,cb,0.48225,0.48225,0.00000,0.96450,23,193,133
8,2,32,200,exponential,0.0,2,stepaware,0.48650,0.48650,0.00000,0.97300,20,190,137
8,2,32,200,exponential,0.0,3,serial,0.45350,0.84075,0.38725,0.90700,104,226,113
8,2,32,200,exponential,0.0,3,cb,0.59375,0.59375,0.00000,1.18750,32,150,146
8,2,32,200,exponential,0.0,3,stepaware,0.59175,0.59175,0.00000,1.18350,29,171,146
8,2,32,200,exponential,0.0,4,serial,0.41787,0.70950,0.29163,0.83575,76,351,102
8,2,32,200,exponential,0.0,4,cb,0.50862,0.50862,0.00000,1.01725,30,226,121
8,2,32,200,exponential,0.0,4,stepaware,0.51562,0.51562,0.00000,1.03125,29,232,124
8,2,32,200,exponential,0.5,0,serial,0.45875,0.84800,0.38925,0.91750,91,261,128
8,2,32,200,exponential,0.5,0,cb,0.61687,0.61687,0.00000,1.23375,28,158,173
8,2,32,200,exponential,0.5,0,stepaware,0.62562,0.62562,0.00000,1.25125,28,220,172
8,2,32,200,exponential,0.5,1,serial,0.42938,0.78300,0.35363,0.85875,74,244,120
8,2,32,200,exponential,0.5,1,cb,0.57337,0.57337,0.00000,1.14675,32,165,152
8,2,32,200,exponential,0.5,1,stepaware,0.58413,0.58413,0.00000,1.16825,27,164,156
8,2,32,200,exponential,0.5,2,serial,0.39062,0.68237,0.29175,0.78125,67,189,105
8,2,32,200,exponential,0.5,2,cb,0.50100,0.50100,0.00000,1.00200,26,164,126
8,2,32,200,exponential,0.5,2,stepaware,0.50062,0.50062,0.00000,1.00125,25,167,125
8,2,32,200,exponential,0.5,3,serial,0.45837,0.85513,0.39675,0.91675,117,271,99
8,2,32,200,exponential,0.5,3,cb,0.59413,0.59413,0.00000,1.18825,33,145,134
8,2,32,200,exponential,0.5,3,stepaware,0.59400,0.59400,0.00000,1.18800,33,173,133
8,2,32,200,exponential,0.5,4,serial,0.43162,0.74938,0.31775,0.86325,65,269,113
8,2,32,200,exponential,0.5,4,cb,0.56988,0.56988,0.00000,1.13975,25,187,139
8,2,32,200,exponential,0.5,4,stepaware,0.56800,0.56800,0.00000,1.13600,24,174,140
8,2,32,200,exponential,0.9,0,serial,0.26300,0.35363,0.09063,0.52600,45,191,64
8,2,32,200,exponential,0.9,0,cb,0.26475,0.26475,0.00000,0.52950,26,128,65
8,2,32,200,exponential,0.9,0,stepaware,0.26475,0.26475,0.00000,0.52950,26,128,65
8,2,32,200,exponential,0.9,1,serial,0.26538,0.39713,0.13175,0.53075,31,198,76
8,2,32,200,exponential,0.9,1,cb,0.28275,0.28275,0.00000,0.56550,17,131,80
8,2,32,200,exponential,0.9,1,stepaware,0.28275,0.28275,0.00000,0.56550,17,131,80
8,2,32,200,exponential,0.9,2,serial,0.47037,0.90975,0.43937,0.94075,139,455,104
8,2,32,200,exponential,0.9,2,cb,0.68350,0.68350,0.00000,1.36700,31,192,163
8,2,32,200,exponential,0.9,2,stepaware,0.69075,0.69075,0.00000,1.38150,31,272,167
8,2,32,200,exponential,0.9,3,serial,0.39087,0.62987,0.23900,0.78175,54,229,93
8,2,32,200,exponential,0.9,3,cb,0.43150,0.43150,0.00000,0.86300,24,146,105
8,2,32,200,exponential,0.9,3,stepaware,0.43150,0.43150,0.00000,0.86300,25,149,105
8,2,32,200,exponential,0.9,4,serial,0.49312,0.95950,0.46638,0.98625,156,366,108
8,2,32,200,exponential,0.9,4,cb,0.74987,0.74987,0.00000,1.49975,46,171,178
8,2,32,200,exponential,0.9,4,stepaware,0.76013,0.76013,0.00000,1.52025,37,203,183
8,2,32,200,lognormal-heavytail,0.0,0,serial,0.45963,0.87075,0.41113,0.91925,132,339,100
8,2,32,200,lognormal-heavytail,0.0,0,cb,0.64963,0.64963,0.00000,1.29925,36,172,148
8,2,32,200,lognormal-heavytail,0.0,0,stepaware,0.66075,0.66075,0.00000,1.32150,34,213,149
8,2,32,200,lognormal-heavytail,0.0,1,serial,0.40787,0.70575,0.29788,0.81575,58,230,118
8,2,32,200,lognormal-heavytail,0.0,1,cb,0.49425,0.49425,0.00000,0.98850,26,161,138
8,2,32,200,lognormal-heavytail,0.0,1,stepaware,0.49500,0.49500,0.00000,0.99000,24,161,139
8,2,32,200,lognormal-heavytail,0.0,2,serial,0.45062,0.82363,0.37300,0.90125,97,289,113
8,2,32,200,lognormal-heavytail,0.0,2,cb,0.61875,0.61875,0.00000,1.23750,33,160,147
8,2,32,200,lognormal-heavytail,0.0,2,stepaware,0.62813,0.62813,0.00000,1.25625,32,217,150
8,2,32,200,lognormal-heavytail,0.0,3,serial,0.47875,0.90000,0.42125,0.95750,79,350,118
8,2,32,200,lognormal-heavytail,0.0,3,cb,0.64412,0.64412,0.00000,1.28825,33,145,163
8,2,32,200,lognormal-heavytail,0.0,3,stepaware,0.64412,0.64412,0.00000,1.28825,31,168,164
8,2,32,200,lognormal-heavytail,0.0,4,serial,0.38512,0.67763,0.29250,0.77025,68,270,101
8,2,32,200,lognormal-heavytail,0.0,4,cb,0.50500,0.50500,0.00000,1.01000,28,112,138
8,2,32,200,lognormal-heavytail,0.0,4,stepaware,0.50738,0.50738,0.00000,1.01475,27,112,138
8,2,32,200,lognormal-heavytail,0.5,0,serial,0.48350,0.95325,0.46975,0.96700,179,332,109
8,2,32,200,lognormal-heavytail,0.5,0,cb,0.80500,0.80500,0.00000,1.61000,41,176,215
8,2,32,200,lognormal-heavytail,0.5,0,stepaware,0.82700,0.82700,0.00000,1.65400,33,196,220
8,2,32,200,lognormal-heavytail,0.5,1,serial,0.46837,0.89375,0.42538,0.93675,101,552,96
8,2,32,200,lognormal-heavytail,0.5,1,cb,0.66187,0.66187,0.00000,1.32375,29,209,150
8,2,32,200,lognormal-heavytail,0.5,1,stepaware,0.66138,0.66138,0.00000,1.32275,27,320,153
8,2,32,200,lognormal-heavytail,0.5,2,serial,0.49725,0.98925,0.49200,0.99450,140,422,112
8,2,32,200,lognormal-heavytail,0.5,2,cb,0.73000,0.73000,0.00000,1.46000,42,176,172
8,2,32,200,lognormal-heavytail,0.5,2,stepaware,0.73400,0.73400,0.00000,1.46800,34,176,174
8,2,32,200,lognormal-heavytail,0.5,3,serial,0.46950,0.89225,0.42275,0.93900,113,239,126
8,2,32,200,lognormal-heavytail,0.5,3,cb,0.64987,0.64987,0.00000,1.29975,32,163,164
8,2,32,200,lognormal-heavytail,0.5,3,stepaware,0.64363,0.64363,0.00000,1.28725,30,224,166
8,2,32,200,lognormal-heavytail,0.5,4,serial,0.43288,0.83062,0.39775,0.86575,106,367,107
8,2,32,200,lognormal-heavytail,0.5,4,cb,0.58862,0.58862,0.00000,1.17725,32,172,154
8,2,32,200,lognormal-heavytail,0.5,4,stepaware,0.59875,0.59875,0.00000,1.19750,30,167,158
8,2,32,200,lognormal-heavytail,0.9,0,serial,0.44025,0.78500,0.34475,0.88050,71,219,120
8,2,32,200,lognormal-heavytail,0.9,0,cb,0.54000,0.54000,0.00000,1.08000,26,127,144
8,2,32,200,lognormal-heavytail,0.9,0,stepaware,0.54075,0.54075,0.00000,1.08150,24,126,144
8,2,32,200,lognormal-heavytail,0.9,1,serial,0.43050,0.78487,0.35437,0.86100,75,325,112
8,2,32,200,lognormal-heavytail,0.9,1,cb,0.58675,0.58675,0.00000,1.17350,30,145,148
8,2,32,200,lognormal-heavytail,0.9,1,stepaware,0.58775,0.58775,0.00000,1.17550,28,178,148
8,2,32,200,lognormal-heavytail,0.9,2,serial,0.39763,0.66975,0.27212,0.79525,55,388,97
8,2,32,200,lognormal-heavytail,0.9,2,cb,0.47687,0.47687,0.00000,0.95375,28,164,120
8,2,32,200,lognormal-heavytail,0.9,2,stepaware,0.47587,0.47587,0.00000,0.95175,27,174,119
8,2,32,200,lognormal-heavytail,0.9,3,serial,0.31912,0.51000,0.19088,0.63825,34,227,89
8,2,32,200,lognormal-heavytail,0.9,3,cb,0.34575,0.34575,0.00000,0.69150,18,140,95
8,2,32,200,lognormal-heavytail,0.9,3,stepaware,0.34750,0.34750,0.00000,0.69500,18,140,95
8,2,32,200,lognormal-heavytail,0.9,4,serial,0.40175,0.70012,0.29838,0.80350,59,293,107
8,2,32,200,lognormal-heavytail,0.9,4,cb,0.49362,0.49362,0.00000,0.98725,25,133,126
8,2,32,200,lognormal-heavytail,0.9,4,stepaware,0.49362,0.49362,0.00000,0.98725,24,133,126
8,4,8,50,exponential,0.0,0,serial,0.21788,0.58644,0.36856,0.87150,18,75,436
8,4,8,50,exponential,0.0,0,cb,0.27550,0.27550,0.00000,1.10200,5,45,561
8,4,8,50,exponential,0.0,0,stepaware,0.27550,0.27550,0.00000,1.10200,5,45,561
