M,B,Dmean,Wmean,wait_dist,rho,seed,policy,util,ceiling,residual_idle,throughput,p50,p99,nbursts
16,2,8,50,exponential,0.0,2,stepaware,0.92063,0.92063,0.00000,1.84125,9,102,972
16,2,8,50,exponential,0.0,3,serial,0.49938,0.99725,0.49787,0.99875,80,146,493
16,2,8,50,exponential,0.0,3,cb,0.90238,0.90238,0.00000,1.80475,17,77,905
16,2,8,50,exponential,0.0,3,stepaware,0.93750,0.93750,0.00000,1.87500,10,124,941
16,2,8,50,exponential,0.0,4,serial,0.49950,0.99838,0.49888,0.99900,85,182,478
16,2,8,50,exponential,0.0,4,cb,0.93100,0.93100,0.00000,1.86200,20,67,908
16,2,8,50,exponential,0.0,4,stepaware,0.96325,0.96325,0.00000,1.92650,10,149,949
16,2,8,50,exponential,0.5,0,serial,0.49112,0.96625,0.47513,0.98225,48,108,496
16,2,8,50,exponential,0.5,0,cb,0.67737,0.67737,0.00000,1.35475,9,49,690
16,2,8,50,exponential,0.5,0,stepaware,0.68912,0.68912,0.00000,1.37825,8,60,704
16,2,8,50,exponential,0.5,1,serial,0.50000,0.99962,0.49962,1.00000,84,165,507
16,2,8,50,exponential,0.5,1,cb,0.98275,0.98275,0.00000,1.96550,26,73,1003
16,2,8,50,exponential,0.5,1,stepaware,0.99913,0.99913,0.00000,1.99825,10,376,1040
16,2,8,50,exponential,0.5,2,serial,0.49912,0.99675,0.49763,0.99825,65,187,544
16,2,8,50,exponential,0.5,2,cb,0.92312,0.92312,0.00000,1.84625,17,62,990
16,2,8,50,exponential,0.5,2,stepaware,0.96200,0.96200,0.00000,1.92400,10,135,1025
16,2,8,50,exponential,0.5,3,serial,0.49988,0.99913,0.49925,0.99975,84,151,515
16,2,8,50,exponential,0.5,3,cb,0.97313,0.97313,0.00000,1.94625,22,74,1044
16,2,8,50,exponential,0.5,3,stepaware,0.99487,0.99487,0.00000,1.98975,11,214,1074
16,2,8,50,exponential,0.5,4,serial,0.49825,0.99475,0.49650,0.99650,66,170,538
16,2,8,50,exponential,0.5,4,cb,0.87913,0.87913,0.00000,1.75825,14,57,945
16,2,8,50,exponential,0.5,4,stepaware,0.89225,0.89225,0.00000,1.78450,9,104,961
16,2,8,50,exponential,0.9,0,serial,0.48337,0.94637,0.46300,0.96675,41,103,491
16,2,8,50,exponential,0.9,0,cb,0.61713,0.61713,0.00000,1.23425,9,41,653
16,2,8,50,exponential,0.9,0,stepaware,0.62162,0.62162,0.00000,1.24325,7,50,658
16,2,8,50,exponential,0.9,1,serial,0.49400,0.97350,0.47950,0.98800,46,128,517
16,2,8,50,exponential,0.9,1,cb,0.67588,0.67588,0.00000,1.35175,9,38,731
16,2,8,50,exponential,0.9,1,stepaware,0.67588,0.67588,0.00000,1.35175,7,52,732
16,2,8,50,exponential,0.9,2,serial,0.49700,0.98775,0.49075,0.99400,70,181,488
16,2,8,50,exponential,0.9,2,cb,0.85113,0.85113,0.00000,1.70225,14,56,886
16,2,8,50,exponential,0.9,2,stepaware,0.88900,0.88900,0.00000,1.77800,9,86,921
16,2,8,50,exponential,0.9,3,serial,0.49925,0.99700,0.49775,0.99850,62,172,537
16,2,8,50,exponential,0.9,3,cb,0.87675,0.87675,0.00000,1.75350,14,52,960
16,2,8,50,exponential,0.9,3,stepaware,0.90087,0.90087,0.00000,1.80175,9,92,989
16,2,8,50,exponential,0.9,4,serial,0.49962,0.99813,0.49850,0.99925,82,183,493
16,2,8,50,exponential,0.9,4,cb,0.97675,0.97675,0.00000,1.95350,25,67,991
16,2,8,50,exponential,0.9,4,stepaware,0.99125,0.99125,0.00000,1.98250,11,276,1025
16,2,8,50,lognormal-heavytail,0.0,0,serial,0.49975,0.99750,0.49775,0.99950,80,160,483
16,2,8,50,lognormal-heavytail,0.0,0,cb,0.89563,0.89563,0.00000,1.79125,17,71,877
16,2,8,50,lognormal-heavytail,0.0,0,stepaware,0.91950,0.91950,0.00000,1.83900,10,142,904
16,2,8,50,lognormal-heavytail,0.0,1,serial,0.49838,0.99613,0.49775,0.99675,77,144,524
16,2,8,50,lognormal-heavytail,0.0,1,cb,0.89100,0.89100,0.00000,1.78200,18,57,936
16,2,8,50,lognormal-heavytail,0.0,1,stepaware,0.92412,0.92412,0.00000,1.84825,9,127,965
16,2,8,50,lognormal-heavytail,0.0,2,serial,0.49988,0.99938,0.49950,0.99975,65,132,559
16,2,8,50,lognormal-heavytail,0.0,2,cb,0.92138,0.92138,0.00000,1.84275,15,56,996
16,2,8,50,lognormal-heavytail,0.0,2,stepaware,0.95650,0.95650,0.00000,1.91300,9,92,1035
16,2,8,50,lognormal-heavytail,0.0,3,serial,0.49825,0.99525,0.49700,0.99650,80,156,499
16,2,8,50,lognormal-heavytail,0.0,3,cb,0.91387,0.91387,0.00000,1.82775,18,60,929
16,2,8,50,lognormal-heavytail,0.0,3,stepaware,0.94188,0.94188,0.00000,1.88375,10,156,968
16,2,8,50,lognormal-heavytail,0.0,4,serial,0.49938,0.99825,0.49887,0.99875,76,183,495
16,2,8,50,lognormal-heavytail,0.0,4,cb,0.87100,0.87100,0.00000,1.74200,18,57,866
16,2,8,50,lognormal-heavytail,0.0,4,stepaware,0.89975,0.89975,0.00000,1.79950,9,132,912
16,2,8,50,lognormal-heavytail,0.5,0,serial,0.49925,0.99787,0.49862,0.99850,71,127,525
16,2,8,50,lognormal-heavytail,0.5,0,cb,0.88738,0.88738,0.00000,1.77475,15,59,935
16,2,8,50,lognormal-heavytail,0.5,0,stepaware,0.91725,0.91725,0.00000,1.83450,9,102,975
16,2,8,50,lognormal-heavytail,0.5,1,serial,0.49975,0.99875,0.49900,0.99950,84,183,539
16,2,8,50,lognormal-heavytail,0.5,1,cb,0.99700,0.99700,0.00000,1.99400,32,78,1055
16,2,8,50,lognormal-heavytail,0.5,1,stepaware,0.99875,0.99875,0.00000,1.99750,11,461,1084
16,2,8,50,lognormal-heavytail,0.5,2,serial,0.49938,0.99838,0.49900,0.99875,69,160,535
16,2,8,50,lognormal-heavytail,0.5,2,cb,0.93712,0.93712,0.00000,1.87425,19,58,994
16,2,8,50,lognormal-heavytail,0.5,2,stepaware,0.97713,0.97713,0.00000,1.95425,10,136,1043
16,2,8,50,lognormal-heavytail,0.5,3,serial,0.49975,0.99950,0.49975,0.99950,82,220,496
16,2,8,50,lognormal-heavytail,0.5,3,cb,0.94937,0.94937,0.00000,1.89875,23,79,988
16,2,8,50,lognormal-heavytail,0.5,3,stepaware,0.97950,0.97950,0.00000,1.95900,11,227,1028
16,2,8,50,lognormal-heavytail,0.5,4,serial,0.50000,1.00000,0.50000,1.00000,87,167,507
16,2,8,50,lognormal-heavytail,0.5,4,cb,0.98362,0.98362,0.00000,1.96725,23,68,1041
16,2,8,50,lognormal-heavytail,0.5,4,stepaware,0.99400,0.99400,0.00000,1.98800,10,218,1063
16,2,8,50,lognormal-heavytail,0.9,0,serial,0.49938,0.99838,0.49900,0.99875,96,200,520
16,2,8,50,lognormal-heavytail,0.9,0,cb,0.99662,0.99662,0.00000,1.99325,37,83,1078
16,2,8,50,lognormal-heavytail,0.9,0,stepaware,0.99625,0.99625,0.00000,1.99250,10,252,1103
16,2,8,50,lognormal-heavytail,0.9,1,serial,0.49875,0.99587,0.49712,0.99750,78,155,523
16,2,8,50,lognormal-heavytail,0.9,1,cb,0.95550,0.95550,0.00000,1.91100,19,66,1023
16,2,8,50,lognormal-heavytail,0.9,1,stepaware,0.97150,0.97150,0.00000,1.94300,10,206,1047
16,2,8,50,lognormal-heavytail,0.9,2,serial,0.49962,0.99862,0.49900,0.99925,85,154,504
16,2,8,50,lognormal-heavytail,0.9,2,cb,0.97962,0.97962,0.00000,1.95925,21,71,1049
16,2,8,50,lognormal-heavytail,0.9,2,stepaware,0.99625,0.99625,0.00000,1.99250,10,226,1082
16,2,8,50,lognormal-heavytail,0.9,3,serial,0.49850,0.99638,0.49788,0.99700,75,146,504
16,2,8,50,lognormal-heavytail,0.9,3,cb,0.91775,0.91775,0.00000,1.83550,20,61,927
16,2,8,50,lognormal-heavytail,0.9,3,stepaware,0.95088,0.95088,0.00000,1.90175,11,122,971
16,2,8,50,lognormal-heavytail,0.9,4,serial,0.50000,1.00000,0.50000,1.00000,84,148,524
16,2,8,50,lognormal-heavytail,0.9,4,cb,0.97600,0.97600,0.00000,1.95200,25,66,1040
16,2,8,50,lognormal-heavytail,0.9,4,stepaware,0.99925,0.99925,0.00000,1.99850,11,281,1073
16,2,8,200,exponential,0.0,0,serial,0.27300,0.42000,0.14700,0.54600,10,54,320
16,2,8,200,exponential,0.0,0,cb,0.28387,0.28387,0.00000,0.56775,5,30,332
16,2,8,200,exponential,0.0,0,stepaware,0.28387,0.28387,0.00000,0.56775,5,30,332
16,2,8,200,exponential,0.0,1,serial,0.26388,0.39125,0.12737,0.52775,9,63,305
16,2,8,200,exponential,0.0,1,cb,0.27237,0.27237,0.00000,0.54475,6,33,312
16,2,8,200,exponential,0.0,1,stepaware,0.27237,0.27237,0.00000,0.54475,6,34,312
16,2,8,200,exponential,0.0,2,serial,0.32200,0.51650,0.19450,0.64400,15,53,303
16,2,8,200,exponential,0.0,2,cb,0.34087,0.34087,0.00000,0.68175,7,35,319
16,2,8,200,exponential,0.0,2,stepaware,0.34087,0.34087,0.00000,0.68175,7,35,318
16,2,8,200,exponential,0.0,3,serial,0.28950,0.45188,0.16238,0.57900,12,79,317
16,2,8,200,exponential,0.0,3,cb,0.29938,0.29938,0.00000,0.59875,6,32,329
16,2,8,200,exponential,0.0,3,stepaware,0.29925,0.29925,0.00000,0.59850,6,34,330
16,2,8,200,exponential,0.0,4,serial,0.27687,0.41363,0.13675,0.55375,10,48,323
16,2,8,200,exponential,0.0,4,cb,0.28850,0.28850,0.00000,0.57700,5,32,331
16,2,8,200,exponential,0.0,4,stepaware,0.28850,0.28850,0.00000,0.57700,5,32,331
16,2,8,200,exponential,0.5,0,serial,0.27087,0.40475,0.13388,0.54175,10,52,310
16,2,8,200,exponential,0.5,0,cb,0.28550,0.28550,0.00000,0.57100,5,33,326
16,2,8,200,exponential,0.5,0,stepaware,0.28525,0.28525,0.00000,0.57050,5,33,325
16,2,8,200,exponential,0.5,1,serial,0.32050,0.51938,0.19888,0.64100,15,82,324
16,2,8,200,exponential,0.5,1,cb,0.33787,0.33787,0.00000,0.67575,6,33,348
16,2,8,200,exponential,0.5,1,stepaware,0.34025,0.34025,0.00000,0.68050,6,32,350
16,2,8,200,exponential,0.5,2,serial,0.31912,0.52100,0.20188,0.63825,16,86,332
16,2,8,200,exponential,0.5,2,cb,0.33450,0.33450,0.00000,0.66900,6,32,356
16,2,8,200,exponential,0.5,2,stepaware,0.33450,0.33450,0.00000,0.66900,6,33,356
16,2,8,200,exponential,0.5,3,serial,0.31562,0.49088,0.17525,0.63125,13,65,323
16,2,8,200,exponential,0.5,3,cb,0.32675,0.32675,0.00000,0.65350,6,37,338
16,2,8,200,exponential,0.5,3,stepaware,0.32675,0.32675,0.00000,0.65350,6,36,338
16,2,8,200,exponential,0.5,4,serial,0.32212,0.52312,0.20100,0.64425,12,81,373
16,2,8,200,exponential,0.5,4,cb,0.35013,0.35013,0.00000,0.70025,6,34,405
16,2,8,200,exponential,0.5,4,stepaware,0.35125,0.35125,0.00000,0.70250,5,34,405
16,2,8,200,exponential,0.9,0,serial,0.21638,0.30712,0.09075,0.43275,9,36,239
16,2,8,200,exponential,0.9,0,cb,0.22037,0.22037,0.00000,0.44075,5,32,241
16,2,8,200,exponential,0.9,0,stepaware,0.22037,0.22037,0.00000,0.44075,5,32,241
16,2,8,200,exponential,0.9,1,serial,0.42850,0.78350,0.35500,0.85700,26,96,416
16,2,8,200,exponential,0.9,1,cb,0.48375,0.48375,0.00000,0.96750,6,48,481
16,2,8,200,exponential,0.9,1,stepaware,0.48888,0.48888,0.00000,0.97775,6,51,483
16,2,8,200,exponential,0.9,2,serial,0.33913,0.56500,0.22587,0.67825,16,94,334
16,2,8,200,exponential,0.9,2,cb,0.35687,0.35687,0.00000,0.71375,6,43,363
16,2,8,200,exponential,0.9,2,stepaware,0.35825,0.35825,0.00000,0.71650,5,40,363
16,2,8,200,exponential,0.9,3,serial,0.23525,0.33963,0.10438,0.47050,9,78,249
16,2,8,200,exponential,0.9,3,cb,0.24163,0.24163,0.00000,0.48325,5,40,260
16,2,8,200,exponential,0.9,3,stepaware,0.24163,0.24163,0.00000,0.48325,5,40,260
16,2,8,200,exponential,0.9,4,serial,0.34037,0.58575,0.24538,0.68075,17,84,369
16,2,8,200,exponential,0.9,4,cb,0.35725,0.35725,0.00000,0.71450,6,40,400
16,2,8,200,exponential,0.9,4,stepaware,0.35725,0.35725,0.00000,0.71450,5,42,400
16,2,8,200,lognormal-heavytail,0.0,0,serial,0.27925,0.42788,0.14863,0.55850,11,53,301
16,2,8,200,lognormal-heavytail,0.0,0,cb,0.28925,0.28925,0.00000,0.57850,6,28,313
16,2,8,200,lognormal-heavytail,0.0,0,stepaware,0.28900,0.28900,0.00000,0.57800,6,28,313
16,2,8,200,lognormal-heavytail,0.0,1,serial,0.29775,0.46987,0.17212,0.59550,11,57,320
16,2,8,200,lognormal-heavytail,0.0,1,cb,0.30562,0.30562,0.00000,0.61125,6,31,330
16,2,8,200,lognormal-heavytail,0.0,1,stepaware,0.30475,0.30475,0.00000,0.60950,5,31,330
16,2,8,200,lognormal-heavytail,0.0,2,serial,0.33587,0.56988,0.23400,0.67175,18,74,319
16,2,8,200,lognormal-heavytail,0.0,2,cb,0.35100,0.35100,0.00000,0.70200,6,43,336
16,2,8,200,lognormal-heavytail,0.0,2,stepaware,0.35100,0.35100,0.00000,0.70200,6,45,336
16,2,8,200,lognormal-heavytail,0.0,3,serial,0.29100,0.46187,0.17087,0.58200,14,78,277
16,2,8,200,lognormal-heavytail,0.0,3,cb,0.30562,0.30562,0.00000,0.61125,7,45,293
16,2,8,200,lognormal-heavytail,0.0,3,stepaware,0.30562,0.30562,0.00000,0.61125,6,45,293
16,2,8,200,lognormal-heavytail,0.0,4,serial,0.31362,0.50062,0.18700,0.62725,11,61,351
16,2,8,200,lognormal-heavytail,0.0,4,cb,0.31788,0.31788,0.00000,0.63575,5,36,354
16,2,8,200,lognormal-heavytail,0.0,4,stepaware,0.31788,0.31788,0.00000,0.63575,5,36,354
16,2,8,200,lognormal-heavytail,0.5,0,serial,0.19950,0.29838,0.09887,0.39900,10,86,206
16,2,8,200,lognormal-heavytail,0.5,0,cb,0.20688,0.20688,0.00000,0.41375,6,34,217
16,2,8,200,lognormal-heavytail,0.5,0,stepaware,0.20713,0.20713,0.00000,0.41425,6,42,217
16,2,8,200,lognormal-heavytail,0.5,1,serial,0.20463,0.27975,0.07512,0.40925,8,42,215
16,2,8,200,lognormal-heavytail,0.5,1,cb,0.20575,0.20575,0.00000,0.41150,6,34,218
16,2,8,200,lognormal-heavytail,0.5,1,stepaware,0.20575,0.20575,0.00000,0.41150,6,34,218
16,2,8,200,lognormal-heavytail,0.5,2,serial,0.35025,0.59350,0.24325,0.70050,18,62,359
16,2,8,200,lognormal-heavytail,0.5,2,cb,0.38688,0.38688,0.00000,0.77375,6,39,403
16,2,8,200,lognormal-heavytail,0.5,2,stepaware,0.38725,0.38725,0.00000,0.77450,6,38,404
16,2,8,200,lognormal-heavytail,0.5,3,serial,0.32125,0.49838,0.17713,0.64250,10,65,350
16,2,8,200,lognormal-heavytail,0.5,3,cb,0.32975,0.32975,0.00000,0.65950,5,34,363
16,2,8,200,lognormal-heavytail,0.5,3,stepaware,0.32950,0.32950,0.00000,0.65900,5,39,362
16,2,8,200,lognormal-heavytail,0.5,4,serial,0.39012,0.66812,0.27800,0.78025,17,60,415
16,2,8,200,lognormal-heavytail,0.5,4,cb,0.43088,0.43088,0.00000,0.86175,6,37,454
16,2,8,200,lognormal-heavytail,0.5,4,stepaware,0.42988,0.42988,0.00000,0.85975,6,42,455
16,2,8,200,lognormal-heavytail,0.9,0,serial,0.44912,0.83588,0.38675,0.89825,26,110,455
16,2,8,200,lognormal-heavytail,0.9,0,cb,0.54512,0.54512,0.00000,1.09025,8,39,558
16,2,8,200,lognormal-heavytail,0.9,0,stepaware,0.54475,0.54475,0.00000,1.08950,7,41,557
16,2,8,200,lognormal-heavytail,0.9,1,serial,0.18525,0.24775,0.06250,0.37050,7,48,214
16,2,8,200,lognormal-heavytail,0.9,1,cb,0.18525,0.18525,0.00000,0.37050,5,33,214
16,2,8,200,lognormal-heavytail,0.9,1,stepaware,0.18525,0.18525,0.00000,0.37050,5,33,214
16,2,8,200,lognormal-heavytail,0.9,2,serial,0.35113,0.58300,0.23187,0.70225,13,81,384
16,2,8,200,lognormal-heavytail,0.9,2,cb,0.38312,0.38312,0.00000,0.76625,6,35,413
16,2,8,200,lognormal-heavytail,0.9,2,stepaware,0.38438,0.38438,0.00000,0.76875,6,34,413
16,2,8,200,lognormal-heavytail,0.9,3,serial,0.37300,0.64487,0.27187,0.74600,17,77,399
16,2,8,200,lognormal-heavytail,0.9,3,cb,0.41387,0.41387,0.00000,0.82775,6,34,438
16,2,8,200,lognormal-heavytail,0.9,3,stepaware,0.41537,0.41537,0.00000,0.83075,6,36,440
16,2,8,200,lognormal-heavytail,0.9,4,serial,0.20275,0.29563,0.09288,0.40550,10,79,186
16,2,8,200,lognormal-heavytail,0.9,4,cb,0.20500,0.20500,0.00000,0.41000,5,53,189
16,2,8,200,lognormal-heavytail,0.9,4,stepaware,0.20500,0.20500,0.00000,0.41000,5,53,189
16,2,32,50,exponential,0.0,0,serial,0.49988,0.99900,0.49912,0.99975,394,658,134
16,2,32,50,exponential,0.0,0,cb,0.99900,0.99900,0.00000,1.99800,180,341,265
16,2,32,50,exponential,0.0,0,stepaware,0.99900,0.99900,0.00000,1.99800,40,1368,287
16,2,32,50,exponential,0.0,1,serial,0.49988,0.99938,0.49950,0.99975,489,853,108
16,2,32,50,exponential,0.0,1,cb,0.99938,0.99938,0.00000,1.99875,218,425,230
16,2,32,50,exponential,0.0,1,stepaware,0.99938,0.99938,0.00000,1.99875,45,1129,257
16,2,32,50,exponential,0.0,2,serial,0.49875,0.99725,0.49850,0.99750,408,654,134
16,2,32,50,exponential,0.0,2,cb,0.99725,0.99725,0.00000,1.99450,175,337,265
16,2,32,50,exponential,0.0,2,stepaware,0.99725,0.99725,0.00000,1.99450,34,1548,302
16,2,32,50,exponential,0.0,3,serial,0.49975,0.99950,0.49975,0.99950,395,622,134
16,2,32,50,exponential,0.0,3,cb,0.99950,0.99950,0.00000,1.99900,170,326,277
16,2,32,50,exponential,0.0,3,stepaware,0.99950,0.99950,0.00000,1.99900,41,1193,283
16,2,32,50,exponential,0.0,4,serial,0.49888,0.99750,0.49863,0.99775,408,561,131
16,2,32,50,exponential,0.0,4,cb,0.99750,0.99750,0.00000,1.99500,192,300,259
16,2,32,50,exponential,0.0,4,stepaware,0.99750,0.99750,0.00000,1.99500,42,1106,280
16,2,32,50,exponential,0.5,0,serial,0.49988,0.99975,0.49988,0.99975,344,869,127
16,2,32,50,exponential,0.5,0,cb,0.99975,0.99975,0.00000,1.99950,167,407,257
16,2,32,50,exponential,0.5,0,stepaware,0.99975,0.99975,0.00000,1.99950,44,1703,287
16,2,32,50,exponential,0.5,1,serial,0.49975,0.99838,0.49862,0.99950,446,593,125
16,2,32,50,exponential,0.5,1,cb,0.99838,0.99838,0.00000,1.99675,211,347,232
16,2,32,50,exponential,0.5,1,stepaware,0.99838,0.99838,0.00000,1.99675,46,1984,277
16,2,32,50,exponential,0.5,2,serial,0.49988,0.99938,0.49950,0.99975,424,853,124
16,2,32,50,exponential,0.5,2,cb,0.99938,0.99938,0.00000,1.99875,201,335,254
16,2,32,50,exponential,0.5,2,stepaware,0.99938,0.99938,0.00000,1.99875,41,2059,282
16,2,32,50,exponential,0.5,3,serial,0.49988,0.99950,0.49963,0.99975,389,702,136
16,2,32,50,exponential,0.5,3,cb,0.99950,0.99950,0.00000,1.99900,187,399,262
16,2,32,50,exponential,0.5,3,stepaware,0.99950,0.99950,0.00000,1.99900,41,1394,282
16,2,32,50,exponential,0.5,4,serial,0.50000,0.99987,0.49987,1.00000,419,699,131
16,2,32,50,exponential,0.5,4,cb,0.99987,0.99987,0.00000,1.99975,193,387,266
16,2,32,50,exponential,0.5,4,stepaware,0.99987,0.99987,0.00000,1.99975,36,2016,297
16,2,32,50,exponential,0.9,0,serial,0.49938,0.99825,0.49887,0.99875,323,600,140
16,2,32,50,exponential,0.9,0,cb,0.99825,0.99825,0.00000,1.99650,162,327,263
16,2,32,50,exponential,0.9,0,stepaware,0.99825,0.99825,0.00000,1.99650,38,1736,289
16,2,32,50,exponential,0.9,1,serial,0.49988,0.99975,0.49988,0.99975,517,702,120
16,2,32,50,exponential,0.9,1,cb,0.99938,0.99938,0.00000,1.99875,210,372,243
16,2,32,50,exponential,0.9,1,stepaware,0.99938,0.99938,0.00000,1.99875,42,1462,278
16,2,32,50,exponential,0.9,2,serial,0.50000,0.99962,0.49962,1.00000,342,621,154
16,2,32,50,exponential,0.9,2,cb,0.99962,0.99962,0.00000,1.99925,184,353,266
16,2,32,50,exponential,0.9,2,stepaware,0.99962,0.99962,0.00000,1.99925,41,1612,300
16,2,32,50,exponential,0.9,3,serial,0.49988,0.99875,0.49888,0.99975,424,703,126
16,2,32,50,exponential,0.9,3,cb,0.99875,0.99875,0.00000,1.99750,196,364,239
16,2,32,50,exponential,0.9,3,stepaware,0.99875,0.99875,0.00000,1.99750,40,1513,279
16,2,32,50,exponential,0.9,4,serial,0.49938,0.99838,0.49900,0.99875,497,722,112
16,2,32,50,exponential,0.9,4,cb,0.99838,0.99838,0.00000,1.99675,206,452,237
16,2,32,50,exponential,0.9,4,stepaware,0.99838,0.99838,0.00000,1.99675,44,985,298
16,2,32,50,lognormal-heavytail,0.0,0,serial,0.49962,0.99925,0.49962,0.99925,374,662,145
16,2,32,50,lognormal-heavytail,0.0,0,cb,0.99925,0.99925,0.00000,1.99850,180,389,270
16,2,32,50,lognormal-heavytail,0.0,0,stepaware,0.99925,0.99925,0.00000,1.99850,41,1750,304
16,2,32,50,lognormal-heavytail,0.0,1,serial,0.49975,0.99938,0.49962,0.99950,468,608,118
16,2,32,50,lognormal-heavytail,0.0,1,cb,0.99938,0.99938,0.00000,1.99875,205,423,248
16,2,32,50,lognormal-heavytail,0.0,1,stepaware,0.99938,0.99938,0.00000,1.99875,41,1997,280
16,2,32,50,lognormal-heavytail,0.0,2,serial,0.49975,0.99925,0.49950,0.99950,355,601,138
16,2,32,50,lognormal-heavytail,0.0,2,cb,0.99925,0.99925,0.00000,1.99850,194,346,261
16,2,32,50,lognormal-heavytail,0.0,2,stepaware,0.99925,0.99925,0.00000,1.99850,43,1856,284
16,2,32,50,lognormal-heavytail,0.0,3,serial,0.49975,0.99887,0.49912,0.99950,415,571,130
16,2,32,50,lognormal-heavytail,0.0,3,cb,0.99887,0.99887,0.00000,1.99775,166,334,274
16,2,32,50,lognormal-heavytail,0.0,3,stepaware,0.99887,0.99887,0.00000,1.99775,40,1800,294
16,2,32,50,lognormal-heavytail,0.0,4,serial,0.50000,0.99987,0.49987,1.00000,426,827,127
16,2,32,50,lognormal-heavytail,0.0,4,cb,0.99987,0.99987,0.00000,1.99975,174,389,259
16,2,32,50,lognormal-heavytail,0.0,4,stepaware,0.99987,0.99987,0.00000,1.99975,39,1568,300
16,2,32,50,lognormal-heavytail,0.5,0,serial,0.49975,0.99913,0.49938,0.99950,284,629,177
16,2,32,50,lognormal-heavytail,0.5,0,cb,0.99913,0.99913,0.00000,1.99825,142,297,309
16,2,32,50,lognormal-heavytail,0.5,0,stepaware,0.99913,0.99913,0.00000,1.99825,33,798,347
16,2,32,50,lognormal-heavytail,0.5,1,serial,0.49975,0.99862,0.49887,0.99950,374,782,135
16,2,32,50,lognormal-heavytail,0.5,1,cb,0.99862,0.99862,0.00000,1.99725,184,401,260
16,2,32,50,lognormal-heavytail,0.5,1,stepaware,0.99862,0.99862,0.00000,1.99725,45,1077,284
16,2,32,50,lognormal-heavytail,0.5,2,serial,0.49950,0.99875,0.49925,0.99900,441,701,117
16,2,32,50,lognormal-heavytail,0.5,2,cb,0.99875,0.99875,0.00000,1.99750,215,354,222
16,2,32,50,lognormal-heavytail,0.5,2,stepaware,0.99875,0.99875,0.00000,1.99750,45,1628,258
16,2,32,50,lognormal-heavytail,0.5,3,serial,0.49962,0.99862,0.49900,0.99925,451,695,128
16,2,32,50,lognormal-heavytail,0.5,3,cb,0.99862,0.99862,0.00000,1.99725,211,373,248
16,2,32,50,lognormal-heavytail,0.5,3,stepaware,0.99862,0.99862,0.00000,1.99725,46,1664,281
16,2,32,50,lognormal-heavytail,0.5,4,serial,0.49988,0.99813,0.49825,0.99975,499,751,117
16,2,32,50,lognormal-heavytail,0.5,4,cb,0.99787,0.99787,0.00000,1.99575,225,377,241
16,2,32,50,lognormal-heavytail,0.5,4,stepaware,0.99787,0.99787,0.00000,1.99575,47,2248,281
16,2,32,50,lognormal-heavytail,0.9,0,serial,0.50000,0.99975,0.49975,1.00000,433,622,133
16,2,32,50,lognormal-heavytail,0.9,0,cb,0.99975,0.99975,0.00000,1.99950,205,352,257
16,2,32,50,lognormal-heavytail,0.9,0,stepaware,0.99975,0.99975,0.00000,1.99950,40,2445,291
16,2,32,50,lognormal-heavytail,0.9,1,serial,0.49988,0.99975,0.49988,0.99975,475,619,122
16,2,32,50,lognormal-heavytail,0.9,1,cb,0.99975,0.99975,0.00000,1.99950,206,340,269
16,2,32,50,lognormal-heavytail,0.9,1,stepaware,0.99975,0.99975,0.00000,1.99950,41,1698,299
16,2,32,50,lognormal-heavytail,0.9,2,serial,0.49950,0.99862,0.49912,0.99900,430,728,117
16,2,32,50,lognormal-heavytail,0.9,2,cb,0.99862,0.99862,0.00000,1.99725,178,355,238
16,2,32,50,lognormal-heavytail,0.9,2,stepaware,0.99862,0.99862,0.00000,1.99725,43,1586,268
16,2,32,50,lognormal-heavytail,0.9,3,serial,0.49950,0.99887,0.49937,0.99900,436,729,130
16,2,32,50,lognormal-heavytail,0.9,3,cb,0.99887,0.99887,0.00000,1.99775,224,362,247
16,2,32,50,lognormal-heavytail,0.9,3,stepaware,0.99887,0.99887,0.00000,1.99775,45,2094,290
16,2,32,50,lognormal-heavytail,0.9,4,serial,0.50000,0.99938,0.49938,1.00000,415,735,128
16,2,32,50,lognormal-heavytail,0.9,4,cb,0.99938,0.99938,0.00000,1.99875,157,379,260
16,2,32,50,lognormal-heavytail,0.9,4,stepaware,0.99938,0.99938,0.00000,1.99875,40,1182,287
16,2,32,200,exponential,0.0,0,serial,0.49375,0.98362,0.48987,0.98750,308,609,121
16,2,32,200,exponential,0.0,0,cb,0.89338,0.89338,0.00000,1.78675,64,248,214
16,2,32,200,exponential,0.0,0,stepaware,0.93012,0.93012,0.00000,1.86025,42,485,225
16,2,32,200,exponential,0.0,1,serial,0.49925,0.99813,0.49888,0.99850,318,672,118
16,2,32,200,exponential,0.0,1,cb,0.94450,0.94450,0.00000,1.88900,78,262,224
16,2,32,200,exponential,0.0,1,stepaware,0.96575,0.96575,0.00000,1.93150,46,549,231
16,2,32,200,exponential,0.0,2,serial,0.49725,0.99400,0.49675,0.99450,313,516,130
16,2,32,200,exponential,0.0,2,cb,0.91463,0.91463,0.00000,1.82925,57,201,247
16,2,32,200,exponential,0.0,2,stepaware,0.90800,0.90800,0.00000,1.81600,39,331,246
16,2,32,200,exponential,0.0,3,serial,0.49038,0.97625,0.48587,0.98075,275,702,119
16,2,32,200,exponential,0.0,3,cb,0.91575,0.91575,0.00000,1.83150,75,237,222
16,2,32,200,exponential,0.0,3,stepaware,0.95700,0.95700,0.00000,1.91400,39,567,237
