f_fl,remainder_mix,acc,rho,W,fire_mode,d_fixed,seed,n,L_base,E_early,dL,pct_reduction,n_fire,n_win,n_wrong,n_hold,frac_front_actual,p_correct_given_fire,win
0.1,uniform_heavy,0.8,0.25,0.5,smart,0.3,0,2500,1.25,1.2542,-0.0042,-0.333,1103,789,314,1397,0.084,0.7153,0
0.1,uniform_heavy,0.8,0.25,0.5,smart,0.3,1,2500,1.25,1.2457,0.0043,0.343,1128,839,289,1372,0.0992,0.7438,1
0.1,uniform_heavy,0.8,0.25,0.5,smart,0.3,2,2500,1.25,1.2453,0.0047,0.376,1138,849,289,1362,0.1028,0.746,1
0.1,uniform_heavy,0.8,0.25,0.5,smart,0.3,3,2500,1.25,1.2502,-0.0002,-0.013,1112,813,299,1388,0.0976,0.7311,0
0.1,uniform_heavy,0.8,0.25,0.5,smart,0.3,4,2500,1.25,1.2465,0.0035,0.279,1143,845,298,1357,0.1048,0.7393,1
0.1,uniform_heavy,0.8,0.25,0.5,smart,0.3,5,2500,1.25,1.2468,0.0032,0.252,1178,871,307,1322,0.0976,0.7394,1
0.1,uniform_heavy,0.8,0.25,0.5,smart,0.3,6,2500,1.25,1.2427,0.0073,0.582,1112,839,273,1388,0.0996,0.7545,1
0.1,uniform_heavy,0.8,0.25,1.0,smart,0.3,0,2500,1.25,1.3105,-0.0605,-4.839,1155,847,308,1345,0.0972,0.7333,0
0.1,uniform_heavy,0.8,0.25,1.0,smart,0.3,1,2500,1.25,1.3089,-0.0589,-4.71,1163,858,305,1337,0.0956,0.7377,0
0.1,uniform_heavy,0.8,0.25,1.0,smart,0.3,2,2500,1.25,1.2968,-0.0468,-3.743,1137,861,276,1363,0.1064,0.7573,0
0.1,uniform_heavy,0.8,0.25,1.0,smart,0.3,3,2500,1.25,1.3032,-0.0532,-4.253,1107,822,285,1393,0.0924,0.7425,0
0.1,uniform_heavy,0.8,0.25,1.0,smart,0.3,4,2500,1.25,1.3077,-0.0577,-4.615,1126,828,298,1374,0.1036,0.7353,0
0.1,uniform_heavy,0.8,0.25,1.0,smart,0.3,5,2500,1.25,1.3066,-0.0566,-4.529,1141,843,298,1359,0.1076,0.7388,0
0.1,uniform_heavy,0.8,0.25,1.0,smart,0.3,6,2500,1.25,1.2946,-0.0446,-3.571,1079,816,263,1421,0.102,0.7563,0
0.1,uniform_heavy,0.8,0.25,2.0,smart,0.3,0,2500,1.25,1.4217,-0.1717,-13.736,1138,845,293,1362,0.096,0.7425,0
0.1,uniform_heavy,0.8,0.25,2.0,smart,0.3,1,2500,1.25,1.4353,-0.1853,-14.825,1095,790,305,1405,0.0996,0.7215,0
0.1,uniform_heavy,0.8,0.25,2.0,smart,0.3,2,2500,1.25,1.4219,-0.1719,-13.751,1132,839,293,1368,0.0956,0.7412,0
0.1,uniform_heavy,0.8,0.25,2.0,smart,0.3,3,2500,1.25,1.4147,-0.1647,-13.177,1165,877,288,1335,0.108,0.7528,0
0.1,uniform_heavy,0.8,0.25,2.0,smart,0.3,4,2500,1.25,1.4119,-0.1619,-12.953,1119,839,280,1381,0.1116,0.7498,0
0.1,uniform_heavy,0.8,0.25,2.0,smart,0.3,5,2500,1.25,1.4583,-0.2083,-16.661,1177,839,338,1323,0.0968,0.7128,0
0.1,uniform_heavy,0.8,0.25,2.0,smart,0.3,6,2500,1.25,1.4329,-0.1829,-14.631,1100,797,303,1400,0.1028,0.7245,0
0.1,uniform_heavy,0.8,0.5,0.5,smart,0.3,0,2500,1.5,1.4299,0.0701,4.674,1156,862,294,1344,0.1088,0.7457,1
0.1,uniform_heavy,0.8,0.5,0.5,smart,0.3,1,2500,1.5,1.4341,0.0659,4.396,1148,853,295,1352,0.0932,0.743,1
0.1,uniform_heavy,0.8,0.5,0.5,smart,0.3,2,2500,1.5,1.4314,0.0686,4.576,1118,846,272,1382,0.1068,0.7567,1
0.1,uniform_heavy,0.8,0.5,0.5,smart,0.3,3,2500,1.5,1.4449,0.0551,3.671,1132,810,322,1368,0.1044,0.7155,1
0.1,uniform_heavy,0.8,0.5,0.5,smart,0.3,4,2500,1.5,1.4254,0.0746,4.972,1114,854,260,1386,0.1,0.7666,1
0.1,uniform_heavy,0.8,0.5,0.5,smart,0.3,5,2500,1.5,1.4327,0.0673,4.487,1127,843,284,1373,0.0916,0.748,1
0.1,uniform_heavy,0.8,0.5,0.5,smart,0.3,6,2500,1.5,1.4295,0.0705,4.699,1137,851,286,1363,0.1048,0.7485,1
0.1,uniform_heavy,0.8,0.5,1.0,smart,0.3,0,2500,1.5,1.4947,0.0053,0.355,1115,820,295,1385,0.1144,0.7354,1
0.1,uniform_heavy,0.8,0.5,1.0,smart,0.3,1,2500,1.5,1.4863,0.0137,0.912,1151,867,284,1349,0.0964,0.7533,1
0.1,uniform_heavy,0.8,0.5,1.0,smart,0.3,2,2500,1.5,1.4912,0.0088,0.586,1129,840,289,1371,0.0952,0.744,1
0.1,uniform_heavy,0.8,0.5,1.0,smart,0.3,3,2500,1.5,1.4934,0.0066,0.437,1098,812,286,1402,0.0968,0.7395,1
0.1,uniform_heavy,0.8,0.5,1.0,smart,0.3,4,2500,1.5,1.4994,0.0006,0.04,1129,827,302,1371,0.0964,0.7325,1
0.1,uniform_heavy,0.8,0.5,1.0,smart,0.3,5,2500,1.5,1.4783,0.0217,1.449,1151,879,272,1349,0.1004,0.7637,1
0.1,uniform_heavy,0.8,0.5,1.0,smart,0.3,6,2500,1.5,1.4958,0.0042,0.279,1164,862,302,1336,0.1016,0.7405,1
0.1,uniform_heavy,0.8,0.5,2.0,smart,0.3,0,2500,1.5,1.6166,-0.1166,-7.773,1163,858,305,1337,0.096,0.7377,0
0.1,uniform_heavy,0.8,0.5,2.0,smart,0.3,1,2500,1.5,1.6008,-0.1008,-6.718,1119,838,281,1381,0.1096,0.7489,0
0.1,uniform_heavy,0.8,0.5,2.0,smart,0.3,2,2500,1.5,1.6107,-0.1107,-7.382,1194,891,303,1306,0.1012,0.7462,0
0.1,uniform_heavy,0.8,0.5,2.0,smart,0.3,3,2500,1.5,1.5913,-0.0913,-6.086,1107,839,268,1393,0.108,0.7579,0
0.1,uniform_heavy,0.8,0.5,2.0,smart,0.3,4,2500,1.5,1.6292,-0.1292,-8.616,1182,860,322,1318,0.0932,0.7276,0
0.1,uniform_heavy,0.8,0.5,2.0,smart,0.3,5,2500,1.5,1.6034,-0.1034,-6.892,1137,850,287,1363,0.1044,0.7476,0
0.1,uniform_heavy,0.8,0.5,2.0,smart,0.3,6,2500,1.5,1.6303,-0.1303,-8.686,1079,774,305,1421,0.0916,0.7173,0
0.1,uniform_heavy,0.8,1,0.5,smart,0.3,0,2500,2.0,1.8097,0.1903,9.514,1096,831,265,1404,0.1044,0.7582,1
0.1,uniform_heavy,0.8,1,0.5,smart,0.3,1,2500,2.0,1.8021,0.1979,9.897,1173,869,304,1327,0.1028,0.7408,1
0.1,uniform_heavy,0.8,1,0.5,smart,0.3,2,2500,2.0,1.8116,0.1884,9.418,1109,829,280,1391,0.1032,0.7475,1
0.1,uniform_heavy,0.8,1,0.5,smart,0.3,3,2500,2.0,1.8229,0.1771,8.857,1113,803,310,1387,0.1048,0.7215,1
