f_fl,remainder_mix,acc,rho,W,fire_mode,d_fixed,seed,n,L_base,E_early,dL,pct_reduction,n_fire,n_win,n_wrong,n_hold,frac_front_actual,p_correct_given_fire,win
0.1,tail_heavy,0.7,0.5,1.0,smart,0.3,1,2500,1.5,1.6616,-0.1616,-10.774,994,430,564,1506,0.0984,0.4326,0
0.1,tail_heavy,0.7,0.5,1.0,smart,0.3,2,2500,1.5,1.6416,-0.1416,-9.443,995,467,528,1505,0.1092,0.4693,0
0.1,tail_heavy,0.7,0.5,1.0,smart,0.3,3,2500,1.5,1.6644,-0.1644,-10.958,1002,431,571,1498,0.0984,0.4301,0
0.1,tail_heavy,0.7,0.5,1.0,smart,0.3,4,2500,1.5,1.662,-0.162,-10.8,1049,471,578,1451,0.1072,0.449,0
0.1,tail_heavy,0.7,0.5,1.0,smart,0.3,5,2500,1.5,1.6561,-0.1561,-10.405,998,446,552,1502,0.1,0.4469,0
0.1,tail_heavy,0.7,0.5,1.0,smart,0.3,6,2500,1.5,1.6466,-0.1466,-9.775,1000,461,539,1500,0.1052,0.461,0
0.1,tail_heavy,0.7,0.5,2.0,smart,0.3,0,2500,1.5,1.8858,-0.3858,-25.717,992,430,562,1508,0.102,0.4335,0
0.1,tail_heavy,0.7,0.5,2.0,smart,0.3,1,2500,1.5,1.8732,-0.3732,-24.881,993,445,548,1507,0.0944,0.4481,0
0.1,tail_heavy,0.7,0.5,2.0,smart,0.3,2,2500,1.5,1.8568,-0.3568,-23.789,1008,475,533,1492,0.1064,0.4712,0
0.1,tail_heavy,0.7,0.5,2.0,smart,0.3,3,2500,1.5,1.8952,-0.3952,-26.348,1038,460,578,1462,0.0828,0.4432,0
0.1,tail_heavy,0.7,0.5,2.0,smart,0.3,4,2500,1.5,1.912,-0.412,-27.463,994,404,590,1506,0.0936,0.4064,0
0.1,tail_heavy,0.7,0.5,2.0,smart,0.3,5,2500,1.5,1.9267,-0.4267,-28.447,1075,458,617,1425,0.0932,0.426,0
0.1,tail_heavy,0.7,0.5,2.0,smart,0.3,6,2500,1.5,1.8797,-0.3797,-25.314,1011,453,558,1489,0.1044,0.4481,0
0.1,tail_heavy,0.7,1,0.5,smart,0.3,0,2500,2.0,1.9677,0.0323,1.614,1000,466,534,1500,0.1012,0.466,1
0.1,tail_heavy,0.7,1,0.5,smart,0.3,1,2500,2.0,1.983,0.017,0.849,1024,445,579,1476,0.1044,0.4346,1
0.1,tail_heavy,0.7,1,0.5,smart,0.3,2,2500,2.0,1.9817,0.0183,0.913,968,429,539,1532,0.0964,0.4432,1
0.1,tail_heavy,0.7,1,0.5,smart,0.3,3,2500,2.0,1.9832,0.0168,0.842,978,426,552,1522,0.0992,0.4356,1
0.1,tail_heavy,0.7,1,0.5,smart,0.3,4,2500,2.0,1.978,0.022,1.101,1073,476,597,1427,0.0992,0.4436,1
0.1,tail_heavy,0.7,1,0.5,smart,0.3,5,2500,2.0,1.9792,0.0208,1.04,1014,451,563,1486,0.098,0.4448,1
0.1,tail_heavy,0.7,1,0.5,smart,0.3,6,2500,2.0,1.9736,0.0264,1.322,1028,466,562,1472,0.1104,0.4533,1
0.1,tail_heavy,0.7,1,1.0,smart,0.3,0,2500,2.0,2.0887,-0.0887,-4.434,1034,467,567,1466,0.1008,0.4516,0
0.1,tail_heavy,0.7,1,1.0,smart,0.3,1,2500,2.0,2.0939,-0.0939,-4.697,994,436,558,1506,0.1052,0.4386,0
0.1,tail_heavy,0.7,1,1.0,smart,0.3,2,2500,2.0,2.0846,-0.0846,-4.228,957,426,531,1543,0.1072,0.4451,0
0.1,tail_heavy,0.7,1,1.0,smart,0.3,3,2500,2.0,2.09,-0.09,-4.498,981,435,546,1519,0.0932,0.4434,0
0.1,tail_heavy,0.7,1,1.0,smart,0.3,4,2500,2.0,2.1084,-0.1084,-5.42,987,410,577,1513,0.0928,0.4154,0
0.1,tail_heavy,0.7,1,1.0,smart,0.3,5,2500,2.0,2.0836,-0.0836,-4.178,1003,457,546,1497,0.0932,0.4556,0
0.1,tail_heavy,0.7,1,1.0,smart,0.3,6,2500,2.0,2.0849,-0.0849,-4.243,1021,468,553,1479,0.0976,0.4584,0
0.1,tail_heavy,0.7,1,2.0,smart,0.3,0,2500,2.0,2.3302,-0.3302,-16.508,1019,444,575,1481,0.0996,0.4357,0
0.1,tail_heavy,0.7,1,2.0,smart,0.3,1,2500,2.0,2.2909,-0.2909,-14.544,1025,485,540,1475,0.0952,0.4732,0
0.1,tail_heavy,0.7,1,2.0,smart,0.3,2,2500,2.0,2.2983,-0.2983,-14.915,964,433,531,1536,0.0968,0.4492,0
0.1,tail_heavy,0.7,1,2.0,smart,0.3,3,2500,2.0,2.3095,-0.3095,-15.477,993,442,551,1507,0.1072,0.4451,0
0.1,tail_heavy,0.7,1,2.0,smart,0.3,4,2500,2.0,2.3142,-0.3142,-15.709,1000,443,557,1500,0.0988,0.443,0
0.1,tail_heavy,0.7,1,2.0,smart,0.3,5,2500,2.0,2.3114,-0.3114,-15.569,975,428,547,1525,0.094,0.439,0
0.1,tail_heavy,0.7,1,2.0,smart,0.3,6,2500,2.0,2.2936,-0.2936,-14.678,972,443,529,1528,0.1012,0.4558,0
0.1,tail_heavy,0.7,2,0.5,smart,0.3,0,2500,3.0,2.8507,0.1493,4.977,997,442,555,1503,0.1008,0.4433,1
0.1,tail_heavy,0.7,2,0.5,smart,0.3,1,2500,3.0,2.8566,0.1434,4.778,1009,436,573,1491,0.0904,0.4321,1
0.1,tail_heavy,0.7,2,0.5,smart,0.3,2,2500,3.0,2.8437,0.1563,5.211,1012,448,564,1488,0.1044,0.4427,1
0.1,tail_heavy,0.7,2,0.5,smart,0.3,3,2500,3.0,2.8471,0.1529,5.097,1023,450,573,1477,0.1056,0.4399,1
0.1,tail_heavy,0.7,2,0.5,smart,0.3,4,2500,3.0,2.8383,0.1617,5.389,1050,466,584,1450,0.1112,0.4438,1
0.1,tail_heavy,0.7,2,0.5,smart,0.3,5,2500,3.0,2.8607,0.1393,4.645,954,419,535,1546,0.1028,0.4392,1
0.1,tail_heavy,0.7,2,0.5,smart,0.3,6,2500,3.0,2.835,0.165,5.499,1019,462,557,1481,0.1136,0.4534,1
0.1,tail_heavy,0.7,2,1.0,smart,0.3,0,2500,3.0,2.9707,0.0293,0.975,1034,448,586,1466,0.108,0.4333,1
0.1,tail_heavy,0.7,2,1.0,smart,0.3,1,2500,3.0,2.9979,0.0021,0.071,982,396,586,1518,0.1068,0.4033,1
0.1,tail_heavy,0.7,2,1.0,smart,0.3,2,2500,3.0,2.9664,0.0336,1.119,971,421,550,1529,0.1028,0.4336,1
0.1,tail_heavy,0.7,2,1.0,smart,0.3,3,2500,3.0,2.9242,0.0758,2.527,996,478,518,1504,0.1016,0.4799,1
0.1,tail_heavy,0.7,2,1.0,smart,0.3,4,2500,3.0,2.9815,0.0185,0.615,942,399,543,1558,0.0932,0.4236,1
0.1,tail_heavy,0.7,2,1.0,smart,0.3,5,2500,3.0,2.9802,0.0198,0.661,1028,434,594,1472,0.1012,0.4222,1
0.1,tail_heavy,0.7,2,1.0,smart,0.3,6,2500,3.0,2.9461,0.0539,1.796,987,453,534,1513,0.1056,0.459,1
0.1,tail_heavy,0.7,2,2.0,smart,0.3,0,2500,3.0,3.1832,-0.1832,-6.107,993,441,552,1507,0.1068,0.4441,0
0.1,tail_heavy,0.7,2,2.0,smart,0.3,1,2500,3.0,3.1914,-0.1914,-6.378,1059,473,586,1441,0.1064,0.4466,0
0.1,tail_heavy,0.7,2,2.0,smart,0.3,2,2500,3.0,3.1743,-0.1743,-5.811,978,437,541,1522,0.0928,0.4468,0
0.1,tail_heavy,0.7,2,2.0,smart,0.3,3,2500,3.0,3.1785,-0.1785,-5.95,1033,465,568,1467,0.0988,0.4501,0
0.1,tail_heavy,0.7,2,2.0,smart,0.3,4,2500,3.0,3.2032,-0.2032,-6.772,978,417,561,1522,0.0884,0.4264,0
0.1,tail_heavy,0.7,2,2.0,smart,0.3,5,2500,3.0,3.2,-0.2,-6.666,1027,449,578,1473,0.0936,0.4372,0
0.1,tail_heavy,0.7,2,2.0,smart,0.3,6,2500,3.0,3.1901,-0.1901,-6.336,1032,456,576,1468,0.1,0.4419,0
0.1,tail_heavy,0.7,4,0.5,smart,0.3,0,2500,5.0,4.6346,0.3654,7.308,994,408,586,1506,0.0908,0.4105,1
0.1,tail_heavy,0.7,4,0.5,smart,0.3,1,2500,5.0,4.5991,0.4009,8.018,1019,441,578,1481,0.0992,0.4328,1
0.1,tail_heavy,0.7,4,0.5,smart,0.3,2,2500,5.0,4.6126,0.3874,7.748,996,429,567,1504,0.0992,0.4307,1
0.1,tail_heavy,0.7,4,0.5,smart,0.3,3,2500,5.0,4.6017,0.3983,7.966,1009,432,577,1491,0.1056,0.4281,1
0.1,tail_heavy,0.7,4,0.5,smart,0.3,4,2500,5.0,4.5591,0.4409,8.817,1042,472,570,1458,0.1068,0.453,1
0.1,tail_heavy,0.7,4,0.5,smart,0.3,5,2500,5.0,4.6273,0.3727,7.454,966,407,559,1534,0.1016,0.4213,1
0.1,tail_heavy,0.7,4,0.5,smart,0.3,6,2500,5.0,4.5782,0.4218,8.436,999,446,553,1501,0.1124,0.4464,1
0.1,tail_heavy,0.7,4,1.0,smart,0.3,0,2500,5.0,4.7178,0.2822,5.643,984,430,554,1516,0.0972,0.437,1
0.1,tail_heavy,0.7,4,1.0,smart,0.3,1,2500,5.0,4.6942,0.3058,6.115,982,441,541,1518,0.0952,0.4491,1
0.1,tail_heavy,0.7,4,1.0,smart,0.3,2,2500,5.0,4.691,0.309,6.18,1011,453,558,1489,0.122,0.4481,1
0.1,tail_heavy,0.7,4,1.0,smart,0.3,3,2500,5.0,4.6926,0.3074,6.148,1022,457,565,1478,0.1052,0.4472,1
0.1,tail_heavy,0.7,4,1.0,smart,0.3,4,2500,5.0,4.7104,0.2896,5.792,959,428,531,1541,0.0884,0.4463,1
0.1,tail_heavy,0.7,4,1.0,smart,0.3,5,2500,5.0,4.6464,0.3536,7.072,1016,478,538,1484,0.1052,0.4705,1
0.1,tail_heavy,0.7,4,1.0,smart,0.3,6,2500,5.0,4.7222,0.2778,5.557,978,423,555,1522,0.098,0.4325,1
0.1,tail_heavy,0.7,4,2.0,smart,0.3,0,2500,5.0,4.9336,0.0664,1.327,1007,442,565,1493,0.0992,0.4389,1
0.1,tail_heavy,0.7,4,2.0,smart,0.3,1,2500,5.0,4.9212,0.0788,1.576,959,424,535,1541,0.0984,0.4421,1
0.1,tail_heavy,0.7,4,2.0,smart,0.3,2,2500,5.0,4.8889,0.1111,2.223,989,454,535,1511,0.1004,0.459,1
0.1,tail_heavy,0.7,4,2.0,smart,0.3,3,2500,5.0,4.9046,0.0954,1.908,1002,451,551,1498,0.0988,0.4501,1
0.1,tail_heavy,0.7,4,2.0,smart,0.3,4,2500,5.0,4.9486,0.0514,1.027,1023,435,588,1477,0.0928,0.4252,1
0.1,tail_heavy,0.7,4,2.0,smart,0.3,5,2500,5.0,4.9244,0.0756,1.512,1020,449,571,1480,0.0856,0.4402,1
0.1,tail_heavy,0.7,4,2.0,smart,0.3,6,2500,5.0,4.9376,0.0624,1.248,1018,445,573,1482,0.0956,0.4371,1
0.1,tail_heavy,0.7,8,0.5,smart,0.3,0,2500,9.0,8.0172,0.9828,10.92,1006,465,541,1494,0.0944,0.4622,1
0.1,tail_heavy,0.7,8,0.5,smart,0.3,1,2500,9.0,8.0605,0.9395,10.439,1049,441,608,1451,0.1,0.4204,1
0.1,tail_heavy,0.7,8,0.5,smart,0.3,2,2500,9.0,7.991,1.009,11.211,1047,472,575,1453,0.1068,0.4508,1
0.1,tail_heavy,0.7,8,0.5,smart,0.3,3,2500,9.0,8.0116,0.9884,10.983,1035,463,572,1465,0.096,0.4473,1
0.1,tail_heavy,0.7,8,0.5,smart,0.3,4,2500,9.0,8.1324,0.8676,9.64,1031,424,607,1469,0.0896,0.4113,1
0.1,tail_heavy,0.7,8,0.5,smart,0.3,5,2500,9.0,8.0438,0.9562,10.624,1030,454,576,1470,0.1048,0.4408,1
0.1,tail_heavy,0.7,8,0.5,smart,0.3,6,2500,9.0,8.0757,0.9243,10.27,976,431,545,1524,0.1044,0.4416,1
0.1,tail_heavy,0.7,8,1.0,smart,0.3,0,2500,9.0,8.1956,0.8044,8.938,989,435,554,1511,0.1032,0.4398,1
0.1,tail_heavy,0.7,8,1.0,smart,0.3,1,2500,9.0,8.1589,0.8411,9.346,1018,454,564,1482,0.102,0.446,1
0.1,tail_heavy,0.7,8,1.0,smart,0.3,2,2500,9.0,8.1611,0.8389,9.321,1010,447,563,1490,0.1124,0.4426,1
0.1,tail_heavy,0.7,8,1.0,smart,0.3,3,2500,9.0,8.1903,0.8097,8.997,1018,441,577,1482,0.1028,0.4332,1
0.1,tail_heavy,0.7,8,1.0,smart,0.3,4,2500,9.0,8.1062,0.8938,9.931,1012,473,539,1488,0.1116,0.4674,1
0.1,tail_heavy,0.7,8,1.0,smart,0.3,5,2500,9.0,8.1765,0.8235,9.15,1002,438,564,1498,0.1004,0.4371,1
0.1,tail_heavy,0.7,8,1.0,smart,0.3,6,2500,9.0,8.1779,0.8221,9.135,992,446,546,1508,0.1068,0.4496,1
0.1,tail_heavy,0.7,8,2.0,smart,0.3,0,2500,9.0,8.5201,0.4799,5.332,996,404,592,1504,0.1028,0.4056,1
0.1,tail_heavy,0.7,8,2.0,smart,0.3,1,2500,9.0,8.3876,0.6124,6.805,987,443,544,1513,0.0952,0.4488,1
0.1,tail_heavy,0.7,8,2.0,smart,0.3,2,2500,9.0,8.4703,0.5297,5.886,991,418,573,1509,0.0964,0.4218,1
0.1,tail_heavy,0.7,8,2.0,smart,0.3,3,2500,9.0,8.4543,0.5457,6.064,1005,429,576,1495,0.0984,0.4269,1
0.1,tail_heavy,0.7,8,2.0,smart,0.3,4,2500,9.0,8.3575,0.6425,7.139,1010,457,553,1490,0.1052,0.4525,1
0.1,tail_heavy,0.7,8,2.0,smart,0.3,5,2500,9.0,8.3628,0.6372,7.08,1048,469,579,1452,0.1108,0.4475,1
0.1,tail_heavy,0.7,8,2.0,smart,0.3,6,2500,9.0,8.4206,0.5794,6.437,1015,437,578,1485,0.11,0.4305,1
0.1,tail_heavy,0.8,0.25,0.5,smart,0.3,0,2500,1.25,1.2852,-0.0352,-2.817,858,499,359,1642,0.1032,0.5816,0
0.1,tail_heavy,0.8,0.25,0.5,smart,0.3,1,2500,1.25,1.2853,-0.0353,-2.823,827,476,351,1673,0.0988,0.5756,0
0.1,tail_heavy,0.8,0.25,0.5,smart,0.3,2,2500,1.25,1.2862,-0.0362,-2.896,922,539,383,1578,0.1144,0.5846,0
0.1,tail_heavy,0.8,0.25,0.5,smart,0.3,3,2500,1.25,1.289,-0.039,-3.118,888,505,383,1612,0.098,0.5687,0
0.1,tail_heavy,0.8,0.25,0.5,smart,0.3,4,2500,1.25,1.2862,-0.0362,-2.894,900,524,376,1600,0.1048,0.5822,0
0.1,tail_heavy,0.8,0.25,0.5,smart,0.3,5,2500,1.25,1.2807,-0.0307,-2.458,853,511,342,1647,0.1052,0.5991,0
0.1,tail_heavy,0.8,0.25,0.5,smart,0.3,6,2500,1.25,1.2856,-0.0356,-2.845,883,514,369,1617,0.0956,0.5821,0
0.1,tail_heavy,0.8,0.25,1.0,smart,0.3,0,2500,1.25,1.3615,-0.1115,-8.921,877,504,373,1623,0.0992,0.5747,0
0.1,tail_heavy,0.8,0.25,1.0,smart,0.3,1,2500,1.25,1.3633,-0.1133,-9.063,891,513,378,1609,0.096,0.5758,0
0.1,tail_heavy,0.8,0.25,1.0,smart,0.3,2,2500,1.25,1.3696,-0.1196,-9.572,863,475,388,1637,0.0984,0.5504,0
0.1,tail_heavy,0.8,0.25,1.0,smart,0.3,3,2500,1.25,1.3539,-0.1039,-8.315,910,549,361,1590,0.1024,0.6033,0
0.1,tail_heavy,0.8,0.25,1.0,smart,0.3,4,2500,1.25,1.3634,-0.1134,-9.07,919,536,383,1581,0.1032,0.5832,0
0.1,tail_heavy,0.8,0.25,1.0,smart,0.3,5,2500,1.25,1.3583,-0.1083,-8.664,832,473,359,1668,0.1048,0.5685,0
0.1,tail_heavy,0.8,0.25,1.0,smart,0.3,6,2500,1.25,1.3638,-0.1138,-9.106,842,471,371,1658,0.0888,0.5594,0
0.1,tail_heavy,0.8,0.25,2.0,smart,0.3,0,2500,1.25,1.521,-0.271,-21.682,900,514,386,1600,0.0972,0.5711,0
0.1,tail_heavy,0.8,0.25,2.0,smart,0.3,1,2500,1.25,1.5078,-0.2578,-20.627,855,488,367,1645,0.0924,0.5708,0
0.1,tail_heavy,0.8,0.25,2.0,smart,0.3,2,2500,1.25,1.5312,-0.2812,-22.498,890,493,397,1610,0.0976,0.5539,0
0.1,tail_heavy,0.8,0.25,2.0,smart,0.3,3,2500,1.25,1.5264,-0.2764,-22.115,909,516,393,1591,0.1088,0.5677,0
0.1,tail_heavy,0.8,0.25,2.0,smart,0.3,4,2500,1.25,1.5269,-0.2769,-22.155,910,516,394,1590,0.1016,0.567,0
0.1,tail_heavy,0.8,0.25,2.0,smart,0.3,5,2500,1.25,1.5165,-0.2665,-21.323,841,466,375,1659,0.0888,0.5541,0
0.1,tail_heavy,0.8,0.25,2.0,smart,0.3,6,2500,1.25,1.5044,-0.2544,-20.348,848,485,363,1652,0.104,0.5719,0
0.1,tail_heavy,0.8,0.5,0.5,smart,0.3,0,2500,1.5,1.4959,0.0041,0.276,855,501,354,1645,0.0992,0.586,1
0.1,tail_heavy,0.8,0.5,0.5,smart,0.3,1,2500,1.5,1.5013,-0.0013,-0.085,869,496,373,1631,0.094,0.5708,0
0.1,tail_heavy,0.8,0.5,0.5,smart,0.3,2,2500,1.5,1.4901,0.0099,0.661,914,550,364,1586,0.1164,0.6018,1
0.1,tail_heavy,0.8,0.5,0.5,smart,0.3,3,2500,1.5,1.5007,-0.0007,-0.048,887,508,379,1613,0.0924,0.5727,0
0.1,tail_heavy,0.8,0.5,0.5,smart,0.3,4,2500,1.5,1.4951,0.0049,0.329,869,512,357,1631,0.0996,0.5892,1
0.1,tail_heavy,0.8,0.5,0.5,smart,0.3,5,2500,1.5,1.5057,-0.0057,-0.379,901,500,401,1599,0.116,0.5549,0
0.1,tail_heavy,0.8,0.5,0.5,smart,0.3,6,2500,1.5,1.5005,-0.0005,-0.034,900,513,387,1600,0.1008,0.57,0
0.1,tail_heavy,0.8,0.5,1.0,smart,0.3,0,2500,1.5,1.5704,-0.0704,-4.691,914,540,374,1586,0.092,0.5908,0
0.1,tail_heavy,0.8,0.5,1.0,smart,0.3,1,2500,1.5,1.5683,-0.0683,-4.551,877,516,361,1623,0.1016,0.5884,0
0.1,tail_heavy,0.8,0.5,1.0,smart,0.3,2,2500,1.5,1.5728,-0.0728,-4.851,850,488,362,1650,0.0936,0.5741,0
0.1,tail_heavy,0.8,0.5,1.0,smart,0.3,3,2500,1.5,1.5656,-0.0656,-4.37,856,507,349,1644,0.0944,0.5923,0
0.1,tail_heavy,0.8,0.5,1.0,smart,0.3,4,2500,1.5,1.5768,-0.0768,-5.122,915,528,387,1585,0.1028,0.577,0
0.1,tail_heavy,0.8,0.5,1.0,smart,0.3,5,2500,1.5,1.5704,-0.0704,-4.696,884,516,368,1616,0.1012,0.5837,0
0.1,tail_heavy,0.8,0.5,1.0,smart,0.3,6,2500,1.5,1.5706,-0.0706,-4.706,896,526,370,1604,0.1076,0.5871,0
0.1,tail_heavy,0.8,0.5,2.0,smart,0.3,0,2500,1.5,1.7407,-0.2407,-16.046,891,498,393,1609,0.1008,0.5589,0
0.1,tail_heavy,0.8,0.5,2.0,smart,0.3,1,2500,1.5,1.7118,-0.2118,-14.121,859,501,358,1641,0.096,0.5832,0
0.1,tail_heavy,0.8,0.5,2.0,smart,0.3,2,2500,1.5,1.7192,-0.2192,-14.615,867,501,366,1633,0.1,0.5779,0
0.1,tail_heavy,0.8,0.5,2.0,smart,0.3,3,2500,1.5,1.7204,-0.2204,-14.696,889,519,370,1611,0.0916,0.5838,0
0.1,tail_heavy,0.8,0.5,2.0,smart,0.3,4,2500,1.5,1.7419,-0.2419,-16.128,902,506,396,1598,0.1056,0.561,0
0.1,tail_heavy,0.8,0.5,2.0,smart,0.3,5,2500,1.5,1.7285,-0.2285,-15.235,935,547,388,1565,0.1128,0.585,0
0.1,tail_heavy,0.8,0.5,2.0,smart,0.3,6,2500,1.5,1.7238,-0.2238,-14.923,889,515,374,1611,0.102,0.5793,0
0.1,tail_heavy,0.8,1,0.5,smart,0.3,0,2500,2.0,1.916,0.084,4.2,860,514,346,1640,0.1052,0.5977,1
0.1,tail_heavy,0.8,1,0.5,smart,0.3,1,2500,2.0,1.9284,0.0716,3.58,897,511,386,1603,0.1004,0.5697,1
0.1,tail_heavy,0.8,1,0.5,smart,0.3,2,2500,2.0,1.9233,0.0767,3.833,892,520,372,1608,0.0912,0.583,1
0.1,tail_heavy,0.8,1,0.5,smart,0.3,3,2500,2.0,1.932,0.068,3.399,836,476,360,1664,0.0964,0.5694,1
0.1,tail_heavy,0.8,1,0.5,smart,0.3,4,2500,2.0,1.9126,0.0874,4.368,901,544,357,1599,0.1044,0.6038,1
0.1,tail_heavy,0.8,1,0.5,smart,0.3,5,2500,2.0,1.9338,0.0662,3.309,824,467,357,1676,0.086,0.5667,1
0.1,tail_heavy,0.8,1,0.5,smart,0.3,6,2500,2.0,1.9259,0.0741,3.707,850,493,357,1650,0.1012,0.58,1
0.1,tail_heavy,0.8,1,1.0,smart,0.3,0,2500,2.0,2.0149,-0.0149,-0.744,846,465,381,1654,0.0952,0.5496,0
0.1,tail_heavy,0.8,1,1.0,smart,0.3,1,2500,2.0,2.0031,-0.0031,-0.157,871,499,372,1629,0.0984,0.5729,0
0.1,tail_heavy,0.8,1,1.0,smart,0.3,2,2500,2.0,1.9953,0.0047,0.233,840,491,349,1660,0.1036,0.5845,1
0.1,tail_heavy,0.8,1,1.0,smart,0.3,3,2500,2.0,2.0118,-0.0118,-0.59,890,492,398,1610,0.0924,0.5528,0
0.1,tail_heavy,0.8,1,1.0,smart,0.3,4,2500,2.0,1.9873,0.0127,0.635,862,512,350,1638,0.104,0.594,1
0.1,tail_heavy,0.8,1,1.0,smart,0.3,5,2500,2.0,2.0028,-0.0028,-0.139,873,497,376,1627,0.1028,0.5693,0
0.1,tail_heavy,0.8,1,1.0,smart,0.3,6,2500,2.0,2.0011,-0.0011,-0.053,845,484,361,1655,0.0956,0.5728,0
0.1,tail_heavy,0.8,1,2.0,smart,0.3,0,2500,2.0,2.1368,-0.1368,-6.838,883,519,364,1617,0.1044,0.5878,0
0.1,tail_heavy,0.8,1,2.0,smart,0.3,1,2500,2.0,2.1499,-0.1499,-7.497,887,511,376,1613,0.1072,0.5761,0
0.1,tail_heavy,0.8,1,2.0,smart,0.3,2,2500,2.0,2.1856,-0.1856,-9.28,929,510,419,1571,0.0968,0.549,0
0.1,tail_heavy,0.8,1,2.0,smart,0.3,3,2500,2.0,2.1508,-0.1508,-7.538,886,509,377,1614,0.1024,0.5745,0
0.1,tail_heavy,0.8,1,2.0,smart,0.3,4,2500,2.0,2.1393,-0.1393,-6.967,887,519,368,1613,0.098,0.5851,0
0.1,tail_heavy,0.8,1,2.0,smart,0.3,5,2500,2.0,2.1386,-0.1386,-6.931,851,494,357,1649,0.1016,0.5805,0
0.1,tail_heavy,0.8,1,2.0,smart,0.3,6,2500,2.0,2.1568,-0.1568,-7.839,883,500,383,1617,0.0952,0.5663,0
0.1,tail_heavy,0.8,2,0.5,smart,0.3,0,2500,3.0,2.7711,0.2289,7.631,858,503,355,1642,0.102,0.5862,1
0.1,tail_heavy,0.8,2,0.5,smart,0.3,1,2500,3.0,2.7665,0.2335,7.784,887,524,363,1613,0.0996,0.5908,1
0.1,tail_heavy,0.8,2,0.5,smart,0.3,2,2500,3.0,2.7686,0.2314,7.714,823,502,321,1677,0.0972,0.61,1
0.1,tail_heavy,0.8,2,0.5,smart,0.3,3,2500,3.0,2.7724,0.2276,7.585,885,510,375,1615,0.0972,0.5763,1
0.1,tail_heavy,0.8,2,0.5,smart,0.3,4,2500,3.0,2.7776,0.2224,7.415,832,489,343,1668,0.0956,0.5877,1
0.1,tail_heavy,0.8,2,0.5,smart,0.3,5,2500,3.0,2.7603,0.2397,7.989,846,514,332,1654,0.0968,0.6076,1
0.1,tail_heavy,0.8,2,0.5,smart,0.3,6,2500,3.0,2.764,0.236,7.868,877,516,361,1623,0.1016,0.5884,1
0.1,tail_heavy,0.8,2,1.0,smart,0.3,0,2500,3.0,2.8372,0.1628,5.425,884,520,364,1616,0.0972,0.5882,1
0.1,tail_heavy,0.8,2,1.0,smart,0.3,1,2500,3.0,2.8713,0.1287,4.29,857,478,379,1643,0.0908,0.5578,1
0.1,tail_heavy,0.8,2,1.0,smart,0.3,2,2500,3.0,2.8822,0.1178,3.926,880,473,407,1620,0.106,0.5375,1
0.1,tail_heavy,0.8,2,1.0,smart,0.3,3,2500,3.0,2.8526,0.1474,4.912,883,499,384,1617,0.1036,0.5651,1
0.1,tail_heavy,0.8,2,1.0,smart,0.3,4,2500,3.0,2.8296,0.1704,5.679,902,539,363,1598,0.1072,0.5976,1
0.1,tail_heavy,0.8,2,1.0,smart,0.3,5,2500,3.0,2.8128,0.1872,6.241,892,546,346,1608,0.0968,0.6121,1
0.1,tail_heavy,0.8,2,1.0,smart,0.3,6,2500,3.0,2.8701,0.1299,4.33,893,490,403,1607,0.0968,0.5487,1
0.1,tail_heavy,0.8,2,2.0,smart,0.3,0,2500,3.0,3.0118,-0.0118,-0.393,918,520,398,1582,0.0992,0.5664,0
0.1,tail_heavy,0.8,2,2.0,smart,0.3,1,2500,3.0,3.0039,-0.0039,-0.128,911,519,392,1589,0.1084,0.5697,0
0.1,tail_heavy,0.8,2,2.0,smart,0.3,2,2500,3.0,2.9966,0.0034,0.112,856,495,361,1644,0.1004,0.5783,1
0.1,tail_heavy,0.8,2,2.0,smart,0.3,3,2500,3.0,2.9804,0.0196,0.655,917,542,375,1583,0.1072,0.5911,1
0.1,tail_heavy,0.8,2,2.0,smart,0.3,4,2500,3.0,2.9692,0.0308,1.026,899,538,361,1601,0.1028,0.5984,1
0.1,tail_heavy,0.8,2,2.0,smart,0.3,5,2500,3.0,2.9896,0.0104,0.347,903,528,375,1597,0.1012,0.5847,1
0.1,tail_heavy,0.8,2,2.0,smart,0.3,6,2500,3.0,2.9659,0.0341,1.137,898,542,356,1602,0.1068,0.6036,1
0.1,tail_heavy,0.8,4,0.5,smart,0.3,0,2500,5.0,4.5182,0.4818,9.637,857,473,384,1643,0.0988,0.5519,1
0.1,tail_heavy,0.8,4,0.5,smart,0.3,1,2500,5.0,4.4503,0.5497,10.995,883,524,359,1617,0.1076,0.5934,1
0.1,tail_heavy,0.8,4,0.5,smart,0.3,2,2500,5.0,4.4654,0.5346,10.693,879,508,371,1621,0.1008,0.5779,1
0.1,tail_heavy,0.8,4,0.5,smart,0.3,3,2500,5.0,4.4643,0.5357,10.714,887,517,370,1613,0.106,0.5829,1
0.1,tail_heavy,0.8,4,0.5,smart,0.3,4,2500,5.0,4.4919,0.5081,10.162,865,494,371,1635,0.096,0.5711,1
0.1,tail_heavy,0.8,4,0.5,smart,0.3,5,2500,5.0,4.4486,0.5514,11.029,891,528,363,1609,0.1084,0.5926,1
0.1,tail_heavy,0.8,4,0.5,smart,0.3,6,2500,5.0,4.4948,0.5052,10.104,872,490,382,1628,0.0988,0.5619,1
0.1,tail_heavy,0.8,4,1.0,smart,0.3,0,2500,5.0,4.5511,0.4489,8.978,945,526,419,1555,0.1032,0.5566,1
