f_fl,remainder_mix,acc,rho,W,fire_mode,d_fixed,seed,n,L_base,E_early,dL,pct_reduction,n_fire,n_win,n_wrong,n_hold,frac_front_actual,p_correct_given_fire,win
0.1,uniform_heavy,0.5,0.25,0.5,blind,0.2,0,2500,1.25,1.6122,-0.3622,-28.979,2500,492,2008,0,0.1064,0.1968,0
0.1,uniform_heavy,0.5,0.25,0.5,blind,0.2,1,2500,1.25,1.622,-0.372,-29.763,2500,457,2043,0,0.0896,0.1828,0
0.1,uniform_heavy,0.5,0.25,0.5,blind,0.2,2,2500,1.25,1.6206,-0.3706,-29.651,2500,462,2038,0,0.0924,0.1848,0
0.1,uniform_heavy,0.5,0.25,0.5,blind,0.2,3,2500,1.25,1.6248,-0.3748,-29.987,2500,447,2053,0,0.0972,0.1788,0
0.1,uniform_heavy,0.5,0.25,0.5,blind,0.2,4,2500,1.25,1.6103,-0.3603,-28.822,2500,499,2001,0,0.0988,0.1996,0
0.1,uniform_heavy,0.5,0.25,0.5,blind,0.2,5,2500,1.25,1.6257,-0.3757,-30.054,2500,444,2056,0,0.0948,0.1776,0
0.1,uniform_heavy,0.5,0.25,0.5,blind,0.2,6,2500,1.25,1.6204,-0.3704,-29.629,2500,463,2037,0,0.1072,0.1852,0
0.1,uniform_heavy,0.5,0.25,0.5,blind,0.3,0,2500,1.25,1.5659,-0.3159,-25.269,2500,682,1818,0,0.1028,0.2728,0
0.1,uniform_heavy,0.5,0.25,0.5,blind,0.3,1,2500,1.25,1.5783,-0.3283,-26.262,2500,636,1864,0,0.1008,0.2544,0
0.1,uniform_heavy,0.5,0.25,0.5,blind,0.3,2,2500,1.25,1.5723,-0.3223,-25.787,2500,658,1842,0,0.0904,0.2632,0
0.1,uniform_heavy,0.5,0.25,0.5,blind,0.3,3,2500,1.25,1.5715,-0.3215,-25.722,2500,661,1839,0,0.1068,0.2644,0
0.1,uniform_heavy,0.5,0.25,0.5,blind,0.3,4,2500,1.25,1.5794,-0.3294,-26.349,2500,632,1868,0,0.09,0.2528,0
0.1,uniform_heavy,0.5,0.25,0.5,blind,0.3,5,2500,1.25,1.5642,-0.3142,-25.139,2500,688,1812,0,0.0952,0.2752,0
0.1,uniform_heavy,0.5,0.25,0.5,blind,0.3,6,2500,1.25,1.5721,-0.3221,-25.766,2500,659,1841,0,0.1056,0.2636,0
0.1,uniform_heavy,0.5,0.25,0.5,blind,0.5,0,2500,1.25,1.4872,-0.2372,-18.98,2500,1051,1449,0,0.0996,0.4204,0
0.1,uniform_heavy,0.5,0.25,0.5,blind,0.5,1,2500,1.25,1.4923,-0.2423,-19.38,2500,1031,1469,0,0.1012,0.4124,0
0.1,uniform_heavy,0.5,0.25,0.5,blind,0.5,2,2500,1.25,1.4795,-0.2295,-18.36,2500,1082,1418,0,0.1004,0.4328,0
0.1,uniform_heavy,0.5,0.25,0.5,blind,0.5,3,2500,1.25,1.494,-0.244,-19.52,2500,1024,1476,0,0.1092,0.4096,0
0.1,uniform_heavy,0.5,0.25,0.5,blind,0.5,4,2500,1.25,1.488,-0.238,-19.04,2500,1048,1452,0,0.1088,0.4192,0
0.1,uniform_heavy,0.5,0.25,0.5,blind,0.5,5,2500,1.25,1.5008,-0.2508,-20.06,2500,997,1503,0,0.0912,0.3988,0
0.1,uniform_heavy,0.5,0.25,0.5,blind,0.5,6,2500,1.25,1.4888,-0.2388,-19.1,2500,1045,1455,0,0.094,0.418,0
0.1,uniform_heavy,0.5,0.25,1.0,blind,0.2,0,2500,1.25,2.0086,-0.7586,-60.685,2500,503,1997,0,0.1044,0.2012,0
0.1,uniform_heavy,0.5,0.25,1.0,blind,0.2,1,2500,1.25,2.0364,-0.7864,-62.912,2500,445,2055,0,0.1044,0.178,0
0.1,uniform_heavy,0.5,0.25,1.0,blind,0.2,2,2500,1.25,2.0282,-0.7782,-62.259,2500,462,2038,0,0.106,0.1848,0
0.1,uniform_heavy,0.5,0.25,1.0,blind,0.2,3,2500,1.25,2.0441,-0.7941,-63.526,2500,429,2071,0,0.1008,0.1716,0
0.1,uniform_heavy,0.5,0.25,1.0,blind,0.2,4,2500,1.25,2.0158,-0.7658,-61.261,2500,488,2012,0,0.1092,0.1952,0
0.1,uniform_heavy,0.5,0.25,1.0,blind,0.2,5,2500,1.25,2.0302,-0.7802,-62.413,2500,458,2042,0,0.0968,0.1832,0
0.1,uniform_heavy,0.5,0.25,1.0,blind,0.2,6,2500,1.25,2.0239,-0.7739,-61.914,2500,471,2029,0,0.0948,0.1884,0
0.1,uniform_heavy,0.5,0.25,1.0,blind,0.3,0,2500,1.25,1.937,-0.687,-54.958,2500,666,1834,0,0.0992,0.2664,0
0.1,uniform_heavy,0.5,0.25,1.0,blind,0.3,1,2500,1.25,1.9313,-0.6813,-54.507,2500,678,1822,0,0.0984,0.2712,0
0.1,uniform_heavy,0.5,0.25,1.0,blind,0.3,2,2500,1.25,1.9337,-0.6837,-54.695,2500,673,1827,0,0.0992,0.2692,0
0.1,uniform_heavy,0.5,0.25,1.0,blind,0.3,3,2500,1.25,1.9285,-0.6785,-54.282,2500,684,1816,0,0.1008,0.2736,0
0.1,uniform_heavy,0.5,0.25,1.0,blind,0.3,4,2500,1.25,1.9154,-0.6654,-53.229,2500,712,1788,0,0.102,0.2848,0
0.1,uniform_heavy,0.5,0.25,1.0,blind,0.3,5,2500,1.25,1.921,-0.671,-53.68,2500,700,1800,0,0.1136,0.28,0
0.1,uniform_heavy,0.5,0.25,1.0,blind,0.3,6,2500,1.25,1.9398,-0.6898,-55.184,2500,660,1840,0,0.0964,0.264,0
0.1,uniform_heavy,0.5,0.25,1.0,blind,0.5,0,2500,1.25,1.7627,-0.5127,-41.012,2500,1083,1417,0,0.1016,0.4332,0
0.1,uniform_heavy,0.5,0.25,1.0,blind,0.5,1,2500,1.25,1.7676,-0.5176,-41.408,2500,1072,1428,0,0.1144,0.4288,0
0.1,uniform_heavy,0.5,0.25,1.0,blind,0.5,2,2500,1.25,1.7671,-0.5171,-41.372,2500,1073,1427,0,0.094,0.4292,0
0.1,uniform_heavy,0.5,0.25,1.0,blind,0.5,3,2500,1.25,1.7649,-0.5149,-41.192,2500,1078,1422,0,0.102,0.4312,0
0.1,uniform_heavy,0.5,0.25,1.0,blind,0.5,4,2500,1.25,1.7815,-0.5315,-42.524,2500,1041,1459,0,0.1004,0.4164,0
0.1,uniform_heavy,0.5,0.25,1.0,blind,0.5,5,2500,1.25,1.7865,-0.5365,-42.92,2500,1030,1470,0,0.0968,0.412,0
0.1,uniform_heavy,0.5,0.25,1.0,blind,0.5,6,2500,1.25,1.7833,-0.5333,-42.668,2500,1037,1463,0,0.1088,0.4148,0
0.1,uniform_heavy,0.5,0.25,2.0,blind,0.2,0,2500,1.25,2.8505,-1.6005,-128.038,2500,454,2046,0,0.098,0.1816,0
0.1,uniform_heavy,0.5,0.25,2.0,blind,0.2,1,2500,1.25,2.8725,-1.6225,-129.798,2500,429,2071,0,0.0984,0.1716,0
0.1,uniform_heavy,0.5,0.25,2.0,blind,0.2,2,2500,1.25,2.8294,-1.5794,-126.349,2500,478,2022,0,0.1064,0.1912,0
0.1,uniform_heavy,0.5,0.25,2.0,blind,0.2,3,2500,1.25,2.8126,-1.5626,-125.011,2500,497,2003,0,0.0976,0.1988,0
0.1,uniform_heavy,0.5,0.25,2.0,blind,0.2,4,2500,1.25,2.8531,-1.6031,-128.25,2500,451,2049,0,0.1032,0.1804,0
0.1,uniform_heavy,0.5,0.25,2.0,blind,0.2,5,2500,1.25,2.8619,-1.6119,-128.954,2500,441,2059,0,0.0932,0.1764,0
0.1,uniform_heavy,0.5,0.25,2.0,blind,0.2,6,2500,1.25,2.8505,-1.6005,-128.038,2500,454,2046,0,0.1008,0.1816,0
0.1,uniform_heavy,0.5,0.25,2.0,blind,0.3,0,2500,1.25,2.6419,-1.3919,-111.35,2500,699,1801,0,0.1048,0.2796,0
0.1,uniform_heavy,0.5,0.25,2.0,blind,0.3,1,2500,1.25,2.6784,-1.4284,-114.273,2500,657,1843,0,0.0864,0.2628,0
0.1,uniform_heavy,0.5,0.25,2.0,blind,0.3,2,2500,1.25,2.668,-1.418,-113.438,2500,669,1831,0,0.1076,0.2676,0
0.1,uniform_heavy,0.5,0.25,2.0,blind,0.3,3,2500,1.25,2.6688,-1.4188,-113.507,2500,668,1832,0,0.0936,0.2672,0
0.1,uniform_heavy,0.5,0.25,2.0,blind,0.3,4,2500,1.25,2.6767,-1.4267,-114.134,2500,659,1841,0,0.1052,0.2636,0
0.1,uniform_heavy,0.5,0.25,2.0,blind,0.3,5,2500,1.25,2.6741,-1.4241,-113.925,2500,662,1838,0,0.106,0.2648,0
0.1,uniform_heavy,0.5,0.25,2.0,blind,0.3,6,2500,1.25,2.6558,-1.4058,-112.463,2500,683,1817,0,0.098,0.2732,0
0.1,uniform_heavy,0.5,0.25,2.0,blind,0.5,0,2500,1.25,2.3082,-1.0582,-84.656,2500,1108,1392,0,0.1064,0.4432,0
0.1,uniform_heavy,0.5,0.25,2.0,blind,0.5,1,2500,1.25,2.3711,-1.1211,-89.688,2500,1034,1466,0,0.0996,0.4136,0
0.1,uniform_heavy,0.5,0.25,2.0,blind,0.5,2,2500,1.25,2.3609,-1.1109,-88.872,2500,1046,1454,0,0.1004,0.4184,0
0.1,uniform_heavy,0.5,0.25,2.0,blind,0.5,3,2500,1.25,2.3609,-1.1109,-88.872,2500,1046,1454,0,0.0964,0.4184,0
0.1,uniform_heavy,0.5,0.25,2.0,blind,0.5,4,2500,1.25,2.366,-1.116,-89.28,2500,1040,1460,0,0.0996,0.416,0
0.1,uniform_heavy,0.5,0.25,2.0,blind,0.5,5,2500,1.25,2.3906,-1.1406,-91.252,2500,1011,1489,0,0.0956,0.4044,0
0.1,uniform_heavy,0.5,0.25,2.0,blind,0.5,6,2500,1.25,2.3813,-1.1313,-90.504,2500,1022,1478,0,0.0944,0.4088,0
0.1,uniform_heavy,0.5,0.5,0.5,blind,0.2,0,2500,1.5,1.8301,-0.3301,-22.005,2500,472,2028,0,0.0984,0.1888,0
0.1,uniform_heavy,0.5,0.5,0.5,blind,0.2,1,2500,1.5,1.8373,-0.3373,-22.485,2500,452,2048,0,0.0928,0.1808,0
0.1,uniform_heavy,0.5,0.5,0.5,blind,0.2,2,2500,1.5,1.8297,-0.3297,-21.981,2500,473,2027,0,0.1008,0.1892,0
0.1,uniform_heavy,0.5,0.5,0.5,blind,0.2,3,2500,1.5,1.8463,-0.3463,-23.085,2500,427,2073,0,0.0936,0.1708,0
0.1,uniform_heavy,0.5,0.5,0.5,blind,0.2,4,2500,1.5,1.8402,-0.3402,-22.677,2500,444,2056,0,0.1072,0.1776,0
0.1,uniform_heavy,0.5,0.5,0.5,blind,0.2,5,2500,1.5,1.8358,-0.3358,-22.389,2500,456,2044,0,0.108,0.1824,0
0.1,uniform_heavy,0.5,0.5,0.5,blind,0.2,6,2500,1.5,1.829,-0.329,-21.933,2500,475,2025,0,0.1008,0.19,0
0.1,uniform_heavy,0.5,0.5,0.5,blind,0.3,0,2500,1.5,1.7878,-0.2878,-19.189,2500,624,1876,0,0.0956,0.2496,0
0.1,uniform_heavy,0.5,0.5,0.5,blind,0.3,1,2500,1.5,1.7688,-0.2688,-17.92,2500,680,1820,0,0.0992,0.272,0
0.1,uniform_heavy,0.5,0.5,0.5,blind,0.3,2,2500,1.5,1.7586,-0.2586,-17.24,2500,710,1790,0,0.1128,0.284,0
0.1,uniform_heavy,0.5,0.5,0.5,blind,0.3,3,2500,1.5,1.7732,-0.2732,-18.215,2500,667,1833,0,0.0948,0.2668,0
0.1,uniform_heavy,0.5,0.5,0.5,blind,0.3,4,2500,1.5,1.7637,-0.2637,-17.58,2500,695,1805,0,0.1024,0.278,0
0.1,uniform_heavy,0.5,0.5,0.5,blind,0.3,5,2500,1.5,1.7661,-0.2661,-17.739,2500,688,1812,0,0.0948,0.2752,0
0.1,uniform_heavy,0.5,0.5,0.5,blind,0.3,6,2500,1.5,1.7776,-0.2776,-18.509,2500,654,1846,0,0.1036,0.2616,0
0.1,uniform_heavy,0.5,0.5,0.5,blind,0.5,0,2500,1.5,1.6784,-0.1784,-11.893,2500,1072,1428,0,0.1032,0.4288,0
0.1,uniform_heavy,0.5,0.5,0.5,blind,0.5,1,2500,1.5,1.6865,-0.1865,-12.433,2500,1045,1455,0,0.0996,0.418,0
0.1,uniform_heavy,0.5,0.5,0.5,blind,0.5,2,2500,1.5,1.6757,-0.1757,-11.713,2500,1081,1419,0,0.1004,0.4324,0
0.1,uniform_heavy,0.5,0.5,0.5,blind,0.5,3,2500,1.5,1.6805,-0.1805,-12.033,2500,1065,1435,0,0.0972,0.426,0
0.1,uniform_heavy,0.5,0.5,0.5,blind,0.5,4,2500,1.5,1.6829,-0.1829,-12.193,2500,1057,1443,0,0.0904,0.4228,0
0.1,uniform_heavy,0.5,0.5,0.5,blind,0.5,5,2500,1.5,1.6754,-0.1754,-11.693,2500,1082,1418,0,0.1076,0.4328,0
0.1,uniform_heavy,0.5,0.5,0.5,blind,0.5,6,2500,1.5,1.6853,-0.1853,-12.353,2500,1049,1451,0,0.0984,0.4196,0
0.1,uniform_heavy,0.5,0.5,1.0,blind,0.2,0,2500,1.5,2.2407,-0.7407,-49.381,2500,463,2037,0,0.0892,0.1852,0
0.1,uniform_heavy,0.5,0.5,1.0,blind,0.2,1,2500,1.5,2.2368,-0.7368,-49.12,2500,470,2030,0,0.0864,0.188,0
0.1,uniform_heavy,0.5,0.5,1.0,blind,0.2,2,2500,1.5,2.243,-0.743,-49.531,2500,459,2041,0,0.0984,0.1836,0
0.1,uniform_heavy,0.5,0.5,1.0,blind,0.2,3,2500,1.5,2.2267,-0.7267,-48.448,2500,488,2012,0,0.0968,0.1952,0
0.1,uniform_heavy,0.5,0.5,1.0,blind,0.2,4,2500,1.5,2.2407,-0.7407,-49.381,2500,463,2037,0,0.0956,0.1852,0
0.1,uniform_heavy,0.5,0.5,1.0,blind,0.2,5,2500,1.5,2.2452,-0.7452,-49.68,2500,455,2045,0,0.09,0.182,0
0.1,uniform_heavy,0.5,0.5,1.0,blind,0.2,6,2500,1.5,2.2396,-0.7396,-49.307,2500,465,2035,0,0.0984,0.186,0
0.1,uniform_heavy,0.5,0.5,1.0,blind,0.3,0,2500,1.5,2.1279,-0.6279,-41.863,2500,689,1811,0,0.0992,0.2756,0
0.1,uniform_heavy,0.5,0.5,1.0,blind,0.3,1,2500,1.5,2.1215,-0.6215,-41.431,2500,701,1799,0,0.1056,0.2804,0
0.1,uniform_heavy,0.5,0.5,1.0,blind,0.3,2,2500,1.5,2.1263,-0.6263,-41.755,2500,692,1808,0,0.104,0.2768,0
0.1,uniform_heavy,0.5,0.5,1.0,blind,0.3,3,2500,1.5,2.1317,-0.6317,-42.115,2500,682,1818,0,0.1008,0.2728,0
0.1,uniform_heavy,0.5,0.5,1.0,blind,0.3,4,2500,1.5,2.1463,-0.6463,-43.087,2500,655,1845,0,0.094,0.262,0
0.1,uniform_heavy,0.5,0.5,1.0,blind,0.3,5,2500,1.5,2.1414,-0.6414,-42.763,2500,664,1836,0,0.0988,0.2656,0
0.1,uniform_heavy,0.5,0.5,1.0,blind,0.3,6,2500,1.5,2.1323,-0.6323,-42.151,2500,681,1819,0,0.0956,0.2724,0
0.1,uniform_heavy,0.5,0.5,1.0,blind,0.5,0,2500,1.5,1.956,-0.456,-30.4,2500,1088,1412,0,0.0988,0.4352,0
0.1,uniform_heavy,0.5,0.5,1.0,blind,0.5,1,2500,1.5,1.9755,-0.4755,-31.7,2500,1049,1451,0,0.1096,0.4196,0
0.1,uniform_heavy,0.5,0.5,1.0,blind,0.5,2,2500,1.5,1.9885,-0.4885,-32.567,2500,1023,1477,0,0.0916,0.4092,0
0.1,uniform_heavy,0.5,0.5,1.0,blind,0.5,3,2500,1.5,1.9885,-0.4885,-32.567,2500,1023,1477,0,0.0984,0.4092,0
0.1,uniform_heavy,0.5,0.5,1.0,blind,0.5,4,2500,1.5,1.978,-0.478,-31.867,2500,1044,1456,0,0.1008,0.4176,0
0.1,uniform_heavy,0.5,0.5,1.0,blind,0.5,5,2500,1.5,1.9985,-0.4985,-33.233,2500,1003,1497,0,0.0984,0.4012,0
0.1,uniform_heavy,0.5,0.5,1.0,blind,0.5,6,2500,1.5,1.988,-0.488,-32.533,2500,1024,1476,0,0.0976,0.4096,0
0.1,uniform_heavy,0.5,0.5,2.0,blind,0.2,0,2500,1.5,3.091,-1.591,-106.069,2500,426,2074,0,0.0936,0.1704,0
0.1,uniform_heavy,0.5,0.5,2.0,blind,0.2,1,2500,1.5,3.0747,-1.5747,-104.981,2500,443,2057,0,0.0968,0.1772,0
0.1,uniform_heavy,0.5,0.5,2.0,blind,0.2,2,2500,1.5,3.069,-1.569,-104.597,2500,449,2051,0,0.092,0.1796,0
0.1,uniform_heavy,0.5,0.5,2.0,blind,0.2,3,2500,1.5,3.0536,-1.5536,-103.573,2500,465,2035,0,0.0952,0.186,0
0.1,uniform_heavy,0.5,0.5,2.0,blind,0.2,4,2500,1.5,3.0699,-1.5699,-104.661,2500,448,2052,0,0.0868,0.1792,0
0.1,uniform_heavy,0.5,0.5,2.0,blind,0.2,5,2500,1.5,3.0642,-1.5642,-104.277,2500,454,2046,0,0.1092,0.1816,0
0.1,uniform_heavy,0.5,0.5,2.0,blind,0.2,6,2500,1.5,3.044,-1.544,-102.933,2500,475,2025,0,0.1108,0.19,0
0.1,uniform_heavy,0.5,0.5,2.0,blind,0.3,0,2500,1.5,2.8768,-1.3768,-91.785,2500,663,1837,0,0.0928,0.2652,0
0.1,uniform_heavy,0.5,0.5,2.0,blind,0.3,1,2500,1.5,2.8448,-1.3448,-89.655,2500,697,1803,0,0.1056,0.2788,0
0.1,uniform_heavy,0.5,0.5,2.0,blind,0.3,2,2500,1.5,2.8533,-1.3533,-90.219,2500,688,1812,0,0.0996,0.2752,0
0.1,uniform_heavy,0.5,0.5,2.0,blind,0.3,3,2500,1.5,2.8796,-1.3796,-91.973,2500,660,1840,0,0.1012,0.264,0
0.1,uniform_heavy,0.5,0.5,2.0,blind,0.3,4,2500,1.5,2.8749,-1.3749,-91.66,2500,665,1835,0,0.0892,0.266,0
0.1,uniform_heavy,0.5,0.5,2.0,blind,0.3,5,2500,1.5,2.8655,-1.3655,-91.033,2500,675,1825,0,0.1,0.27,0
0.1,uniform_heavy,0.5,0.5,2.0,blind,0.3,6,2500,1.5,2.9191,-1.4191,-94.605,2500,618,1882,0,0.1012,0.2472,0
0.1,uniform_heavy,0.5,0.5,2.0,blind,0.5,0,2500,1.5,2.5334,-1.0334,-68.893,2500,1074,1426,0,0.112,0.4296,0
0.1,uniform_heavy,0.5,0.5,2.0,blind,0.5,1,2500,1.5,2.5163,-1.0163,-67.753,2500,1093,1407,0,0.118,0.4372,0
0.1,uniform_heavy,0.5,0.5,2.0,blind,0.5,2,2500,1.5,2.5379,-1.0379,-69.193,2500,1069,1431,0,0.1024,0.4276,0
0.1,uniform_heavy,0.5,0.5,2.0,blind,0.5,3,2500,1.5,2.5136,-1.0136,-67.573,2500,1096,1404,0,0.1076,0.4384,0
0.1,uniform_heavy,0.5,0.5,2.0,blind,0.5,4,2500,1.5,2.5316,-1.0316,-68.773,2500,1076,1424,0,0.0964,0.4304,0
0.1,uniform_heavy,0.5,0.5,2.0,blind,0.5,5,2500,1.5,2.5226,-1.0226,-68.173,2500,1086,1414,0,0.106,0.4344,0
0.1,uniform_heavy,0.5,0.5,2.0,blind,0.5,6,2500,1.5,2.5361,-1.0361,-69.073,2500,1071,1429,0,0.104,0.4284,0
0.1,uniform_heavy,0.5,1,0.5,blind,0.2,0,2500,2.0,2.2759,-0.2759,-13.794,2500,431,2069,0,0.0928,0.1724,0
0.1,uniform_heavy,0.5,1,0.5,blind,0.2,1,2500,2.0,2.2743,-0.2743,-13.716,2500,434,2066,0,0.11,0.1736,0
0.1,uniform_heavy,0.5,1,0.5,blind,0.2,2,2500,2.0,2.2478,-0.2478,-12.39,2500,485,2015,0,0.1008,0.194,0
0.1,uniform_heavy,0.5,1,0.5,blind,0.2,3,2500,2.0,2.2436,-0.2436,-12.182,2500,493,2007,0,0.102,0.1972,0
0.1,uniform_heavy,0.5,1,0.5,blind,0.2,4,2500,2.0,2.2665,-0.2665,-13.326,2500,449,2051,0,0.1076,0.1796,0
0.1,uniform_heavy,0.5,1,0.5,blind,0.2,5,2500,2.0,2.2499,-0.2499,-12.494,2500,481,2019,0,0.092,0.1924,0
0.1,uniform_heavy,0.5,1,0.5,blind,0.2,6,2500,2.0,2.252,-0.252,-12.598,2500,477,2023,0,0.0956,0.1908,0
0.1,uniform_heavy,0.5,1,0.5,blind,0.3,0,2500,2.0,2.1645,-0.1645,-8.224,2500,699,1801,0,0.0936,0.2796,0
0.1,uniform_heavy,0.5,1,0.5,blind,0.3,1,2500,2.0,2.1582,-0.1582,-7.912,2500,712,1788,0,0.1064,0.2848,0
0.1,uniform_heavy,0.5,1,0.5,blind,0.3,2,2500,2.0,2.1765,-0.1765,-8.824,2500,674,1826,0,0.092,0.2696,0
0.1,uniform_heavy,0.5,1,0.5,blind,0.3,3,2500,2.0,2.1755,-0.1755,-8.776,2500,676,1824,0,0.1004,0.2704,0
0.1,uniform_heavy,0.5,1,0.5,blind,0.3,4,2500,2.0,2.1894,-0.1894,-9.472,2500,647,1853,0,0.1016,0.2588,0
0.1,uniform_heavy,0.5,1,0.5,blind,0.3,5,2500,2.0,2.1779,-0.1779,-8.896,2500,671,1829,0,0.0944,0.2684,0
0.1,uniform_heavy,0.5,1,0.5,blind,0.3,6,2500,2.0,2.1851,-0.1851,-9.256,2500,656,1844,0,0.1004,0.2624,0
0.1,uniform_heavy,0.5,1,0.5,blind,0.5,0,2500,2.0,2.078,-0.078,-3.9,2500,1055,1445,0,0.106,0.422,0
0.1,uniform_heavy,0.5,1,0.5,blind,0.5,1,2500,2.0,2.09,-0.09,-4.5,2500,1025,1475,0,0.1016,0.41,0
0.1,uniform_heavy,0.5,1,0.5,blind,0.5,2,2500,2.0,2.074,-0.074,-3.7,2500,1065,1435,0,0.0988,0.426,0
0.1,uniform_heavy,0.5,1,0.5,blind,0.5,3,2500,2.0,2.0836,-0.0836,-4.18,2500,1041,1459,0,0.1,0.4164,0
0.1,uniform_heavy,0.5,1,0.5,blind,0.5,4,2500,2.0,2.0672,-0.0672,-3.36,2500,1082,1418,0,0.104,0.4328,0
0.1,uniform_heavy,0.5,1,0.5,blind,0.5,5,2500,2.0,2.0824,-0.0824,-4.12,2500,1044,1456,0,0.0996,0.4176,0
0.1,uniform_heavy,0.5,1,0.5,blind,0.5,6,2500,2.0,2.0848,-0.0848,-4.24,2500,1038,1462,0,0.1,0.4152,0
0.1,uniform_heavy,0.5,1,1.0,blind,0.2,0,2500,2.0,2.6659,-0.6659,-33.296,2500,464,2036,0,0.092,0.1856,0
0.1,uniform_heavy,0.5,1,1.0,blind,0.2,1,2500,2.0,2.6933,-0.6933,-34.664,2500,426,2074,0,0.0916,0.1704,0
0.1,uniform_heavy,0.5,1,1.0,blind,0.2,2,2500,2.0,2.6594,-0.6594,-32.972,2500,473,2027,0,0.1044,0.1892,0
0.1,uniform_heavy,0.5,1,1.0,blind,0.2,3,2500,2.0,2.6825,-0.6825,-34.124,2500,441,2059,0,0.1004,0.1764,0
0.1,uniform_heavy,0.5,1,1.0,blind,0.2,4,2500,2.0,2.6638,-0.6638,-33.188,2500,467,2033,0,0.0976,0.1868,0
0.1,uniform_heavy,0.5,1,1.0,blind,0.2,5,2500,2.0,2.6738,-0.6738,-33.692,2500,453,2047,0,0.1024,0.1812,0
0.1,uniform_heavy,0.5,1,1.0,blind,0.2,6,2500,2.0,2.6645,-0.6645,-33.224,2500,466,2034,0,0.0928,0.1864,0
0.1,uniform_heavy,0.5,1,1.0,blind,0.3,0,2500,2.0,2.5696,-0.5696,-28.478,2500,633,1867,0,0.0996,0.2532,0
0.1,uniform_heavy,0.5,1,1.0,blind,0.3,1,2500,2.0,2.5621,-0.5621,-28.104,2500,644,1856,0,0.0956,0.2576,0
0.1,uniform_heavy,0.5,1,1.0,blind,0.3,2,2500,2.0,2.5145,-0.5145,-25.724,2500,714,1786,0,0.1164,0.2856,0
0.1,uniform_heavy,0.5,1,1.0,blind,0.3,3,2500,2.0,2.5471,-0.5471,-27.356,2500,666,1834,0,0.0984,0.2664,0
0.1,uniform_heavy,0.5,1,1.0,blind,0.3,4,2500,2.0,2.5131,-0.5131,-25.656,2500,716,1784,0,0.1088,0.2864,0
0.1,uniform_heavy,0.5,1,1.0,blind,0.3,5,2500,2.0,2.5764,-0.5764,-28.818,2500,623,1877,0,0.0956,0.2492,0
0.1,uniform_heavy,0.5,1,1.0,blind,0.3,6,2500,2.0,2.5328,-0.5328,-26.642,2500,687,1813,0,0.096,0.2748,0
0.1,uniform_heavy,0.5,1,1.0,blind,0.5,0,2500,2.0,2.3688,-0.3688,-18.44,2500,1052,1448,0,0.0928,0.4208,0
0.1,uniform_heavy,0.5,1,1.0,blind,0.5,1,2500,2.0,2.3304,-0.3304,-16.52,2500,1116,1384,0,0.1,0.4464,0
0.1,uniform_heavy,0.5,1,1.0,blind,0.5,2,2500,2.0,2.3808,-0.3808,-19.04,2500,1032,1468,0,0.1076,0.4128,0
0.1,uniform_heavy,0.5,1,1.0,blind,0.5,3,2500,2.0,2.3808,-0.3808,-19.04,2500,1032,1468,0,0.0836,0.4128,0
0.1,uniform_heavy,0.5,1,1.0,blind,0.5,4,2500,2.0,2.3574,-0.3574,-17.87,2500,1071,1429,0,0.0964,0.4284,0
0.1,uniform_heavy,0.5,1,1.0,blind,0.5,5,2500,2.0,2.3808,-0.3808,-19.04,2500,1032,1468,0,0.0868,0.4128,0
0.1,uniform_heavy,0.5,1,1.0,blind,0.5,6,2500,2.0,2.3334,-0.3334,-16.67,2500,1111,1389,0,0.1072,0.4444,0
0.1,uniform_heavy,0.5,1,2.0,blind,0.2,0,2500,2.0,3.4691,-1.4691,-73.456,2500,474,2026,0,0.1044,0.1896,0
0.1,uniform_heavy,0.5,1,2.0,blind,0.2,1,2500,2.0,3.4938,-1.4938,-74.688,2500,452,2048,0,0.0976,0.1808,0
0.1,uniform_heavy,0.5,1,2.0,blind,0.2,2,2500,2.0,3.4837,-1.4837,-74.184,2500,461,2039,0,0.0956,0.1844,0
0.1,uniform_heavy,0.5,1,2.0,blind,0.2,3,2500,2.0,3.5352,-1.5352,-76.76,2500,415,2085,0,0.0988,0.166,0
0.1,uniform_heavy,0.5,1,2.0,blind,0.2,4,2500,2.0,3.4915,-1.4915,-74.576,2500,454,2046,0,0.1016,0.1816,0
0.1,uniform_heavy,0.5,1,2.0,blind,0.2,5,2500,2.0,3.4904,-1.4904,-74.52,2500,455,2045,0,0.1012,0.182,0
0.1,uniform_heavy,0.5,1,2.0,blind,0.2,6,2500,2.0,3.5061,-1.5061,-75.304,2500,441,2059,0,0.1036,0.1764,0
0.1,uniform_heavy,0.5,1,2.0,blind,0.3,0,2500,2.0,3.271,-1.271,-63.55,2500,675,1825,0,0.0984,0.27,0
0.1,uniform_heavy,0.5,1,2.0,blind,0.3,1,2500,2.0,3.2634,-1.2634,-63.172,2500,682,1818,0,0.1016,0.2728,0
0.1,uniform_heavy,0.5,1,2.0,blind,0.3,2,2500,2.0,3.2634,-1.2634,-63.172,2500,682,1818,0,0.0912,0.2728,0
0.1,uniform_heavy,0.5,1,2.0,blind,0.3,3,2500,2.0,3.2894,-1.2894,-64.468,2500,658,1842,0,0.104,0.2632,0
0.1,uniform_heavy,0.5,1,2.0,blind,0.3,4,2500,2.0,3.2742,-1.2742,-63.712,2500,672,1828,0,0.0996,0.2688,0
