source,tokenizer,delimiter_class,has_chat_template,prefix_tokens,result_tokens,total_blocks,invalid_blocks,block_churn_frac,ctrl_invalid_blocks,ctrl_churn_frac,tmpl_churn_frac,churn_minus_ctrl,has_churn,tok_diverge_frac,first_invalid_block
claude_code,gpt2,period,False,958,358,83,0,0.0,0,0.0,0.0,0.0,0,0.0,-1
claude_code,gpt2,json_close_brace,False,1291,43,84,0,0.0,0,0.0,0.0,0.0,0,0.0,-1
claude_code,gpt2,json_close_brace,False,1347,1171,158,0,0.0,0,0.0,0.0,0.0,0,0.0,-1
claude_code,gpt2,json_close_brace,False,1454,103,98,0,0.0,0,0.0,0.0,0.0,0,0.0,-1
claude_code,gpt2,json_close_brace,False,1474,1749,202,0,0.0,0,0.0,0.0,0.0,0,0.0,-1
claude_code,gpt2,json_close_brace,False,1187,34,77,0,0.0,0,0.0,0.0,0.0,0,0.0,-1
claude_code,gpt2,json_close_brace,False,1193,34,77,0,0.0,0,0.0,0.0,0.0,0,0.0,-1
claude_code,gpt2,json_close_brace,False,1221,2871,256,0,0.0,0,0.0,0.0,0.0,0,0.0,-1
claude_code,gpt2,json_close_brace,False,1295,34,84,0,0.0,0,0.0,0.0,0.0,0,0.0,-1
claude_code,gpt2,json_close_brace,False,1320,34,85,0,0.0,0,0.0,0.0,0.0,0,0.0,-1
claude_code,gpt2,period,False,1319,34,85,0,0.0,0,0.0,0.0,0.0,0,0.0,-1
claude_code,gpt2,json_close_brace,False,1309,17,83,0,0.0,0,0.0,0.0,0.0,0,0.0,-1
claude_code,gpt2,json_close_brace,False,1293,17,82,0,0.0,0,0.0,0.0,0.0,0,0.0,-1
claude_code,gpt2,period,False,1291,17,82,0,0.0,0,0.0,0.0,0.0,0,0.0,-1
claude_code,gpt2,json_close_brace,False,1392,3,88,0,0.0,0,0.0,0.0,0.0,0,0.0,-1
