engine,seq_len,inj_seq,inj_tokens,f,seed,recompute_pct
vllm_apc,8000,0.1,800,0.9,1,18.1818
radix,8000,0.1,800,0.9,1,18.1818
flashinfer,8000,0.1,800,0.9,1,18.1818
cdc,8000,0.1,800,0.9,1,9.3409
pic_lean,8000,0.1,800,0.9,1,12.9091
vllm_apc,8000,0.1,800,0.9,2,18.1818
radix,8000,0.1,800,0.9,2,18.1818
flashinfer,8000,0.1,800,0.9,2,18.1818
cdc,8000,0.1,800,0.9,2,9.4773
pic_lean,8000,0.1,800,0.9,2,12.9091
vllm_apc,8000,0.1,800,0.9,3,18.1818
radix,8000,0.1,800,0.9,3,18.1818
flashinfer,8000,0.1,800,0.9,3,18.1818
cdc,8000,0.1,800,0.9,3,9.4432
pic_lean,8000,0.1,800,0.9,3,12.9091
vllm_apc,8000,0.1,800,0.9,4,18.1818
radix,8000,0.1,800,0.9,4,18.1818
flashinfer,8000,0.1,800,0.9,4,18.1818
cdc,8000,0.1,800,0.9,4,9.4318
pic_lean,8000,0.1,800,0.9,4,12.9091
vllm_apc,8000,0.25,2000,0.1,0,92.0
radix,8000,0.25,2000,0.1,0,92.0
flashinfer,8000,0.25,2000,0.1,0,92.0
cdc,8000,0.25,2000,0.1,0,20.41
pic_lean,8000,0.25,2000,0.1,0,23.36
vllm_apc,8000,0.25,2000,0.1,1,92.0
radix,8000,0.25,2000,0.1,1,92.0
flashinfer,8000,0.25,2000,0.1,1,92.0
cdc,8000,0.25,2000,0.1,1,20.26
pic_lean,8000,0.25,2000,0.1,1,23.36
vllm_apc,8000,0.25,2000,0.1,2,92.0
radix,8000,0.25,2000,0.1,2,92.0
flashinfer,8000,0.25,2000,0.1,2,92.0
cdc,8000,0.25,2000,0.1,2,20.07
pic_lean,8000,0.25,2000,0.1,2,23.36
vllm_apc,8000,0.25,2000,0.1,3,92.0
radix,8000,0.25,2000,0.1,3,92.0
flashinfer,8000,0.25,2000,0.1,3,92.0
cdc,8000,0.25,2000,0.1,3,20.05
pic_lean,8000,0.25,2000,0.1,3,23.36
vllm_apc,8000,0.25,2000,0.1,4,92.0
radix,8000,0.25,2000,0.1,4,92.0
flashinfer,8000,0.25,2000,0.1,4,92.0
cdc,8000,0.25,2000,0.1,4,20.16
pic_lean,8000,0.25,2000,0.1,4,23.36
vllm_apc,8000,0.25,2000,0.5,0,60.0
radix,8000,0.25,2000,0.5,0,60.0
flashinfer,8000,0.25,2000,0.5,0,60.0
cdc,8000,0.25,2000,0.5,0,20.21
pic_lean,8000,0.25,2000,0.5,0,23.36
vllm_apc,8000,0.25,2000,0.5,1,60.0
radix,8000,0.25,2000,0.5,1,60.0
flashinfer,8000,0.25,2000,0.5,1,60.0
cdc,8000,0.25,2000,0.5,1,20.14
pic_lean,8000,0.25,2000,0.5,1,23.36
vllm_apc,8000,0.25,2000,0.5,2,60.0
radix,8000,0.25,2000,0.5,2,60.0
flashinfer,8000,0.25,2000,0.5,2,60.0
cdc,8000,0.25,2000,0.5,2,20.5
pic_lean,8000,0.25,2000,0.5,2,23.36
vllm_apc,8000,0.25,2000,0.5,3,60.0
radix,8000,0.25,2000,0.5,3,60.0
flashinfer,8000,0.25,2000,0.5,3,60.0
cdc,8000,0.25,2000,0.5,3,20.38
pic_lean,8000,0.25,2000,0.5,3,23.36
vllm_apc,8000,0.25,2000,0.5,4,60.0
radix,8000,0.25,2000,0.5,4,60.0
flashinfer,8000,0.25,2000,0.5,4,60.0
cdc,8000,0.25,2000,0.5,4,20.21
pic_lean,8000,0.25,2000,0.5,4,23.36
vllm_apc,8000,0.25,2000,0.9,0,28.0
radix,8000,0.25,2000,0.9,0,28.0
flashinfer,8000,0.25,2000,0.9,0,28.0
cdc,8000,0.25,2000,0.9,0,20.05
pic_lean,8000,0.25,2000,0.9,0,23.36
vllm_apc,8000,0.25,2000,0.9,1,28.0
radix,8000,0.25,2000,0.9,1,28.0
flashinfer,8000,0.25,2000,0.9,1,28.0
cdc,8000,0.25,2000,0.9,1,20.63
pic_lean,8000,0.25,2000,0.9,1,23.36
vllm_apc,8000,0.25,2000,0.9,2,28.0
radix,8000,0.25,2000,0.9,2,28.0
flashinfer,8000,0.25,2000,0.9,2,28.0
cdc,8000,0.25,2000,0.9,2,20.23
pic_lean,8000,0.25,2000,0.9,2,23.36
vllm_apc,8000,0.25,2000,0.9,3,28.0
radix,8000,0.25,2000,0.9,3,28.0
flashinfer,8000,0.25,2000,0.9,3,28.0
cdc,8000,0.25,2000,0.9,3,20.22
pic_lean,8000,0.25,2000,0.9,3,23.36
vllm_apc,8000,0.25,2000,0.9,4,28.0
radix,8000,0.25,2000,0.9,4,28.0
flashinfer,8000,0.25,2000,0.9,4,28.0
cdc,8000,0.25,2000,0.9,4,20.24
pic_lean,8000,0.25,2000,0.9,4,23.36
vllm_apc,8000,0.5,4000,0.1,0,93.3333
radix,8000,0.5,4000,0.1,0,93.3333
flashinfer,8000,0.5,4000,0.1,0,93.3333
cdc,8000,0.5,4000,0.1,0,33.5
pic_lean,8000,0.5,4000,0.1,0,36.1333
vllm_apc,8000,0.5,4000,0.1,1,93.3333
radix,8000,0.5,4000,0.1,1,93.3333
flashinfer,8000,0.5,4000,0.1,1,93.3333
cdc,8000,0.5,4000,0.1,1,33.6083
pic_lean,8000,0.5,4000,0.1,1,36.1333
vllm_apc,8000,0.5,4000,0.1,2,93.3333
radix,8000,0.5,4000,0.1,2,93.3333
flashinfer,8000,0.5,4000,0.1,2,93.3333
cdc,8000,0.5,4000,0.1,2,33.3917
pic_lean,8000,0.5,4000,0.1,2,36.1333
vllm_apc,8000,0.5,4000,0.1,3,93.3333
radix,8000,0.5,4000,0.1,3,93.3333
flashinfer,8000,0.5,4000,0.1,3,93.3333
cdc,8000,0.5,4000,0.1,3,33.7417
pic_lean,8000,0.5,4000,0.1,3,36.1333
vllm_apc,8000,0.5,4000,0.1,4,93.3333
radix,8000,0.5,4000,0.1,4,93.3333
flashinfer,8000,0.5,4000,0.1,4,93.3333
cdc,8000,0.5,4000,0.1,4,33.4083
pic_lean,8000,0.5,4000,0.1,4,36.1333
vllm_apc,8000,0.5,4000,0.5,0,66.6667
radix,8000,0.5,4000,0.5,0,66.6667
flashinfer,8000,0.5,4000,0.5,0,66.6667
cdc,8000,0.5,4000,0.5,0,33.4917
pic_lean,8000,0.5,4000,0.5,0,36.1333
vllm_apc,8000,0.5,4000,0.5,1,66.6667
radix,8000,0.5,4000,0.5,1,66.6667
flashinfer,8000,0.5,4000,0.5,1,66.6667
cdc,8000,0.5,4000,0.5,1,33.6417
pic_lean,8000,0.5,4000,0.5,1,36.1333
vllm_apc,8000,0.5,4000,0.5,2,66.6667
radix,8000,0.5,4000,0.5,2,66.6667
flashinfer,8000,0.5,4000,0.5,2,66.6667
cdc,8000,0.5,4000,0.5,2,33.85
pic_lean,8000,0.5,4000,0.5,2,36.1333
vllm_apc,8000,0.5,4000,0.5,3,66.6667
radix,8000,0.5,4000,0.5,3,66.6667
flashinfer,8000,0.5,4000,0.5,3,66.6667
cdc,8000,0.5,4000,0.5,3,33.675
pic_lean,8000,0.5,4000,0.5,3,36.1333
vllm_apc,8000,0.5,4000,0.5,4,66.6667
radix,8000,0.5,4000,0.5,4,66.6667
flashinfer,8000,0.5,4000,0.5,4,66.6667
cdc,8000,0.5,4000,0.5,4,33.6167
pic_lean,8000,0.5,4000,0.5,4,36.1333
vllm_apc,8000,0.5,4000,0.9,0,40.0
radix,8000,0.5,4000,0.9,0,40.0
flashinfer,8000,0.5,4000,0.9,0,40.0
cdc,8000,0.5,4000,0.9,0,33.6
pic_lean,8000,0.5,4000,0.9,0,36.1333
vllm_apc,8000,0.5,4000,0.9,1,40.0
radix,8000,0.5,4000,0.9,1,40.0
flashinfer,8000,0.5,4000,0.9,1,40.0
cdc,8000,0.5,4000,0.9,1,33.5417
pic_lean,8000,0.5,4000,0.9,1,36.1333
vllm_apc,8000,0.5,4000,0.9,2,40.0
radix,8000,0.5,4000,0.9,2,40.0
flashinfer,8000,0.5,4000,0.9,2,40.0
cdc,8000,0.5,4000,0.9,2,33.6833
pic_lean,8000,0.5,4000,0.9,2,36.1333
vllm_apc,8000,0.5,4000,0.9,3,40.0
radix,8000,0.5,4000,0.9,3,40.0
flashinfer,8000,0.5,4000,0.9,3,40.0
cdc,8000,0.5,4000,0.9,3,33.6083
pic_lean,8000,0.5,4000,0.9,3,36.1333
vllm_apc,8000,0.5,4000,0.9,4,40.0
radix,8000,0.5,4000,0.9,4,40.0
flashinfer,8000,0.5,4000,0.9,4,40.0
cdc,8000,0.5,4000,0.9,4,33.5333
pic_lean,8000,0.5,4000,0.9,4,36.1333
vllm_apc,8000,1.0,8000,0.1,0,95.0
radix,8000,1.0,8000,0.1,0,95.0
flashinfer,8000,1.0,8000,0.1,0,95.0
cdc,8000,1.0,8000,0.1,0,50.0625
pic_lean,8000,1.0,8000,0.1,0,52.1
vllm_apc,8000,1.0,8000,0.1,1,95.0
radix,8000,1.0,8000,0.1,1,95.0
flashinfer,8000,1.0,8000,0.1,1,95.0
cdc,8000,1.0,8000,0.1,1,50.0562
pic_lean,8000,1.0,8000,0.1,1,52.1
vllm_apc,8000,1.0,8000,0.1,2,95.0
radix,8000,1.0,8000,0.1,2,95.0
flashinfer,8000,1.0,8000,0.1,2,95.0
cdc,8000,1.0,8000,0.1,2,50.0562
pic_lean,8000,1.0,8000,0.1,2,52.1
vllm_apc,8000,1.0,8000,0.1,3,95.0
radix,8000,1.0,8000,0.1,3,95.0
flashinfer,8000,1.0,8000,0.1,3,95.0
cdc,8000,1.0,8000,0.1,3,50.125
pic_lean,8000,1.0,8000,0.1,3,52.1
vllm_apc,8000,1.0,8000,0.1,4,95.0
radix,8000,1.0,8000,0.1,4,95.0
flashinfer,8000,1.0,8000,0.1,4,95.0
cdc,8000,1.0,8000,0.1,4,50.1625
pic_lean,8000,1.0,8000,0.1,4,52.1
vllm_apc,8000,1.0,8000,0.5,0,75.0
radix,8000,1.0,8000,0.5,0,75.0
flashinfer,8000,1.0,8000,0.5,0,75.0
cdc,8000,1.0,8000,0.5,0,50.1375
pic_lean,8000,1.0,8000,0.5,0,52.1
vllm_apc,8000,1.0,8000,0.5,1,75.0
radix,8000,1.0,8000,0.5,1,75.0
flashinfer,8000,1.0,8000,0.5,1,75.0
cdc,8000,1.0,8000,0.5,1,50.1313
pic_lean,8000,1.0,8000,0.5,1,52.1
vllm_apc,8000,1.0,8000,0.5,2,75.0
radix,8000,1.0,8000,0.5,2,75.0
flashinfer,8000,1.0,8000,0.5,2,75.0
cdc,8000,1.0,8000,0.5,2,50.3062
pic_lean,8000,1.0,8000,0.5,2,52.1
vllm_apc,8000,1.0,8000,0.5,3,75.0
radix,8000,1.0,8000,0.5,3,75.0
flashinfer,8000,1.0,8000,0.5,3,75.0
cdc,8000,1.0,8000,0.5,3,50.1313
pic_lean,8000,1.0,8000,0.5,3,52.1
vllm_apc,8000,1.0,8000,0.5,4,75.0
radix,8000,1.0,8000,0.5,4,75.0
flashinfer,8000,1.0,8000,0.5,4,75.0
cdc,8000,1.0,8000,0.5,4,50.1938
pic_lean,8000,1.0,8000,0.5,4,52.1
vllm_apc,8000,1.0,8000,0.9,0,55.0
radix,8000,1.0,8000,0.9,0,55.0
flashinfer,8000,1.0,8000,0.9,0,55.0
cdc,8000,1.0,8000,0.9,0,50.0
pic_lean,8000,1.0,8000,0.9,0,52.1
vllm_apc,8000,1.0,8000,0.9,1,55.0
radix,8000,1.0,8000,0.9,1,55.0
flashinfer,8000,1.0,8000,0.9,1,55.0
cdc,8000,1.0,8000,0.9,1,50.175
pic_lean,8000,1.0,8000,0.9,1,52.1
vllm_apc,8000,1.0,8000,0.9,2,55.0
radix,8000,1.0,8000,0.9,2,55.0
flashinfer,8000,1.0,8000,0.9,2,55.0
cdc,8000,1.0,8000,0.9,2,50.3875
pic_lean,8000,1.0,8000,0.9,2,52.1
vllm_apc,8000,1.0,8000,0.9,3,55.0
radix,8000,1.0,8000,0.9,3,55.0
flashinfer,8000,1.0,8000,0.9,3,55.0
cdc,8000,1.0,8000,0.9,3,50.2875
pic_lean,8000,1.0,8000,0.9,3,52.1
vllm_apc,8000,1.0,8000,0.9,4,55.0
radix,8000,1.0,8000,0.9,4,55.0
flashinfer,8000,1.0,8000,0.9,4,55.0
cdc,8000,1.0,8000,0.9,4,50.2437
pic_lean,8000,1.0,8000,0.9,4,52.1
vllm_apc,32000,0.001,32,0.1,0,90.01
radix,32000,0.001,32,0.1,0,90.01
flashinfer,32000,0.001,32,0.1,0,90.01
cdc,32000,0.001,32,0.1,0,0.2903
pic_lean,32000,0.001,32,0.1,0,1.8981
vllm_apc,32000,0.001,32,0.1,1,90.01
radix,32000,0.001,32,0.1,1,90.01
flashinfer,32000,0.001,32,0.1,1,90.01
cdc,32000,0.001,32,0.1,1,0.1623
pic_lean,32000,0.001,32,0.1,1,1.8981
vllm_apc,32000,0.001,32,0.1,2,90.01
radix,32000,0.001,32,0.1,2,90.01
flashinfer,32000,0.001,32,0.1,2,90.01
cdc,32000,0.001,32,0.1,2,0.1936
pic_lean,32000,0.001,32,0.1,2,1.8981
vllm_apc,32000,0.001,32,0.1,3,90.01
radix,32000,0.001,32,0.1,3,90.01
flashinfer,32000,0.001,32,0.1,3,90.01
cdc,32000,0.001,32,0.1,3,0.1342
pic_lean,32000,0.001,32,0.1,3,1.8981
vllm_apc,32000,0.001,32,0.1,4,90.01
radix,32000,0.001,32,0.1,4,90.01
flashinfer,32000,0.001,32,0.1,4,90.01
cdc,32000,0.001,32,0.1,4,0.3559
pic_lean,32000,0.001,32,0.1,4,1.8981
vllm_apc,32000,0.001,32,0.5,0,50.05
radix,32000,0.001,32,0.5,0,50.05
flashinfer,32000,0.001,32,0.5,0,50.05
cdc,32000,0.001,32,0.5,0,0.1342
pic_lean,32000,0.001,32,0.5,0,1.8981
vllm_apc,32000,0.001,32,0.5,1,50.05
radix,32000,0.001,32,0.5,1,50.05
flashinfer,32000,0.001,32,0.5,1,50.05
cdc,32000,0.001,32,0.5,1,0.153
pic_lean,32000,0.001,32,0.5,1,1.8981
vllm_apc,32000,0.001,32,0.5,2,50.05
radix,32000,0.001,32,0.5,2,50.05
flashinfer,32000,0.001,32,0.5,2,50.05
cdc,32000,0.001,32,0.5,2,0.1405
pic_lean,32000,0.001,32,0.5,2,1.8981
vllm_apc,32000,0.001,32,0.5,3,50.05
radix,32000,0.001,32,0.5,3,50.05
flashinfer,32000,0.001,32,0.5,3,50.05
cdc,32000,0.001,32,0.5,3,0.0999
pic_lean,32000,0.001,32,0.5,3,1.8981
vllm_apc,32000,0.001,32,0.5,4,50.05
radix,32000,0.001,32,0.5,4,50.05
flashinfer,32000,0.001,32,0.5,4,50.05
cdc,32000,0.001,32,0.5,4,0.1061
pic_lean,32000,0.001,32,0.5,4,1.8981
vllm_apc,32000,0.001,32,0.9,0,10.0899
radix,32000,0.001,32,0.9,0,10.0899
flashinfer,32000,0.001,32,0.9,0,10.0899
cdc,32000,0.001,32,0.9,0,0.2154
pic_lean,32000,0.001,32,0.9,0,1.8981
vllm_apc,32000,0.001,32,0.9,1,10.0899
radix,32000,0.001,32,0.9,1,10.0899
flashinfer,32000,0.001,32,0.9,1,10.0899
cdc,32000,0.001,32,0.9,1,0.153
pic_lean,32000,0.001,32,0.9,1,1.8981
vllm_apc,32000,0.001,32,0.9,2,10.0899
radix,32000,0.001,32,0.9,2,10.0899
flashinfer,32000,0.001,32,0.9,2,10.0899
cdc,32000,0.001,32,0.9,2,0.2341
pic_lean,32000,0.001,32,0.9,2,1.8981
vllm_apc,32000,0.001,32,0.9,3,10.0899
radix,32000,0.001,32,0.9,3,10.0899
flashinfer,32000,0.001,32,0.9,3,10.0899
cdc,32000,0.001,32,0.9,3,0.1499
pic_lean,32000,0.001,32,0.9,3,1.8981
vllm_apc,32000,0.001,32,0.9,4,10.0899
radix,32000,0.001,32,0.9,4,10.0899
flashinfer,32000,0.001,32,0.9,4,10.0899
cdc,32000,0.001,32,0.9,4,0.1405
pic_lean,32000,0.001,32,0.9,4,1.8981
vllm_apc,32000,0.005,160,0.1,0,90.0498
radix,32000,0.005,160,0.1,0,90.0498
flashinfer,32000,0.005,160,0.1,0,90.0498
cdc,32000,0.005,160,0.1,0,0.6032
pic_lean,32000,0.005,160,0.1,0,2.2886
vllm_apc,32000,0.005,160,0.1,1,90.0498
radix,32000,0.005,160,0.1,1,90.0498
flashinfer,32000,0.005,160,0.1,1,90.0498
cdc,32000,0.005,160,0.1,1,0.6654
pic_lean,32000,0.005,160,0.1,1,2.2886
vllm_apc,32000,0.005,160,0.1,2,90.0498
radix,32000,0.005,160,0.1,2,90.0498
flashinfer,32000,0.005,160,0.1,2,90.0498
cdc,32000,0.005,160,0.1,2,0.5721
pic_lean,32000,0.005,160,0.1,2,2.2886
vllm_apc,32000,0.005,160,0.1,3,90.0498
radix,32000,0.005,160,0.1,3,90.0498
flashinfer,32000,0.005,160,0.1,3,90.0498
cdc,32000,0.005,160,0.1,3,0.5379
pic_lean,32000,0.005,160,0.1,3,2.2886
vllm_apc,32000,0.005,160,0.1,4,90.0498
radix,32000,0.005,160,0.1,4,90.0498
flashinfer,32000,0.005,160,0.1,4,90.0498
cdc,32000,0.005,160,0.1,4,0.5752
pic_lean,32000,0.005,160,0.1,4,2.2886
vllm_apc,32000,0.005,160,0.5,0,50.2488
radix,32000,0.005,160,0.5,0,50.2488
flashinfer,32000,0.005,160,0.5,0,50.2488
cdc,32000,0.005,160,0.5,0,0.5659
pic_lean,32000,0.005,160,0.5,0,2.2886
vllm_apc,32000,0.005,160,0.5,1,50.2488
radix,32000,0.005,160,0.5,1,50.2488
flashinfer,32000,0.005,160,0.5,1,50.2488
cdc,32000,0.005,160,0.5,1,0.5442
pic_lean,32000,0.005,160,0.5,1,2.2886
vllm_apc,32000,0.005,160,0.5,2,50.2488
radix,32000,0.005,160,0.5,2,50.2488
flashinfer,32000,0.005,160,0.5,2,50.2488
cdc,32000,0.005,160,0.5,2,0.5286
pic_lean,32000,0.005,160,0.5,2,2.2886
vllm_apc,32000,0.005,160,0.5,3,50.2488
radix,32000,0.005,160,0.5,3,50.2488
flashinfer,32000,0.005,160,0.5,3,50.2488
cdc,32000,0.005,160,0.5,3,0.5846
pic_lean,32000,0.005,160,0.5,3,2.2886
vllm_apc,32000,0.005,160,0.5,4,50.2488
radix,32000,0.005,160,0.5,4,50.2488
flashinfer,32000,0.005,160,0.5,4,50.2488
cdc,32000,0.005,160,0.5,4,0.5286
pic_lean,32000,0.005,160,0.5,4,2.2886
vllm_apc,32000,0.005,160,0.9,0,10.4478
radix,32000,0.005,160,0.9,0,10.4478
flashinfer,32000,0.005,160,0.9,0,10.4478
cdc,32000,0.005,160,0.9,0,0.5224
pic_lean,32000,0.005,160,0.9,0,2.2886
vllm_apc,32000,0.005,160,0.9,1,10.4478
radix,32000,0.005,160,0.9,1,10.4478
flashinfer,32000,0.005,160,0.9,1,10.4478
cdc,32000,0.005,160,0.9,1,0.5659
pic_lean,32000,0.005,160,0.9,1,2.2886
vllm_apc,32000,0.005,160,0.9,2,10.4478
radix,32000,0.005,160,0.9,2,10.4478
flashinfer,32000,0.005,160,0.9,2,10.4478
cdc,32000,0.005,160,0.9,2,0.541
pic_lean,32000,0.005,160,0.9,2,2.2886
vllm_apc,32000,0.005,160,0.9,3,10.4478
radix,32000,0.005,160,0.9,3,10.4478
flashinfer,32000,0.005,160,0.9,3,10.4478
cdc,32000,0.005,160,0.9,3,0.6281
pic_lean,32000,0.005,160,0.9,3,2.2886
vllm_apc,32000,0.005,160,0.9,4,10.4478
radix,32000,0.005,160,0.9,4,10.4478
flashinfer,32000,0.005,160,0.9,4,10.4478
cdc,32000,0.005,160,0.9,4,0.5784
pic_lean,32000,0.005,160,0.9,4,2.2886
vllm_apc,32000,0.01,320,0.1,0,90.099
radix,32000,0.01,320,0.1,0,90.099
flashinfer,32000,0.01,320,0.1,0,90.099
cdc,32000,0.01,320,0.1,0,1.0736
pic_lean,32000,0.01,320,0.1,0,2.7723
vllm_apc,32000,0.01,320,0.1,1,90.099
radix,32000,0.01,320,0.1,1,90.099
flashinfer,32000,0.01,320,0.1,1,90.099
cdc,32000,0.01,320,0.1,1,1.1974
pic_lean,32000,0.01,320,0.1,1,2.7723
vllm_apc,32000,0.01,320,0.1,2,90.099
radix,32000,0.01,320,0.1,2,90.099
flashinfer,32000,0.01,320,0.1,2,90.099
cdc,32000,0.01,320,0.1,2,1.1355
pic_lean,32000,0.01,320,0.1,2,2.7723
vllm_apc,32000,0.01,320,0.1,3,90.099
radix,32000,0.01,320,0.1,3,90.099
flashinfer,32000,0.01,320,0.1,3,90.099
cdc,32000,0.01,320,0.1,3,1.0334
pic_lean,32000,0.01,320,0.1,3,2.7723
vllm_apc,32000,0.01,320,0.1,4,90.099
radix,32000,0.01,320,0.1,4,90.099
flashinfer,32000,0.01,320,0.1,4,90.099
cdc,32000,0.01,320,0.1,4,1.0334
pic_lean,32000,0.01,320,0.1,4,2.7723
vllm_apc,32000,0.01,320,0.5,0,50.495
radix,32000,0.01,320,0.5,0,50.495
flashinfer,32000,0.01,320,0.5,0,50.495
cdc,32000,0.01,320,0.5,0,1.1262
pic_lean,32000,0.01,320,0.5,0,2.7723
vllm_apc,32000,0.01,320,0.5,1,50.495
radix,32000,0.01,320,0.5,1,50.495
flashinfer,32000,0.01,320,0.5,1,50.495
cdc,32000,0.01,320,0.5,1,1.0984
pic_lean,32000,0.01,320,0.5,1,2.7723
vllm_apc,32000,0.01,320,0.5,2,50.495
radix,32000,0.01,320,0.5,2,50.495
flashinfer,32000,0.01,320,0.5,2,50.495
cdc,32000,0.01,320,0.5,2,1.2191
pic_lean,32000,0.01,320,0.5,2,2.7723
vllm_apc,32000,0.01,320,0.5,3,50.495
radix,32000,0.01,320,0.5,3,50.495
flashinfer,32000,0.01,320,0.5,3,50.495
cdc,32000,0.01,320,0.5,3,1.0396
pic_lean,32000,0.01,320,0.5,3,2.7723
vllm_apc,32000,0.01,320,0.5,4,50.495
radix,32000,0.01,320,0.5,4,50.495
flashinfer,32000,0.01,320,0.5,4,50.495
cdc,32000,0.01,320,0.5,4,1.0272
pic_lean,32000,0.01,320,0.5,4,2.7723
vllm_apc,32000,0.01,320,0.9,0,10.8911
radix,32000,0.01,320,0.9,0,10.8911
flashinfer,32000,0.01,320,0.9,0,10.8911
cdc,32000,0.01,320,0.9,0,1.0272
pic_lean,32000,0.01,320,0.9,0,2.7723
vllm_apc,32000,0.01,320,0.9,1,10.8911
radix,32000,0.01,320,0.9,1,10.8911
flashinfer,32000,0.01,320,0.9,1,10.8911
cdc,32000,0.01,320,0.9,1,1.0025
pic_lean,32000,0.01,320,0.9,1,2.7723
vllm_apc,32000,0.01,320,0.9,2,10.8911
radix,32000,0.01,320,0.9,2,10.8911
flashinfer,32000,0.01,320,0.9,2,10.8911
cdc,32000,0.01,320,0.9,2,1.0118
pic_lean,32000,0.01,320,0.9,2,2.7723
vllm_apc,32000,0.01,320,0.9,3,10.8911
radix,32000,0.01,320,0.9,3,10.8911
flashinfer,32000,0.01,320,0.9,3,10.8911
cdc,32000,0.01,320,0.9,3,1.052
pic_lean,32000,0.01,320,0.9,3,2.7723
vllm_apc,32000,0.01,320,0.9,4,10.8911
radix,32000,0.01,320,0.9,4,10.8911
flashinfer,32000,0.01,320,0.9,4,10.8911
cdc,32000,0.01,320,0.9,4,1.1665
pic_lean,32000,0.01,320,0.9,4,2.7723
vllm_apc,32000,0.02,640,0.1,0,90.1961
radix,32000,0.02,640,0.1,0,90.1961
flashinfer,32000,0.02,640,0.1,0,90.1961
cdc,32000,0.02,640,0.1,0,2.0006
pic_lean,32000,0.02,640,0.1,0,3.7255
vllm_apc,32000,0.02,640,0.1,1,90.1961
radix,32000,0.02,640,0.1,1,90.1961
flashinfer,32000,0.02,640,0.1,1,90.1961
cdc,32000,0.02,640,0.1,1,2.0864
pic_lean,32000,0.02,640,0.1,1,3.7255
vllm_apc,32000,0.02,640,0.1,2,90.1961
radix,32000,0.02,640,0.1,2,90.1961
flashinfer,32000,0.02,640,0.1,2,90.1961
cdc,32000,0.02,640,0.1,2,2.0833
pic_lean,32000,0.02,640,0.1,2,3.7255
vllm_apc,32000,0.02,640,0.1,3,90.1961
radix,32000,0.02,640,0.1,3,90.1961
flashinfer,32000,0.02,640,0.1,3,90.1961
cdc,32000,0.02,640,0.1,3,2.0037
pic_lean,32000,0.02,640,0.1,3,3.7255
vllm_apc,32000,0.02,640,0.1,4,90.1961
radix,32000,0.02,640,0.1,4,90.1961
flashinfer,32000,0.02,640,0.1,4,90.1961
cdc,32000,0.02,640,0.1,4,1.9945
pic_lean,32000,0.02,640,0.1,4,3.7255
vllm_apc,32000,0.02,640,0.5,0,50.9804
radix,32000,0.02,640,0.5,0,50.9804
flashinfer,32000,0.02,640,0.5,0,50.9804
cdc,32000,0.02,640,0.5,0,1.9761
pic_lean,32000,0.02,640,0.5,0,3.7255
vllm_apc,32000,0.02,640,0.5,1,50.9804
radix,32000,0.02,640,0.5,1,50.9804
flashinfer,32000,0.02,640,0.5,1,50.9804
cdc,32000,0.02,640,0.5,1,1.9945
pic_lean,32000,0.02,640,0.5,1,3.7255
vllm_apc,32000,0.02,640,0.5,2,50.9804
radix,32000,0.02,640,0.5,2,50.9804
flashinfer,32000,0.02,640,0.5,2,50.9804
cdc,32000,0.02,640,0.5,2,1.9761
pic_lean,32000,0.02,640,0.5,2,3.7255
vllm_apc,32000,0.02,640,0.5,3,50.9804
radix,32000,0.02,640,0.5,3,50.9804
flashinfer,32000,0.02,640,0.5,3,50.9804
cdc,32000,0.02,640,0.5,3,2.0159
pic_lean,32000,0.02,640,0.5,3,3.7255
vllm_apc,32000,0.02,640,0.5,4,50.9804
radix,32000,0.02,640,0.5,4,50.9804
flashinfer,32000,0.02,640,0.5,4,50.9804
cdc,32000,0.02,640,0.5,4,2.0098
pic_lean,32000,0.02,640,0.5,4,3.7255
vllm_apc,32000,0.02,640,0.9,0,11.7647
radix,32000,0.02,640,0.9,0,11.7647
flashinfer,32000,0.02,640,0.9,0,11.7647
cdc,32000,0.02,640,0.9,0,1.9975
pic_lean,32000,0.02,640,0.9,0,3.7255
vllm_apc,32000,0.02,640,0.9,1,11.7647
radix,32000,0.02,640,0.9,1,11.7647
flashinfer,32000,0.02,640,0.9,1,11.7647
cdc,32000,0.02,640,0.9,1,2.1017
pic_lean,32000,0.02,640,0.9,1,3.7255
vllm_apc,32000,0.02,640,0.9,2,11.7647
radix,32000,0.02,640,0.9,2,11.7647
flashinfer,32000,0.02,640,0.9,2,11.7647
cdc,32000,0.02,640,0.9,2,2.0496
pic_lean,32000,0.02,640,0.9,2,3.7255
vllm_apc,32000,0.02,640,0.9,3,11.7647
radix,32000,0.02,640,0.9,3,11.7647
flashinfer,32000,0.02,640,0.9,3,11.7647
cdc,32000,0.02,640,0.9,3,2.0772
pic_lean,32000,0.02,640,0.9,3,3.7255
vllm_apc,32000,0.02,640,0.9,4,11.7647
radix,32000,0.02,640,0.9,4,11.7647
flashinfer,32000,0.02,640,0.9,4,11.7647
cdc,32000,0.02,640,0.9,4,2.0221
pic_lean,32000,0.02,640,0.9,4,3.7255
vllm_apc,32000,0.05,1600,0.1,0,90.4762
radix,32000,0.05,1600,0.1,0,90.4762
flashinfer,32000,0.05,1600,0.1,0,90.4762
cdc,32000,0.05,1600,0.1,0,4.9554
pic_lean,32000,0.05,1600,0.1,0,6.4762
vllm_apc,32000,0.05,1600,0.1,1,90.4762
radix,32000,0.05,1600,0.1,1,90.4762
flashinfer,32000,0.05,1600,0.1,1,90.4762
