engine,seq_len,inj_seq,inj_tokens,f,seed,recompute_pct
vllm_apc,4000,0.5,2000,0.5,0,66.6667
radix,4000,0.5,2000,0.5,0,66.6667
flashinfer,4000,0.5,2000,0.5,0,66.6667
cdc,4000,0.5,2000,0.5,0,33.7833
pic_lean,4000,0.5,2000,0.5,0,38.2667
vllm_apc,4000,0.5,2000,0.5,1,66.6667
radix,4000,0.5,2000,0.5,1,66.6667
flashinfer,4000,0.5,2000,0.5,1,66.6667
cdc,4000,0.5,2000,0.5,1,33.4333
pic_lean,4000,0.5,2000,0.5,1,38.2667
vllm_apc,4000,0.5,2000,0.5,2,66.6667
radix,4000,0.5,2000,0.5,2,66.6667
flashinfer,4000,0.5,2000,0.5,2,66.6667
cdc,4000,0.5,2000,0.5,2,33.6333
pic_lean,4000,0.5,2000,0.5,2,38.2667
vllm_apc,4000,0.5,2000,0.5,3,66.6667
radix,4000,0.5,2000,0.5,3,66.6667
flashinfer,4000,0.5,2000,0.5,3,66.6667
cdc,4000,0.5,2000,0.5,3,33.8167
pic_lean,4000,0.5,2000,0.5,3,38.2667
vllm_apc,4000,0.5,2000,0.5,4,66.6667
radix,4000,0.5,2000,0.5,4,66.6667
flashinfer,4000,0.5,2000,0.5,4,66.6667
cdc,4000,0.5,2000,0.5,4,33.6
pic_lean,4000,0.5,2000,0.5,4,38.2667
vllm_apc,4000,0.5,2000,0.9,0,40.0
radix,4000,0.5,2000,0.9,0,40.0
flashinfer,4000,0.5,2000,0.9,0,40.0
cdc,4000,0.5,2000,0.9,0,33.6
pic_lean,4000,0.5,2000,0.9,0,38.2667
vllm_apc,4000,0.5,2000,0.9,1,40.0
radix,4000,0.5,2000,0.9,1,40.0
flashinfer,4000,0.5,2000,0.9,1,40.0
cdc,4000,0.5,2000,0.9,1,33.6
pic_lean,4000,0.5,2000,0.9,1,38.2667
vllm_apc,4000,0.5,2000,0.9,2,40.0
radix,4000,0.5,2000,0.9,2,40.0
flashinfer,4000,0.5,2000,0.9,2,40.0
cdc,4000,0.5,2000,0.9,2,34.1167
pic_lean,4000,0.5,2000,0.9,2,38.2667
vllm_apc,4000,0.5,2000,0.9,3,40.0
radix,4000,0.5,2000,0.9,3,40.0
flashinfer,4000,0.5,2000,0.9,3,40.0
cdc,4000,0.5,2000,0.9,3,33.7333
pic_lean,4000,0.5,2000,0.9,3,38.2667
vllm_apc,4000,0.5,2000,0.9,4,40.0
radix,4000,0.5,2000,0.9,4,40.0
flashinfer,4000,0.5,2000,0.9,4,40.0
cdc,4000,0.5,2000,0.9,4,33.7833
pic_lean,4000,0.5,2000,0.9,4,38.2667
vllm_apc,4000,1.0,4000,0.1,0,95.0
radix,4000,1.0,4000,0.1,0,95.0
flashinfer,4000,1.0,4000,0.1,0,95.0
cdc,4000,1.0,4000,0.1,0,50.225
pic_lean,4000,1.0,4000,0.1,0,53.7
vllm_apc,4000,1.0,4000,0.1,1,95.0
radix,4000,1.0,4000,0.1,1,95.0
flashinfer,4000,1.0,4000,0.1,1,95.0
cdc,4000,1.0,4000,0.1,1,50.1
pic_lean,4000,1.0,4000,0.1,1,53.7
vllm_apc,4000,1.0,4000,0.1,2,95.0
radix,4000,1.0,4000,0.1,2,95.0
flashinfer,4000,1.0,4000,0.1,2,95.0
cdc,4000,1.0,4000,0.1,2,50.4125
pic_lean,4000,1.0,4000,0.1,2,53.7
vllm_apc,4000,1.0,4000,0.1,3,95.0
radix,4000,1.0,4000,0.1,3,95.0
flashinfer,4000,1.0,4000,0.1,3,95.0
cdc,4000,1.0,4000,0.1,3,50.7
pic_lean,4000,1.0,4000,0.1,3,53.7
vllm_apc,4000,1.0,4000,0.1,4,95.0
radix,4000,1.0,4000,0.1,4,95.0
flashinfer,4000,1.0,4000,0.1,4,95.0
cdc,4000,1.0,4000,0.1,4,50.2
pic_lean,4000,1.0,4000,0.1,4,53.7
vllm_apc,4000,1.0,4000,0.5,0,75.0
radix,4000,1.0,4000,0.5,0,75.0
flashinfer,4000,1.0,4000,0.5,0,75.0
cdc,4000,1.0,4000,0.5,0,50.2625
pic_lean,4000,1.0,4000,0.5,0,53.7
vllm_apc,4000,1.0,4000,0.5,1,75.0
radix,4000,1.0,4000,0.5,1,75.0
flashinfer,4000,1.0,4000,0.5,1,75.0
cdc,4000,1.0,4000,0.5,1,50.3375
pic_lean,4000,1.0,4000,0.5,1,53.7
vllm_apc,4000,1.0,4000,0.5,2,75.0
radix,4000,1.0,4000,0.5,2,75.0
flashinfer,4000,1.0,4000,0.5,2,75.0
cdc,4000,1.0,4000,0.5,2,50.5
pic_lean,4000,1.0,4000,0.5,2,53.7
vllm_apc,4000,1.0,4000,0.5,3,75.0
radix,4000,1.0,4000,0.5,3,75.0
flashinfer,4000,1.0,4000,0.5,3,75.0
cdc,4000,1.0,4000,0.5,3,50.5875
pic_lean,4000,1.0,4000,0.5,3,53.7
vllm_apc,4000,1.0,4000,0.5,4,75.0
radix,4000,1.0,4000,0.5,4,75.0
flashinfer,4000,1.0,4000,0.5,4,75.0
cdc,4000,1.0,4000,0.5,4,50.4
pic_lean,4000,1.0,4000,0.5,4,53.7
vllm_apc,4000,1.0,4000,0.9,0,55.0
radix,4000,1.0,4000,0.9,0,55.0
flashinfer,4000,1.0,4000,0.9,0,55.0
cdc,4000,1.0,4000,0.9,0,50.6125
pic_lean,4000,1.0,4000,0.9,0,53.7
vllm_apc,4000,1.0,4000,0.9,1,55.0
radix,4000,1.0,4000,0.9,1,55.0
flashinfer,4000,1.0,4000,0.9,1,55.0
cdc,4000,1.0,4000,0.9,1,50.4
pic_lean,4000,1.0,4000,0.9,1,53.7
vllm_apc,4000,1.0,4000,0.9,2,55.0
radix,4000,1.0,4000,0.9,2,55.0
flashinfer,4000,1.0,4000,0.9,2,55.0
cdc,4000,1.0,4000,0.9,2,50.3625
pic_lean,4000,1.0,4000,0.9,2,53.7
vllm_apc,4000,1.0,4000,0.9,3,55.0
radix,4000,1.0,4000,0.9,3,55.0
flashinfer,4000,1.0,4000,0.9,3,55.0
cdc,4000,1.0,4000,0.9,3,50.2875
pic_lean,4000,1.0,4000,0.9,3,53.7
vllm_apc,4000,1.0,4000,0.9,4,55.0
radix,4000,1.0,4000,0.9,4,55.0
flashinfer,4000,1.0,4000,0.9,4,55.0
cdc,4000,1.0,4000,0.9,4,50.4875
pic_lean,4000,1.0,4000,0.9,4,53.7
vllm_apc,8000,0.001,8,0.1,0,90.0
radix,8000,0.001,8,0.1,0,90.01
flashinfer,8000,0.001,8,0.1,0,90.01
cdc,8000,0.001,8,0.1,0,0.6993
pic_lean,8000,0.001,8,0.1,0,4.2957
vllm_apc,8000,0.001,8,0.1,1,90.0
radix,8000,0.001,8,0.1,1,90.01
flashinfer,8000,0.001,8,0.1,1,90.01
cdc,8000,0.001,8,0.1,1,0.6743
pic_lean,8000,0.001,8,0.1,1,4.2957
vllm_apc,8000,0.001,8,0.1,2,90.0
radix,8000,0.001,8,0.1,2,90.01
flashinfer,8000,0.001,8,0.1,2,90.01
cdc,8000,0.001,8,0.1,2,0.3247
pic_lean,8000,0.001,8,0.1,2,4.2957
vllm_apc,8000,0.001,8,0.1,3,90.0
radix,8000,0.001,8,0.1,3,90.01
flashinfer,8000,0.001,8,0.1,3,90.01
cdc,8000,0.001,8,0.1,3,0.2248
pic_lean,8000,0.001,8,0.1,3,4.2957
vllm_apc,8000,0.001,8,0.1,4,90.0
radix,8000,0.001,8,0.1,4,90.01
flashinfer,8000,0.001,8,0.1,4,90.01
cdc,8000,0.001,8,0.1,4,0.2498
pic_lean,8000,0.001,8,0.1,4,4.2957
vllm_apc,8000,0.001,8,0.5,0,50.0
radix,8000,0.001,8,0.5,0,50.05
flashinfer,8000,0.001,8,0.5,0,50.05
cdc,8000,0.001,8,0.5,0,0.1374
pic_lean,8000,0.001,8,0.5,0,4.2957
vllm_apc,8000,0.001,8,0.5,1,50.0
radix,8000,0.001,8,0.5,1,50.05
flashinfer,8000,0.001,8,0.5,1,50.05
cdc,8000,0.001,8,0.5,1,0.4371
pic_lean,8000,0.001,8,0.5,1,4.2957
vllm_apc,8000,0.001,8,0.5,2,50.0
radix,8000,0.001,8,0.5,2,50.05
flashinfer,8000,0.001,8,0.5,2,50.05
cdc,8000,0.001,8,0.5,2,0.1748
pic_lean,8000,0.001,8,0.5,2,4.2957
vllm_apc,8000,0.001,8,0.5,3,50.0
radix,8000,0.001,8,0.5,3,50.05
flashinfer,8000,0.001,8,0.5,3,50.05
cdc,8000,0.001,8,0.5,3,0.3871
pic_lean,8000,0.001,8,0.5,3,4.2957
vllm_apc,8000,0.001,8,0.5,4,50.0
radix,8000,0.001,8,0.5,4,50.05
flashinfer,8000,0.001,8,0.5,4,50.05
cdc,8000,0.001,8,0.5,4,0.8117
pic_lean,8000,0.001,8,0.5,4,4.2957
vllm_apc,8000,0.001,8,0.9,0,10.0
radix,8000,0.001,8,0.9,0,10.0899
flashinfer,8000,0.001,8,0.9,0,10.0899
cdc,8000,0.001,8,0.9,0,0.1499
pic_lean,8000,0.001,8,0.9,0,4.2957
vllm_apc,8000,0.001,8,0.9,1,10.0
radix,8000,0.001,8,0.9,1,10.0899
flashinfer,8000,0.001,8,0.9,1,10.0899
cdc,8000,0.001,8,0.9,1,0.3621
pic_lean,8000,0.001,8,0.9,1,4.2957
vllm_apc,8000,0.001,8,0.9,2,10.0
radix,8000,0.001,8,0.9,2,10.0899
flashinfer,8000,0.001,8,0.9,2,10.0899
cdc,8000,0.001,8,0.9,2,0.4496
pic_lean,8000,0.001,8,0.9,2,4.2957
vllm_apc,8000,0.001,8,0.9,3,10.0
radix,8000,0.001,8,0.9,3,10.0899
flashinfer,8000,0.001,8,0.9,3,10.0899
cdc,8000,0.001,8,0.9,3,0.2872
pic_lean,8000,0.001,8,0.9,3,4.2957
vllm_apc,8000,0.001,8,0.9,4,10.0
radix,8000,0.001,8,0.9,4,10.0899
flashinfer,8000,0.001,8,0.9,4,10.0899
cdc,8000,0.001,8,0.9,4,1.049
pic_lean,8000,0.001,8,0.9,4,4.2957
vllm_apc,8000,0.005,40,0.1,0,90.0398
radix,8000,0.005,40,0.1,0,90.0498
flashinfer,8000,0.005,40,0.1,0,90.0498
cdc,8000,0.005,40,0.1,0,0.6716
pic_lean,8000,0.005,40,0.1,0,4.6766
vllm_apc,8000,0.005,40,0.1,1,90.0398
radix,8000,0.005,40,0.1,1,90.0498
flashinfer,8000,0.005,40,0.1,1,90.0498
cdc,8000,0.005,40,0.1,1,1.3806
pic_lean,8000,0.005,40,0.1,1,4.6766
vllm_apc,8000,0.005,40,0.1,2,90.0398
radix,8000,0.005,40,0.1,2,90.0498
flashinfer,8000,0.005,40,0.1,2,90.0498
cdc,8000,0.005,40,0.1,2,1.0945
pic_lean,8000,0.005,40,0.1,2,4.6766
vllm_apc,8000,0.005,40,0.1,3,90.0398
radix,8000,0.005,40,0.1,3,90.0498
flashinfer,8000,0.005,40,0.1,3,90.0498
cdc,8000,0.005,40,0.1,3,0.9204
pic_lean,8000,0.005,40,0.1,3,4.6766
vllm_apc,8000,0.005,40,0.1,4,90.0398
radix,8000,0.005,40,0.1,4,90.0498
flashinfer,8000,0.005,40,0.1,4,90.0498
cdc,8000,0.005,40,0.1,4,0.5224
pic_lean,8000,0.005,40,0.1,4,4.6766
vllm_apc,8000,0.005,40,0.5,0,50.1992
radix,8000,0.005,40,0.5,0,50.2488
flashinfer,8000,0.005,40,0.5,0,50.2488
cdc,8000,0.005,40,0.5,0,1.0697
pic_lean,8000,0.005,40,0.5,0,4.6766
vllm_apc,8000,0.005,40,0.5,1,50.1992
radix,8000,0.005,40,0.5,1,50.2488
flashinfer,8000,0.005,40,0.5,1,50.2488
cdc,8000,0.005,40,0.5,1,0.6468
pic_lean,8000,0.005,40,0.5,1,4.6766
vllm_apc,8000,0.005,40,0.5,2,50.1992
radix,8000,0.005,40,0.5,2,50.2488
flashinfer,8000,0.005,40,0.5,2,50.2488
cdc,8000,0.005,40,0.5,2,0.6965
pic_lean,8000,0.005,40,0.5,2,4.6766
vllm_apc,8000,0.005,40,0.5,3,50.1992
radix,8000,0.005,40,0.5,3,50.2488
flashinfer,8000,0.005,40,0.5,3,50.2488
cdc,8000,0.005,40,0.5,3,0.908
pic_lean,8000,0.005,40,0.5,3,4.6766
vllm_apc,8000,0.005,40,0.5,4,50.1992
radix,8000,0.005,40,0.5,4,50.2488
flashinfer,8000,0.005,40,0.5,4,50.2488
cdc,8000,0.005,40,0.5,4,0.7587
pic_lean,8000,0.005,40,0.5,4,4.6766
vllm_apc,8000,0.005,40,0.9,0,10.3586
radix,8000,0.005,40,0.9,0,10.4478
flashinfer,8000,0.005,40,0.9,0,10.4478
cdc,8000,0.005,40,0.9,0,0.7836
pic_lean,8000,0.005,40,0.9,0,4.6766
vllm_apc,8000,0.005,40,0.9,1,10.3586
radix,8000,0.005,40,0.9,1,10.4478
flashinfer,8000,0.005,40,0.9,1,10.4478
cdc,8000,0.005,40,0.9,1,1.2065
pic_lean,8000,0.005,40,0.9,1,4.6766
vllm_apc,8000,0.005,40,0.9,2,10.3586
radix,8000,0.005,40,0.9,2,10.4478
flashinfer,8000,0.005,40,0.9,2,10.4478
cdc,8000,0.005,40,0.9,2,0.6095
pic_lean,8000,0.005,40,0.9,2,4.6766
vllm_apc,8000,0.005,40,0.9,3,10.3586
radix,8000,0.005,40,0.9,3,10.4478
flashinfer,8000,0.005,40,0.9,3,10.4478
cdc,8000,0.005,40,0.9,3,0.8955
pic_lean,8000,0.005,40,0.9,3,4.6766
vllm_apc,8000,0.005,40,0.9,4,10.3586
radix,8000,0.005,40,0.9,4,10.4478
flashinfer,8000,0.005,40,0.9,4,10.4478
cdc,8000,0.005,40,0.9,4,0.6468
pic_lean,8000,0.005,40,0.9,4,4.6766
vllm_apc,8000,0.01,80,0.1,0,90.099
radix,8000,0.01,80,0.1,0,90.099
flashinfer,8000,0.01,80,0.1,0,90.099
cdc,8000,0.01,80,0.1,0,1.1881
pic_lean,8000,0.01,80,0.1,0,5.1485
vllm_apc,8000,0.01,80,0.1,1,90.099
radix,8000,0.01,80,0.1,1,90.099
flashinfer,8000,0.01,80,0.1,1,90.099
cdc,8000,0.01,80,0.1,1,1.3861
pic_lean,8000,0.01,80,0.1,1,5.1485
vllm_apc,8000,0.01,80,0.1,2,90.099
radix,8000,0.01,80,0.1,2,90.099
flashinfer,8000,0.01,80,0.1,2,90.099
cdc,8000,0.01,80,0.1,2,1.2129
pic_lean,8000,0.01,80,0.1,2,5.1485
vllm_apc,8000,0.01,80,0.1,3,90.099
radix,8000,0.01,80,0.1,3,90.099
flashinfer,8000,0.01,80,0.1,3,90.099
cdc,8000,0.01,80,0.1,3,1.2995
pic_lean,8000,0.01,80,0.1,3,5.1485
vllm_apc,8000,0.01,80,0.1,4,90.099
radix,8000,0.01,80,0.1,4,90.099
flashinfer,8000,0.01,80,0.1,4,90.099
cdc,8000,0.01,80,0.1,4,1.1634
pic_lean,8000,0.01,80,0.1,4,5.1485
vllm_apc,8000,0.01,80,0.5,0,50.495
radix,8000,0.01,80,0.5,0,50.495
flashinfer,8000,0.01,80,0.5,0,50.495
cdc,8000,0.01,80,0.5,0,1.1015
pic_lean,8000,0.01,80,0.5,0,5.1485
vllm_apc,8000,0.01,80,0.5,1,50.495
radix,8000,0.01,80,0.5,1,50.495
flashinfer,8000,0.01,80,0.5,1,50.495
cdc,8000,0.01,80,0.5,1,1.2005
pic_lean,8000,0.01,80,0.5,1,5.1485
vllm_apc,8000,0.01,80,0.5,2,50.495
radix,8000,0.01,80,0.5,2,50.495
flashinfer,8000,0.01,80,0.5,2,50.495
cdc,8000,0.01,80,0.5,2,1.2005
pic_lean,8000,0.01,80,0.5,2,5.1485
vllm_apc,8000,0.01,80,0.5,3,50.495
radix,8000,0.01,80,0.5,3,50.495
flashinfer,8000,0.01,80,0.5,3,50.495
cdc,8000,0.01,80,0.5,3,1.5223
pic_lean,8000,0.01,80,0.5,3,5.1485
vllm_apc,8000,0.01,80,0.5,4,50.495
radix,8000,0.01,80,0.5,4,50.495
flashinfer,8000,0.01,80,0.5,4,50.495
cdc,8000,0.01,80,0.5,4,1.3119
pic_lean,8000,0.01,80,0.5,4,5.1485
vllm_apc,8000,0.01,80,0.9,0,10.8911
radix,8000,0.01,80,0.9,0,10.8911
flashinfer,8000,0.01,80,0.9,0,10.8911
cdc,8000,0.01,80,0.9,0,1.3366
pic_lean,8000,0.01,80,0.9,0,5.1485
vllm_apc,8000,0.01,80,0.9,1,10.8911
radix,8000,0.01,80,0.9,1,10.8911
flashinfer,8000,0.01,80,0.9,1,10.8911
cdc,8000,0.01,80,0.9,1,1.0767
pic_lean,8000,0.01,80,0.9,1,5.1485
vllm_apc,8000,0.01,80,0.9,2,10.8911
radix,8000,0.01,80,0.9,2,10.8911
flashinfer,8000,0.01,80,0.9,2,10.8911
cdc,8000,0.01,80,0.9,2,1.0891
pic_lean,8000,0.01,80,0.9,2,5.1485
vllm_apc,8000,0.01,80,0.9,3,10.8911
radix,8000,0.01,80,0.9,3,10.8911
flashinfer,8000,0.01,80,0.9,3,10.8911
cdc,8000,0.01,80,0.9,3,1.5099
pic_lean,8000,0.01,80,0.9,3,5.1485
vllm_apc,8000,0.01,80,0.9,4,10.8911
radix,8000,0.01,80,0.9,4,10.8911
flashinfer,8000,0.01,80,0.9,4,10.8911
cdc,8000,0.01,80,0.9,4,1.4356
pic_lean,8000,0.01,80,0.9,4,5.1485
vllm_apc,8000,0.02,160,0.1,0,90.1961
radix,8000,0.02,160,0.1,0,90.1961
flashinfer,8000,0.02,160,0.1,0,90.1961
cdc,8000,0.02,160,0.1,0,2.1201
pic_lean,8000,0.02,160,0.1,0,6.0784
vllm_apc,8000,0.02,160,0.1,1,90.1961
radix,8000,0.02,160,0.1,1,90.1961
flashinfer,8000,0.02,160,0.1,1,90.1961
cdc,8000,0.02,160,0.1,1,2.1324
pic_lean,8000,0.02,160,0.1,1,6.0784
vllm_apc,8000,0.02,160,0.1,2,90.1961
radix,8000,0.02,160,0.1,2,90.1961
flashinfer,8000,0.02,160,0.1,2,90.1961
cdc,8000,0.02,160,0.1,2,2.3652
pic_lean,8000,0.02,160,0.1,2,6.0784
vllm_apc,8000,0.02,160,0.1,3,90.1961
radix,8000,0.02,160,0.1,3,90.1961
flashinfer,8000,0.02,160,0.1,3,90.1961
cdc,8000,0.02,160,0.1,3,2.1078
pic_lean,8000,0.02,160,0.1,3,6.0784
vllm_apc,8000,0.02,160,0.1,4,90.1961
radix,8000,0.02,160,0.1,4,90.1961
flashinfer,8000,0.02,160,0.1,4,90.1961
cdc,8000,0.02,160,0.1,4,2.1324
pic_lean,8000,0.02,160,0.1,4,6.0784
vllm_apc,8000,0.02,160,0.5,0,50.9804
radix,8000,0.02,160,0.5,0,50.9804
flashinfer,8000,0.02,160,0.5,0,50.9804
cdc,8000,0.02,160,0.5,0,2.2917
pic_lean,8000,0.02,160,0.5,0,6.0784
vllm_apc,8000,0.02,160,0.5,1,50.9804
radix,8000,0.02,160,0.5,1,50.9804
flashinfer,8000,0.02,160,0.5,1,50.9804
cdc,8000,0.02,160,0.5,1,2.5735
pic_lean,8000,0.02,160,0.5,1,6.0784
vllm_apc,8000,0.02,160,0.5,2,50.9804
radix,8000,0.02,160,0.5,2,50.9804
flashinfer,8000,0.02,160,0.5,2,50.9804
cdc,8000,0.02,160,0.5,2,2.1201
pic_lean,8000,0.02,160,0.5,2,6.0784
vllm_apc,8000,0.02,160,0.5,3,50.9804
radix,8000,0.02,160,0.5,3,50.9804
flashinfer,8000,0.02,160,0.5,3,50.9804
cdc,8000,0.02,160,0.5,3,2.1446
pic_lean,8000,0.02,160,0.5,3,6.0784
vllm_apc,8000,0.02,160,0.5,4,50.9804
radix,8000,0.02,160,0.5,4,50.9804
flashinfer,8000,0.02,160,0.5,4,50.9804
cdc,8000,0.02,160,0.5,4,2.1569
pic_lean,8000,0.02,160,0.5,4,6.0784
vllm_apc,8000,0.02,160,0.9,0,11.7647
radix,8000,0.02,160,0.9,0,11.7647
flashinfer,8000,0.02,160,0.9,0,11.7647
cdc,8000,0.02,160,0.9,0,1.9975
pic_lean,8000,0.02,160,0.9,0,6.0784
vllm_apc,8000,0.02,160,0.9,1,11.7647
radix,8000,0.02,160,0.9,1,11.7647
flashinfer,8000,0.02,160,0.9,1,11.7647
cdc,8000,0.02,160,0.9,1,2.5368
pic_lean,8000,0.02,160,0.9,1,6.0784
vllm_apc,8000,0.02,160,0.9,2,11.7647
radix,8000,0.02,160,0.9,2,11.7647
flashinfer,8000,0.02,160,0.9,2,11.7647
cdc,8000,0.02,160,0.9,2,2.0466
pic_lean,8000,0.02,160,0.9,2,6.0784
vllm_apc,8000,0.02,160,0.9,3,11.7647
radix,8000,0.02,160,0.9,3,11.7647
flashinfer,8000,0.02,160,0.9,3,11.7647
cdc,8000,0.02,160,0.9,3,2.2549
pic_lean,8000,0.02,160,0.9,3,6.0784
vllm_apc,8000,0.02,160,0.9,4,11.7647
radix,8000,0.02,160,0.9,4,11.7647
flashinfer,8000,0.02,160,0.9,4,11.7647
cdc,8000,0.02,160,0.9,4,2.2426
pic_lean,8000,0.02,160,0.9,4,6.0784
vllm_apc,8000,0.05,400,0.1,0,90.4762
radix,8000,0.05,400,0.1,0,90.4762
flashinfer,8000,0.05,400,0.1,0,90.4762
cdc,8000,0.05,400,0.1,0,5.1905
pic_lean,8000,0.05,400,0.1,0,8.7619
vllm_apc,8000,0.05,400,0.1,1,90.4762
radix,8000,0.05,400,0.1,1,90.4762
flashinfer,8000,0.05,400,0.1,1,90.4762
cdc,8000,0.05,400,0.1,1,4.9167
pic_lean,8000,0.05,400,0.1,1,8.7619
vllm_apc,8000,0.05,400,0.1,2,90.4762
radix,8000,0.05,400,0.1,2,90.4762
flashinfer,8000,0.05,400,0.1,2,90.4762
cdc,8000,0.05,400,0.1,2,5.0357
pic_lean,8000,0.05,400,0.1,2,8.7619
vllm_apc,8000,0.05,400,0.1,3,90.4762
radix,8000,0.05,400,0.1,3,90.4762
flashinfer,8000,0.05,400,0.1,3,90.4762
cdc,8000,0.05,400,0.1,3,4.8095
pic_lean,8000,0.05,400,0.1,3,8.7619
vllm_apc,8000,0.05,400,0.1,4,90.4762
radix,8000,0.05,400,0.1,4,90.4762
flashinfer,8000,0.05,400,0.1,4,90.4762
cdc,8000,0.05,400,0.1,4,4.9405
pic_lean,8000,0.05,400,0.1,4,8.7619
vllm_apc,8000,0.05,400,0.5,0,52.381
radix,8000,0.05,400,0.5,0,52.381
flashinfer,8000,0.05,400,0.5,0,52.381
cdc,8000,0.05,400,0.5,0,4.9048
pic_lean,8000,0.05,400,0.5,0,8.7619
vllm_apc,8000,0.05,400,0.5,1,52.381
radix,8000,0.05,400,0.5,1,52.381
flashinfer,8000,0.05,400,0.5,1,52.381
cdc,8000,0.05,400,0.5,1,4.9405
pic_lean,8000,0.05,400,0.5,1,8.7619
vllm_apc,8000,0.05,400,0.5,2,52.381
radix,8000,0.05,400,0.5,2,52.381
flashinfer,8000,0.05,400,0.5,2,52.381
cdc,8000,0.05,400,0.5,2,4.8333
pic_lean,8000,0.05,400,0.5,2,8.7619
vllm_apc,8000,0.05,400,0.5,3,52.381
radix,8000,0.05,400,0.5,3,52.381
flashinfer,8000,0.05,400,0.5,3,52.381
cdc,8000,0.05,400,0.5,3,4.7619
pic_lean,8000,0.05,400,0.5,3,8.7619
vllm_apc,8000,0.05,400,0.5,4,52.381
radix,8000,0.05,400,0.5,4,52.381
flashinfer,8000,0.05,400,0.5,4,52.381
cdc,8000,0.05,400,0.5,4,4.8214
pic_lean,8000,0.05,400,0.5,4,8.7619
vllm_apc,8000,0.05,400,0.9,0,14.2857
radix,8000,0.05,400,0.9,0,14.2857
flashinfer,8000,0.05,400,0.9,0,14.2857
cdc,8000,0.05,400,0.9,0,4.9762
pic_lean,8000,0.05,400,0.9,0,8.7619
vllm_apc,8000,0.05,400,0.9,1,14.2857
radix,8000,0.05,400,0.9,1,14.2857
flashinfer,8000,0.05,400,0.9,1,14.2857
cdc,8000,0.05,400,0.9,1,5.25
pic_lean,8000,0.05,400,0.9,1,8.7619
vllm_apc,8000,0.05,400,0.9,2,14.2857
radix,8000,0.05,400,0.9,2,14.2857
flashinfer,8000,0.05,400,0.9,2,14.2857
cdc,8000,0.05,400,0.9,2,5.6786
pic_lean,8000,0.05,400,0.9,2,8.7619
vllm_apc,8000,0.05,400,0.9,3,14.2857
radix,8000,0.05,400,0.9,3,14.2857
flashinfer,8000,0.05,400,0.9,3,14.2857
cdc,8000,0.05,400,0.9,3,4.8571
pic_lean,8000,0.05,400,0.9,3,8.7619
vllm_apc,8000,0.05,400,0.9,4,14.2857
radix,8000,0.05,400,0.9,4,14.2857
flashinfer,8000,0.05,400,0.9,4,14.2857
cdc,8000,0.05,400,0.9,4,5.119
pic_lean,8000,0.05,400,0.9,4,8.7619
vllm_apc,8000,0.1,800,0.1,0,90.9091
radix,8000,0.1,800,0.1,0,90.9091
flashinfer,8000,0.1,800,0.1,0,90.9091
cdc,8000,0.1,800,0.1,0,9.1818
pic_lean,8000,0.1,800,0.1,0,12.9091
vllm_apc,8000,0.1,800,0.1,1,90.9091
radix,8000,0.1,800,0.1,1,90.9091
flashinfer,8000,0.1,800,0.1,1,90.9091
cdc,8000,0.1,800,0.1,1,9.3182
pic_lean,8000,0.1,800,0.1,1,12.9091
vllm_apc,8000,0.1,800,0.1,2,90.9091
radix,8000,0.1,800,0.1,2,90.9091
flashinfer,8000,0.1,800,0.1,2,90.9091
cdc,8000,0.1,800,0.1,2,9.5909
pic_lean,8000,0.1,800,0.1,2,12.9091
vllm_apc,8000,0.1,800,0.1,3,90.9091
radix,8000,0.1,800,0.1,3,90.9091
flashinfer,8000,0.1,800,0.1,3,90.9091
cdc,8000,0.1,800,0.1,3,9.3068
pic_lean,8000,0.1,800,0.1,3,12.9091
vllm_apc,8000,0.1,800,0.1,4,90.9091
radix,8000,0.1,800,0.1,4,90.9091
flashinfer,8000,0.1,800,0.1,4,90.9091
cdc,8000,0.1,800,0.1,4,9.3977
pic_lean,8000,0.1,800,0.1,4,12.9091
vllm_apc,8000,0.1,800,0.5,0,54.5455
radix,8000,0.1,800,0.5,0,54.5455
flashinfer,8000,0.1,800,0.5,0,54.5455
cdc,8000,0.1,800,0.5,0,9.1364
pic_lean,8000,0.1,800,0.5,0,12.9091
vllm_apc,8000,0.1,800,0.5,1,54.5455
radix,8000,0.1,800,0.5,1,54.5455
flashinfer,8000,0.1,800,0.5,1,54.5455
cdc,8000,0.1,800,0.5,1,9.4432
pic_lean,8000,0.1,800,0.5,1,12.9091
vllm_apc,8000,0.1,800,0.5,2,54.5455
radix,8000,0.1,800,0.5,2,54.5455
flashinfer,8000,0.1,800,0.5,2,54.5455
cdc,8000,0.1,800,0.5,2,9.3295
pic_lean,8000,0.1,800,0.5,2,12.9091
vllm_apc,8000,0.1,800,0.5,3,54.5455
radix,8000,0.1,800,0.5,3,54.5455
flashinfer,8000,0.1,800,0.5,3,54.5455
cdc,8000,0.1,800,0.5,3,9.3864
pic_lean,8000,0.1,800,0.5,3,12.9091
vllm_apc,8000,0.1,800,0.5,4,54.5455
radix,8000,0.1,800,0.5,4,54.5455
flashinfer,8000,0.1,800,0.5,4,54.5455
cdc,8000,0.1,800,0.5,4,9.3295
pic_lean,8000,0.1,800,0.5,4,12.9091
vllm_apc,8000,0.1,800,0.9,0,18.1818
radix,8000,0.1,800,0.9,0,18.1818
flashinfer,8000,0.1,800,0.9,0,18.1818
cdc,8000,0.1,800,0.9,0,9.3068
pic_lean,8000,0.1,800,0.9,0,12.9091
